FeatureExtraction,DimReduction,Normalization,NumberComponents,Classifier,KFold01_F1Score,KFold02_F1Score,KFold03_F1Score,KFold04_F1Score,KFold05_F1Score,KFold06_F1Score,KFold07_F1Score,KFold08_F1Score,KFold09_F1Score,KFold10_F1Score,F1Score_Mean,F1Score_SD
MobileNetV2,Full,No,62720,J48,0.5333,0.7143,0.85,0.8095,0.8235,0.8125,0.6875,0.8947,0.9268,0.75,0.7802,0.1087
MobileNetV2,Full,No,62720,RBF,0.875,0.8889,0.9143,0.8571,0.9032,0.9189,0.8485,0.973,0.9767,0.9189,0.9075,0.041
MobileNetV2,Full,No,62720,LinearSVM,0.9032,0.9231,1,0.8636,0.9697,0.9143,0.9714,0.973,0.9545,0.9189,0.9392,0.0392
MobileNetV2,Full,No,62720,MLP,0.8667,0.96,0.9444,0.8571,0.9032,0.9189,0.9444,0.9444,0.9545,0.9143,0.9208,0.0342
MobileNetV2,Full,No,62720,Logistic,0.9032,0.8889,1,0.8837,0.9375,0.9143,0.9714,0.973,0.9545,0.9189,0.9345,0.0372
MobileNetV2,Full,No,62720,RandomForest,0.8667,0.7692,0.9143,0.7692,0.9032,0.8824,0.8889,0.9714,0.9268,0.8485,0.8741,0.0614
MobileNetV2,Full,No,62720,Adaboost,0.8148,0.8276,0.9697,0.9268,0.9091,0.9091,0.8387,0.9444,0.9302,0.8421,0.8913,0.0524
MobileNetV2,Full,No,62720,Gaussian,0.6429,0.5217,0.7647,0.6111,0.7143,0.7273,0.5625,0.9143,0.5556,0.7059,0.672,0.1122
EfficientNetB0,Full,No,62720,PCC,0.5882,0.625,0.8108,0.7907,0.7692,0.8,0.8108,0.7778,0.7727,0.75,0.7495,0.0742
EfficientNetB0,Full,No,62720,J48,0.7273,0.625,0.75,0.6486,0.7317,0.5714,0.8125,0.8,0.8636,0.8824,0.7413,0.0973
EfficientNetB0,Full,No,62720,RBF,0.7586,0.88,0.8485,0.9,0.8485,0.8824,0.8387,0.9143,0.9524,0.9231,0.8746,0.0518
EfficientNetB0,Full,No,62720,LinearSVM,0.9032,0.8276,0.9143,0.9302,0.9143,0.9444,0.9091,0.973,0.9524,0.9474,0.9216,0.0378
EfficientNetB0,Full,No,62720,MLP,0.8148,0.88,0.9375,0.878,0.9412,0.8485,0.8485,0.9714,0.9268,0.9189,0.8966,0.0475
EfficientNetB0,Full,No,62720,Logistic,0.875,0.8276,0.9143,0.9302,0.9143,0.9444,0.9091,0.973,0.9524,0.9231,0.9163,0.039
EfficientNetB0,Full,No,62720,RandomForest,0.8667,0.8462,0.8485,0.9,0.9143,0.9143,0.875,0.9143,0.9302,0.9231,0.8932,0.0298
EfficientNetB0,Full,No,62720,Adaboost,0.875,0.6897,0.8125,0.9048,0.9714,0.8889,0.9444,0.8421,0.9048,0.8108,0.8644,0.0764
EfficientNetB0,Full,No,62720,Gaussian,0.7857,0.8,0.8235,0.7692,0.6667,0.8125,0.6667,0.8333,0.9268,0.8108,0.7895,0.0732
EfficientNetB1,Full,No,81920,PCC,0.7586,0.8148,0.8571,0.8293,0.8125,0.9143,0.8235,0.9189,0.9048,0.7647,0.8399,0.055
EfficientNetB1,Full,No,81920,J48,0.7586,0.7586,0.7568,0.8718,0.7568,0.6667,0.7027,0.8,0.75,0.8421,0.7664,0.0571
EfficientNetB1,Full,No,81920,RBF,0.8387,0.9231,0.9091,0.8293,0.9412,0.9444,0.8824,0.9143,0.9524,0.9,0.9035,0.0402
EfficientNetB1,Full,No,81920,LinearSVM,0.9032,0.8889,0.9412,0.8837,0.9444,0.9714,0.9412,0.9189,0.9767,0.9231,0.9293,0.0301
EfficientNetB1,Full,No,81920,MLP,0.8571,0.88,0.8824,0.8182,0.9714,0.9444,0.875,0.9412,0.9524,0.8947,0.9017,0.0462
EfficientNetB1,Full,No,81920,Logistic,0.9032,0.8889,0.9091,0.8636,0.9444,0.9714,0.9412,0.9189,0.9524,0.9231,0.9216,0.0304
EfficientNetB1,Full,No,81920,RandomForest,0.9032,0.88,0.8824,0.8571,0.8571,0.8824,0.9375,0.9091,0.9524,0.8947,0.8956,0.0296
EfficientNetB1,Full,No,81920,Adaboost,0.7586,0.9231,0.8333,0.9091,0.9714,0.9412,0.8824,1,0.9767,0.8649,0.9061,0.0699
EfficientNetB1,Full,No,81920,Gaussian,0.7586,0.8276,0.8108,0.7805,0.75,0.8824,0.75,0.9091,0.9048,0.85,0.8224,0.0593
EfficientNetB2,Full,No,114048,PCC,0.7333,0.7857,0.7027,0.7368,0.8108,0.7647,0.7778,0.8947,0.7805,0.8205,0.7808,0.051
EfficientNetB2,Full,No,114048,J48,0.6452,0.5714,0.6471,0.7895,0.7742,0.8571,0.6452,0.8108,0.8182,0.8108,0.7369,0.094
EfficientNetB2,Full,No,114048,RBF,0.8571,0.8571,0.8571,0.8636,0.9091,0.9231,0.8571,0.8571,0.9302,0.9,0.8812,0.0291
EfficientNetB2,Full,No,114048,LinearSVM,0.9032,0.8889,0.9697,0.9091,0.9714,0.973,0.9444,0.9189,0.9524,0.9474,0.9378,0.0292
EfficientNetB2,Full,No,114048,MLP,0.8125,0.8571,0.9143,0.8444,0.9444,0.8947,0.9143,0.8947,0.9302,0.9,0.8907,0.0388
EfficientNetB2,Full,No,114048,Logistic,0.8966,0.8889,0.9412,0.8889,0.9714,0.973,0.9444,0.9189,0.9524,0.9231,0.9299,0.0301
EfficientNetB2,Full,No,114048,RandomForest,0.8148,0.8276,0.8824,0.8,0.8485,0.8571,0.8667,0.8889,0.9524,0.85,0.8588,0.041
EfficientNetB2,Full,No,114048,Adaboost,0.7857,0.8462,0.7568,0.878,0.8421,0.8824,0.8125,0.8649,0.9524,0.8718,0.8493,0.0523
EfficientNetB2,Full,No,114048,Gaussian,0.7857,0.7586,0.7895,0.7368,0.7333,0.7647,0.7879,0.8889,0.9268,0.7568,0.7929,0.061
EfficientNetB3,Full,No,153600,PCC,0.75,0.7333,0.7895,0.878,0.8571,0.8718,0.8108,0.8333,0.9091,0.8205,0.8254,0.0536
EfficientNetB3,Full,No,153600,J48,0.7097,0.7407,0.7778,0.8372,0.7568,0.7778,0.7879,0.8649,0.7805,0.7895,0.7823,0.042
EfficientNetB3,Full,No,153600,RBF,0.75,0.88,0.8649,0.9091,0.9412,0.9143,0.8649,0.9143,0.9767,0.8947,0.891,0.0572
EfficientNetB3,Full,No,153600,LinearSVM,0.9032,0.9231,0.9444,0.9091,0.9375,0.9412,0.9189,0.9444,0.9767,0.9231,0.9322,0.0203
EfficientNetB3,Full,No,153600,MLP,0.7586,0.8889,0.8824,0.8718,0.9375,0.9091,0.8571,0.9412,0.9524,0.9231,0.8922,0.0538
EfficientNetB3,Full,No,153600,Logistic,0.875,0.9231,0.9444,0.9091,0.9697,0.9412,0.8889,0.9444,0.9767,0.9231,0.9296,0.0309
EfficientNetB3,Full,No,153600,RandomForest,0.7857,0.88,0.9714,0.8,0.9143,0.8889,0.8571,0.8824,0.9268,0.8718,0.8778,0.0526
EfficientNetB3,Full,No,153600,Adaboost,0.8,0.8571,0.9143,0.878,0.9412,0.7879,0.9091,0.8649,0.9302,0.8889,0.8772,0.0489
EfficientNetB3,Full,No,153600,Gaussian,0.7143,0.8571,0.8108,0.75,0.6875,0.8485,0.75,0.875,0.9048,0.8108,0.8009,0.0689
EfficientNetB4,Full,No,258048,PCC,0.6286,0.7097,0.7059,0.8095,0.8108,0.8485,0.8571,0.8421,0.8182,0.8,0.783,0.0717
EfficientNetB4,Full,No,258048,J48,0.5926,0.8333,0.8235,0.7179,0.8108,0.8485,0.6061,0.75,0.878,0.8485,0.7709,0.0969
EfficientNetB4,Full,No,258048,RBF,0.6667,0.8571,0.9091,0.8095,0.9375,0.9091,0.8235,0.8889,0.9302,0.9444,0.8676,0.0803
EfficientNetB4,Full,No,258048,LinearSVM,0.7647,0.8889,0.9412,0.8372,1,0.9412,0.9143,0.9189,0.9524,0.9474,0.9106,0.0634
EfficientNetB4,Full,No,258048,MLP,0.7879,0.8333,0.875,0.8372,0.9697,0.9189,0.8667,0.9143,0.9767,0.9189,0.8899,0.0577
EfficientNetB4,Full,No,258048,Logistic,0.7879,0.8889,0.9412,0.8372,1,0.9412,0.9143,0.9189,0.9524,0.9474,0.9129,0.0582
EfficientNetB4,Full,No,258048,RandomForest,0.8,0.88,0.9091,0.8571,0.8889,0.9091,0.8824,0.8824,0.9,0.9444,0.8853,0.036
EfficientNetB4,Full,No,258048,Adaboost,0.7742,0.7692,0.875,0.8372,0.9143,0.8824,0.8571,0.8889,0.9,0.8205,0.8519,0.0481
EfficientNetB4,Full,No,258048,Gaussian,0.7857,0.7097,0.8571,0.7805,0.7879,0.875,0.7273,0.9412,0.85,0.8421,0.8156,0.067
EfficientNetB5,Full,No,460800,PCC,0.7857,0.9565,0.8333,0.7805,0.8,0.8649,0.8649,0.8485,0.9048,0.8205,0.846,0.0522
EfficientNetB5,Full,No,460800,J48,0.75,0.6923,0.9143,0.7027,0.8205,0.8,0.8824,0.8571,0.85,0.7647,0.8034,0.0712
EfficientNetB5,Full,No,460800,RBF,0.8,0.96,0.9412,0.8095,0.9697,0.8235,0.8649,0.9412,0.9524,0.8947,0.8957,0.063
EfficientNetB5,Full,No,460800,LinearSVM,0.9032,0.96,0.9412,0.8889,0.9697,0.8889,0.8889,0.9444,0.9524,0.8718,0.9209,0.0342
EfficientNetB5,Full,No,460800,MLP,0.8667,0.88,0.9091,0.9268,0.9697,0.9091,0.9189,0.8824,0.9268,0.9231,0.9113,0.0281
EfficientNetB5,Full,No,460800,Logistic,0.9032,0.96,0.9412,0.8889,0.9697,0.8571,0.8889,0.9444,0.9524,0.8718,0.9178,0.0382
EfficientNetB5,Full,No,460800,RandomForest,0.9032,0.88,0.9091,0.8571,0.9189,0.8824,0.9091,0.9444,0.878,0.8889,0.8971,0.0236
EfficientNetB5,Full,No,460800,Adaboost,0.7857,0.96,0.9697,0.878,0.8889,0.8571,0.9714,0.8889,0.9,0.8421,0.8942,0.0567
EfficientNetB5,Full,No,460800,Gaussian,0.7333,0.6957,0.8571,0.75,0.6875,0.8235,0.7333,0.8485,0.8837,0.7895,0.7802,0.0666
EfficientNetB6,Full,No,665856,PCC,0.8485,0.5926,0.8,0.6829,0.7879,0.8,0.6,0.8571,0.7692,0.8571,0.7595,0.095
EfficientNetB6,Full,No,665856,J48,0.6875,0.6667,0.7568,0.7059,0.7879,0.7027,0.8571,0.7647,0.8205,0.7317,0.7481,0.0579
EfficientNetB6,Full,No,665856,RBF,0.7879,0.8571,0.8333,0.7907,0.9091,0.8889,0.6875,0.9714,0.9048,0.878,0.8509,0.0759
EfficientNetB6,Full,No,665856,LinearSVM,0.8125,0.8571,0.9697,0.8889,0.9697,0.8824,0.7879,0.9714,0.9545,0.95,0.9044,0.0653
EfficientNetB6,Full,No,665856,MLP,0.7568,0.8571,0.8718,0.8182,0.8718,0.8889,0.7742,0.9189,0.8333,0.8571,0.8448,0.0477
EfficientNetB6,Full,No,665856,Logistic,0.8125,0.8889,0.9697,0.8889,0.9697,0.8571,0.7879,0.9714,0.9767,0.9268,0.905,0.0659
EfficientNetB6,Full,No,665856,RandomForest,0.8,0.7692,0.9375,0.7907,0.9444,0.8824,0.8125,0.9143,0.9268,0.85,0.8628,0.0632
EfficientNetB6,Full,No,665856,Adaboost,0.8125,0.8462,0.9697,0.8293,0.9697,0.8824,0.875,0.9189,0.9767,0.9,0.898,0.0569
EfficientNetB6,Full,No,665856,Gaussian,0.7586,0.5833,0.8235,0.8095,0.7273,0.8571,0.7097,0.8824,0.8421,0.8421,0.7836,0.0858
EfficientNetB7,Full,No,924160,PCC,0.75,0.72,0.7059,0.8261,0.75,0.8235,0.9412,0.8824,0.8444,0.8421,0.8086,0.0716
EfficientNetB7,Full,No,924160,J48,0.75,0.6897,0.7059,0.7619,0.75,0.5806,0.7879,0.8421,0.8,0.75,0.7418,0.0679
EfficientNetB7,Full,No,924160,RBF,0.8125,0.8889,0.9412,0.8095,0.875,0.9444,0.9091,0.9412,0.9524,0.878,0.8952,0.05
EfficientNetB7,Full,No,924160,LinearSVM,0.9333,0.88,0.9697,0.8636,0.8571,0.9444,0.875,0.9444,0.9524,0.9231,0.9143,0.0392
EfficientNetB7,Full,No,924160,MLP,0.8125,0.5556,0.9143,0.8636,0.9189,0.9231,0.8235,0.9444,0.9333,0.9,0.8589,0.1099
EfficientNetB7,Full,No,924160,Logistic,0.9333,0.88,0.9412,0.8372,0.9032,0.9444,0.875,0.9444,0.9524,0.9231,0.9134,0.0363
EfficientNetB7,Full,No,924160,RandomForest,0.7273,0.9231,0.9412,0.9048,0.8649,0.8889,0.8824,0.9091,0.9048,0.8718,0.8818,0.056
EfficientNetB7,Full,No,924160,Adaboost,0.8125,0.8571,0.8649,0.9,0.8333,0.8571,0.8947,0.9231,0.8372,0.9231,0.8703,0.0364
EfficientNetB7,Full,No,924160,Gaussian,0.7143,0.6667,0.8571,0.8,0.6207,0.9143,0.8387,0.8,0.9048,0.8333,0.795,0.0932
MobileNet+ResNet101,Full,No,150528,PCC,0.6842,0.5714,0.7500,0.8095,0.7895,0.8108,0.7895,0.7727,0.6829,0.8293,0.7490,0.0761
MobileNet+ResNet101,Full,No,150528,J48,0.6452,0.7333,0.7647,0.7568,0.7143,0.7879,0.7586,0.8571,0.7727,0.7619,0.7553,0.0512
MobileNet+ResNet101,Full,No,150528,RBF,0.8235,0.8889,0.9143,0.8372,0.9444,0.9189,0.9143,0.9474,0.9302,0.9189,0.9038,0.0400
MobileNet+ResNet101,Full,No,150528,LinearSVM,0.8824,0.8889,0.9697,0.8889,0.9444,0.9444,0.9091,1.0000,0.9524,0.9474,0.9328,0.0370
MobileNet+ResNet101,Full,No,150528,MLP,0.8108,0.0000,0.8889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1700,0.3404
MobileNet+ResNet101,Full,No,150528,Logistic,0.8824,0.9231,0.9697,0.8889,0.9143,0.9189,0.9091,1.0000,0.9524,0.9474,0.9306,0.0348
MobileNet+ResNet101,Full,No,150528,RandomForest,0.9032,0.8148,0.9143,0.9048,0.8889,0.9143,0.9412,0.9143,0.9524,0.8889,0.9037,0.0353
MobileNet+ResNet101,Full,No,150528,Adaboost,0.7273,0.7586,0.8750,0.9091,0.8889,0.8205,0.8750,0.8333,0.9524,0.8333,0.8473,0.0644
MobileNet+ResNet101,Full,No,150528,Gaussian,0.6154,0.6923,0.6400,0.4000,0.5185,0.6000,0.7097,0.7742,0.8205,0.7500,0.6521,0.1197
ResNet101+DenseNet169,Full,No,181888,PCC,0.7647,0.5882,0.7500,0.8182,0.8108,0.7895,0.7027,0.7692,0.7619,0.8718,0.7627,0.0723
ResNet101+DenseNet169,Full,No,181888,J48,0.6667,0.6250,0.7027,0.8205,0.7742,0.6857,0.6429,0.8235,0.8095,0.8205,0.7371,0.0763
ResNet101+DenseNet169,Full,No,181888,RBF,0.8235,0.8889,0.9143,0.8372,0.9189,0.9189,0.9143,0.9189,0.9302,0.9189,0.8984,0.0356
ResNet101+DenseNet169,Full,No,181888,LinearSVM,0.8824,0.8571,0.9697,0.9091,0.9444,0.9189,0.9091,0.9730,0.9524,0.9189,0.9235,0.0352
ResNet101+DenseNet169,Full,No,181888,MLP,0.7879,0.8800,0.8571,0.8889,0.9143,0.9474,0.8824,0.9714,0.8718,0.8889,0.8890,0.0474
ResNet101+DenseNet169,Full,No,181888,Logistic,0.8824,0.8571,0.9697,0.9091,0.9143,0.9189,0.9091,0.9730,0.9524,0.9474,0.9233,0.0355
ResNet101+DenseNet169,Full,No,181888,RandomForest,0.8667,0.8462,0.8824,0.9302,0.9143,0.9189,0.8824,0.8889,0.9524,0.9189,0.9001,0.0306
ResNet101+DenseNet169,Full,No,181888,Adaboost,0.9032,0.7857,0.8889,0.9048,0.8571,0.8889,0.8571,0.9189,0.9302,0.8718,0.8807,0.0392
ResNet101+DenseNet169,Full,No,181888,Gaussian,0.5517,0.7143,0.6154,0.4667,0.4444,0.3704,0.7097,0.6207,0.8095,0.7059,0.6009,0.1334
ResNet101+DenseNet121,Full,No,150528,PCC,0.6857,0.6667,0.8333,0.7907,0.7368,0.8108,0.7179,0.7805,0.7317,0.8293,0.7583,0.0561
ResNet101+DenseNet121,Full,No,150528,J48,0.6207,0.7692,0.7647,0.7179,0.6667,0.8649,0.8485,0.7568,0.7317,0.7568,0.7498,0.0697
ResNet101+DenseNet121,Full,No,150528,RBF,0.8235,0.8889,0.9143,0.8372,0.9189,0.9189,0.9412,0.9474,0.9302,0.9189,0.9039,0.0399
ResNet101+DenseNet121,Full,No,150528,LinearSVM,0.8485,0.8276,0.9697,0.9091,0.9444,0.9189,0.9375,0.9730,0.9524,0.9189,0.9200,0.0458
ResNet101+DenseNet121,Full,No,150528,MLP,0.7273,0.8571,0.9412,0.8571,0.9091,0.9189,0.9091,0.9714,0.9302,0.9143,0.8936,0.0644
ResNet101+DenseNet121,Full,No,150528,Logistic,0.8235,0.8276,0.9697,0.9091,0.9444,0.9189,0.9375,0.9730,0.9524,0.9189,0.9175,0.0501
ResNet101+DenseNet121,Full,No,150528,RandomForest,0.8000,0.8148,0.9412,0.8837,0.8649,0.9444,0.9714,0.9189,0.9767,0.9444,0.9061,0.0595
ResNet101+DenseNet121,Full,No,150528,Adaboost,0.6897,0.7333,0.8889,0.8780,0.8750,0.9444,0.9189,0.8947,0.9000,0.8500,0.8573,0.0774
ResNet101+DenseNet121,Full,No,150528,Gaussian,0.5517,0.6667,0.6154,0.4667,0.4444,0.3704,0.7097,0.6207,0.8095,0.7059,0.5961,0.1301
ResNet101+MobileNetV2,Full,No,163072,PCC,0.6667,0.6061,0.8205,0.7907,0.7895,0.7568,0.7027,0.8205,0.7000,0.7500,0.7403,0.0668
ResNet101+MobileNetV2,Full,No,163072,J48,0.7742,0.7586,0.8824,0.7778,0.7273,0.7568,0.8485,0.7879,0.8000,0.7619,0.7875,0.0438
ResNet101+MobileNetV2,Full,No,163072,RBF,0.8571,0.8889,0.9143,0.8372,0.9143,0.9189,0.8824,0.9474,0.9302,0.9189,0.9010,0.0324
ResNet101+MobileNetV2,Full,No,163072,LinearSVM,0.9091,0.8889,0.9697,0.9091,0.9143,0.9189,0.9091,0.9730,0.9767,0.9730,0.9342,0.0326
ResNet101+MobileNetV2,Full,No,163072,MLP,0.6667,0.9231,0.9697,0.8444,0.7143,0.9730,0.9697,0.9143,0.9524,0.9189,0.8846,0.1042
ResNet101+MobileNetV2,Full,No,163072,Logistic,0.8824,0.8889,0.9697,0.8889,0.9412,0.9189,0.9091,0.9730,0.9524,0.9730,0.9297,0.0348
ResNet101+MobileNetV2,Full,No,163072,RandomForest,0.7143,0.8462,0.8485,0.8571,0.8235,0.9189,0.9444,0.9412,0.9524,0.9444,0.8791,0.0722
ResNet101+MobileNetV2,Full,No,163072,Adaboost,0.8667,0.7407,0.8571,0.8837,0.8824,0.8235,0.9143,0.8205,0.9302,0.8947,0.8614,0.0522
ResNet101+MobileNetV2,Full,No,163072,Gaussian,0.5600,0.6923,0.6897,0.6452,0.4348,0.3704,0.6667,0.8125,0.8095,0.7429,0.6424,0.1401
EfficientNetB0+MobileNet,Full,No,112896,PCC,0.7273,0.7097,0.7895,0.8293,0.7778,0.7692,0.7895,0.7805,0.7727,0.8947,0.7840,0.0485
EfficientNetB0+MobileNet,Full,No,112896,J48,0.6857,0.6667,0.6875,0.6316,0.7222,0.6667,0.6250,0.7500,0.8444,0.8235,0.7103,0.0714
EfficientNetB0+MobileNet,Full,No,112896,RBF,0.8571,0.9231,0.9412,0.8780,0.8824,0.9444,0.8485,0.9444,0.9524,0.9730,0.9145,0.0418
EfficientNetB0+MobileNet,Full,No,112896,LinearSVM,0.8667,0.9231,0.9412,0.9302,0.9143,0.9730,0.9412,1.0000,0.9524,0.9730,0.9415,0.0351
EfficientNetB0+MobileNet,Full,No,112896,MLP,0.8276,0.9167,0.9091,0.8780,0.9444,0.9444,0.9143,0.9714,0.9302,0.9730,0.9209,0.0415
EfficientNetB0+MobileNet,Full,No,112896,Logistic,0.8667,0.9231,0.9412,0.9048,0.9143,0.9730,0.9143,1.0000,0.9524,0.9730,0.9363,0.0374
EfficientNetB0+MobileNet,Full,No,112896,RandomForest,0.8667,0.8462,0.9032,0.9000,0.9143,0.8485,0.9091,0.8485,0.9268,0.9474,0.8911,0.0343
EfficientNetB0+MobileNet,Full,No,112896,Adaboost,0.7857,0.8148,0.8824,0.9048,0.8235,0.8649,0.8235,0.9444,0.9302,0.8947,0.8669,0.0505
EfficientNetB0+MobileNet,Full,No,112896,Gaussian,0.5600,0.6667,0.6923,0.6000,0.7097,0.7879,0.5714,0.8125,0.6857,0.8125,0.6899,0.0892
MobileNet+ResNet50,Full,No,150528,PCC,0.7222,0.6667,0.7895,0.7619,0.8333,0.8205,0.7568,0.8293,0.7317,0.8421,0.7754,0.0548
MobileNet+ResNet50,Full,No,150528,J48,0.6452,0.7857,0.7059,0.8649,0.5517,0.7059,0.8387,0.8718,0.8293,0.6842,0.7483,0.1010
MobileNet+ResNet50,Full,No,150528,RBF,0.9032,0.9600,0.8649,0.8571,0.9444,0.9189,0.8824,0.9474,0.9302,0.9231,0.9132,0.0336
MobileNet+ResNet50,Full,No,150528,LinearSVM,0.8750,0.9600,0.9412,0.8889,0.9444,0.9474,0.9444,1.0000,0.9524,0.9744,0.9428,0.0349
MobileNet+ResNet50,Full,No,150528,MLP,0.8387,0.9167,0.9412,0.8889,0.9412,0.9730,0.0000,0.9000,0.9545,0.9268,0.8281,0.2784
MobileNet+ResNet50,Full,No,150528,Logistic,0.8750,0.9600,0.9143,0.8889,0.9444,0.9474,0.9143,1.0000,0.9524,0.9744,0.9371,0.0367
MobileNet+ResNet50,Full,No,150528,RandomForest,0.8889,0.8571,0.8235,0.9048,0.8824,0.8824,0.9189,0.9714,0.9524,0.9474,0.9029,0.0434
MobileNet+ResNet50,Full,No,150528,Adaboost,0.7692,0.9231,0.9412,0.9091,0.8889,0.9189,0.9412,0.9143,0.9767,0.8718,0.9054,0.0531
MobileNet+ResNet50,Full,No,150528,Gaussian,0.6154,0.7826,0.7143,0.4444,0.5185,0.7273,0.6667,0.7333,0.7027,0.7500,0.6655,0.1030
EfficientNetB1+EfficientNetB5,Full,No,542720,PCC,0.7333,0.8800,0.9143,0.8095,0.8333,0.8947,0.8333,0.8824,0.9268,0.8205,0.8528,0.0553
EfficientNetB1+EfficientNetB5,Full,No,542720,J48,0.6667,0.7407,0.8750,0.7179,0.8205,0.7778,0.8235,0.8333,0.8293,0.8889,0.7974,0.0670
EfficientNetB1+EfficientNetB5,Full,No,542720,RBF,0.7857,0.9600,0.9091,0.8372,0.9412,0.8889,0.8889,0.9714,0.9524,0.8947,0.9030,0.0552
EfficientNetB1+EfficientNetB5,Full,No,542720,LinearSVM,0.9032,0.9600,0.9412,0.8889,0.9697,0.9143,0.8889,0.9143,0.9524,0.8947,0.9228,0.0290
EfficientNetB1+EfficientNetB5,Full,No,542720,MLP,0.8667,0.9600,0.9714,0.8696,0.9189,0.8889,0.8889,0.9143,0.9545,0.8571,0.9090,0.0394
EfficientNetB1+EfficientNetB5,Full,No,542720,Logistic,0.9032,0.9600,0.9412,0.8889,0.9697,0.8889,0.8889,0.9143,0.9524,0.8947,0.9202,0.0307
EfficientNetB1+EfficientNetB5,Full,No,542720,RandomForest,0.8485,0.9167,0.9697,0.9000,0.9444,0.8750,0.9375,0.8824,0.9000,0.8889,0.9063,0.0344
EfficientNetB1+EfficientNetB5,Full,No,542720,Adaboost,0.8125,0.8800,0.9091,0.8444,0.9189,0.8571,1.0000,0.9412,0.9268,0.8780,0.8968,0.0512
EfficientNetB1+EfficientNetB5,Full,No,542720,Gaussian,0.7143,0.6957,0.8571,0.7805,0.7273,0.8235,0.7333,0.8485,0.9048,0.7895,0.7874,0.0664
