Metodo;Fold;ACC
EfficientNetB5_ReliefF_300_Adaboost;8;0,9412
EfficientNetB5_ReliefF_300_Gaussian;8;0,8235
EfficientNetB5_ReliefF_300_J48;9;0,6765
EfficientNetB5_ReliefF_300_RBF;9;0,7941
EfficientNetB5_ReliefF_300_LinearSVM;9;0,7941
EfficientNetB5_ReliefF_300_MLP;9;0,7647
EfficientNetB5_ReliefF_300_Logistic;9;0,7647
EfficientNetB5_ReliefF_300_RandomForest;9;0,8529
EfficientNetB5_ReliefF_300_Adaboost;9;0,8235
EfficientNetB5_ReliefF_300_Gaussian;9;0,8235
EfficientNetB5_ReliefF_300_J48;10;0,7059
EfficientNetB5_ReliefF_300_RBF;10;0,8529
EfficientNetB5_ReliefF_300_LinearSVM;10;0,8529
EfficientNetB5_ReliefF_300_MLP;10;0,8529
EfficientNetB5_ReliefF_300_Logistic;10;0,7941
EfficientNetB5_ReliefF_300_RandomForest;10;0,8824
EfficientNetB5_ReliefF_300_Adaboost;10;0,8235
EfficientNetB5_ReliefF_300_Gaussian;10;0,7059
EfficientNetB6_ReliefF_300_J48;1;0,5714
EfficientNetB6_ReliefF_300_RBF;1;0,7429
EfficientNetB6_ReliefF_300_LinearSVM;1;0,8
EfficientNetB6_ReliefF_300_MLP;1;0,8571
EfficientNetB6_ReliefF_300_Logistic;1;0,8286
EfficientNetB6_ReliefF_300_RandomForest;1;0,8
EfficientNetB6_ReliefF_300_Adaboost;1;0,7429
EfficientNetB6_ReliefF_300_Gaussian;1;0,7143
EfficientNetB6_ReliefF_300_J48;2;0,6571
EfficientNetB6_ReliefF_300_RBF;2;0,7429
EfficientNetB6_ReliefF_300_LinearSVM;2;0,8571
EfficientNetB6_ReliefF_300_MLP;2;0,8857
EfficientNetB6_ReliefF_300_Logistic;2;0,8857
EfficientNetB6_ReliefF_300_RandomForest;2;0,8286
EfficientNetB6_ReliefF_300_Adaboost;2;0,8857
EfficientNetB6_ReliefF_300_Gaussian;2;0,6857
EfficientNetB6_ReliefF_300_J48;3;0,7353
EfficientNetB6_ReliefF_300_RBF;3;0,7647
EfficientNetB6_ReliefF_300_LinearSVM;3;0,7353
EfficientNetB6_ReliefF_300_MLP;3;0,8235
EfficientNetB6_ReliefF_300_Logistic;3;0,7941
EfficientNetB6_ReliefF_300_RandomForest;3;0,7059
EfficientNetB6_ReliefF_300_Adaboost;3;0,7647
EfficientNetB6_ReliefF_300_Gaussian;3;0,7353
EfficientNetB6_ReliefF_300_J48;4;0,5294
EfficientNetB6_ReliefF_300_RBF;4;0,7647
EfficientNetB6_ReliefF_300_LinearSVM;4;0,7647
EfficientNetB6_ReliefF_300_MLP;4;0,7353
EfficientNetB6_ReliefF_300_Logistic;4;0,7353
EfficientNetB6_ReliefF_300_RandomForest;4;0,7059
EfficientNetB6_ReliefF_300_Adaboost;4;0,7059
EfficientNetB6_ReliefF_300_Gaussian;4;0,6765
EfficientNetB6_ReliefF_300_J48;5;0,7059
EfficientNetB6_ReliefF_300_RBF;5;0,8235
EfficientNetB6_ReliefF_300_LinearSVM;5;0,8824
EfficientNetB6_ReliefF_300_MLP;5;0,8824
EfficientNetB6_ReliefF_300_Logistic;5;0,8529
EfficientNetB6_ReliefF_300_RandomForest;5;0,9412
EfficientNetB6_ReliefF_300_Adaboost;5;0,8529
EfficientNetB6_ReliefF_300_Gaussian;5;0,6765
EfficientNetB6_ReliefF_300_J48;6;0,6471
EfficientNetB6_ReliefF_300_RBF;6;0,7647
EfficientNetB6_ReliefF_300_LinearSVM;6;0,7353
EfficientNetB6_ReliefF_300_MLP;6;0,7647
EfficientNetB6_ReliefF_300_Logistic;6;0,6765
EfficientNetB6_ReliefF_300_RandomForest;6;0,8824
EfficientNetB6_ReliefF_300_Adaboost;6;0,7647
EfficientNetB6_ReliefF_300_Gaussian;6;0,7353
EfficientNetB6_ReliefF_300_J48;7;0,6176
EfficientNetB6_ReliefF_300_RBF;7;0,7647
EfficientNetB6_ReliefF_300_LinearSVM;7;0,7941
EfficientNetB6_ReliefF_300_MLP;7;0,7941
EfficientNetB6_ReliefF_300_Logistic;7;0,7941
EfficientNetB6_ReliefF_300_RandomForest;7;0,7647
EfficientNetB6_ReliefF_300_Adaboost;7;0,7353
EfficientNetB6_ReliefF_300_Gaussian;7;0,7353
EfficientNetB6_ReliefF_300_J48;8;0,5294
EfficientNetB6_ReliefF_300_RBF;8;0,8824
EfficientNetB6_ReliefF_300_LinearSVM;8;0,8824
EfficientNetB6_ReliefF_300_MLP;8;0,7941
EfficientNetB6_ReliefF_300_Logistic;8;0,7941
EfficientNetB6_ReliefF_300_RandomForest;8;0,8529
EfficientNetB6_ReliefF_300_Adaboost;8;0,8529
EfficientNetB6_ReliefF_300_Gaussian;8;0,8824
EfficientNetB6_ReliefF_300_J48;9;0,6176
EfficientNetB6_ReliefF_300_RBF;9;0,8235
EfficientNetB6_ReliefF_300_LinearSVM;9;0,8235
EfficientNetB6_ReliefF_300_MLP;9;0,6765
EfficientNetB6_ReliefF_300_Logistic;9;0,7353
EfficientNetB6_ReliefF_300_RandomForest;9;0,9118
EfficientNetB6_ReliefF_300_Adaboost;9;0,7647
EfficientNetB6_ReliefF_300_Gaussian;9;0,8529
EfficientNetB6_ReliefF_300_J48;10;0,8235
EfficientNetB6_ReliefF_300_RBF;10;0,8529
EfficientNetB6_ReliefF_300_LinearSVM;10;0,9118
EfficientNetB6_ReliefF_300_MLP;10;0,8824
EfficientNetB6_ReliefF_300_Logistic;10;0,9118
EfficientNetB6_ReliefF_300_RandomForest;10;0,8529
EfficientNetB6_ReliefF_300_Adaboost;10;0,8824
EfficientNetB6_ReliefF_300_Gaussian;10;0,8824
EfficientNetB7_ReliefF_300_J48;1;0,6286
EfficientNetB7_ReliefF_300_RBF;1;0,6571
EfficientNetB7_ReliefF_300_LinearSVM;1;0,6857
EfficientNetB7_ReliefF_300_MLP;1;0,6857
EfficientNetB7_ReliefF_300_Logistic;1;0,6857
EfficientNetB7_ReliefF_300_RandomForest;1;0,7714
EfficientNetB7_ReliefF_300_Adaboost;1;0,7714
EfficientNetB7_ReliefF_300_Gaussian;1;0,6571
EfficientNetB7_ReliefF_300_J48;2;0,7429
EfficientNetB7_ReliefF_300_RBF;2;0,7714
EfficientNetB7_ReliefF_300_LinearSVM;2;0,7714
EfficientNetB7_ReliefF_300_MLP;2;0,8286
EfficientNetB7_ReliefF_300_Logistic;2;0,8286
EfficientNetB7_ReliefF_300_RandomForest;2;0,8286
EfficientNetB7_ReliefF_300_Adaboost;2;0,8857
EfficientNetB7_ReliefF_300_Gaussian;2;0,7429
EfficientNetB7_ReliefF_300_J48;3;0,6471
EfficientNetB7_ReliefF_300_RBF;3;0,8529
EfficientNetB7_ReliefF_300_LinearSVM;3;0,8824
EfficientNetB7_ReliefF_300_MLP;3;0,8235
EfficientNetB7_ReliefF_300_Logistic;3;0,7941
EfficientNetB7_ReliefF_300_RandomForest;3;0,8529
EfficientNetB7_ReliefF_300_Adaboost;3;0,7941
EfficientNetB7_ReliefF_300_Gaussian;3;0,8529
EfficientNetB7_ReliefF_300_J48;4;0,4412
EfficientNetB7_ReliefF_300_RBF;4;0,7353
EfficientNetB7_ReliefF_300_LinearSVM;4;0,6765
EfficientNetB7_ReliefF_300_MLP;4;0,7647
EfficientNetB7_ReliefF_300_Logistic;4;0,7647
EfficientNetB7_ReliefF_300_RandomForest;4;0,7647
EfficientNetB7_ReliefF_300_Adaboost;4;0,6471
EfficientNetB7_ReliefF_300_Gaussian;4;0,7647
EfficientNetB7_ReliefF_300_J48;5;0,8529
EfficientNetB7_ReliefF_300_RBF;5;0,7353
EfficientNetB7_ReliefF_300_LinearSVM;5;0,7647
EfficientNetB7_ReliefF_300_MLP;5;0,8235
EfficientNetB7_ReliefF_300_Logistic;5;0,8235
EfficientNetB7_ReliefF_300_RandomForest;5;0,8235
EfficientNetB7_ReliefF_300_Adaboost;5;0,8529
EfficientNetB7_ReliefF_300_Gaussian;5;0,5882
EfficientNetB7_ReliefF_300_J48;6;0,7941
EfficientNetB7_ReliefF_300_RBF;6;0,8529
EfficientNetB7_ReliefF_300_LinearSVM;6;0,8824
EfficientNetB7_ReliefF_300_MLP;6;0,8235
EfficientNetB7_ReliefF_300_Logistic;6;0,8529
EfficientNetB7_ReliefF_300_RandomForest;6;0,7941
EfficientNetB7_ReliefF_300_Adaboost;6;0,8235
EfficientNetB7_ReliefF_300_Gaussian;6;0,8235
EfficientNetB7_ReliefF_300_J48;7;0,5882
EfficientNetB7_ReliefF_300_RBF;7;0,7647
EfficientNetB7_ReliefF_300_LinearSVM;7;0,7059
EfficientNetB7_ReliefF_300_MLP;7;0,8235
EfficientNetB7_ReliefF_300_Logistic;7;0,7353
EfficientNetB7_ReliefF_300_RandomForest;7;0,7647
EfficientNetB7_ReliefF_300_Adaboost;7;0,6765
EfficientNetB7_ReliefF_300_Gaussian;7;0,7647
EfficientNetB7_ReliefF_300_J48;8;0,7941
EfficientNetB7_ReliefF_300_RBF;8;0,8529
EfficientNetB7_ReliefF_300_LinearSVM;8;0,9118
EfficientNetB7_ReliefF_300_MLP;8;0,8824
EfficientNetB7_ReliefF_300_Logistic;8;0,9118
EfficientNetB7_ReliefF_300_RandomForest;8;0,8824
EfficientNetB7_ReliefF_300_Adaboost;8;0,8235
EfficientNetB7_ReliefF_300_Gaussian;8;0,7647
EfficientNetB7_ReliefF_300_J48;9;0,5
EfficientNetB7_ReliefF_300_RBF;9;0,8235
EfficientNetB7_ReliefF_300_LinearSVM;9;0,7647
EfficientNetB7_ReliefF_300_MLP;9;0,7353
EfficientNetB7_ReliefF_300_Logistic;9;0,7647
EfficientNetB7_ReliefF_300_RandomForest;9;0,7941
EfficientNetB7_ReliefF_300_Adaboost;9;0,5882
EfficientNetB7_ReliefF_300_Gaussian;9;0,7941
EfficientNetB7_ReliefF_300_J48;10;0,7353
EfficientNetB7_ReliefF_300_RBF;10;0,8529
EfficientNetB7_ReliefF_300_LinearSVM;10;0,8529
EfficientNetB7_ReliefF_300_MLP;10;0,8824
EfficientNetB7_ReliefF_300_Logistic;10;0,8824
EfficientNetB7_ReliefF_300_RandomForest;10;0,8529
EfficientNetB7_ReliefF_300_Adaboost;10;0,8529
EfficientNetB7_ReliefF_300_Gaussian;10;0,7353
Xception_ReliefF_250_J48;1;0,8
Xception_ReliefF_250_RBF;1;0,7429
Xception_ReliefF_250_LinearSVM;1;0,8286
Xception_ReliefF_250_MLP;1;0,7143
Xception_ReliefF_250_Logistic;1;0,8
Xception_ReliefF_250_RandomForest;1;0,8571
Xception_ReliefF_250_Adaboost;1;0,8571
Xception_ReliefF_250_Gaussian;1;0,7143
Xception_ReliefF_250_J48;2;0,7429
Xception_ReliefF_250_RBF;2;0,8
Xception_ReliefF_250_LinearSVM;2;0,8
Xception_ReliefF_250_MLP;2;0,8
Xception_ReliefF_250_Logistic;2;0,8
Xception_ReliefF_250_RandomForest;2;0,8
Xception_ReliefF_250_Adaboost;2;0,8286
Xception_ReliefF_250_Gaussian;2;0,8571
Xception_ReliefF_250_J48;3;0,6765
Xception_ReliefF_250_RBF;3;0,8235
Xception_ReliefF_250_LinearSVM;3;0,8235
Xception_ReliefF_250_MLP;3;0,7353
Xception_ReliefF_250_Logistic;3;0,8529
Xception_ReliefF_250_RandomForest;3;0,8235
Xception_ReliefF_250_Adaboost;3;0,8235
Xception_ReliefF_250_Gaussian;3;0,6471
Xception_ReliefF_250_J48;4;0,5882
Xception_ReliefF_250_RBF;4;0,7941
Xception_ReliefF_250_LinearSVM;4;0,7941
Xception_ReliefF_250_MLP;4;0,7647
Xception_ReliefF_250_Logistic;4;0,7941
Xception_ReliefF_250_RandomForest;4;0,8529
Xception_ReliefF_250_Adaboost;4;0,8529
Xception_ReliefF_250_Gaussian;4;0,7353
Xception_ReliefF_250_J48;5;0,5882
Xception_ReliefF_250_RBF;5;0,8235
Xception_ReliefF_250_LinearSVM;5;0,8235
Xception_ReliefF_250_MLP;5;0,7353
Xception_ReliefF_250_Logistic;5;0,7941
Xception_ReliefF_250_RandomForest;5;0,8235
Xception_ReliefF_250_Adaboost;5;0,7647
Xception_ReliefF_250_Gaussian;5;0,7647
Xception_ReliefF_250_J48;6;0,7647
Xception_ReliefF_250_RBF;6;0,9412
Xception_ReliefF_250_LinearSVM;6;0,9412
Xception_ReliefF_250_MLP;6;0,8235
Xception_ReliefF_250_Logistic;6;0,8824
Xception_ReliefF_250_RandomForest;6;0,9412
Xception_ReliefF_250_Adaboost;6;0,8824
Xception_ReliefF_250_Gaussian;6;0,9412
Xception_ReliefF_250_J48;7;0,7353
Xception_ReliefF_250_RBF;7;0,8235
Xception_ReliefF_250_LinearSVM;7;0,8824
Xception_ReliefF_250_MLP;7;0,8824
Xception_ReliefF_250_Logistic;7;0,8824
Xception_ReliefF_250_RandomForest;7;0,7941
Xception_ReliefF_250_Adaboost;7;0,8235
Xception_ReliefF_250_Gaussian;7;0,7941
Xception_ReliefF_250_J48;8;0,5882
Xception_ReliefF_250_RBF;8;0,9118
Xception_ReliefF_250_LinearSVM;8;0,9118
Xception_ReliefF_250_MLP;8;0,8529
Xception_ReliefF_250_Logistic;8;0,8529
Xception_ReliefF_250_RandomForest;8;0,9118
Xception_ReliefF_250_Adaboost;8;0,9118
Xception_ReliefF_250_Gaussian;8;0,7941
Xception_ReliefF_250_J48;9;0,8235
Xception_ReliefF_250_RBF;9;0,8235
Xception_ReliefF_250_LinearSVM;9;0,7647
Xception_ReliefF_250_MLP;9;0,6471
Xception_ReliefF_250_Logistic;9;0,6765
Xception_ReliefF_250_RandomForest;9;0,7647
Xception_ReliefF_250_Adaboost;9;0,7059
Xception_ReliefF_250_Gaussian;9;0,7941
Xception_ReliefF_250_J48;10;0,8235
Xception_ReliefF_250_RBF;10;0,7941
Xception_ReliefF_250_LinearSVM;10;0,7941
Xception_ReliefF_250_MLP;10;0,7647
Xception_ReliefF_250_Logistic;10;0,7647
Xception_ReliefF_250_RandomForest;10;0,8235
Xception_ReliefF_250_Adaboost;10;0,7647
Xception_ReliefF_250_Gaussian;10;0,7941
VGG16_ReliefF_250_J48;1;0,7714
VGG16_ReliefF_250_RBF;1;0,7429
VGG16_ReliefF_250_LinearSVM;1;0,7429
VGG16_ReliefF_250_MLP;1;0,6571
VGG16_ReliefF_250_Logistic;1;0,7714
VGG16_ReliefF_250_RandomForest;1;0,7714
VGG16_ReliefF_250_Adaboost;1;0,7429
VGG16_ReliefF_250_Gaussian;1;0,7143
VGG16_ReliefF_250_J48;2;0,7429
VGG16_ReliefF_250_RBF;2;0,8286
VGG16_ReliefF_250_LinearSVM;2;0,8286
VGG16_ReliefF_250_MLP;2;0,8286
VGG16_ReliefF_250_Logistic;2;0,8571
VGG16_ReliefF_250_RandomForest;2;0,8571
VGG16_ReliefF_250_Adaboost;2;0,8286
VGG16_ReliefF_250_Gaussian;2;0,8571
VGG16_ReliefF_250_J48;3;0,7059
VGG16_ReliefF_250_RBF;3;0,8529
VGG16_ReliefF_250_LinearSVM;3;0,7353
VGG16_ReliefF_250_MLP;3;0,7647
VGG16_ReliefF_250_Logistic;3;0,7647
VGG16_ReliefF_250_RandomForest;3;0,7647
VGG16_ReliefF_250_Adaboost;3;0,7941
VGG16_ReliefF_250_Gaussian;3;0,7353
VGG16_ReliefF_250_J48;4;0,7941
VGG16_ReliefF_250_RBF;4;0,7941
VGG16_ReliefF_250_LinearSVM;4;0,8824
VGG16_ReliefF_250_MLP;4;0,7941
VGG16_ReliefF_250_Logistic;4;0,8529
VGG16_ReliefF_250_RandomForest;4;0,8235
VGG16_ReliefF_250_Adaboost;4;0,8529
VGG16_ReliefF_250_Gaussian;4;0,5882
VGG16_ReliefF_250_J48;5;0,7647
VGG16_ReliefF_250_RBF;5;0,8529
VGG16_ReliefF_250_LinearSVM;5;0,7941
VGG16_ReliefF_250_MLP;5;0,8824
VGG16_ReliefF_250_Logistic;5;0,8235
VGG16_ReliefF_250_RandomForest;5;0,7941
VGG16_ReliefF_250_Adaboost;5;0,7353
VGG16_ReliefF_250_Gaussian;5;0,6765
VGG16_ReliefF_250_J48;6;0,7059
VGG16_ReliefF_250_RBF;6;0,9118
VGG16_ReliefF_250_LinearSVM;6;0,8235
VGG16_ReliefF_250_MLP;6;0,8824
VGG16_ReliefF_250_Logistic;6;0,8235
VGG16_ReliefF_250_RandomForest;6;0,8529
VGG16_ReliefF_250_Adaboost;6;0,8529
VGG16_ReliefF_250_Gaussian;6;0,9118
VGG16_ReliefF_250_J48;7;0,8235
VGG16_ReliefF_250_RBF;7;0,8824
VGG16_ReliefF_250_LinearSVM;7;0,8235
VGG16_ReliefF_250_MLP;7;0,7941
VGG16_ReliefF_250_Logistic;7;0,7941
VGG16_ReliefF_250_RandomForest;7;0,8824
VGG16_ReliefF_250_Adaboost;7;0,7647
VGG16_ReliefF_250_Gaussian;7;0,7941
VGG16_ReliefF_250_J48;8;0,7941
VGG16_ReliefF_250_RBF;8;0,9412
VGG16_ReliefF_250_LinearSVM;8;0,8529
VGG16_ReliefF_250_MLP;8;0,7941
VGG16_ReliefF_250_Logistic;8;0,8529
VGG16_ReliefF_250_RandomForest;8;0,8529
VGG16_ReliefF_250_Adaboost;8;0,8529
VGG16_ReliefF_250_Gaussian;8;0,8824
VGG16_ReliefF_250_J48;9;0,8235
VGG16_ReliefF_250_RBF;9;0,9412
VGG16_ReliefF_250_LinearSVM;9;0,8235
VGG16_ReliefF_250_MLP;9;0,8235
VGG16_ReliefF_250_Logistic;9;0,8529
VGG16_ReliefF_250_RandomForest;9;0,9706
VGG16_ReliefF_250_Adaboost;9;0,8824
VGG16_ReliefF_250_Gaussian;9;0,9412
VGG16_ReliefF_250_J48;10;0,7353
VGG16_ReliefF_250_RBF;10;0,9412
VGG16_ReliefF_250_LinearSVM;10;0,8824
VGG16_ReliefF_250_MLP;10;0,8235
VGG16_ReliefF_250_Logistic;10;0,8529
VGG16_ReliefF_250_RandomForest;10;0,9118
VGG16_ReliefF_250_Adaboost;10;0,8824
VGG16_ReliefF_250_Gaussian;10;0,7941
VGG19_ReliefF_250_J48;1;0,6857
VGG19_ReliefF_250_RBF;1;0,8857
VGG19_ReliefF_250_LinearSVM;1;0,7714
VGG19_ReliefF_250_MLP;1;0,6286
VGG19_ReliefF_250_Logistic;1;0,7714
VGG19_ReliefF_250_RandomForest;1;0,8571
VGG19_ReliefF_250_Adaboost;1;0,6857
VGG19_ReliefF_250_Gaussian;1;0,7714
VGG19_ReliefF_250_J48;2;0,6
VGG19_ReliefF_250_RBF;2;0,8571
VGG19_ReliefF_250_LinearSVM;2;0,7714
VGG19_ReliefF_250_MLP;2;0,6
VGG19_ReliefF_250_Logistic;2;0,7714
VGG19_ReliefF_250_RandomForest;2;0,8571
VGG19_ReliefF_250_Adaboost;2;0,8286
VGG19_ReliefF_250_Gaussian;2;0,8286
VGG19_ReliefF_250_J48;3;0,7941
VGG19_ReliefF_250_RBF;3;0,8235
VGG19_ReliefF_250_LinearSVM;3;0,8235
VGG19_ReliefF_250_MLP;3;0,7647
VGG19_ReliefF_250_Logistic;3;0,8235
VGG19_ReliefF_250_RandomForest;3;0,8529
VGG19_ReliefF_250_Adaboost;3;0,8235
VGG19_ReliefF_250_Gaussian;3;0,8824
VGG19_ReliefF_250_J48;4;0,7059
VGG19_ReliefF_250_RBF;4;0,8824
VGG19_ReliefF_250_LinearSVM;4;0,8529
VGG19_ReliefF_250_MLP;4;0,7059
VGG19_ReliefF_250_Logistic;4;0,8529
VGG19_ReliefF_250_RandomForest;4;0,8235
VGG19_ReliefF_250_Adaboost;4;0,7941
VGG19_ReliefF_250_Gaussian;4;0,7647
VGG19_ReliefF_250_J48;5;0,7059
VGG19_ReliefF_250_RBF;5;0,7353
VGG19_ReliefF_250_LinearSVM;5;0,7647
VGG19_ReliefF_250_MLP;5;0,7353
VGG19_ReliefF_250_Logistic;5;0,7647
VGG19_ReliefF_250_RandomForest;5;0,7647
VGG19_ReliefF_250_Adaboost;5;0,8235
VGG19_ReliefF_250_Gaussian;5;0,8235
VGG19_ReliefF_250_J48;6;0,8824
VGG19_ReliefF_250_RBF;6;0,9118
VGG19_ReliefF_250_LinearSVM;6;0,8824
VGG19_ReliefF_250_MLP;6;0,8529
VGG19_ReliefF_250_Logistic;6;0,8824
VGG19_ReliefF_250_RandomForest;6;0,9118
VGG19_ReliefF_250_Adaboost;6;0,7941
VGG19_ReliefF_250_Gaussian;6;0,8824
VGG19_ReliefF_250_J48;7;0,8235
VGG19_ReliefF_250_RBF;7;0,8529
VGG19_ReliefF_250_LinearSVM;7;0,8529
VGG19_ReliefF_250_MLP;7;0,8529
VGG19_ReliefF_250_Logistic;7;0,8824
VGG19_ReliefF_250_RandomForest;7;0,8529
VGG19_ReliefF_250_Adaboost;7;0,7941
VGG19_ReliefF_250_Gaussian;7;0,8235
VGG19_ReliefF_250_J48;8;0,7941
VGG19_ReliefF_250_RBF;8;0,8824
VGG19_ReliefF_250_LinearSVM;8;0,9706
VGG19_ReliefF_250_MLP;8;0,7647
VGG19_ReliefF_250_Logistic;8;0,9706
VGG19_ReliefF_250_RandomForest;8;0,9118
VGG19_ReliefF_250_Adaboost;8;0,8235
VGG19_ReliefF_250_Gaussian;8;0,8529
VGG19_ReliefF_250_J48;9;0,8824
VGG19_ReliefF_250_RBF;9;0,9412
VGG19_ReliefF_250_LinearSVM;9;1
VGG19_ReliefF_250_MLP;9;0,9118
VGG19_ReliefF_250_Logistic;9;1
VGG19_ReliefF_250_RandomForest;9;0,9706
VGG19_ReliefF_250_Adaboost;9;0,8824
VGG19_ReliefF_250_Gaussian;9;0,8235
VGG19_ReliefF_250_J48;10;0,8824
VGG19_ReliefF_250_RBF;10;0,8529
VGG19_ReliefF_250_LinearSVM;10;0,9412
VGG19_ReliefF_250_MLP;10;0,7353
VGG19_ReliefF_250_Logistic;10;0,9706
VGG19_ReliefF_250_RandomForest;10;0,8529
VGG19_ReliefF_250_Adaboost;10;0,8824
VGG19_ReliefF_250_Gaussian;10;0,9118
ResNet50_ReliefF_250_J48;1;0,7714
ResNet50_ReliefF_250_RBF;1;0,8857
ResNet50_ReliefF_250_LinearSVM;1;0,8857
ResNet50_ReliefF_250_MLP;1;0,8857
ResNet50_ReliefF_250_Logistic;1;0,8857
ResNet50_ReliefF_250_RandomForest;1;0,9143
ResNet50_ReliefF_250_Adaboost;1;0,7714
ResNet50_ReliefF_250_Gaussian;1;0,8571
ResNet50_ReliefF_250_J48;2;0,7714
ResNet50_ReliefF_250_RBF;2;0,8571
ResNet50_ReliefF_250_LinearSVM;2;0,8286
ResNet50_ReliefF_250_MLP;2;0,7714
ResNet50_ReliefF_250_Logistic;2;0,8571
ResNet50_ReliefF_250_RandomForest;2;0,8857
ResNet50_ReliefF_250_Adaboost;2;0,8571
ResNet50_ReliefF_250_Gaussian;2;0,8
ResNet50_ReliefF_250_J48;3;0,7941
ResNet50_ReliefF_250_RBF;3;0,8529
ResNet50_ReliefF_250_LinearSVM;3;0,8824
ResNet50_ReliefF_250_MLP;3;0,9412
ResNet50_ReliefF_250_Logistic;3;0,9118
ResNet50_ReliefF_250_RandomForest;3;0,8529
ResNet50_ReliefF_250_Adaboost;3;0,8529
ResNet50_ReliefF_250_Gaussian;3;0,9412
ResNet50_ReliefF_250_J48;4;0,8235
ResNet50_ReliefF_250_RBF;4;0,8529
ResNet50_ReliefF_250_LinearSVM;4;0,7941
ResNet50_ReliefF_250_MLP;4;0,8235
ResNet50_ReliefF_250_Logistic;4;0,7647
ResNet50_ReliefF_250_RandomForest;4;0,8824
ResNet50_ReliefF_250_Adaboost;4;0,8824
ResNet50_ReliefF_250_Gaussian;4;0,8824
ResNet50_ReliefF_250_J48;5;0,7647
ResNet50_ReliefF_250_RBF;5;0,9118
ResNet50_ReliefF_250_LinearSVM;5;0,8529
ResNet50_ReliefF_250_MLP;5;0,7941
ResNet50_ReliefF_250_Logistic;5;0,7941
ResNet50_ReliefF_250_RandomForest;5;0,8235
ResNet50_ReliefF_250_Adaboost;5;0,8529
ResNet50_ReliefF_250_Gaussian;5;0,8235
ResNet50_ReliefF_250_J48;6;0,8529
ResNet50_ReliefF_250_RBF;6;0,8529
ResNet50_ReliefF_250_LinearSVM;6;0,8529
ResNet50_ReliefF_250_MLP;6;0,8235
ResNet50_ReliefF_250_Logistic;6;0,8529
ResNet50_ReliefF_250_RandomForest;6;0,8824
ResNet50_ReliefF_250_Adaboost;6;0,8529
ResNet50_ReliefF_250_Gaussian;6;0,7941
ResNet50_ReliefF_250_J48;7;0,7647
ResNet50_ReliefF_250_RBF;7;0,8824
ResNet50_ReliefF_250_LinearSVM;7;0,8824
ResNet50_ReliefF_250_MLP;7;0,7353
ResNet50_ReliefF_250_Logistic;7;0,8529
ResNet50_ReliefF_250_RandomForest;7;0,8529
ResNet50_ReliefF_250_Adaboost;7;0,7941
ResNet50_ReliefF_250_Gaussian;7;0,8235
ResNet50_ReliefF_250_J48;8;0,9412
ResNet50_ReliefF_250_RBF;8;0,9706
ResNet50_ReliefF_250_LinearSVM;8;0,8824
ResNet50_ReliefF_250_MLP;8;0,9118
ResNet50_ReliefF_250_Logistic;8;0,9118
ResNet50_ReliefF_250_RandomForest;8;0,9412
ResNet50_ReliefF_250_Adaboost;8;0,9412
ResNet50_ReliefF_250_Gaussian;8;0,8529
ResNet50_ReliefF_250_J48;9;0,8824
ResNet50_ReliefF_250_RBF;9;0,8824
ResNet50_ReliefF_250_LinearSVM;9;0,8529
ResNet50_ReliefF_250_MLP;9;0,9118
ResNet50_ReliefF_250_Logistic;9;0,8529
ResNet50_ReliefF_250_RandomForest;9;0,9118
ResNet50_ReliefF_250_Adaboost;9;0,8529
ResNet50_ReliefF_250_Gaussian;9;0,8529
ResNet50_ReliefF_250_J48;10;0,8824
ResNet50_ReliefF_250_RBF;10;0,8824
ResNet50_ReliefF_250_LinearSVM;10;0,8529
ResNet50_ReliefF_250_MLP;10;0,8529
ResNet50_ReliefF_250_Logistic;10;0,8824
ResNet50_ReliefF_250_RandomForest;10;0,9118
ResNet50_ReliefF_250_Adaboost;10;0,8824
ResNet50_ReliefF_250_Gaussian;10;0,8529
ResNet101_ReliefF_250_J48;1;0,6286
ResNet101_ReliefF_250_RBF;1;0,8
ResNet101_ReliefF_250_LinearSVM;1;0,7714
ResNet101_ReliefF_250_MLP;1;0,7143
ResNet101_ReliefF_250_Logistic;1;0,8286
ResNet101_ReliefF_250_RandomForest;1;0,8286
ResNet101_ReliefF_250_Adaboost;1;0,7429
ResNet101_ReliefF_250_Gaussian;1;0,7429
ResNet101_ReliefF_250_J48;2;0,8286
ResNet101_ReliefF_250_RBF;2;0,8
ResNet101_ReliefF_250_LinearSVM;2;0,8
ResNet101_ReliefF_250_MLP;2;0,6286
ResNet101_ReliefF_250_Logistic;2;0,8
ResNet101_ReliefF_250_RandomForest;2;0,8
ResNet101_ReliefF_250_Adaboost;2;0,7429
ResNet101_ReliefF_250_Gaussian;2;0,8
ResNet101_ReliefF_250_J48;3;0,8235
ResNet101_ReliefF_250_RBF;3;0,8824
ResNet101_ReliefF_250_LinearSVM;3;0,8824
ResNet101_ReliefF_250_MLP;3;0,9118
ResNet101_ReliefF_250_Logistic;3;0,8824
ResNet101_ReliefF_250_RandomForest;3;0,8529
ResNet101_ReliefF_250_Adaboost;3;0,8235
ResNet101_ReliefF_250_Gaussian;3;0,8529
ResNet101_ReliefF_250_J48;4;0,6765
ResNet101_ReliefF_250_RBF;4;0,8529
ResNet101_ReliefF_250_LinearSVM;4;0,8235
ResNet101_ReliefF_250_MLP;4;0,8529
ResNet101_ReliefF_250_Logistic;4;0,8235
ResNet101_ReliefF_250_RandomForest;4;0,8529
