Metodo;Fold;ACC
EfficientNetB4_PCA_75_MLP;4;0,8824
EfficientNetB4_PCA_75_MLP;5;0,9706
EfficientNetB4_PCA_75_MLP;6;0,8529
EfficientNetB4_PCA_75_MLP;7;0,7353
EfficientNetB4_PCA_75_MLP;8;0,8235
EfficientNetB4_PCA_75_MLP;9;0,8529
EfficientNetB4_PCA_75_MLP;10;0,8824
EfficientNetB4_PCA_75_Logistic;1;0,7714
EfficientNetB4_PCA_75_Logistic;2;0,7143
EfficientNetB4_PCA_75_Logistic;3;0,8824
EfficientNetB4_PCA_75_Logistic;4;0,6471
EfficientNetB4_PCA_75_Logistic;5;0,9118
EfficientNetB4_PCA_75_Logistic;6;0,9118
EfficientNetB4_PCA_75_Logistic;7;0,8824
EfficientNetB4_PCA_75_Logistic;8;0,7941
EfficientNetB4_PCA_75_Logistic;9;0,8529
EfficientNetB4_PCA_75_Logistic;10;0,8235
EfficientNetB4_PCA_75_RandomForest;1;0,8
EfficientNetB4_PCA_75_RandomForest;2;0,8857
EfficientNetB4_PCA_75_RandomForest;3;0,8529
EfficientNetB4_PCA_75_RandomForest;4;0,7647
EfficientNetB4_PCA_75_RandomForest;5;0,9118
EfficientNetB4_PCA_75_RandomForest;6;0,9412
EfficientNetB4_PCA_75_RandomForest;7;0,8529
EfficientNetB4_PCA_75_RandomForest;8;0,9412
EfficientNetB4_PCA_75_RandomForest;9;0,9412
EfficientNetB4_PCA_75_RandomForest;10;0,8235
EfficientNetB4_PCA_75_Adaboost;1;0,7143
EfficientNetB4_PCA_75_Adaboost;2;0,8286
EfficientNetB4_PCA_75_Adaboost;3;0,8235
EfficientNetB4_PCA_75_Adaboost;4;0,7647
EfficientNetB4_PCA_75_Adaboost;5;0,8824
EfficientNetB4_PCA_75_Adaboost;6;0,9706
EfficientNetB4_PCA_75_Adaboost;7;0,9118
EfficientNetB4_PCA_75_Adaboost;8;0,8824
EfficientNetB4_PCA_75_Adaboost;9;0,8824
EfficientNetB4_PCA_75_Adaboost;10;0,7353
EfficientNetB4_PCA_75_Gaussian;1;0,5429
EfficientNetB4_PCA_75_Gaussian;2;0,6857
EfficientNetB4_PCA_75_Gaussian;3;0,7353
EfficientNetB4_PCA_75_Gaussian;4;0,7059
EfficientNetB4_PCA_75_Gaussian;5;0,7059
EfficientNetB4_PCA_75_Gaussian;6;0,6765
EfficientNetB4_PCA_75_Gaussian;7;0,6765
EfficientNetB4_PCA_75_Gaussian;8;0,7059
EfficientNetB4_PCA_75_Gaussian;9;0,7353
EfficientNetB4_PCA_75_Gaussian;10;0,7059
EfficientNetB5_PCA_75_J48;1;0,7143
EfficientNetB5_PCA_75_J48;2;0,7143
EfficientNetB5_PCA_75_J48;3;0,7059
EfficientNetB5_PCA_75_J48;4;0,7059
EfficientNetB5_PCA_75_J48;5;0,6765
EfficientNetB5_PCA_75_J48;6;0,7353
EfficientNetB5_PCA_75_J48;7;0,7059
EfficientNetB5_PCA_75_J48;8;0,6765
EfficientNetB5_PCA_75_J48;9;0,7059
EfficientNetB5_PCA_75_J48;10;0,7059
EfficientNetB5_PCA_75_RBF;1;0,8
EfficientNetB5_PCA_75_RBF;2;0,8857
EfficientNetB5_PCA_75_RBF;3;0,9412
EfficientNetB5_PCA_75_RBF;4;0,7647
EfficientNetB5_PCA_75_RBF;5;0,9412
EfficientNetB5_PCA_75_RBF;6;0,8235
EfficientNetB5_PCA_75_RBF;7;0,8235
EfficientNetB5_PCA_75_RBF;8;0,9118
EfficientNetB5_PCA_75_RBF;9;0,9412
EfficientNetB5_PCA_75_RBF;10;0,7941
EfficientNetB5_PCA_75_LinearSVM;1;0,8857
EfficientNetB5_PCA_75_LinearSVM;2;0,8286
EfficientNetB5_PCA_75_LinearSVM;3;0,9118
EfficientNetB5_PCA_75_LinearSVM;4;0,8529
EfficientNetB5_PCA_75_LinearSVM;5;0,9706
EfficientNetB5_PCA_75_LinearSVM;6;0,8824
EfficientNetB5_PCA_75_LinearSVM;7;0,9412
EfficientNetB5_PCA_75_LinearSVM;8;0,8824
EfficientNetB5_PCA_75_LinearSVM;9;0,8824
EfficientNetB5_PCA_75_LinearSVM;10;0,7941
EfficientNetB5_PCA_75_MLP;1;0,8286
EfficientNetB5_PCA_75_MLP;2;0,8857
EfficientNetB5_PCA_75_MLP;3;0,7647
EfficientNetB5_PCA_75_MLP;4;0,8529
EfficientNetB5_PCA_75_MLP;5;0,7647
EfficientNetB5_PCA_75_MLP;6;0,7941
EfficientNetB5_PCA_75_MLP;7;0,7941
EfficientNetB5_PCA_75_MLP;8;0,7647
EfficientNetB5_PCA_75_MLP;9;0,8529
EfficientNetB5_PCA_75_MLP;10;0,8235
EfficientNetB5_PCA_75_Logistic;1;0,8857
EfficientNetB5_PCA_75_Logistic;2;0,8286
EfficientNetB5_PCA_75_Logistic;3;0,9118
EfficientNetB5_PCA_75_Logistic;4;0,8235
EfficientNetB5_PCA_75_Logistic;5;0,9706
EfficientNetB5_PCA_75_Logistic;6;0,8824
EfficientNetB5_PCA_75_Logistic;7;0,9412
EfficientNetB5_PCA_75_Logistic;8;0,8824
EfficientNetB5_PCA_75_Logistic;9;0,8824
EfficientNetB5_PCA_75_Logistic;10;0,7647
EfficientNetB5_PCA_75_RandomForest;1;0,6857
EfficientNetB5_PCA_75_RandomForest;2;0,8857
EfficientNetB5_PCA_75_RandomForest;3;0,7941
EfficientNetB5_PCA_75_RandomForest;4;0,7941
EfficientNetB5_PCA_75_RandomForest;5;0,7941
EfficientNetB5_PCA_75_RandomForest;6;0,7353
EfficientNetB5_PCA_75_RandomForest;7;0,7941
EfficientNetB5_PCA_75_RandomForest;8;0,7941
EfficientNetB5_PCA_75_RandomForest;9;0,9412
EfficientNetB5_PCA_75_RandomForest;10;0,8235
EfficientNetB5_PCA_75_Adaboost;1;0,7429
EfficientNetB5_PCA_75_Adaboost;2;0,8
EfficientNetB5_PCA_75_Adaboost;3;0,8824
EfficientNetB5_PCA_75_Adaboost;4;0,7647
EfficientNetB5_PCA_75_Adaboost;5;0,7059
EfficientNetB5_PCA_75_Adaboost;6;0,8529
EfficientNetB5_PCA_75_Adaboost;7;0,8529
EfficientNetB5_PCA_75_Adaboost;8;0,7647
EfficientNetB5_PCA_75_Adaboost;9;0,7647
EfficientNetB5_PCA_75_Adaboost;10;0,8235
EfficientNetB5_PCA_75_Gaussian;1;0,6286
EfficientNetB5_PCA_75_Gaussian;2;0,6571
EfficientNetB5_PCA_75_Gaussian;3;0,6765
EfficientNetB5_PCA_75_Gaussian;4;0,5882
EfficientNetB5_PCA_75_Gaussian;5;0,7059
EfficientNetB5_PCA_75_Gaussian;6;0,7353
EfficientNetB5_PCA_75_Gaussian;7;0,6765
EfficientNetB5_PCA_75_Gaussian;8;0,5294
EfficientNetB5_PCA_75_Gaussian;9;0,7059
EfficientNetB5_PCA_75_Gaussian;10;0,5882
EfficientNetB6_PCA_75_J48;1;0,7714
EfficientNetB6_PCA_75_J48;2;0,6571
EfficientNetB6_PCA_75_J48;3;0,6471
EfficientNetB6_PCA_75_J48;4;0,5294
EfficientNetB6_PCA_75_J48;5;0,7059
EfficientNetB6_PCA_75_J48;6;0,7059
EfficientNetB6_PCA_75_J48;7;0,5882
EfficientNetB6_PCA_75_J48;8;0,6765
EfficientNetB6_PCA_75_J48;9;0,7941
EfficientNetB6_PCA_75_J48;10;0,7647
EfficientNetB6_PCA_75_RBF;1;0,7714
EfficientNetB6_PCA_75_RBF;2;0,9143
EfficientNetB6_PCA_75_RBF;3;0,8824
EfficientNetB6_PCA_75_RBF;4;0,7353
EfficientNetB6_PCA_75_RBF;5;0,8529
EfficientNetB6_PCA_75_RBF;6;0,8529
EfficientNetB6_PCA_75_RBF;7;0,7353
EfficientNetB6_PCA_75_RBF;8;0,9412
EfficientNetB6_PCA_75_RBF;9;0,9706
EfficientNetB6_PCA_75_RBF;10;0,8529
EfficientNetB6_PCA_75_LinearSVM;1;0,6857
EfficientNetB6_PCA_75_LinearSVM;2;0,7143
EfficientNetB6_PCA_75_LinearSVM;3;0,9118
EfficientNetB6_PCA_75_LinearSVM;4;0,8235
EfficientNetB6_PCA_75_LinearSVM;5;0,9118
EfficientNetB6_PCA_75_LinearSVM;6;0,8235
EfficientNetB6_PCA_75_LinearSVM;7;0,7647
EfficientNetB6_PCA_75_LinearSVM;8;0,7059
EfficientNetB6_PCA_75_LinearSVM;9;0,7941
EfficientNetB6_PCA_75_LinearSVM;10;0,7353
EfficientNetB6_PCA_75_MLP;1;0,7714
EfficientNetB6_PCA_75_MLP;2;0,6286
EfficientNetB6_PCA_75_MLP;3;0,8235
EfficientNetB6_PCA_75_MLP;4;0,7647
EfficientNetB6_PCA_75_MLP;5;0,8529
EfficientNetB6_PCA_75_MLP;6;0,8529
EfficientNetB6_PCA_75_MLP;7;0,7647
EfficientNetB6_PCA_75_MLP;8;0,7941
EfficientNetB6_PCA_75_MLP;9;0,7941
EfficientNetB6_PCA_75_MLP;10;0,7941
EfficientNetB6_PCA_75_Logistic;1;0,6857
EfficientNetB6_PCA_75_Logistic;2;0,6
EfficientNetB6_PCA_75_Logistic;3;0,8824
EfficientNetB6_PCA_75_Logistic;4;0,8235
EfficientNetB6_PCA_75_Logistic;5;0,9118
EfficientNetB6_PCA_75_Logistic;6;0,7941
EfficientNetB6_PCA_75_Logistic;7;0,7353
EfficientNetB6_PCA_75_Logistic;8;0,7353
EfficientNetB6_PCA_75_Logistic;9;0,7941
EfficientNetB6_PCA_75_Logistic;10;0,7353
EfficientNetB6_PCA_75_RandomForest;1;0,8571
EfficientNetB6_PCA_75_RandomForest;2;0,8571
EfficientNetB6_PCA_75_RandomForest;3;0,9118
EfficientNetB6_PCA_75_RandomForest;4;0,7647
EfficientNetB6_PCA_75_RandomForest;5;0,8235
EfficientNetB6_PCA_75_RandomForest;6;0,8824
EfficientNetB6_PCA_75_RandomForest;7;0,7647
EfficientNetB6_PCA_75_RandomForest;8;0,7941
EfficientNetB6_PCA_75_RandomForest;9;0,8235
EfficientNetB6_PCA_75_RandomForest;10;0,8235
EfficientNetB6_PCA_75_Adaboost;1;0,8286
EfficientNetB6_PCA_75_Adaboost;2;0,8
EfficientNetB6_PCA_75_Adaboost;3;0,8529
EfficientNetB6_PCA_75_Adaboost;4;0,7647
EfficientNetB6_PCA_75_Adaboost;5;0,7941
EfficientNetB6_PCA_75_Adaboost;6;0,8529
EfficientNetB6_PCA_75_Adaboost;7;0,7647
EfficientNetB6_PCA_75_Adaboost;8;0,8235
EfficientNetB6_PCA_75_Adaboost;9;0,7059
EfficientNetB6_PCA_75_Adaboost;10;0,8529
EfficientNetB6_PCA_75_Gaussian;1;0,6286
EfficientNetB6_PCA_75_Gaussian;2;0,5714
EfficientNetB6_PCA_75_Gaussian;3;0,7059
EfficientNetB6_PCA_75_Gaussian;4;0,6765
EfficientNetB6_PCA_75_Gaussian;5;0,6765
EfficientNetB6_PCA_75_Gaussian;6;0,7353
EfficientNetB6_PCA_75_Gaussian;7;0,6471
EfficientNetB6_PCA_75_Gaussian;8;0,5882
EfficientNetB6_PCA_75_Gaussian;9;0,7353
EfficientNetB6_PCA_75_Gaussian;10;0,7059
EfficientNetB7_PCA_75_J48;1;0,5714
EfficientNetB7_PCA_75_J48;2;0,6286
EfficientNetB7_PCA_75_J48;3;0,8529
EfficientNetB7_PCA_75_J48;4;0,6765
EfficientNetB7_PCA_75_J48;5;0,7353
EfficientNetB7_PCA_75_J48;6;0,7941
EfficientNetB7_PCA_75_J48;7;0,7647
EfficientNetB7_PCA_75_J48;8;0,7941
EfficientNetB7_PCA_75_J48;9;0,5294
EfficientNetB7_PCA_75_J48;10;0,8529
EfficientNetB7_PCA_75_RBF;1;0,8286
EfficientNetB7_PCA_75_RBF;2;0,8286
EfficientNetB7_PCA_75_RBF;3;0,9118
EfficientNetB7_PCA_75_RBF;4;0,7941
EfficientNetB7_PCA_75_RBF;5;0,9412
EfficientNetB7_PCA_75_RBF;6;0,9118
EfficientNetB7_PCA_75_RBF;7;0,9118
EfficientNetB7_PCA_75_RBF;8;0,9412
EfficientNetB7_PCA_75_RBF;9;0,9412
EfficientNetB7_PCA_75_RBF;10;0,8529
EfficientNetB7_PCA_75_LinearSVM;1;0,8
EfficientNetB7_PCA_75_LinearSVM;2;0,8571
EfficientNetB7_PCA_75_LinearSVM;3;0,9412
EfficientNetB7_PCA_75_LinearSVM;4;0,7941
EfficientNetB7_PCA_75_LinearSVM;5;0,7647
EfficientNetB7_PCA_75_LinearSVM;6;0,8824
EfficientNetB7_PCA_75_LinearSVM;7;0,8235
EfficientNetB7_PCA_75_LinearSVM;8;0,7059
EfficientNetB7_PCA_75_LinearSVM;9;0,8824
EfficientNetB7_PCA_75_LinearSVM;10;0,7941
EfficientNetB7_PCA_75_MLP;1;0,6857
EfficientNetB7_PCA_75_MLP;2;0,7714
EfficientNetB7_PCA_75_MLP;3;0,8235
EfficientNetB7_PCA_75_MLP;4;0,7353
EfficientNetB7_PCA_75_MLP;5;0,6765
EfficientNetB7_PCA_75_MLP;6;0,8824
EfficientNetB7_PCA_75_MLP;7;0,8824
EfficientNetB7_PCA_75_MLP;8;0,8529
EfficientNetB7_PCA_75_MLP;9;0,9118
EfficientNetB7_PCA_75_MLP;10;0,7647
EfficientNetB7_PCA_75_Logistic;1;0,8
EfficientNetB7_PCA_75_Logistic;2;0,8286
EfficientNetB7_PCA_75_Logistic;3;0,9412
EfficientNetB7_PCA_75_Logistic;4;0,7647
EfficientNetB7_PCA_75_Logistic;5;0,7941
EfficientNetB7_PCA_75_Logistic;6;0,9118
EfficientNetB7_PCA_75_Logistic;7;0,8235
EfficientNetB7_PCA_75_Logistic;8;0,7647
EfficientNetB7_PCA_75_Logistic;9;0,8824
EfficientNetB7_PCA_75_Logistic;10;0,7941
EfficientNetB7_PCA_75_RandomForest;1;0,7143
EfficientNetB7_PCA_75_RandomForest;2;0,8571
EfficientNetB7_PCA_75_RandomForest;3;0,8824
EfficientNetB7_PCA_75_RandomForest;4;0,7059
EfficientNetB7_PCA_75_RandomForest;5;0,8235
EfficientNetB7_PCA_75_RandomForest;6;0,8529
EfficientNetB7_PCA_75_RandomForest;7;0,8529
EfficientNetB7_PCA_75_RandomForest;8;0,8824
EfficientNetB7_PCA_75_RandomForest;9;0,8235
EfficientNetB7_PCA_75_RandomForest;10;0,8235
EfficientNetB7_PCA_75_Adaboost;1;0,6857
EfficientNetB7_PCA_75_Adaboost;2;0,8
EfficientNetB7_PCA_75_Adaboost;3;0,9412
EfficientNetB7_PCA_75_Adaboost;4;0,7353
EfficientNetB7_PCA_75_Adaboost;5;0,7647
EfficientNetB7_PCA_75_Adaboost;6;0,8235
EfficientNetB7_PCA_75_Adaboost;7;0,8235
EfficientNetB7_PCA_75_Adaboost;8;0,9118
EfficientNetB7_PCA_75_Adaboost;9;0,8235
EfficientNetB7_PCA_75_Adaboost;10;0,8235
EfficientNetB7_PCA_75_Gaussian;1;0,6286
EfficientNetB7_PCA_75_Gaussian;2;0,6857
EfficientNetB7_PCA_75_Gaussian;3;0,7353
EfficientNetB7_PCA_75_Gaussian;4;0,5588
EfficientNetB7_PCA_75_Gaussian;5;0,6176
EfficientNetB7_PCA_75_Gaussian;6;0,7647
EfficientNetB7_PCA_75_Gaussian;7;0,6765
EfficientNetB7_PCA_75_Gaussian;8;0,7059
EfficientNetB7_PCA_75_Gaussian;9;0,7647
EfficientNetB7_PCA_75_Gaussian;10;0,7647
Xception_PCA_50_J48;1;0,6
Xception_PCA_50_J48;2;0,8
Xception_PCA_50_J48;3;0,8529
Xception_PCA_50_J48;4;0,7353
Xception_PCA_50_J48;5;0,7059
Xception_PCA_50_J48;6;0,7353
Xception_PCA_50_J48;7;0,7059
Xception_PCA_50_J48;8;0,8235
Xception_PCA_50_J48;9;0,7059
Xception_PCA_50_J48;10;0,8235
Xception_PCA_50_RBF;1;0,8286
Xception_PCA_50_RBF;2;0,8857
Xception_PCA_50_RBF;3;0,8235
Xception_PCA_50_RBF;4;0,8235
Xception_PCA_50_RBF;5;0,9118
Xception_PCA_50_RBF;6;0,9412
Xception_PCA_50_RBF;7;0,9118
Xception_PCA_50_RBF;8;0,8235
Xception_PCA_50_RBF;9;0,8529
Xception_PCA_50_RBF;10;0,9118
Xception_PCA_50_LinearSVM;1;0,8
Xception_PCA_50_LinearSVM;2;0,7143
Xception_PCA_50_LinearSVM;3;0,8235
Xception_PCA_50_LinearSVM;4;0,8235
Xception_PCA_50_LinearSVM;5;0,8529
Xception_PCA_50_LinearSVM;6;0,8235
Xception_PCA_50_LinearSVM;7;0,7647
Xception_PCA_50_LinearSVM;8;0,8529
Xception_PCA_50_LinearSVM;9;0,8235
Xception_PCA_50_LinearSVM;10;0,8824
Xception_PCA_50_MLP;1;0,8571
Xception_PCA_50_MLP;2;0,8
Xception_PCA_50_MLP;3;0,8824
Xception_PCA_50_MLP;4;0,8529
Xception_PCA_50_MLP;5;0,8824
Xception_PCA_50_MLP;6;0,9118
Xception_PCA_50_MLP;7;0,8235
Xception_PCA_50_MLP;8;0,8235
Xception_PCA_50_MLP;9;0,8529
Xception_PCA_50_MLP;10;0,8235
Xception_PCA_50_Logistic;1;0,8
Xception_PCA_50_Logistic;2;0,6857
Xception_PCA_50_Logistic;3;0,8824
Xception_PCA_50_Logistic;4;0,8235
Xception_PCA_50_Logistic;5;0,8824
Xception_PCA_50_Logistic;6;0,8824
Xception_PCA_50_Logistic;7;0,7647
Xception_PCA_50_Logistic;8;0,8529
Xception_PCA_50_Logistic;9;0,8529
Xception_PCA_50_Logistic;10;0,9118
Xception_PCA_50_RandomForest;1;0,8571
Xception_PCA_50_RandomForest;2;0,8286
Xception_PCA_50_RandomForest;3;0,8235
Xception_PCA_50_RandomForest;4;0,8235
Xception_PCA_50_RandomForest;5;0,8235
Xception_PCA_50_RandomForest;6;0,7941
Xception_PCA_50_RandomForest;7;0,8529
Xception_PCA_50_RandomForest;8;0,9412
Xception_PCA_50_RandomForest;9;0,8824
Xception_PCA_50_RandomForest;10;0,7647
Xception_PCA_50_Adaboost;1;0,8
Xception_PCA_50_Adaboost;2;0,8286
Xception_PCA_50_Adaboost;3;0,8235
Xception_PCA_50_Adaboost;4;0,7647
Xception_PCA_50_Adaboost;5;0,9706
Xception_PCA_50_Adaboost;6;0,7647
Xception_PCA_50_Adaboost;7;0,8235
Xception_PCA_50_Adaboost;8;0,8824
Xception_PCA_50_Adaboost;9;0,7941
Xception_PCA_50_Adaboost;10;0,9118
Xception_PCA_50_Gaussian;1;0,6571
Xception_PCA_50_Gaussian;2;0,7143
Xception_PCA_50_Gaussian;3;0,7059
Xception_PCA_50_Gaussian;4;0,5588
Xception_PCA_50_Gaussian;5;0,7941
Xception_PCA_50_Gaussian;6;0,7059
Xception_PCA_50_Gaussian;7;0,8235
Xception_PCA_50_Gaussian;8;0,7647
Xception_PCA_50_Gaussian;9;0,8529
Xception_PCA_50_Gaussian;10;0,6471
VGG16_PCA_50_J48;1;0,6286
VGG16_PCA_50_J48;2;0,7143
VGG16_PCA_50_J48;3;0,6765
VGG16_PCA_50_J48;4;0,7353
VGG16_PCA_50_J48;5;0,7941
VGG16_PCA_50_J48;6;0,6765
VGG16_PCA_50_J48;7;0,7059
VGG16_PCA_50_J48;8;0,7941
VGG16_PCA_50_J48;9;0,8235
VGG16_PCA_50_J48;10;0,6176
VGG16_PCA_50_RBF;1;0,7714
VGG16_PCA_50_RBF;2;0,8
VGG16_PCA_50_RBF;3;0,8529
VGG16_PCA_50_RBF;4;0,7941
VGG16_PCA_50_RBF;5;0,8824
VGG16_PCA_50_RBF;6;0,9118
VGG16_PCA_50_RBF;7;0,8824
VGG16_PCA_50_RBF;8;0,8529
VGG16_PCA_50_RBF;9;0,9118
VGG16_PCA_50_RBF;10;0,9412
VGG16_PCA_50_LinearSVM;1;0,6
VGG16_PCA_50_LinearSVM;2;0,9143
VGG16_PCA_50_LinearSVM;3;0,8529
VGG16_PCA_50_LinearSVM;4;0,7647
VGG16_PCA_50_LinearSVM;5;0,9118
VGG16_PCA_50_LinearSVM;6;0,8235
VGG16_PCA_50_LinearSVM;7;0,7941
VGG16_PCA_50_LinearSVM;8;0,8824
VGG16_PCA_50_LinearSVM;9;0,9118
VGG16_PCA_50_LinearSVM;10;0,7941
VGG16_PCA_50_MLP;1;0,7429
VGG16_PCA_50_MLP;2;0,8
VGG16_PCA_50_MLP;3;0,7353
VGG16_PCA_50_MLP;4;0,7941
VGG16_PCA_50_MLP;5;0,7647
VGG16_PCA_50_MLP;6;0,8235
VGG16_PCA_50_MLP;7;0,8235
VGG16_PCA_50_MLP;8;0,7941
VGG16_PCA_50_MLP;9;0,8235
VGG16_PCA_50_MLP;10;0,7941
VGG16_PCA_50_Logistic;1;0,6571
VGG16_PCA_50_Logistic;2;0,9143
VGG16_PCA_50_Logistic;3;0,9118
VGG16_PCA_50_Logistic;4;0,7941
VGG16_PCA_50_Logistic;5;0,9118
VGG16_PCA_50_Logistic;6;0,8235
VGG16_PCA_50_Logistic;7;0,7941
VGG16_PCA_50_Logistic;8;0,9118
VGG16_PCA_50_Logistic;9;0,9118
VGG16_PCA_50_Logistic;10;0,8529
VGG16_PCA_50_RandomForest;1;0,6857
VGG16_PCA_50_RandomForest;2;0,8571
VGG16_PCA_50_RandomForest;3;0,8529
VGG16_PCA_50_RandomForest;4;0,8235
VGG16_PCA_50_RandomForest;5;0,8824
VGG16_PCA_50_RandomForest;6;0,9412
VGG16_PCA_50_RandomForest;7;0,7353
VGG16_PCA_50_RandomForest;8;0,8824
VGG16_PCA_50_RandomForest;9;0,8529
VGG16_PCA_50_RandomForest;10;0,8235
VGG16_PCA_50_Adaboost;1;0,6857
VGG16_PCA_50_Adaboost;2;0,8286
VGG16_PCA_50_Adaboost;3;0,7941
VGG16_PCA_50_Adaboost;4;0,8235
VGG16_PCA_50_Adaboost;5;0,8235
VGG16_PCA_50_Adaboost;6;0,8824
VGG16_PCA_50_Adaboost;7;0,8529
VGG16_PCA_50_Adaboost;8;0,9118
VGG16_PCA_50_Adaboost;9;0,8235
VGG16_PCA_50_Adaboost;10;0,8529
VGG16_PCA_50_Gaussian;1;0,6
VGG16_PCA_50_Gaussian;2;0,5143
VGG16_PCA_50_Gaussian;3;0,5882
VGG16_PCA_50_Gaussian;4;0,5882
VGG16_PCA_50_Gaussian;5;0,5588
VGG16_PCA_50_Gaussian;6;0,7059
VGG16_PCA_50_Gaussian;7;0,7059
VGG16_PCA_50_Gaussian;8;0,7059
VGG16_PCA_50_Gaussian;9;0,7353
VGG16_PCA_50_Gaussian;10;0,6176
VGG19_PCA_50_J48;1;0,6571
VGG19_PCA_50_J48;2;0,6
VGG19_PCA_50_J48;3;0,7647
VGG19_PCA_50_J48;4;0,7647
VGG19_PCA_50_J48;5;0,6176
VGG19_PCA_50_J48;6;0,7647
VGG19_PCA_50_J48;7;0,6765
VGG19_PCA_50_J48;8;0,6765
VGG19_PCA_50_J48;9;0,6471
VGG19_PCA_50_J48;10;0,8235
VGG19_PCA_50_RBF;1;0,7714
VGG19_PCA_50_RBF;2;0,8286
VGG19_PCA_50_RBF;3;0,9118
VGG19_PCA_50_RBF;4;0,7941
VGG19_PCA_50_RBF;5;0,8824
VGG19_PCA_50_RBF;6;0,8529
VGG19_PCA_50_RBF;7;0,9118
VGG19_PCA_50_RBF;8;0,8824
VGG19_PCA_50_RBF;9;0,8824
VGG19_PCA_50_RBF;10;0,8529
VGG19_PCA_50_LinearSVM;1;0,7714
VGG19_PCA_50_LinearSVM;2;0,8
VGG19_PCA_50_LinearSVM;3;0,9118
VGG19_PCA_50_LinearSVM;4;0,8235
VGG19_PCA_50_LinearSVM;5;0,7941
VGG19_PCA_50_LinearSVM;6;0,8529
VGG19_PCA_50_LinearSVM;7;0,9118
VGG19_PCA_50_LinearSVM;8;0,8529
VGG19_PCA_50_LinearSVM;9;0,8529
VGG19_PCA_50_LinearSVM;10;0,8235
VGG19_PCA_50_MLP;1;0,7429
VGG19_PCA_50_MLP;2;0,8571
VGG19_PCA_50_MLP;3;0,7353
VGG19_PCA_50_MLP;4;0,8235
VGG19_PCA_50_MLP;5;0,7647
VGG19_PCA_50_MLP;6;0,7941
VGG19_PCA_50_MLP;7;0,8235
VGG19_PCA_50_MLP;8;0,7353
VGG19_PCA_50_MLP;9;0,8235
VGG19_PCA_50_MLP;10;0,8235
VGG19_PCA_50_Logistic;1;0,8
VGG19_PCA_50_Logistic;2;0,8286
VGG19_PCA_50_Logistic;3;0,9412
VGG19_PCA_50_Logistic;4;0,8235
VGG19_PCA_50_Logistic;5;0,8529
VGG19_PCA_50_Logistic;6;0,8235
VGG19_PCA_50_Logistic;7;0,7941
VGG19_PCA_50_Logistic;8;0,8529
VGG19_PCA_50_Logistic;9;0,8824
VGG19_PCA_50_Logistic;10;0,8529
VGG19_PCA_50_RandomForest;1;0,6857
VGG19_PCA_50_RandomForest;2;0,8
VGG19_PCA_50_RandomForest;3;0,9706
VGG19_PCA_50_RandomForest;4;0,8529
VGG19_PCA_50_RandomForest;5;0,7647
VGG19_PCA_50_RandomForest;6;0,8529
VGG19_PCA_50_RandomForest;7;0,8235
VGG19_PCA_50_RandomForest;8;0,8235
VGG19_PCA_50_RandomForest;9;0,9118
VGG19_PCA_50_RandomForest;10;0,8235
VGG19_PCA_50_Adaboost;1;0,8
VGG19_PCA_50_Adaboost;2;0,7429
VGG19_PCA_50_Adaboost;3;0,8824
VGG19_PCA_50_Adaboost;4;0,8529
VGG19_PCA_50_Adaboost;5;0,8235
VGG19_PCA_50_Adaboost;6;0,8235
VGG19_PCA_50_Adaboost;7;0,7941
VGG19_PCA_50_Adaboost;8;0,7647
VGG19_PCA_50_Adaboost;9;0,8529
VGG19_PCA_50_Adaboost;10;0,8824
VGG19_PCA_50_Gaussian;1;0,6286
VGG19_PCA_50_Gaussian;2;0,5429
VGG19_PCA_50_Gaussian;3;0,6471
VGG19_PCA_50_Gaussian;4;0,6176
VGG19_PCA_50_Gaussian;5;0,6176
VGG19_PCA_50_Gaussian;6;0,7941
VGG19_PCA_50_Gaussian;7;0,7647
VGG19_PCA_50_Gaussian;8;0,7353
VGG19_PCA_50_Gaussian;9;0,7647
VGG19_PCA_50_Gaussian;10;0,6471
ResNet50_PCA_50_J48;1;0,6571
ResNet50_PCA_50_J48;2;0,6857
ResNet50_PCA_50_J48;3;0,6176
ResNet50_PCA_50_J48;4;0,6176
ResNet50_PCA_50_J48;5;0,9118
ResNet50_PCA_50_J48;6;0,8529
ResNet50_PCA_50_J48;7;0,7941
ResNet50_PCA_50_J48;8;0,7059
ResNet50_PCA_50_J48;9;0,7647
ResNet50_PCA_50_J48;10;0,7353
ResNet50_PCA_50_RBF;1;0,8857
ResNet50_PCA_50_RBF;2;0,9429
ResNet50_PCA_50_RBF;3;0,9118
ResNet50_PCA_50_RBF;4;0,7941
ResNet50_PCA_50_RBF;5;0,9412
ResNet50_PCA_50_RBF;6;0,9118
ResNet50_PCA_50_RBF;7;0,8529
ResNet50_PCA_50_RBF;8;0,9412
ResNet50_PCA_50_RBF;9;0,8824
ResNet50_PCA_50_RBF;10;0,9118
ResNet50_PCA_50_LinearSVM;1;0,7714
ResNet50_PCA_50_LinearSVM;2;0,8
ResNet50_PCA_50_LinearSVM;3;0,9412
ResNet50_PCA_50_LinearSVM;4;0,8235
ResNet50_PCA_50_LinearSVM;5;0,9118
ResNet50_PCA_50_LinearSVM;6;0,8529
ResNet50_PCA_50_LinearSVM;7;0,7941
ResNet50_PCA_50_LinearSVM;8;0,8824
ResNet50_PCA_50_LinearSVM;9;0,8235
ResNet50_PCA_50_LinearSVM;10;0,8529
ResNet50_PCA_50_MLP;1;0,7143
