FeatureExtraction;DimReduction;Normalization;NumberComponents;Classifier;KFold01_Accuracy;KFold02_Accuracy;KFold03_Accuracy;KFold04_Accuracy;KFold05_Accuracy;KFold06_Accuracy;KFold07_Accuracy;KFold08_Accuracy;KFold09_Accuracy;KFold10_Accuracy;Accuracy_Mean;Accuracy_SD
VGG16;UMAP;No;300;RBF;0,4286;0,3429;0,5;0,5882;0,5;0,5294;0,5;0,5294;0,3529;0,5588;0,483;0,0784
VGG16;UMAP;No;300;LinearSVM;0,5714;0,6;0,7647;0,6765;0,7353;0,6765;0,5882;0,6765;0,6765;0,6471;0,6613;0,0587
VGG16;UMAP;No;300;MLP;0,6;0,3429;0,4706;0,5588;0,5882;0,6176;0,5;0,5294;0,5;0,6176;0,5325;0,0805
VGG16;UMAP;No;300;Logistic;0,6571;0,7429;0,7353;0,7353;0,7059;0,6765;0,6176;0,6471;0,7647;0,6471;0,6929;0,0478
VGG16;UMAP;No;300;RandomForest;0,7714;0,8857;0,7059;0,7647;0,6765;0,6471;0,6765;0,6765;0,7941;0,6765;0,7275;0,0708
VGG16;UMAP;No;300;Adaboost;0,6;0,7143;0,7647;0,7059;0,6471;0,5882;0,5882;0,6176;0,7059;0,6765;0,6608;0,0585
VGG16;UMAP;No;300;Gaussian;0,7714;0,8286;0,7353;0,7353;0,7647;0,6471;0,5588;0,7059;0,7941;0,6176;0,7159;0,0801
VGG19;PCA;No;300;J48;0,6286;0,7714;0,8235;0,6765;0,6765;0,7941;0,6765;0,6765;0,7647;0,6765;0,7165;0,0621
VGG19;PCA;No;300;RBF;0,7714;0,8286;0,9118;0,7941;0,7353;0,8235;0,8824;0,8824;0,9118;0,8824;0,8424;0,0581
VGG19;PCA;No;300;LinearSVM;0,8571;0,8286;0,8824;0,7647;0,8529;0,8824;0,9412;0,9118;0,8824;0,7647;0,8568;0,0547
VGG19;PCA;No;300;MLP;0,5143;0,6286;0,5588;0,6471;0,7353;0,6176;0,6471;0,6176;0,6176;0,5294;0,6113;0,061
VGG19;PCA;No;300;Logistic;0,8286;0,8571;0,9118;0,8235;0,8529;0,8824;0,9412;0,9118;0,9118;0,7353;0,8656;0,0572
VGG19;PCA;No;300;RandomForest;0,5429;0,6857;0,8529;0,7353;0,6176;0,8529;0,7353;0,8235;0,8235;0,7647;0,7434;0,0984
VGG19;PCA;No;300;Adaboost;0,6857;0,7429;0,8235;0,7647;0,6765;0,7353;0,7059;0,7353;0,8235;0,7059;0,7399;0,0489
VGG19;PCA;No;300;Gaussian;0,5429;0,6286;0,7353;0,6176;0,5882;0,7647;0,6765;0,7059;0,7941;0,5588;0,6613;0,083
VGG19;UMAP;No;300;J48;0,5429;0,6857;0,6765;0,6765;0,7941;0,6471;0,5;0,6471;0,5588;0,6765;0,6405;0,081
VGG19;UMAP;No;300;RBF;0,4286;0,3429;0,5;0,5882;0,5;0,5294;0,5;0,5294;0,3529;0,5588;0,483;0,0784
VGG19;UMAP;No;300;LinearSVM;0,5429;0,6286;0,7353;0,7941;0,6765;0,7353;0,6765;0,7353;0,6471;0,7059;0,6877;0,067
VGG19;UMAP;No;300;MLP;0,4571;0,3429;0,5;0,4118;0,5;0,4706;0,4412;0,4706;0,3529;0,4412;0,4388;0,0521
VGG19;UMAP;No;300;Logistic;0,6857;0,8;0,7941;0,7941;0,7941;0,7353;0,6176;0,7647;0,6765;0,7059;0,7368;0,06
VGG19;UMAP;No;300;RandomForest;0,6571;0,7714;0,8235;0,7941;0,8235;0,7353;0,7059;0,7353;0,7059;0,6765;0,7429;0,0557
VGG19;UMAP;No;300;Adaboost;0,7714;0,6857;0,7647;0,7941;0,7941;0,7059;0,7059;0,7059;0,6176;0,6765;0,7222;0,0545
VGG19;UMAP;No;300;Gaussian;0,7714;0,8;0,7059;0,7647;0,7059;0,7353;0,6176;0,7353;0,7059;0,7353;0,7277;0,0471
ResNet50;PCA;No;300;J48;0,6;0,7143;0,5882;0,7941;0,7059;0,8529;0,6176;0,8235;0,7059;0,8529;0,7255;0,0969
ResNet50;PCA;No;300;RBF;0,8857;0,8857;0,8529;0,7941;0,9118;0,9412;0,8235;0,9118;0,9118;0,8824;0,8801;0,0426
ResNet50;PCA;No;300;LinearSVM;0,9143;0,8571;0,9118;0,8824;0,8824;0,9118;0,7941;1;0,9118;0,9118;0,8977;0,0494
ResNet50;PCA;No;300;MLP;0,5714;0,6571;0,6765;0,6765;0,7059;0,8235;0,7647;0,6471;0,6471;0,4412;0,6611;0,0982
ResNet50;PCA;No;300;Logistic;0,9429;0,8571;0,8824;0,9118;0,9118;0,8824;0,8529;1;0,9118;0,9412;0,9094;0,0421
ResNet50;PCA;No;300;RandomForest;0,8286;0,8;0,7647;0,6765;0,7647;0,7353;0,7353;0,8529;0,7647;0,7059;0,7629;0,051
ResNet50;PCA;No;300;Adaboost;0,8571;0,8857;0,7941;0,7941;0,8824;0,8235;0,7647;0,8529;0,8824;0,8235;0,8361;0,0405
ResNet50;PCA;No;300;Gaussian;0,7143;0,7429;0,7059;0,5588;0,6471;0,7059;0,6765;0,7353;0,7353;0,6471;0,6869;0,0538
ResNet50;UMAP;No;300;J48;0,8;0,7429;0,8235;0,8235;0,8235;0,7647;0,7941;0,8529;0,7353;0,7059;0,7866;0,045
ResNet50;UMAP;No;300;RBF;0,5714;0,4286;0,6765;0,7647;0,6765;0,6765;0,6765;0,7059;0,6765;0,7647;0,6618;0,0931
ResNet50;UMAP;No;300;LinearSVM;0,7143;0,7143;0,7353;0,8235;0,7353;0,7941;0,6765;0,7353;0,7647;0,8235;0,7517;0,0464
ResNet50;UMAP;No;300;MLP;0,6857;0,3429;0,7353;0,6471;0,7059;0,4706;0,5;0,5294;0,3529;0,6471;0,5617;0,1362
ResNet50;UMAP;No;300;Logistic;0,7714;0,8286;0,7647;0,7941;0,7647;0,8529;0,6765;0,8235;0,7941;0,8824;0,7953;0,0542
ResNet50;UMAP;No;300;RandomForest;0,8;0,8571;0,8824;0,8235;0,8824;0,8529;0,7353;0,8235;0,7941;0,8235;0,8275;0,0424
ResNet50;UMAP;No;300;Adaboost;0,8;0,8286;0,9118;0,7941;0,8235;0,8824;0,7941;0,7353;0,7941;0,7941;0,8158;0,0474
ResNet50;UMAP;No;300;Gaussian;0,7143;0,7714;0,7353;0,7647;0,7941;0,7941;0,6471;0,7647;0,7647;0,7941;0,7545;0,0434
ResNet101;PCA;No;300;J48;0,8;0,8;0,7647;0,7059;0,8235;0,7941;0,7059;0,7353;0,7647;0,7353;0,7629;0,0393
ResNet101;PCA;No;300;RBF;0,8;0,8857;0,8824;0,7941;0,8824;0,9118;0,8529;0,9118;0,9118;0,8529;0,8686;0,0412
ResNet101;PCA;No;300;LinearSVM;0,9143;0,8286;0,9118;0,9118;0,9118;0,9118;0,9118;0,9118;0,9118;0,9118;0,9037;0,0251
ResNet101;PCA;No;300;MLP;0,6;0,6571;0,6765;0,5882;0,5294;0,5882;0,6765;0,5882;0,6471;0,6765;0,6228;0,0482
ResNet101;PCA;No;300;Logistic;0,8857;0,8286;0,9118;0,9118;0,9118;0,9118;0,9706;0,9412;0,9412;0,9412;0,9155;0,0368
ResNet101;PCA;No;300;RandomForest;0,8571;0,7714;0,7647;0,6471;0,6765;0,7941;0,7941;0,7941;0,7353;0,7941;0,7629;0,0587
ResNet101;PCA;No;300;Adaboost;0,8571;0,8;0,7941;0,7647;0,9118;0,8529;0,7941;0,8529;0,9118;0,7353;0,8275;0,0564
ResNet101;PCA;No;300;Gaussian;0,6;0,7429;0,7353;0,5882;0,6176;0,6765;0,7353;0,7059;0,7353;0,6176;0,6755;0,0602
ResNet101;UMAP;No;300;J48;0,7143;0,6286;0,7647;0,7941;0,5882;0,7059;0,6471;0,7647;0,6471;0,7353;0,699;0,0647
ResNet101;UMAP;No;300;RBF;0,5143;0,3714;0,5882;0,7941;0,6765;0,5882;0,7059;0,7353;0,6471;0,7059;0,6327;0,1165
ResNet101;UMAP;No;300;LinearSVM;0,7429;0,8;0,7647;0,7941;0,7647;0,7941;0,7059;0,7353;0,7647;0,7941;0,7661;0,0294
ResNet101;UMAP;No;300;MLP;0,5714;0,5714;0,5;0,4118;0,5;0,5294;0,6176;0,5;0,6176;0,5588;0,5378;0,0597
ResNet101;UMAP;No;300;Logistic;0,8;0,8286;0,7647;0,7647;0,7941;0,8824;0,7353;0,7941;0,7941;0,8235;0,7982;0,0386
ResNet101;UMAP;No;300;RandomForest;0,7714;0,8286;0,7353;0,7647;0,8235;0,8235;0,8235;0,7941;0,7353;0,8235;0,7924;0,0359
ResNet101;UMAP;No;300;Adaboost;0,8;0,7714;0,7353;0,6765;0,7941;0,8235;0,8235;0,7647;0,6471;0,8235;0,766;0,0592
ResNet101;UMAP;No;300;Gaussian;0,8;0,8571;0,7647;0,7647;0,7353;0,8235;0,7059;0,7353;0,7647;0,8235;0,7775;0,045
ResNet152;PCA;No;300;J48;0,8;0,7714;0,7941;0,7941;0,7353;0,8235;0,7941;0,7059;0,6765;0,8529;0,7748;0,0512
ResNet152;PCA;No;300;RBF;0,8571;0,8857;0,9118;0,7941;0,9412;0,9412;0,8824;0,8529;0,9412;0,8824;0,889;0,0448
ResNet152;PCA;No;300;LinearSVM;0,8857;0,8286;0,9118;0,8235;0,8529;0,9118;0,8235;0,9118;0,8824;0,8824;0,8714;0,0348
ResNet152;PCA;No;300;MLP;0,6857;0,4;0,6176;0,6471;0,4118;0,6176;0,7059;0,5294;0,6765;0,7353;0,6027;0,1122
ResNet152;PCA;No;300;Logistic;0,8857;0,8286;0,9706;0,8235;0,9118;0,9118;0,9118;0,9118;0,9118;0,8824;0,895;0,0411
ResNet152;PCA;No;300;RandomForest;0,6857;0,8571;0,7353;0,7353;0,7353;0,8235;0,7941;0,7647;0,8529;0,7353;0,7719;0,0546
ResNet152;PCA;No;300;Adaboost;0,7429;0,8286;0,8235;0,8529;0,7647;0,8529;0,8529;0,7941;0,7647;0,8529;0,813;0,0408
ResNet152;PCA;No;300;Gaussian;0,6857;0,7714;0,7059;0,5882;0,6176;0,7059;0,7941;0,7059;0,7353;0,6176;0,6928;0,0641
ResNet152;UMAP;No;300;J48;0,6286;0,6286;0,6765;0,7353;0,6471;0,7647;0,7647;0,7353;0,6471;0,7941;0,7022;0,06
ResNet152;UMAP;No;300;RBF;0,4286;0,3429;0,5;0,5882;0,5;0,5294;0,5;0,5294;0,3529;0,5588;0,483;0,0784
ResNet152;UMAP;No;300;LinearSVM;0,6;0,6286;0,6471;0,7647;0,6765;0,7647;0,6471;0,7647;0,7941;0,7647;0,7052;0,0683
ResNet152;UMAP;No;300;MLP;0,5429;0,6571;0,5;0,4118;0,3824;0,4706;0,5;0,3824;0,5;0,5;0,4847;0,0778
ResNet152;UMAP;No;300;Logistic;0,7143;0,7429;0,7647;0,7941;0,7941;0,8529;0,7941;0,7941;0,8235;0,7941;0,7869;0,037
ResNet152;UMAP;No;300;RandomForest;0,7714;0,7714;0,8529;0,8235;0,7941;0,8235;0,7941;0,6765;0,7941;0,7941;0,7896;0,0446
ResNet152;UMAP;No;300;Adaboost;0,7143;0,7714;0,8824;0,7941;0,7647;0,7353;0,6765;0,7059;0,7941;0,6765;0,7515;0,0603
ResNet152;UMAP;No;300;Gaussian;0,7143;0,7429;0,6471;0,7647;0,7647;0,8529;0,6765;0,6765;0,7941;0,7353;0,7369;0,0585
ResNet50V2;PCA;No;300;J48;0,8286;0,6857;0,8235;0,7353;0,8235;0,7647;0,7941;0,8529;0,7059;0,7353;0,775;0,0548
ResNet50V2;PCA;No;300;RBF;0,9143;0,8571;0,9412;0,8235;0,9118;0,9118;0,8235;0,8824;0,9412;0,8824;0,8889;0,041
ResNet50V2;PCA;No;300;LinearSVM;0,8571;0,8857;0,8824;0,8235;0,8235;0,8235;0,8824;0,8824;0,8824;0,8235;0,8566;0,0281
ResNet50V2;PCA;No;300;MLP;0,6286;0,4286;0,6176;0,6765;0,4118;0,6471;0,5588;0,5588;0,7353;0,5588;0,5822;0,0971
ResNet50V2;PCA;No;300;Logistic;0,8571;0,8857;0,9118;0,8235;0,7941;0,8529;0,8824;0,8824;0,9118;0,8529;0,8655;0,0354
ResNet50V2;PCA;No;300;RandomForest;0,8286;0,8;0,8824;0,6765;0,7647;0,8235;0,8235;0,8824;0,8529;0,7647;0,8099;0,0592
ResNet50V2;PCA;No;300;Adaboost;0,8857;0,7143;0,7941;0,7647;0,8529;0,9118;0,8235;0,9412;0,8529;0,8235;0,8365;0,0647
ResNet50V2;PCA;No;300;Gaussian;0,6857;0,6286;0,7353;0,5;0,7353;0,7353;0,7059;0,7059;0,6176;0,5882;0,6638;0,0743
ResNet50V2;UMAP;No;300;J48;0,6857;0,7714;0,7941;0,7647;0,7353;0,6765;0,7941;0,7647;0,5882;0,7941;0,7369;0,064
ResNet50V2;UMAP;No;300;RBF;0,4286;0,3429;0,5;0,5882;0,5;0,5294;0,5;0,5294;0,3529;0,5588;0,483;0,0784
ResNet50V2;UMAP;No;300;LinearSVM;0,6857;0,6286;0,5882;0,7941;0,7059;0,7059;0,7059;0,6765;0,5;0,7353;0,6726;0,0781
ResNet50V2;UMAP;No;300;MLP;0,5143;0,6;0,5;0,5;0,5;0,5294;0,5;0,5294;0,4412;0,5;0,5114;0,0375
ResNet50V2;UMAP;No;300;Logistic;0,7714;0,7714;0,7941;0,7941;0,7059;0,6765;0,7059;0,7941;0,7059;0,7647;0,7484;0,0427
ResNet50V2;UMAP;No;300;RandomForest;0,8286;0,8857;0,8235;0,7941;0,7353;0,8235;0,7353;0,7941;0,7941;0,8529;0,8067;0,0448
ResNet50V2;UMAP;No;300;Adaboost;0,7714;0,7429;0,7059;0,8235;0,6765;0,7353;0,8529;0,7059;0,7059;0,7647;0,7485;0,0531
ResNet50V2;UMAP;No;300;Gaussian;0,6571;0,7429;0,7059;0,8824;0,6765;0,7647;0,7059;0,5588;0,6176;0,7647;0,7076;0,0849
ResNet101V2;PCA;No;300;J48;0,7714;0,7143;0,6471;0,6765;0,7941;0,8235;0,9118;0,8529;0,7353;0,6765;0,7603;0,0815
ResNet101V2;PCA;No;300;RBF;0,8857;0,9143;0,8529;0,8235;0,8529;0,9118;0,8529;0,8529;0,9412;0,9706;0,8859;0,0447
ResNet101V2;PCA;No;300;LinearSVM;0,8571;0,8286;0,8824;0,8529;0,8529;0,9412;0,9118;0,8235;0,9412;0,8235;0,8715;0,0433
ResNet101V2;PCA;No;300;MLP;0,6286;0,4857;0,5882;0,5588;0,5294;0,6471;0,4118;0,5882;0,6765;0,5;0,5614;0,0771
ResNet101V2;PCA;No;300;Logistic;0,9143;0,8571;0,8824;0,8529;0,8824;0,9412;0,9118;0,8235;0,9412;0,8824;0,8889;0,0365
ResNet101V2;PCA;No;300;RandomForest;0,8571;0,8571;0,7353;0,7353;0,8235;0,8235;0,8235;0,7647;0,8235;0,8235;0,8067;0,043
ResNet101V2;PCA;No;300;Adaboost;0,8571;0,8571;0,8824;0,7647;0,8235;0,8529;0,8235;0,7647;0,9412;0,9118;0,8479;0,054
ResNet101V2;PCA;No;300;Gaussian;0,7429;0,7143;0,6765;0,7353;0,7353;0,6471;0,7647;0,7059;0,6765;0,7059;0,7104;0,0341
ResNet101V2;UMAP;No;300;J48;0,8;0,8857;0,7647;0,7353;0,7647;0,7941;0,6765;0,7059;0,6471;0,6765;0,745;0,0683
ResNet101V2;UMAP;No;300;RBF;0,4286;0,3429;0,5;0,5882;0,5;0,5294;0,5;0,5294;0,3529;0,5588;0,483;0,0784
ResNet101V2;UMAP;No;300;LinearSVM;0,7143;0,8571;0,7353;0,7647;0,7647;0,7941;0,7941;0,7647;0,8529;0,8529;0,7895;0,0481
ResNet101V2;UMAP;No;300;MLP;0,5714;0,3429;0,5588;0,5882;0,5;0,5294;0,5588;0,5294;0,6176;0,6471;0,5444;0,0787
ResNet101V2;UMAP;No;300;Logistic;0,7429;0,8857;0,7353;0,8235;0,7941;0,7647;0,7941;0,8529;0,8824;0,7647;0,804;0,0523
ResNet101V2;UMAP;No;300;RandomForest;0,8;0,9143;0,8235;0,8235;0,8235;0,7647;0,7647;0,8529;0,7941;0,7941;0,8155;0,042
ResNet101V2;UMAP;No;300;Adaboost;0,8;0,8857;0,7647;0,7941;0,7941;0,7353;0,7353;0,7353;0,7647;0,7353;0,7745;0,0449
ResNet101V2;UMAP;No;300;Gaussian;0,7429;0,8571;0,7353;0,7647;0,7941;0,7647;0,7353;0,7353;0,8824;0,7941;0,7806;0,0497
ResNet152V2;PCA;No;300;J48;0,8286;0,6857;0,6765;0,7647;0,7941;0,7059;0,7059;0,7941;0,6176;0,7059;0,7279;0,0619
ResNet152V2;PCA;No;300;RBF;0,8;0,8857;0,8824;0,8235;0,8824;0,8235;0,8235;0,9412;0,9118;0,9706;0,8745;0,0535
ResNet152V2;PCA;No;300;LinearSVM;0,8857;0,8286;0,9118;0,8529;0,9118;0,9118;0,8235;0,8529;0,9118;0,8529;0,8744;0,0343
ResNet152V2;PCA;No;300;MLP;0,5714;0,6;0,5;0,5294;0,7353;0,5294;0,5;0,5882;0,6471;0,6765;0,5877;0,0747
ResNet152V2;PCA;No;300;Logistic;0,8286;0,8286;0,9118;0,8824;0,9118;0,9118;0,8529;0,9118;0,9706;0,8529;0,8863;0,0431
ResNet152V2;PCA;No;300;RandomForest;0,8;0,7429;0,8235;0,7647;0,7059;0,7059;0,7647;0,9118;0,8529;0,9118;0,7984;0,072
ResNet152V2;PCA;No;300;Adaboost;0,7714;0,8571;0,7647;0,7647;0,7941;0,7941;0,6765;0,8824;0,8529;0,9118;0,807;0,0659
ResNet152V2;PCA;No;300;Gaussian;0,7143;0,6;0,7647;0,6765;0,6471;0,5;0,6471;0,7353;0,6765;0,7353;0,6697;0,0738
ResNet152V2;UMAP;No;300;J48;0,7714;0,8;0,6765;0,7353;0,7353;0,7647;0,5882;0,6471;0,6176;0,7353;0,7071;0,0672
ResNet152V2;UMAP;No;300;RBF;0,4286;0,3429;0,5;0,7353;0,5588;0,5588;0,5294;0,7059;0,4412;0,6176;0,5418;0,1162
ResNet152V2;UMAP;No;300;LinearSVM;0,7429;0,7429;0,5882;0,7059;0,7941;0,7647;0,7353;0,7353;0,7059;0,8529;0,7368;0,0645
ResNet152V2;UMAP;No;300;MLP;0,5143;0,3429;0,5;0,5588;0,5;0,5588;0,6176;0,5;0,4412;0,6176;0,5151;0,0779
ResNet152V2;UMAP;No;300;Logistic;0,8;0,7714;0,6471;0,7941;0,7647;0,7647;0,7059;0,7647;0,8235;0,9412;0,7777;0,0724
ResNet152V2;UMAP;No;300;RandomForest;0,8571;0,8286;0,7059;0,7647;0,8235;0,8529;0,7059;0,7941;0,7353;0,8824;0,795;0,061
ResNet152V2;UMAP;No;300;Adaboost;0,8;0,7143;0,6765;0,7353;0,8824;0,8235;0,7353;0,7647;0,7647;0,7647;0,7661;0,0553
ResNet152V2;UMAP;No;300;Gaussian;0,8;0,7714;0,6765;0,7647;0,7353;0,7941;0,7353;0,6176;0,7647;0,8824;0,7542;0,0678
InceptionV3;PCA;No;300;J48;0,5714;0,6286;0,6471;0,7353;0,5294;0,5588;0,7353;0,5588;0,7059;0,7059;0,6376;0,0756
InceptionV3;PCA;No;300;RBF;0,8;0,9143;0,8824;0,7647;0,8824;0,8824;0,7647;0,9118;0,8824;0,9412;0,8626;0,0599
InceptionV3;PCA;No;300;LinearSVM;0,8571;0,8857;0,8529;0,9118;0,8529;0,8529;0,7941;0,9412;0,9706;0,8824;0,8802;0,0481
InceptionV3;PCA;No;300;MLP;0,3143;0,6571;0,6176;0,5588;0,6765;0,7353;0,6765;0,6471;0,7353;0,7647;0,6383;0,1224
InceptionV3;PCA;No;300;Logistic;0,8571;0,8857;0,8529;0,9118;0,8529;0,9118;0,8529;0,9412;0,9118;0,9412;0,8919;0,0344
InceptionV3;PCA;No;300;RandomForest;0,6;0,6857;0,7647;0,8235;0,7647;0,7059;0,6176;0,6471;0,6765;0,7647;0,705;0,0692
InceptionV3;PCA;No;300;Adaboost;0,7714;0,8;0,7647;0,8235;0,6471;0,6765;0,6471;0,7059;0,8529;0,7647;0,7454;0,0691
InceptionV3;PCA;No;300;Gaussian;0,6286;0,6857;0,6765;0,6176;0,6471;0,6176;0,6765;0,6765;0,6471;0,7059;0,6579;0,0291
InceptionV3;UMAP;No;300;J48;0,8;0,8286;0,7941;0,8529;0,7059;0,7941;0,8824;0,7941;0,6176;0,8235;0,7893;0,0721
InceptionV3;UMAP;No;300;RBF;0,7714;0,6571;0,6471;0,7647;0,6471;0,7647;0,7353;0,7353;0,6765;0,7059;0,7105;0,0478
InceptionV3;UMAP;No;300;LinearSVM;0,7714;0,6857;0,6765;0,7941;0,6765;0,7941;0,7059;0,7647;0,7059;0,7353;0,731;0,0447
InceptionV3;UMAP;No;300;MLP;0,7429;0,8;0,5;0,4118;0,7059;0,5294;0,5;0,5294;0,3529;0,5588;0,5631;0,1364
InceptionV3;UMAP;No;300;Logistic;0,6857;0,8857;0,7353;0,7647;0,6765;0,7941;0,7647;0,7353;0,7059;0,7941;0,7542;0,0587
InceptionV3;UMAP;No;300;RandomForest;0,8;0,9143;0,8529;0,8235;0,7059;0,9118;0,7941;0,7647;0,7941;0,8235;0,8185;0,0602
InceptionV3;UMAP;No;300;Adaboost;0,7714;0,8;0,7647;0,8529;0,7353;0,8529;0,8235;0,8529;0,7059;0,8235;0,7983;0,0496
InceptionV3;UMAP;No;300;Gaussian;0,8;0,7429;0,6765;0,8235;0,7059;0,8235;0,7353;0,7647;0,8235;0,7647;0,7661;0,0492
InceptionResNetV2;PCA;No;300;J48;0,5714;0,6286;0,7647;0,6765;0,7353;0,7353;0,7353;0,7941;0,7059;0,7353;0,7082;0,0629
InceptionResNetV2;PCA;No;300;RBF;0,8286;0,9714;0,8529;0,8235;0,8529;0,9412;0,8529;0,9118;0,8824;0,9412;0,8859;0,0495
InceptionResNetV2;PCA;No;300;LinearSVM;0,8286;0,8286;0,9118;0,8235;0,8529;0,9412;0,8529;0,9118;0,8529;0,9118;0,8716;0,0409
InceptionResNetV2;PCA;No;300;MLP;0,6571;0,6;0,7647;0,5882;0,5882;0,6471;0,6765;0,8235;0,6765;0,5882;0,661;0,0758
InceptionResNetV2;PCA;No;300;Logistic;0,8286;0,8571;0,8824;0,8824;0,8824;0,9706;0,8529;0,9118;0,8529;0,9118;0,8833;0,0384
InceptionResNetV2;PCA;No;300;RandomForest;0,7714;0,7714;0,7647;0,7059;0,8235;0,8529;0,7353;0,7647;0,7647;0,8824;0,7837;0,0509
InceptionResNetV2;PCA;No;300;Adaboost;0,8571;0,8857;0,7941;0,7353;0,6765;0,8235;0,8235;0,8824;0,8235;0,8824;0,8184;0,0648
InceptionResNetV2;PCA;No;300;Gaussian;0,5429;0,6571;0,6765;0,6176;0,6471;0,5588;0,6471;0,5882;0,6471;0,5882;0,6171;0,0429
InceptionResNetV2;UMAP;No;300;J48;0,8;0,7714;0,7353;0,7647;0,7941;0,8529;0,7647;0,8824;0,8235;0,8235;0,8013;0,0427
InceptionResNetV2;UMAP;No;300;RBF;0,7429;0,8;0,7647;0,7941;0,7059;0,8529;0,7353;0,7353;0,8824;0,8235;0,7837;0,0541
InceptionResNetV2;UMAP;No;300;LinearSVM;0,7429;0,8571;0,6765;0,7941;0,7353;0,8529;0,7353;0,7941;0,8235;0,8824;0,7894;0,0627
InceptionResNetV2;UMAP;No;300;MLP;0,5714;0,3429;0,5588;0,6471;0,6176;0,5882;0,5882;0,7353;0,8235;0,7353;0,6208;0,124
