FeatureExtraction;DimReduction;Normalization;NumberComponents;Classifier;KFold01_Accuracy;KFold02_Accuracy;KFold03_Accuracy;KFold04_Accuracy;KFold05_Accuracy;KFold06_Accuracy;KFold07_Accuracy;KFold08_Accuracy;KFold09_Accuracy;KFold10_Accuracy;Accuracy_Mean;Accuracy_SD
ResNet101+MobileNetV2_n_feat;ReliefF;No;10;LinearSVM;0,8286;0,8;0,8235;0,7941;0,8824;0,8235;0,8529;0,8235;0,8235;0,8529;0,8305;0,0248
ResNet101+MobileNetV2_n_feat;ReliefF;No;10;MLP;0,7714;0,7429;0,7059;0,8235;0,7353;0,7353;0,9412;0,7647;0,8235;0,8824;0,7926;0,0706
ResNet101+MobileNetV2_n_feat;ReliefF;No;10;Logistic;0,7714;0,8;0,8235;0,7941;0,8529;0,8235;0,8235;0,8235;0,8235;0,8235;0,816;0,021
ResNet101+MobileNetV2_n_feat;ReliefF;No;10;RandomForest;0,7714;0,8286;0,8235;0,8235;0,8529;0,7647;0,8824;0,8235;0,7941;0,8235;0,8188;0,0334
ResNet101+MobileNetV2_n_feat;ReliefF;No;10;Adaboost;0,7429;0,8;0,8529;0,7647;0,8235;0,7647;0,8235;0,7941;0,7941;0,8529;0,8013;0,0354
ResNet101+MobileNetV2_n_feat;ReliefF;No;10;Gaussian;0,8;0,8286;0,8529;0,7647;0,7941;0,7647;0,7941;0,8235;0,7941;0,7941;0,8011;0,0261
EfficientNetB0+MobileNet_n_feat;ReliefF;No;10;J48;0,6857;0,6571;0,6471;0,6471;0,6176;0,7353;0,6765;0,7353;0,8235;0,7353;0,6961;0,0582
EfficientNetB0+MobileNet_n_feat;ReliefF;No;10;RBF;0,7714;0,8286;0,7941;0,7647;0,7647;0,7647;0,7353;0,7647;0,8824;0,8824;0,7953;0,0492
EfficientNetB0+MobileNet_n_feat;ReliefF;No;10;LinearSVM;0,6857;0,8286;0,7941;0,7941;0,7647;0,7941;0,7059;0,7353;0,8529;0,7941;0,775;0,0498
EfficientNetB0+MobileNet_n_feat;ReliefF;No;10;MLP;0,8286;0,7429;0,7059;0,8235;0,7059;0,7353;0,7059;0,7647;0,8824;0,9118;0,7807;0,0722
EfficientNetB0+MobileNet_n_feat;ReliefF;No;10;Logistic;0,7429;0,8;0,7647;0,7941;0,7353;0,7941;0,7353;0,7353;0,9412;0,8235;0,7866;0,0599
EfficientNetB0+MobileNet_n_feat;ReliefF;No;10;RandomForest;0,7714;0,8;0,7353;0,8235;0,7941;0,7647;0,7353;0,7941;0,8824;0,9118;0,8013;0,0551
EfficientNetB0+MobileNet_n_feat;ReliefF;No;10;Adaboost;0,7143;0,8286;0,6176;0,6765;0,5882;0,8824;0,7353;0,7059;0,8824;0,8235;0,7455;0,0995
EfficientNetB0+MobileNet_n_feat;ReliefF;No;10;Gaussian;0,7714;0,8286;0,7941;0,7941;0,7059;0,8235;0,6765;0,7059;0,8824;0,7647;0,7747;0,0607
MobileNet+ResNet50_n_feat;ReliefF;No;10;J48;0,7143;0,8571;0,7647;0,7647;0,8529;0,7353;0,7059;0,8235;0,8235;0,8529;0,7895;0,0564
MobileNet+ResNet50_n_feat;ReliefF;No;10;RBF;0,8571;0,8857;0,9118;0,8529;0,8235;0,8824;0,8235;0,8529;0,8529;0,8529;0,8596;0,0259
MobileNet+ResNet50_n_feat;ReliefF;No;10;LinearSVM;0,8286;0,8571;0,8235;0,8529;0,8235;0,8529;0,8529;0,8529;0,9118;0,8824;0,8539;0,0258
MobileNet+ResNet50_n_feat;ReliefF;No;10;MLP;0,7714;0,8571;0,8824;0,8235;0,8529;0,7941;0,8529;0,8824;0,9118;0,7941;0,8423;0,043
MobileNet+ResNet50_n_feat;ReliefF;No;10;Logistic;0,8286;0,8571;0,8529;0,8235;0,8235;0,8529;0,8824;0,8235;0,8235;0,8824;0,845;0,0228
MobileNet+ResNet50_n_feat;ReliefF;No;10;RandomForest;0,8;0,8571;0,7941;0,7941;0,8824;0,7353;0,7647;0,8529;0,8824;0,7941;0,8157;0,0476
MobileNet+ResNet50_n_feat;ReliefF;No;10;Adaboost;0,8286;0,8857;0,8529;0,8235;0,8824;0,7647;0,9118;0,8529;0,8235;0,7353;0,8361;0,0515
MobileNet+ResNet50_n_feat;ReliefF;No;10;Gaussian;0,8571;0,8857;0,7353;0,8529;0,8824;0,8235;0,8824;0,7941;0,8235;0,8529;0,839;0,0446
Xception+ResNet50_n_feat;ReliefF;No;10;J48;0,6857;0,7714;0,7647;0,7059;0,7941;0,8529;0,6765;0,9118;0,7353;0,7647;0,7663;0,0697
Xception+ResNet50_n_feat;ReliefF;No;10;RBF;0,7714;0,8571;0,8529;0,7647;0,7059;0,7941;0,8529;0,9412;0,7647;0,8235;0,8129;0,0632
Xception+ResNet50_n_feat;ReliefF;No;10;LinearSVM;0,8;0,8571;0,8235;0,8235;0,7647;0,8235;0,8235;0,9412;0,7941;0,8824;0,8334;0,0473
Xception+ResNet50_n_feat;ReliefF;No;10;MLP;0,8;0,8571;0,9118;0,8235;0,8529;0,8529;0,8529;0,8529;0,8235;0,8529;0,8481;0,0279
Xception+ResNet50_n_feat;ReliefF;No;10;Logistic;0,7429;0,8;0,8529;0,7647;0,8235;0,8824;0,8824;0,8824;0,7647;0,8824;0,8278;0,0534
Xception+ResNet50_n_feat;ReliefF;No;10;RandomForest;0,7714;0,8571;0,8235;0,8529;0,8824;0,8824;0,8235;0,8529;0,8824;0,8235;0,8452;0,0335
Xception+ResNet50_n_feat;ReliefF;No;10;Adaboost;0,8286;0,8286;0,8235;0,7941;0,7941;0,7647;0,8824;0,8529;0,7941;0,8235;0,8187;0,0319
Xception+ResNet50_n_feat;ReliefF;No;10;Gaussian;0,7143;0,7714;0,8529;0,8235;0,7647;0,8824;0,8824;0,8235;0,7059;0,8529;0,8074;0,0616
VGG16+VGG19_n_feat;ReliefF;No;10;J48;0,7143;0,8;0,6471;0,6471;0,6471;0,7353;0,7647;0,6765;0,6471;0,6471;0,6926;0,0545
VGG16+VGG19_n_feat;ReliefF;No;10;RBF;0,6571;0,7714;0,7059;0,7353;0,7059;0,7353;0,8235;0,7059;0,9118;0,7353;0,7487;0,0686
VGG16+VGG19_n_feat;ReliefF;No;10;LinearSVM;0,6857;0,7714;0,6471;0,7059;0,7059;0,7647;0,7353;0,6471;0,8529;0,7353;0,7251;0,0589
VGG16+VGG19_n_feat;ReliefF;No;10;MLP;0,6857;0,8;0,6765;0,6471;0,7353;0,7941;0,6765;0,6471;0,7941;0,7059;0,7162;0,0577
VGG16+VGG19_n_feat;ReliefF;No;10;Logistic;0,6857;0,7429;0,6176;0,6765;0,7059;0,7647;0,7353;0,5882;0,8235;0,7353;0,7076;0,0658
VGG16+VGG19_n_feat;ReliefF;No;10;RandomForest;0,7143;0,7714;0,7059;0,7353;0,7353;0,7353;0,7353;0,7647;0,7353;0,7353;0,7368;0,0186
VGG16+VGG19_n_feat;ReliefF;No;10;Adaboost;0,6857;0,7429;0,7353;0,7647;0,6765;0,7647;0,7941;0,6471;0,6765;0,7353;0,7223;0,0455
VGG16+VGG19_n_feat;ReliefF;No;10;Gaussian;0,6571;0,7143;0,7059;0,7059;0,7353;0,7647;0,7647;0,7647;0,8824;0,6471;0,7342;0,0635
MobileNet+ResNet101_n_feat;ReliefF;No;2;J48;0,7429;0,6857;0,7941;0,7647;0,7353;0,8529;0,8235;0,6471;0,8529;0,8824;0,7782;0,073
MobileNet+ResNet101_n_feat;ReliefF;No;2;RBF;0,8;0,7429;0,7353;0,7941;0,7647;0,8824;0,7941;0,7059;0,8529;0,8824;0,7955;0,0581
MobileNet+ResNet101_n_feat;ReliefF;No;2;LinearSVM;0,8;0,7429;0,7059;0,7647;0,7647;0,8235;0,7647;0,6765;0,8235;0,8824;0,7749;0,0572
MobileNet+ResNet101_n_feat;ReliefF;No;2;MLP;0,8;0,7429;0,7647;0,8235;0,7353;0,8824;0,8235;0,7647;0,8235;0,8529;0,8013;0,046
MobileNet+ResNet101_n_feat;ReliefF;No;2;Logistic;0,8;0,7429;0,7059;0,7941;0,7647;0,8235;0,8235;0,6471;0,8529;0,8824;0,7837;0,067
MobileNet+ResNet101_n_feat;ReliefF;No;2;RandomForest;0,7714;0,7714;0,7941;0,7647;0,7647;0,8529;0,8235;0,6471;0,8529;0,8824;0,7925;0,0632
MobileNet+ResNet101_n_feat;ReliefF;No;2;Adaboost;0,8;0,7429;0,7941;0,7941;0,7353;0,8529;0,8235;0,7059;0,8529;0,8529;0,7955;0,0501
MobileNet+ResNet101_n_feat;ReliefF;No;2;Gaussian;0,7714;0,7714;0,7059;0,7941;0,7353;0,8235;0,7647;0,6471;0,8235;0,8235;0,7661;0,0543
ResNet101+DenseNet169_n_feat;ReliefF;No;2;J48;0,7429;0,6;0,7647;0,7353;0,7647;0,8824;0,7941;0,7941;0,7647;0,8235;0,7666;0,0689
ResNet101+DenseNet169_n_feat;ReliefF;No;2;RBF;0,6857;0,6571;0,7353;0,7353;0,7647;0,8529;0,7647;0,7647;0,7941;0,8529;0,7608;0,0598
ResNet101+DenseNet169_n_feat;ReliefF;No;2;LinearSVM;0,6857;0,6571;0,7059;0,7353;0,7059;0,8235;0,7647;0,6765;0,7941;0,8824;0,7431;0,0685
ResNet101+DenseNet169_n_feat;ReliefF;No;2;MLP;0,6857;0,6571;0,7353;0,7941;0,7353;0,8824;0,7941;0,7647;0,7647;0,8235;0,7637;0,0621
ResNet101+DenseNet169_n_feat;ReliefF;No;2;Logistic;0,6857;0,6571;0,7353;0,7353;0,7353;0,8529;0,7647;0,7059;0,7941;0,8529;0,7519;0,0622
ResNet101+DenseNet169_n_feat;ReliefF;No;2;RandomForest;0,7143;0,6286;0,7647;0,7353;0,7647;0,8824;0,8235;0,8235;0,7647;0,8824;0,7784;0,0739
ResNet101+DenseNet169_n_feat;ReliefF;No;2;Adaboost;0,7429;0,6286;0,7353;0,8235;0,7353;0,8824;0,7941;0,7941;0,7647;0,8235;0,7724;0,0653
ResNet101+DenseNet169_n_feat;ReliefF;No;2;Gaussian;0,7714;0,6286;0,7647;0,7059;0,8824;0,8529;0,7647;0,7353;0,7941;0,7941;0,7694;0,0679
ResNet101+DenseNet121_n_feat;ReliefF;No;2;J48;0,5429;0,5714;0,8235;0,7353;0,7353;0,8235;0,7941;0,7941;0,7647;0,9118;0,7497;0,1079
ResNet101+DenseNet121_n_feat;ReliefF;No;2;RBF;0,6857;0,6571;0,7353;0,7353;0,7647;0,8529;0,7647;0,7647;0,7941;0,8824;0,7637;0,0648
ResNet101+DenseNet121_n_feat;ReliefF;No;2;LinearSVM;0,6857;0,6571;0,7059;0,7353;0,7059;0,8235;0,7647;0,6765;0,7941;0,8529;0,7402;0,0628
ResNet101+DenseNet121_n_feat;ReliefF;No;2;MLP;0,6857;0,6571;0,7353;0,7941;0,7353;0,8824;0,7941;0,7647;0,7647;0,8529;0,7666;0,0655
ResNet101+DenseNet121_n_feat;ReliefF;No;2;Logistic;0,6857;0,6571;0,7353;0,7353;0,7353;0,8529;0,7647;0,7059;0,7941;0,8529;0,7519;0,0622
ResNet101+DenseNet121_n_feat;ReliefF;No;2;RandomForest;0,5714;0,5714;0,8235;0,7353;0,7941;0,8529;0,8235;0,7941;0,7647;0,9118;0,7643;0,1066
ResNet101+DenseNet121_n_feat;ReliefF;No;2;Adaboost;0,6571;0,6;0,7941;0,7941;0,6765;0,8529;0,8824;0,7941;0,7353;0,8824;0,7669;0,0924
ResNet101+DenseNet121_n_feat;ReliefF;No;2;Gaussian;0,6857;0,7143;0,6471;0,7353;0,7647;0,8529;0,7941;0,7059;0,7353;0,7941;0,7429;0,0571
ResNet101+MobileNetV2_n_feat;ReliefF;No;2;J48;0,6;0,6286;0,7059;0,8235;0,7059;0,7353;0,7647;0,8235;0,7059;0,9118;0,7405;0,0892
ResNet101+MobileNetV2_n_feat;ReliefF;No;2;RBF;0,7143;0,6857;0,7353;0,8235;0,7941;0,7647;0,8235;0,7647;0,8235;0,9118;0,7841;0,0623
ResNet101+MobileNetV2_n_feat;ReliefF;No;2;LinearSVM;0,7143;0,6286;0,7059;0,8235;0,7353;0,7353;0,7941;0,8235;0,8235;0,8824;0,7666;0,0716
ResNet101+MobileNetV2_n_feat;ReliefF;No;2;MLP;0,6857;0,6857;0,7647;0,8235;0,8235;0,7647;0,8235;0,7059;0,8235;0,9412;0,7842;0,0756
ResNet101+MobileNetV2_n_feat;ReliefF;No;2;Logistic;0,7429;0,6286;0,7353;0,8235;0,7647;0,7647;0,8235;0,8235;0,8235;0,9118;0,7842;0,0718
ResNet101+MobileNetV2_n_feat;ReliefF;No;2;RandomForest;0,6286;0,6286;0,7059;0,8235;0,7353;0,7647;0,7941;0,8235;0,7353;0,9118;0,7551;0,0841
ResNet101+MobileNetV2_n_feat;ReliefF;No;2;Adaboost;0,7714;0,6286;0,7941;0,7647;0,6765;0,7941;0,8529;0,7353;0,8235;0,8529;0,7694;0,0691
ResNet101+MobileNetV2_n_feat;ReliefF;No;2;Gaussian;0,7429;0,6571;0,6471;0,8235;0,7059;0,7353;0,7941;0,7941;0,7941;0,8824;0,7576;0,0704
EfficientNetB0+MobileNet_n_feat;ReliefF;No;2;J48;0,7143;0,5714;0,6765;0,5882;0,5;0,6176;0,7059;0,4118;0,6765;0,5882;0,605;0,0909
EfficientNetB0+MobileNet_n_feat;ReliefF;No;2;RBF;0,7143;0,7429;0,6765;0,7059;0,7353;0,6765;0,6765;0,5882;0,7941;0,7059;0,7016;0,0513
EfficientNetB0+MobileNet_n_feat;ReliefF;No;2;LinearSVM;0,6571;0,6286;0,6471;0,7059;0,6176;0,6765;0,6176;0,5588;0,7647;0,6471;0,6521;0,0528
EfficientNetB0+MobileNet_n_feat;ReliefF;No;2;MLP;0,7429;0,7429;0,7059;0,7059;0,6765;0,6765;0,7059;0,6471;0,7941;0,7059;0,7103;0,0394
EfficientNetB0+MobileNet_n_feat;ReliefF;No;2;Logistic;0,7143;0,6857;0,6765;0,7059;0,6471;0,6765;0,6765;0,5882;0,7941;0,7059;0,6871;0,0496
EfficientNetB0+MobileNet_n_feat;ReliefF;No;2;RandomForest;0,7143;0,6571;0,6765;0,6471;0,5;0,6176;0,7059;0,4118;0,7059;0,5882;0,6224;0,0936
EfficientNetB0+MobileNet_n_feat;ReliefF;No;2;Adaboost;0,6571;0,6571;0,7059;0,6176;0,5882;0,6471;0,7059;0,5294;0,6765;0,6765;0,6461;0,052
EfficientNetB0+MobileNet_n_feat;ReliefF;No;2;Gaussian;0,7143;0,7143;0,6471;0,7059;0,5588;0,6765;0,6765;0,5882;0,7647;0,6471;0,6693;0,0586
MobileNet+ResNet50_n_feat;ReliefF;No;2;J48;0,7143;0,8286;0,7353;0,7941;0,8824;0,7647;0,7647;0,7059;0,7647;0,8235;0,7778;0,0523
MobileNet+ResNet50_n_feat;ReliefF;No;2;RBF;0,7143;0,7429;0,7353;0,7941;0,8529;0,7353;0,6765;0,6765;0,8235;0,8235;0,7575;0,0595
MobileNet+ResNet50_n_feat;ReliefF;No;2;LinearSVM;0,6571;0,6571;0,7647;0,7647;0,7647;0,7353;0,7059;0,6765;0,7647;0,7647;0,7255;0,0446
MobileNet+ResNet50_n_feat;ReliefF;No;2;MLP;0,7714;0,8571;0,7353;0,7647;0,8824;0,7941;0,7647;0,7059;0,8235;0,8529;0,7952;0,0544
MobileNet+ResNet50_n_feat;ReliefF;No;2;Logistic;0,7143;0,6571;0,7353;0,7647;0,7941;0,7353;0,7059;0,6765;0,8235;0,7941;0,7401;0,0512
MobileNet+ResNet50_n_feat;ReliefF;No;2;RandomForest;0,7429;0,8286;0,7353;0,7941;0,8824;0,7647;0,7647;0,7059;0,7647;0,8824;0,7866;0,0571
MobileNet+ResNet50_n_feat;ReliefF;No;2;Adaboost;0,7714;0,8;0,7353;0,7647;0,8824;0,7941;0,7647;0,7059;0,7941;0,8235;0,7836;0,0459
MobileNet+ResNet50_n_feat;ReliefF;No;2;Gaussian;0,6857;0,6857;0,7353;0,7647;0,7353;0,7353;0,6471;0,6765;0,7941;0,7647;0,7224;0,0444
Xception+ResNet50_n_feat;ReliefF;No;2;J48;0,6857;0,7143;0,7059;0,7647;0,7059;0,8824;0,5882;0,7647;0,7647;0,7647;0,7341;0,0716
Xception+ResNet50_n_feat;ReliefF;No;2;RBF;0,7714;0,7714;0,7059;0,7647;0,7647;0,7647;0,7059;0,7059;0,7059;0,7941;0,7455;0,0333
Xception+ResNet50_n_feat;ReliefF;No;2;LinearSVM;0,6857;0,7143;0,6471;0,7059;0,6765;0,6765;0,6176;0,7059;0,7353;0,7353;0,69;0,0356
Xception+ResNet50_n_feat;ReliefF;No;2;MLP;0,8;0,7714;0,7353;0,7059;0,7941;0,7941;0,7647;0,6765;0,7353;0,7647;0,7542;0,0386
Xception+ResNet50_n_feat;ReliefF;No;2;Logistic;0,7714;0,7429;0,7353;0,7353;0,7647;0,7353;0,7353;0,7353;0,7059;0,7941;0,7455;0,0235
Xception+ResNet50_n_feat;ReliefF;No;2;RandomForest;0,7143;0,7714;0,7059;0,7647;0,7059;0,8824;0,6471;0,7647;0,7941;0,7647;0,7515;0,0603
Xception+ResNet50_n_feat;ReliefF;No;2;Adaboost;0,6571;0,7143;0,7353;0,7059;0,7059;0,8529;0,6765;0,7353;0,7647;0,7647;0,7313;0,0521
Xception+ResNet50_n_feat;ReliefF;No;2;Gaussian;0,6857;0,6857;0,7353;0,7353;0,7353;0,7059;0,7353;0,7059;0,7059;0,7941;0,7224;0,0305
VGG16+VGG19_n_feat;ReliefF;No;2;J48;0,5429;0,5143;0,6176;0,7059;0,6765;0,5588;0,5882;0,6765;0,6765;0,7059;0,6263;0,0677
VGG16+VGG19_n_feat;ReliefF;No;2;RBF;0,6;0,5143;0,7059;0,6765;0,6471;0,5588;0,5588;0,6176;0,7941;0,7647;0,6438;0,0872
VGG16+VGG19_n_feat;ReliefF;No;2;LinearSVM;0,5714;0,5143;0,6765;0,6765;0,6471;0,5882;0,5294;0,6176;0,7647;0,7059;0,6292;0,0757
VGG16+VGG19_n_feat;ReliefF;No;2;MLP;0,5714;0,5429;0,7353;0,6765;0,6765;0,5882;0,5882;0,6471;0,7059;0,6765;0,6408;0,0608
VGG16+VGG19_n_feat;ReliefF;No;2;Logistic;0,6;0,5143;0,7353;0,6765;0,6176;0,5588;0,5294;0,6176;0,7647;0,6765;0,6291;0,0796
VGG16+VGG19_n_feat;ReliefF;No;2;RandomForest;0,5429;0,5143;0,6471;0,7059;0,6765;0,5588;0,5882;0,6765;0,6765;0,7059;0,6292;0,0679
VGG16+VGG19_n_feat;ReliefF;No;2;Adaboost;0,5429;0,5143;0,6765;0,6765;0,6765;0,5588;0,5882;0,6176;0,6765;0,7059;0,6234;0,0647
VGG16+VGG19_n_feat;ReliefF;No;2;Gaussian;0,5714;0,5143;0,6765;0,6471;0,6176;0,5882;0,5294;0,6471;0,7647;0,7059;0,6262;0,0744
MobileNet+ResNet101_n_feat;PCA;No;300;J48;0,7143;0,7714;0,7059;0,8824;0,8235;0,7647;0,7353;0,8235;0,7353;0,7353;0,7692;0,054
MobileNet+ResNet101_n_feat;PCA;No;300;RBF;0,8571;0,8857;0,9412;0,8529;0,9412;0,8824;0,9412;0,8824;0,9118;0,9118;0,9008;0,032
MobileNet+ResNet101_n_feat;PCA;No;300;LinearSVM;0,8;0,8286;0,9412;0,8824;0,9412;0,9118;0,8824;0,9118;0,9118;0,8529;0,8864;0,0446
MobileNet+ResNet101_n_feat;PCA;No;300;MLP;0,7714;0,8857;0,8824;0,6765;0,6471;0,9412;0,7941;0,7941;0,8235;0,9412;0,8157;0,0957
MobileNet+ResNet101_n_feat;PCA;No;300;Logistic;0,8286;0,8571;0,9412;0,8529;0,9412;0,9412;0,9118;0,9412;0,9412;0,8529;0,9009;0,0447
MobileNet+ResNet101_n_feat;PCA;No;300;RandomForest;0,7714;0,8857;0,9118;0,8235;0,8235;0,8529;0,8824;0,8235;0,9118;0,9118;0,8598;0,0459
MobileNet+ResNet101_n_feat;PCA;No;300;Adaboost;0,6857;0,7714;0,8235;0,9118;0,8824;0,9118;0,8235;0,9412;0,9118;0,9118;0,8575;0,0766
MobileNet+ResNet101_n_feat;PCA;No;300;Gaussian;0,6286;0,7714;0,7353;0,6765;0,6765;0,7647;0,6471;0,8235;0,7941;0,5588;0,7076;0,0794
MobileNet+ResNet101_n_feat;UMAP;No;300;J48;0,7429;0,8286;0,7647;0,7353;0,8235;0,6471;0,7353;0,7647;0,7059;0,7353;0,7483;0,0502
MobileNet+ResNet101_n_feat;UMAP;No;300;RBF;0,4571;0,4;0,5588;0,7647;0,6765;0,5294;0,6471;0,7353;0,6765;0,6471;0,6092;0,113
MobileNet+ResNet101_n_feat;UMAP;No;300;LinearSVM;0,7714;0,7429;0,7647;0,8235;0,7647;0,7941;0,7353;0,7647;0,8529;0,8529;0,7867;0,0405
MobileNet+ResNet101_n_feat;UMAP;No;300;MLP;0,7143;0,5143;0,5;0,6471;0,5;0,7353;0,5882;0,5294;0,3529;0,4412;0,5523;0,1138
MobileNet+ResNet101_n_feat;UMAP;No;300;Logistic;0,8286;0,8286;0,8235;0,8529;0,7353;0,8824;0,7941;0,7941;0,8235;0,8235;0,8187;0,037
MobileNet+ResNet101_n_feat;UMAP;No;300;RandomForest;0,8857;0,9429;0,8824;0,8824;0,8529;0,9118;0,7941;0,8824;0,8529;0,8529;0,874;0,0377
MobileNet+ResNet101_n_feat;UMAP;No;300;Adaboost;0,8;0,8571;0,8235;0,8529;0,8824;0,9118;0,8235;0,8824;0,8529;0,8235;0,851;0,0325
MobileNet+ResNet101_n_feat;UMAP;No;300;Gaussian;0,8;0,9714;0,7941;0,8529;0,7647;0,8235;0,6765;0,8529;0,7941;0,8235;0,8154;0,0709
ResNet101+DenseNet169_n_feat;PCA;No;300;J48;0,8286;0,7143;0,7059;0,6471;0,7941;0,7647;0,5882;0,7647;0,7941;0,6765;0,7278;0,0714
ResNet101+DenseNet169_n_feat;PCA;No;300;RBF;0,8571;0,9143;0,9706;0,8529;0,9118;0,8824;0,9412;0,8529;0,9118;0,9118;0,9007;0,0372
ResNet101+DenseNet169_n_feat;PCA;No;300;LinearSVM;0,8571;0,8;0,9118;0,8529;0,8529;0,8529;0,8235;0,9118;0,9412;0,8824;0,8687;0,041
ResNet101+DenseNet169_n_feat;PCA;No;300;MLP;0,7143;0,7429;0,8824;0,8235;0,8235;0,7353;0,7647;0,6471;0,8529;0,7059;0,7692;0,0704
ResNet101+DenseNet169_n_feat;PCA;No;300;Logistic;0,8571;0,8;0,9412;0,8529;0,9118;0,8529;0,8824;0,9118;0,9412;0,9118;0,8863;0,043
ResNet101+DenseNet169_n_feat;PCA;No;300;RandomForest;0,8571;0,9143;0,9118;0,8235;0,8529;0,8824;0,8235;0,8529;0,8529;0,8824;0,8654;0,0303
ResNet101+DenseNet169_n_feat;PCA;No;300;Adaboost;0,8571;0,8857;0,9118;0,8529;0,8235;0,8235;0,7941;0,8529;0,9118;0,9118;0,8625;0,0397
ResNet101+DenseNet169_n_feat;PCA;No;300;Gaussian;0,7143;0,7143;0,6765;0,6176;0,6176;0,7353;0,7353;0,7059;0,7647;0,5882;0,687;0,0566
ResNet101+DenseNet169_n_feat;UMAP;No;300;J48;0,8;0,8286;0,9412;0,8235;0,7647;0,8235;0,7941;0,8529;0,7941;0,7647;0,8187;0,0487
ResNet101+DenseNet169_n_feat;UMAP;No;300;RBF;0,5429;0,4;0,6176;0,7941;0,7647;0,6765;0,7941;0,7941;0,6765;0,7647;0,6825;0,1243
ResNet101+DenseNet169_n_feat;UMAP;No;300;LinearSVM;0,7429;0,8;0,7941;0,8235;0,7941;0,7941;0,8235;0,8235;0,8235;0,7941;0,8013;0,0237
ResNet101+DenseNet169_n_feat;UMAP;No;300;MLP;0,6;0,7429;0,5882;0,5882;0,5294;0,5882;0,6765;0,5882;0,6471;0,5588;0,6108;0,0588
ResNet101+DenseNet169_n_feat;UMAP;No;300;Logistic;0,8286;0,8571;0,7647;0,8235;0,8235;0,8235;0,7647;0,8529;0,7647;0,7647;0,8068;0,0361
ResNet101+DenseNet169_n_feat;UMAP;No;300;RandomForest;0,7714;0,8857;0,9118;0,8529;0,9118;0,8824;0,7941;0,9118;0,8235;0,9412;0,8687;0,0535
ResNet101+DenseNet169_n_feat;UMAP;No;300;Adaboost;0,8;0,8571;0,9118;0,8235;0,7353;0,9118;0,8529;0,8824;0,7941;0,9118;0,8481;0,0566
ResNet101+DenseNet169_n_feat;UMAP;No;300;Gaussian;0,7429;0,8857;0,7647;0,8529;0,7353;0,7647;0,7353;0,7353;0,8235;0,9118;0,7952;0,0643
ResNet101+DenseNet121_n_feat;PCA;No;300;J48;0,8;0,7714;0,8235;0,7059;0,8529;0,7941;0,6176;0,7647;0,7941;0,6765;0,7601;0,0685
ResNet101+DenseNet121_n_feat;PCA;No;300;RBF;0,8571;0,8857;0,9706;0,8529;0,9412;0,8824;0,9706;0,8529;0,8824;0,9118;0,9008;0,0435
ResNet101+DenseNet121_n_feat;PCA;No;300;LinearSVM;0,8286;0,7714;0,9706;0,7941;0,9118;0,9118;0,9412;0,9118;0,8529;0,8235;0,8718;0,0633
ResNet101+DenseNet121_n_feat;PCA;No;300;MLP;0,6;0,7429;0,9412;0,7941;0,7941;0,7353;0,8529;0,7059;0,8824;0,7941;0,7843;0,0914
ResNet101+DenseNet121_n_feat;PCA;No;300;Logistic;0,8571;0,8571;0,9706;0,7941;0,9118;0,9118;0,9412;0,9118;0,9118;0,8529;0,892;0,0487
ResNet101+DenseNet121_n_feat;PCA;No;300;RandomForest;0,8286;0,8857;0,9118;0,8235;0,8824;0,8824;0,7353;0,7647;0,8824;0,9412;0,8538;0,0616
ResNet101+DenseNet121_n_feat;PCA;No;300;Adaboost;0,7714;0,8857;0,9118;0,7647;0,8529;0,8235;0,8235;0,8235;0,8529;0,8824;0,8392;0,0453
ResNet101+DenseNet121_n_feat;PCA;No;300;Gaussian;0,6286;0,7714;0,6765;0,6765;0,5882;0,7059;0,7059;0,7059;0,7647;0,5882;0,6812;0,0609
ResNet101+DenseNet121_n_feat;UMAP;No;300;J48;0,7429;0,8286;0,7059;0,7353;0,8235;0,6765;0,7941;0,8235;0,7353;0,7353;0,7601;0,051
ResNet101+DenseNet121_n_feat;UMAP;No;300;RBF;0,7429;0,6286;0,6765;0,7941;0,7353;0,8529;0,7059;0,7941;0,7941;0,7941;0,7518;0,0638
ResNet101+DenseNet121_n_feat;UMAP;No;300;LinearSVM;0,7143;0,8;0,7647;0,7941;0,7941;0,9118;0,7353;0,8235;0,7647;0,8529;0,7955;0,0545
ResNet101+DenseNet121_n_feat;UMAP;No;300;MLP;0,6;0,4286;0,5;0,7941;0,5882;0,5294;0,6176;0,5882;0,3824;0,4412;0,547;0,1127
ResNet101+DenseNet121_n_feat;UMAP;No;300;Logistic;0,8;0,7143;0,7941;0,8824;0,8824;0,8824;0,7353;0,8235;0,7647;0,7941;0,8073;0,0576
ResNet101+DenseNet121_n_feat;UMAP;No;300;RandomForest;0,7714;0,8571;0,8235;0,7647;0,8529;0,8824;0,8235;0,8824;0,8235;0,8824;0,8364;0,0411
ResNet101+DenseNet121_n_feat;UMAP;No;300;Adaboost;0,7143;0,6286;0,7941;0,6765;0,8235;0,8529;0,7941;0,7941;0,7353;0,8824;0,7696;0,0756
ResNet101+DenseNet121_n_feat;UMAP;No;300;Gaussian;0,7143;0,8;0,7647;0,8235;0,7647;0,8529;0,6471;0,7353;0,7941;0,8529;0,775;0,0611
ResNet101+MobileNetV2_n_feat;PCA;No;300;J48;0,8571;0,7714;0,7941;0,7059;0,8235;0,8235;0,8235;0,8824;0,7647;0,7059;0,7952;0,0559
