ExtractionMethod;Reduction;Classification;Fold;Features;Normalization;Components;PCC;ACC;F1;ROC;ExtractionTime;ReductionTime;ClassfTrainning;ClassfPredict
Xception+ResNet50;Full;PCC;1;305152;No;305152;24;77,1429;76,4706;78,3333;114,9828;0;0;15,6721
Xception+ResNet50;Full;PCC;2;305152;No;305152;24;74,2857;66,6667;74,4565;114,9828;0;0;15,7726
Xception+ResNet50;Full;PCC;3;305152;No;305152;24;79,4118;82,0513;79,4118;114,9828;0;0;15,3822
Xception+ResNet50;Full;PCC;4;305152;No;305152;24;79,4118;84,4444;76,0714;114,9828;0;0;16,8622
Xception+ResNet50;Full;PCC;5;305152;No;305152;24;79,4118;82,0513;79,4118;114,9828;0;0;16,4454
Xception+ResNet50;Full;PCC;6;305152;No;305152;24;79,4118;80;79,5139;114,9828;0;0;17,3136
Xception+ResNet50;Full;PCC;7;305152;No;305152;24;82,3529;83,3333;82,3529;114,9828;0;0;17,5502
Xception+ResNet50;Full;PCC;8;305152;No;305152;24;79,4118;82,9268;78,4722;114,9828;0;0;18,8643
Xception+ResNet50;Full;PCC;9;305152;No;305152;24;67,6471;74,4186;65,5303;114,9828;0;0;16,5757
Xception+ResNet50;Full;PCC;10;305152;No;305152;24;82,3529;85;81,4035;114,9828;0;0;17,6439
Xception+ResNet50;Full;J48;1;305152;No;305152;0;68,5714;66,6667;69,1667;114,9828;0;8,5417;0,0061
Xception+ResNet50;Full;J48;2;305152;No;305152;0;71,4286;68,75;76,2681;114,9828;0;7,4687;0,0058
Xception+ResNet50;Full;J48;3;305152;No;305152;0;79,4118;81,0811;79,4118;114,9828;0;8,179;0,0056
Xception+ResNet50;Full;J48;4;305152;No;305152;0;85,2941;87,1795;85,3571;114,9828;0;9,5671;0,0056
Xception+ResNet50;Full;J48;5;305152;No;305152;0;61,7647;62,8571;61,7647;114,9828;0;8,4749;0,0059
Xception+ResNet50;Full;J48;6;305152;No;305152;0;67,6471;68,5714;67,7083;114,9828;0;8,8678;0,0056
Xception+ResNet50;Full;J48;7;305152;No;305152;0;76,4706;73,3333;76,4706;114,9828;0;9,5422;0,0057
Xception+ResNet50;Full;J48;8;305152;No;305152;0;88,2353;88,8889;88,1944;114,9828;0;8,844;0,0058
Xception+ResNet50;Full;J48;9;305152;No;305152;0;76,4706;80,9524;76,1364;114,9828;0;8,8317;0,0056
Xception+ResNet50;Full;J48;10;305152;No;305152;0;70,5882;72,2222;70,8772;114,9828;0;8,8546;0,0056
Xception+ResNet50;Full;RBF;1;305152;No;305152;0;88,5714;86,6667;88,3333;114,9828;0;8,5206;2,7873
Xception+ResNet50;Full;RBF;2;305152;No;305152;0;94,2857;92,3077;95,6522;114,9828;0;8,2225;2,7541
Xception+ResNet50;Full;RBF;3;305152;No;305152;0;88,2353;88,8889;88,2353;114,9828;0;8,1405;2,749
Xception+ResNet50;Full;RBF;4;305152;No;305152;0;82,3529;86,3636;79,6429;114,9828;0;8,2661;2,6025
Xception+ResNet50;Full;RBF;5;305152;No;305152;0;94,1176;94,4444;94,1176;114,9828;0;8,4127;2,7325
Xception+ResNet50;Full;RBF;6;305152;No;305152;0;94,1176;94,4444;94,0972;114,9828;0;8,1958;2,7294
Xception+ResNet50;Full;RBF;7;305152;No;305152;0;91,1765;91,4286;91,1765;114,9828;0;8,16;2,6464
Xception+ResNet50;Full;RBF;8;305152;No;305152;0;91,1765;91,8919;90,9722;114,9828;0;7,8477;2,6862
Xception+ResNet50;Full;RBF;9;305152;No;305152;0;94,1176;95,2381;95,4545;114,9828;0;7,9244;2,7309
Xception+ResNet50;Full;RBF;10;305152;No;305152;0;88,2353;90;87,3684;114,9828;0;7,9611;2,634
Xception+ResNet50;Full;LinearSVM;1;305152;No;305152;0;88,5714;87,5;89,1667;114,9828;0;7,1473;0,5722
Xception+ResNet50;Full;LinearSVM;2;305152;No;305152;0;91,4286;88,8889;93,4783;114,9828;0;7,42;0,6183
Xception+ResNet50;Full;LinearSVM;3;305152;No;305152;0;91,1765;91,4286;91,1765;114,9828;0;7,475;0,5887
Xception+ResNet50;Full;LinearSVM;4;305152;No;305152;0;88,2353;90,9091;85,7143;114,9828;0;6,9068;0,5456
Xception+ResNet50;Full;LinearSVM;5;305152;No;305152;0;94,1176;94,4444;94,1176;114,9828;0;7,3737;0,5944
Xception+ResNet50;Full;LinearSVM;6;305152;No;305152;0;97,0588;97,2973;96,875;114,9828;0;7,3831;0,5968
Xception+ResNet50;Full;LinearSVM;7;305152;No;305152;0;91,1765;91,4286;91,1765;114,9828;0;7,0608;0,5719
Xception+ResNet50;Full;LinearSVM;8;305152;No;305152;0;100;100;100;114,9828;0;7,1769;0,6287
Xception+ResNet50;Full;LinearSVM;9;305152;No;305152;0;91,1765;93,0233;91,2879;114,9828;0;7,4818;0,5896
Xception+ResNet50;Full;LinearSVM;10;305152;No;305152;0;97,0588;97,4359;96,6667;114,9828;0;7,1501;0,5869
Xception+ResNet50;Full;MLP;1;305152;No;305152;0;88,5714;85,7143;87,5;114,9828;0;16,8184;0,0143
Xception+ResNet50;Full;MLP;2;305152;No;305152;0;91,4286;88,8889;93,4783;114,9828;0;42,3855;0,0171
Xception+ResNet50;Full;MLP;3;305152;No;305152;0;91,1765;90,9091;91,1765;114,9828;0;63,2503;0,02
Xception+ResNet50;Full;MLP;4;305152;No;305152;0;85,2941;88,8889;82,1429;114,9828;0;44,8745;0,0147
Xception+ResNet50;Full;MLP;5;305152;No;305152;0;97,0588;97,1429;97,0588;114,9828;0;46,5294;0,0181
Xception+ResNet50;Full;MLP;6;305152;No;305152;0;91,1765;91,4286;91,3194;114,9828;0;35,4436;0,0149
Xception+ResNet50;Full;MLP;7;305152;No;305152;0;88,2353;87,5;88,2353;114,9828;0;40,8007;0,0145
Xception+ResNet50;Full;MLP;8;305152;No;305152;0;91,1765;90,9091;91,6667;114,9828;0;24,9159;0,0149
Xception+ResNet50;Full;MLP;9;305152;No;305152;0;88,2353;90,9091;87,1212;114,9828;0;29,2062;0,0133
Xception+ResNet50;Full;MLP;10;305152;No;305152;0;97,0588;97,4359;96,6667;114,9828;0;24,318;0,0189
Xception+ResNet50;Full;Logistic;1;305152;No;305152;0;88,5714;87,5;89,1667;114,9828;0;4,7692;0,0267
Xception+ResNet50;Full;Logistic;2;305152;No;305152;0;94,2857;92,3077;95,6522;114,9828;0;5,1774;0,0267
Xception+ResNet50;Full;Logistic;3;305152;No;305152;0;91,1765;91,4286;91,1765;114,9828;0;3,9112;0,0234
Xception+ResNet50;Full;Logistic;4;305152;No;305152;0;88,2353;90,9091;85,7143;114,9828;0;5,5383;0,0232
Xception+ResNet50;Full;Logistic;5;305152;No;305152;0;97,0588;97,1429;97,0588;114,9828;0;5,0737;0,0236
Xception+ResNet50;Full;Logistic;6;305152;No;305152;0;97,0588;97,2973;96,875;114,9828;0;4,8648;0,0248
Xception+ResNet50;Full;Logistic;7;305152;No;305152;0;91,1765;91,4286;91,1765;114,9828;0;10,3527;0,0234
Xception+ResNet50;Full;Logistic;8;305152;No;305152;0;100;100;100;114,9828;0;3,9366;0,0238
Xception+ResNet50;Full;Logistic;9;305152;No;305152;0;91,1765;93,0233;91,2879;114,9828;0;6,1488;0,0236
Xception+ResNet50;Full;Logistic;10;305152;No;305152;0;97,0588;97,4359;96,6667;114,9828;0;5,0953;0,0229
Xception+ResNet50;Full;RandomForest;1;305152;No;305152;0;82,8571;80;82,5;114,9828;0;1,4574;0,0127
Xception+ResNet50;Full;RandomForest;2;305152;No;305152;0;82,8571;80;86,9565;114,9828;0;1,4363;0,0127
Xception+ResNet50;Full;RandomForest;3;305152;No;305152;0;85,2941;85,7143;85,2941;114,9828;0;1,4438;0,0126
Xception+ResNet50;Full;RandomForest;4;305152;No;305152;0;79,4118;83,7209;77,1429;114,9828;0;1,4168;0,0132
Xception+ResNet50;Full;RandomForest;5;305152;No;305152;0;97,0588;97,1429;97,0588;114,9828;0;1,4135;0,0125
Xception+ResNet50;Full;RandomForest;6;305152;No;305152;0;91,1765;91,4286;91,3194;114,9828;0;1,4091;0,0125
Xception+ResNet50;Full;RandomForest;7;305152;No;305152;0;94,1176;94,1176;94,1176;114,9828;0;1,4373;0,0129
Xception+ResNet50;Full;RandomForest;8;305152;No;305152;0;91,1765;91,4286;91,3194;114,9828;0;1,4296;0,0124
Xception+ResNet50;Full;RandomForest;9;305152;No;305152;0;94,1176;95,2381;95,4545;114,9828;0;1,4152;0,0126
Xception+ResNet50;Full;RandomForest;10;305152;No;305152;0;94,1176;95;93,3333;114,9828;0;1,4003;0,0127
Xception+ResNet50;Full;Adaboost;1;305152;No;305152;0;77,1429;71,4286;75,8333;114,9828;0;94,743;0,2863
Xception+ResNet50;Full;Adaboost;2;305152;No;305152;0;82,8571;76,9231;82,971;114,9828;0;91,4652;0,2852
Xception+ResNet50;Full;Adaboost;3;305152;No;305152;0;91,1765;91,4286;91,1765;114,9828;0;91,4901;0,2906
Xception+ResNet50;Full;Adaboost;4;305152;No;305152;0;88,2353;90,4762;86,7857;114,9828;0;91,3062;0,2789
Xception+ResNet50;Full;Adaboost;5;305152;No;305152;0;94,1176;94,4444;94,1176;114,9828;0;94,7976;0,2799
Xception+ResNet50;Full;Adaboost;6;305152;No;305152;0;85,2941;85,7143;85,4167;114,9828;0;90,9788;0,2802
Xception+ResNet50;Full;Adaboost;7;305152;No;305152;0;91,1765;90,9091;91,1765;114,9828;0;92,343;0,2804
Xception+ResNet50;Full;Adaboost;8;305152;No;305152;0;82,3529;85;81,5972;114,9828;0;92,3274;0,2933
Xception+ResNet50;Full;Adaboost;9;305152;No;305152;0;97,0588;97,7778;95,8333;114,9828;0;96,9236;0,2813
Xception+ResNet50;Full;Adaboost;10;305152;No;305152;0;94,1176;94,7368;94,0351;114,9828;0;92,2366;0,2808
Xception+ResNet50;Full;Gaussian;1;305152;No;305152;0;65,7143;53,8462;63,3333;114,9828;0;0,3791;0,0853
Xception+ResNet50;Full;Gaussian;2;305152;No;305152;0;77,1429;66,6667;74,6377;114,9828;0;0,3798;0,0847
Xception+ResNet50;Full;Gaussian;3;305152;No;305152;0;79,4118;80;79,4118;114,9828;0;0,3791;0,0825
Xception+ResNet50;Full;Gaussian;4;305152;No;305152;0;58,8235;56,25;61,7857;114,9828;0;0,4076;0,0817
Xception+ResNet50;Full;Gaussian;5;305152;No;305152;0;67,6471;56;67,6471;114,9828;0;0,3773;0,0825
Xception+ResNet50;Full;Gaussian;6;305152;No;305152;0;67,6471;64,5161;68,4028;114,9828;0;0,384;0,0819
Xception+ResNet50;Full;Gaussian;7;305152;No;305152;0;85,2941;84,8485;85,2941;114,9828;0;0,3794;0,0821
Xception+ResNet50;Full;Gaussian;8;305152;No;305152;0;76,4706;75;77,0833;114,9828;0;0,3787;0,0823
Xception+ResNet50;Full;Gaussian;9;305152;No;305152;0;67,6471;71,7949;69,3182;114,9828;0;0,3839;0,0831
Xception+ResNet50;Full;Gaussian;10;305152;No;305152;0;64,7059;62,5;66,3158;114,9828;0;0,3802;0,0827
VGG16+VGG19;Full;PCC;1;50176;No;50176;24;54,2857;60;57,5;114,9679;0;0;7,8346
VGG16+VGG19;Full;PCC;2;50176;No;50176;24;57,1429;57,1429;63,4058;114,9679;0;0;6,2069
VGG16+VGG19;Full;PCC;3;50176;No;50176;24;58,8235;65;58,8235;114,9679;0;0;5,182
VGG16+VGG19;Full;PCC;4;50176;No;50176;24;61,7647;72,3404;56,7857;114,9679;0;0;5,6833
VGG16+VGG19;Full;PCC;5;50176;No;50176;24;73,5294;76,9231;73,5294;114,9679;0;0;6,0394
VGG16+VGG19;Full;PCC;6;50176;No;50176;24;55,8824;63,4146;54,8611;114,9679;0;0;7,7424
VGG16+VGG19;Full;PCC;7;50176;No;50176;24;70,5882;73,6842;70,5882;114,9679;0;0;6,4615
VGG16+VGG19;Full;PCC;8;50176;No;50176;24;52,9412;61,9048;51,7361;114,9679;0;0;5,9391
VGG16+VGG19;Full;PCC;9;50176;No;50176;24;61,7647;71,1111;57,197;114,9679;0;0;8,6146
VGG16+VGG19;Full;PCC;10;50176;No;50176;24;73,5294;78,0488;72,1053;114,9679;0;0;7,316
VGG16+VGG19;Full;J48;1;50176;No;50176;0;57,1429;57,1429;58,3333;114,9679;0;0,8748;0,0012
VGG16+VGG19;Full;J48;2;50176;No;50176;0;74,2857;70,9677;78,442;114,9679;0;1,006;0,0011
VGG16+VGG19;Full;J48;3;50176;No;50176;0;64,7059;66,6667;64,7059;114,9679;0;1,0259;0,0011
VGG16+VGG19;Full;J48;4;50176;No;50176;0;70,5882;76,1905;68,5714;114,9679;0;1,2112;0,0011
VGG16+VGG19;Full;J48;5;50176;No;50176;0;64,7059;66,6667;64,7059;114,9679;0;0,9639;0,0011
VGG16+VGG19;Full;J48;6;50176;No;50176;0;67,6471;66,6667;68,0556;114,9679;0;1,0871;0,0011
VGG16+VGG19;Full;J48;7;50176;No;50176;0;67,6471;70,2703;67,6471;114,9679;0;1,0599;0,0011
VGG16+VGG19;Full;J48;8;50176;No;50176;0;70,5882;68,75;71,1806;114,9679;0;1,0521;0,0012
VGG16+VGG19;Full;J48;9;50176;No;50176;0;85,2941;88,3721;84,8485;114,9679;0;1,1817;0,0012
VGG16+VGG19;Full;J48;10;50176;No;50176;0;85,2941;87,1795;84,7368;114,9679;0;0,9806;0,0011
VGG16+VGG19;Full;RBF;1;50176;No;50176;0;77,1429;75;77,5;114,9679;0;1,6256;0,6262
VGG16+VGG19;Full;RBF;2;50176;No;50176;0;80;75,8621;82,7899;114,9679;0;1,3252;0,495
VGG16+VGG19;Full;RBF;3;50176;No;50176;0;88,2353;88,8889;88,2353;114,9679;0;1,3153;0,4846
VGG16+VGG19;Full;RBF;4;50176;No;50176;0;76,4706;80,9524;74,6429;114,9679;0;1,3308;0,476
VGG16+VGG19;Full;RBF;5;50176;No;50176;0;79,4118;77,4194;79,4118;114,9679;0;1,32;0,4592
VGG16+VGG19;Full;RBF;6;50176;No;50176;0;91,1765;91,8919;90,9722;114,9679;0;1,3402;0,4951
VGG16+VGG19;Full;RBF;7;50176;No;50176;0;88,2353;88,8889;88,2353;114,9679;0;1,3749;0,4747
VGG16+VGG19;Full;RBF;8;50176;No;50176;0;88,2353;88,2353;88,5417;114,9679;0;1,3213;0,4833
VGG16+VGG19;Full;RBF;9;50176;No;50176;0;94,1176;95,2381;95,4545;114,9679;0;1,316;0,4849
VGG16+VGG19;Full;RBF;10;50176;No;50176;0;88,2353;89,4737;88,0702;114,9679;0;1,338;0,5848
VGG16+VGG19;Full;LinearSVM;1;50176;No;50176;0;88,5714;87,5;89,1667;114,9679;0;1,2913;0,1038
VGG16+VGG19;Full;LinearSVM;2;50176;No;50176;0;85,7143;82,7586;89,1304;114,9679;0;1,2512;0,1052
VGG16+VGG19;Full;LinearSVM;3;50176;No;50176;0;97,0588;96,9697;97,0588;114,9679;0;1,2558;0,1028
VGG16+VGG19;Full;LinearSVM;4;50176;No;50176;0;85,2941;88,3721;83,2143;114,9679;0;1,2598;0,101
VGG16+VGG19;Full;LinearSVM;5;50176;No;50176;0;91,1765;91,8919;91,1765;114,9679;0;1,2542;0,1057
VGG16+VGG19;Full;LinearSVM;6;50176;No;50176;0;88,2353;88,8889;88,1944;114,9679;0;1,2936;0,1195
VGG16+VGG19;Full;LinearSVM;7;50176;No;50176;0;88,2353;88,8889;88,2353;114,9679;0;1,3235;0,1061
VGG16+VGG19;Full;LinearSVM;8;50176;No;50176;0;94,1176;94,7368;93,75;114,9679;0;1,2777;0,106
VGG16+VGG19;Full;LinearSVM;9;50176;No;50176;0;94,1176;95,2381;95,4545;114,9679;0;1,2737;0,1053
VGG16+VGG19;Full;LinearSVM;10;50176;No;50176;0;91,1765;92,3077;90,7018;114,9679;0;1,2922;0,1156
VGG16+VGG19;Full;MLP;1;50176;No;50176;0;42,8571;60;50;114,9679;0;1,6418;0,0033
VGG16+VGG19;Full;MLP;2;50176;No;50176;0;91,4286;88,8889;93,4783;114,9679;0;144,4464;0,0028
VGG16+VGG19;Full;MLP;3;50176;No;50176;0;94,1176;94,4444;94,1176;114,9679;0;134,0802;0,0041
VGG16+VGG19;Full;MLP;4;50176;No;50176;0;58,8235;74,0741;50;114,9679;0;1,508;0,0032
VGG16+VGG19;Full;MLP;5;50176;No;50176;0;50;66,6667;50;114,9679;0;1,528;0,0028
VGG16+VGG19;Full;MLP;6;50176;No;50176;0;52,9412;69,2308;50;114,9679;0;1,488;0,0028
VGG16+VGG19;Full;MLP;7;50176;No;50176;0;85,2941;85,7143;85,2941;114,9679;0;133,4315;0,0044
VGG16+VGG19;Full;MLP;8;50176;No;50176;0;91,1765;91,8919;90,9722;114,9679;0;149,6722;0,0032
VGG16+VGG19;Full;MLP;9;50176;No;50176;0;64,7059;78,5714;50;114,9679;0;1,5876;0,0033
VGG16+VGG19;Full;MLP;10;50176;No;50176;0;100;100;100;114,9679;0;6,6584;0,0036
VGG16+VGG19;Full;Logistic;1;50176;No;50176;0;88,5714;87,5;89,1667;114,9679;0;1,897;0,0033
VGG16+VGG19;Full;Logistic;2;50176;No;50176;0;85,7143;82,7586;89,1304;114,9679;0;2,0679;0,0031
VGG16+VGG19;Full;Logistic;3;50176;No;50176;0;97,0588;96,9697;97,0588;114,9679;0;1,8792;0,0032
VGG16+VGG19;Full;Logistic;4;50176;No;50176;0;85,2941;88,3721;83,2143;114,9679;0;1,8516;0,003
VGG16+VGG19;Full;Logistic;5;50176;No;50176;0;91,1765;91,8919;91,1765;114,9679;0;2,1087;0,0041
VGG16+VGG19;Full;Logistic;6;50176;No;50176;0;88,2353;88,8889;88,1944;114,9679;0;1,9871;0,0031
VGG16+VGG19;Full;Logistic;7;50176;No;50176;0;88,2353;88,8889;88,2353;114,9679;0;1,8553;0,003
VGG16+VGG19;Full;Logistic;8;50176;No;50176;0;94,1176;94,7368;93,75;114,9679;0;1,977;0,003
VGG16+VGG19;Full;Logistic;9;50176;No;50176;0;94,1176;95,2381;95,4545;114,9679;0;1,8739;0,003
VGG16+VGG19;Full;Logistic;10;50176;No;50176;0;91,1765;92,3077;90,7018;114,9679;0;1,6513;0,003
VGG16+VGG19;Full;RandomForest;1;50176;No;50176;0;85,7143;84,8485;86,6667;114,9679;0;0,5624;0,0078
VGG16+VGG19;Full;RandomForest;2;50176;No;50176;0;91,4286;88,8889;93,4783;114,9679;0;0,5391;0,0079
VGG16+VGG19;Full;RandomForest;3;50176;No;50176;0;88,2353;88,8889;88,2353;114,9679;0;0,5344;0,0079
VGG16+VGG19;Full;RandomForest;4;50176;No;50176;0;82,3529;86,3636;79,6429;114,9679;0;0,5248;0,0079
VGG16+VGG19;Full;RandomForest;5;50176;No;50176;0;85,2941;85,7143;85,2941;114,9679;0;0,5286;0,0078
VGG16+VGG19;Full;RandomForest;6;50176;No;50176;0;85,2941;84,8485;85,7639;114,9679;0;0,5293;0,0078
VGG16+VGG19;Full;RandomForest;7;50176;No;50176;0;85,2941;85,7143;85,2941;114,9679;0;0,544;0,0086
VGG16+VGG19;Full;RandomForest;8;50176;No;50176;0;91,1765;91,8919;90,9722;114,9679;0;0,5586;0,0081
VGG16+VGG19;Full;RandomForest;9;50176;No;50176;0;94,1176;95,2381;95,4545;114,9679;0;0,5203;0,0079
VGG16+VGG19;Full;RandomForest;10;50176;No;50176;0;94,1176;94,7368;94,0351;114,9679;0;0,519;0,0078
VGG16+VGG19;Full;Adaboost;1;50176;No;50176;0;80;75,8621;79,1667;114,9679;0;10,8085;0,046
VGG16+VGG19;Full;Adaboost;2;50176;No;50176;0;82,8571;80;86,9565;114,9679;0;10,8544;0,0484
VGG16+VGG19;Full;Adaboost;3;50176;No;50176;0;82,3529;82,3529;82,3529;114,9679;0;10,7868;0,0443
VGG16+VGG19;Full;Adaboost;4;50176;No;50176;0;79,4118;82,9268;78,2143;114,9679;0;10,7639;0,0461
VGG16+VGG19;Full;Adaboost;5;50176;No;50176;0;76,4706;76,4706;76,4706;114,9679;0;10,7949;0,0439
VGG16+VGG19;Full;Adaboost;6;50176;No;50176;0;82,3529;81,25;82,9861;114,9679;0;10,7404;0,0451
VGG16+VGG19;Full;Adaboost;7;50176;No;50176;0;79,4118;80;79,4118;114,9679;0;10,8938;0,0456
VGG16+VGG19;Full;Adaboost;8;50176;No;50176;0;70,5882;73,6842;70,1389;114,9679;0;10,9418;0,0467
VGG16+VGG19;Full;Adaboost;9;50176;No;50176;0;88,2353;90,4762;89,0152;114,9679;0;10,9082;0,0451
VGG16+VGG19;Full;Adaboost;10;50176;No;50176;0;88,2353;89,4737;88,0702;114,9679;0;10,9512;0,0468
VGG16+VGG19;Full;Gaussian;1;50176;No;50176;0;77,1429;71,4286;75,8333;114,9679;0;0,0579;0,0112
VGG16+VGG19;Full;Gaussian;2;50176;No;50176;0;74,2857;64;72,4638;114,9679;0;0,0605;0,0107
VGG16+VGG19;Full;Gaussian;3;50176;No;50176;0;67,6471;56;67,6471;114,9679;0;0,06;0,0114
VGG16+VGG19;Full;Gaussian;4;50176;No;50176;0;52,9412;46,6667;56,7857;114,9679;0;0,0588;0,0111
VGG16+VGG19;Full;Gaussian;5;50176;No;50176;0;73,5294;64;73,5294;114,9679;0;0,0573;0,0108
VGG16+VGG19;Full;Gaussian;6;50176;No;50176;0;82,3529;80;83,3333;114,9679;0;0,0576;0,0108
VGG16+VGG19;Full;Gaussian;7;50176;No;50176;0;55,8824;40;55,8824;114,9679;0;0,0577;0,011
VGG16+VGG19;Full;Gaussian;8;50176;No;50176;0;82,3529;82,3529;82,6389;114,9679;0;0,0595;0,0108
VGG16+VGG19;Full;Gaussian;9;50176;No;50176;0;70,5882;73,6842;73,4848;114,9679;0;0,0574;0,0114
VGG16+VGG19;Full;Gaussian;10;50176;No;50176;0;67,6471;62,069;70,3509;114,9679;0;0,0577;0,0113
Xception;Full;PCC;1;204800;No;204800;24;74,2857;75,6757;76,6667;42,3188;0;0;13,7596
Xception;Full;PCC;2;204800;No;204800;24;74,2857;70,9677;78,442;42,3188;0;0;14,1271
Xception;Full;PCC;3;204800;No;204800;24;76,4706;77,7778;76,4706;42,3188;0;0;13,7677
Xception;Full;PCC;4;204800;No;204800;24;76,4706;80,9524;74,6429;42,3188;0;0;13,1217
Xception;Full;PCC;5;204800;No;204800;24;67,6471;71,7949;67,6471;42,3188;0;0;13,4078
Xception;Full;PCC;6;204800;No;204800;24;73,5294;74,2857;73,6111;42,3188;0;0;14,6734
Xception;Full;PCC;7;204800;No;204800;24;79,4118;80;79,4118;42,3188;0;0;14,2103
Xception;Full;PCC;8;204800;No;204800;24;82,3529;84,2105;81,9444;42,3188;0;0;13,9963
Xception;Full;PCC;9;204800;No;204800;24;76,4706;82,6087;72,3485;42,3188;0;0;12,102
Xception;Full;PCC;10;204800;No;204800;24;76,4706;80;75,4386;42,3188;0;0;14,9854
Xception;Full;J48;1;204800;No;204800;0;77,1429;76,4706;78,3333;42,3188;0;8,2369;0,0043
Xception;Full;J48;2;204800;No;204800;0;68,5714;62,069;70,1087;42,3188;0;6,7081;0,0041
Xception;Full;J48;3;204800;No;204800;0;64,7059;66,6667;64,7059;42,3188;0;7,2802;0,0039
Xception;Full;J48;4;204800;No;204800;0;64,7059;71,4286;62,5;42,3188;0;7,7097;0,004
Xception;Full;J48;5;204800;No;204800;0;58,8235;65;58,8235;42,3188;0;6,5614;0,0038
Xception;Full;J48;6;204800;No;204800;0;73,5294;70,9677;74,3056;42,3188;0;7,55;0,0039
Xception;Full;J48;7;204800;No;204800;0;55,8824;54,5455;55,8824;42,3188;0;6,6661;0,0038
Xception;Full;J48;8;204800;No;204800;0;70,5882;72,2222;70,4861;42,3188;0;7,1113;0,0039
Xception;Full;J48;9;204800;No;204800;0;70,5882;76,1905;69,697;42,3188;0;5,2933;0,0037
Xception;Full;J48;10;204800;No;204800;0;73,5294;75,6757;73,5088;42,3188;0;7,6833;0,0038
Xception;Full;RBF;1;204800;No;204800;0;82,8571;81,25;83,3333;42,3188;0;6,098;1,884
Xception;Full;RBF;2;204800;No;204800;0;82,8571;80;86,9565;42,3188;0;6,1219;1,8502
Xception;Full;RBF;3;204800;No;204800;0;88,2353;88,8889;88,2353;42,3188;0;5,8146;1,8341
Xception;Full;RBF;4;204800;No;204800;0;82,3529;85,7143;80,7143;42,3188;0;5,6578;1,7693
Xception;Full;RBF;5;204800;No;204800;0;88,2353;88,2353;88,2353;42,3188;0;5,7332;1,799
Xception;Full;RBF;6;204800;No;204800;0;91,1765;91,4286;91,3194;42,3188;0;5,5646;1,7251
Xception;Full;RBF;7;204800;No;204800;0;85,2941;84,8485;85,2941;42,3188;0;5,7123;1,8424
Xception;Full;RBF;8;204800;No;204800;0;88,2353;88,8889;88,1944;42,3188;0;5,6596;1,7875
Xception;Full;RBF;9;204800;No;204800;0;88,2353;90,9091;87,1212;42,3188;0;5,5682;1,8648
Xception;Full;RBF;10;204800;No;204800;0;82,3529;85;81,4035;42,3188;0;5,9125;1,7785
Xception;Full;LinearSVM;1;204800;No;204800;0;85,7143;83,871;85,8333;42,3188;0;5,3323;0,3727
Xception;Full;LinearSVM;2;204800;No;204800;0;85,7143;82,7586;89,1304;42,3188;0;4,9783;0,3791
Xception;Full;LinearSVM;3;204800;No;204800;0;91,1765;91,4286;91,1765;42,3188;0;5,1921;0,3691
Xception;Full;LinearSVM;4;204800;No;204800;0;88,2353;90,9091;85,7143;42,3188;0;5,2447;0,4106
Xception;Full;LinearSVM;5;204800;No;204800;0;91,1765;91,8919;91,1765;42,3188;0;5,1374;0,3707
Xception;Full;LinearSVM;6;204800;No;204800;0;94,1176;94,4444;94,0972;42,3188;0;5,259;0,4227
Xception;Full;LinearSVM;7;204800;No;204800;0;94,1176;94,1176;94,1176;42,3188;0;5,3869;0,372
Xception;Full;LinearSVM;8;204800;No;204800;0;91,1765;92,3077;90,625;42,3188;0;5,6514;0,4667
Xception;Full;LinearSVM;9;204800;No;204800;0;82,3529;85,7143;82,5758;42,3188;0;5,8899;0,4101
Xception;Full;LinearSVM;10;204800;No;204800;0;91,1765;92,3077;90,7018;42,3188;0;5,7323;0,4031
Xception;Full;MLP;1;204800;No;204800;0;88,5714;86,6667;88,3333;42,3188;0;17,2891;0,0133
Xception;Full;MLP;2;204800;No;204800;0;94,2857;92,3077;95,6522;42,3188;0;16,6292;0,0136
Xception;Full;MLP;3;204800;No;204800;0;85,2941;83,871;85,2941;42,3188;0;13,4333;0,0128
Xception;Full;MLP;4;204800;No;204800;0;85,2941;88,8889;82,1429;42,3188;0;16,4419;0,0115
Xception;Full;MLP;5;204800;No;204800;0;94,1176;94,4444;94,1176;42,3188;0;16,5801;0,0141
Xception;Full;MLP;6;204800;No;204800;0;91,1765;90,9091;91,6667;42,3188;0;14,8802;0,0111
Xception;Full;MLP;7;204800;No;204800;0;85,2941;83,871;85,2941;42,3188;0;11,4538;0,0167
Xception;Full;MLP;8;204800;No;204800;0;88,2353;88,2353;88,5417;42,3188;0;11,7735;0,012
Xception;Full;MLP;9;204800;No;204800;0;82,3529;86,3636;80,6818;42,3188;0;12,016;0,015
Xception;Full;MLP;10;204800;No;204800;0;94,1176;94,4444;94,7368;42,3188;0;11,3521;0,0108
Xception;Full;Logistic;1;204800;No;204800;0;80;77,4194;80;42,3188;0;7,3545;0,0167
Xception;Full;Logistic;2;204800;No;204800;0;88,5714;85,7143;91,3043;42,3188;0;6,3576;0,0132
Xception;Full;Logistic;3;204800;No;204800;0;91,1765;91,4286;91,1765;42,3188;0;6,6994;0,0155
Xception;Full;Logistic;4;204800;No;204800;0;88,2353;90,9091;85,7143;42,3188;0;7,2501;0,0186
Xception;Full;Logistic;5;204800;No;204800;0;91,1765;91,8919;91,1765;42,3188;0;7,3954;0,0156
