FeatureExtraction;DimReduction;Normalization;NumberComponents;Classifier;KFold01_Accuracy;KFold02_Accuracy;KFold03_Accuracy;KFold04_Accuracy;KFold05_Accuracy;KFold06_Accuracy;KFold07_Accuracy;KFold08_Accuracy;KFold09_Accuracy;KFold10_Accuracy;Accuracy_Mean;Accuracy_SD
ResNet101+DenseNet169;ReliefF;No;200;Adaboost;0,8286;0,8;0,9118;0,8235;0,7941;0,8529;0,9118;0,9412;0,8235;0,7941;0,8482;0,0515
ResNet101+DenseNet121;ReliefF;No;100;LinearSVM;0,8286;0,8;0,8824;0,8235;0,8529;0,8529;0,8235;0,7941;0,9706;0,8529;0,8482;0,048
MobileNet+ResNet50;ReliefF;No;20;Logistic;0,7714;0,8571;0,9118;0,8529;0,8235;0,8529;0,7941;0,9706;0,8235;0,8235;0,8482;0,0546
VGG16+VGG19_n_feat;ReliefF;No;150;RBF;0,7714;0,8571;0,7941;0,7353;0,7941;0,9118;0,8824;0,9412;0,9118;0,8824;0,8482;0,0661
ResNet101+MobileNetV2_n_feat;ReliefF;No;100;LinearSVM;0,8;0,8286;0,8824;0,7647;0,9118;0,7941;0,8824;0,8529;0,8824;0,8824;0,8482;0,0462
ResNet101+MobileNetV2_n_feat;ReliefF;No;75;Logistic;0,8;0,8;0,9412;0,7647;0,8529;0,7941;0,8529;0,8235;0,9118;0,9412;0,8482;0,0604
ResNet101+MobileNetV2_n_feat;ReliefF;No;50;Gaussian;0,8286;0,7714;0,8824;0,7941;0,9118;0,8235;0,7941;0,8824;0,8824;0,9118;0,8482;0,0493
ResNet101+DenseNet121_n_feat;ReliefF;No;40;MLP;0,7714;0,8286;0,7647;0,8824;0,8235;0,8824;0,9118;0,8529;0,8824;0,8824;0,8482;0,0475
Xception+ResNet50_n_feat;ReliefF;No;40;Logistic;0,7714;0,8286;0,8824;0,7941;0,9118;0,8235;0,8529;0,9706;0,7941;0,8529;0,8482;0,0574
MobileNet+ResNet101_n_feat;ReliefF;No;30;MLP;0,8;0,8286;0,7059;0,8529;0,7647;0,9412;0,8824;0,8824;0,9118;0,9118;0,8482;0,07
ResNet101+DenseNet121_n_feat;UMAP;No;150;RandomForest;0,8;0,8;0,8529;0,8235;0,8824;0,9118;0,8235;0,8824;0,7941;0,9118;0,8482;0,0438
VGG16+VGG19_n_feat;PCA;No;20;LinearSVM;0,7429;0,8571;0,7647;0,7353;0,8529;0,9412;0,8529;0,9118;0,9412;0,8824;0,8482;0,0731
MobileNet+ResNet101_n_feat;PCA;No;10;J48;0,7714;0,8571;0,7941;0,7941;0,9118;0,7941;0,8824;0,9706;0,8235;0,8824;0,8482;0,0606
ResNet101+DenseNet121_n_feat;PCA;No;75;Logistic;0,8;0,8;0,9118;0,7647;0,9118;0,9118;0,8235;0,8824;0,8235;0,8529;0,8482;0,0511
EfficientNetB1+EfficientNetB5_n_feat;PCA;No;10;RandomForest;0,8;0,8286;0,8824;0,7059;0,8824;0,8824;0,8529;0,9118;0,9118;0,8235;0,8482;0,0593
EfficientNetB7;UMAP;No;200;RandomForest;0,8286;0,8286;0,8529;0,7647;0,9118;0,8824;0,8235;0,9118;0,7941;0,8824;0,8481;0,0466
EfficientNetB1;PCA;No;100;Logistic;0,9143;0,7429;0,8824;0,8235;0,8824;0,8824;0,8235;0,7941;0,9118;0,8235;0,8481;0,0527
ResNet50V2;PCA;No;75;Logistic;0,8286;0,8286;0,8824;0,8235;0,8529;0,9412;0,8529;0,8529;0,8824;0,7353;0,8481;0,0502
ResNet101V2;PCA;No;75;MLP;0,8286;0,8286;0,9118;0,8529;0,9118;0,7353;0,8235;0,8824;0,8529;0,8529;0,8481;0,0484
DenseNet201;PCA;No;50;Logistic;0,7429;0,9143;0,8824;0,7059;0,8824;0,8235;0,8235;0,9118;0,8235;0,9706;0,8481;0,0767
EfficientNetB4;UMAP;No;50;RandomForest;0,8;0,8571;0,8235;0,8824;0,7647;0,9118;0,8824;0,8824;0,8529;0,8235;0,8481;0,0426
ResNet50;ReliefF;No;250;Gaussian;0,8571;0,8;0,9412;0,8824;0,8235;0,7941;0,8235;0,8529;0,8529;0,8529;0,8481;0,0405
ResNet101V2;ReliefF;No;250;Logistic;0,8571;0,8;0,7353;0,8824;0,8235;0,8235;0,9118;0,8824;0,9118;0,8529;0,8481;0,0518
VGG19;ReliefF;No;200;Gaussian;0,7714;0,8857;0,8529;0,7647;0,8235;0,8824;0,8529;0,9118;0,8235;0,9118;0,8481;0,0498
ResNet50V2;ReliefF;No;200;Adaboost;0,7714;0,8857;0,9118;0,7059;0,8824;0,8824;0,8235;0,8824;0,8824;0,8529;0,8481;0,0607
ResNet101;ReliefF;No;150;Logistic;0,8571;0,8;0,8235;0,8235;0,8235;0,8235;0,8824;0,8529;0,9412;0,8529;0,8481;0,0383
VGG16+VGG19;ReliefF;No;100;RandomForest;0,8;0,8571;0,7647;0,7647;0,7941;0,9118;0,9118;0,8824;0,9412;0,8529;0,8481;0,061
DenseNet201;ReliefF;No;50;Adaboost;0,8571;0,8;0,8824;0,8824;0,7353;0,8529;0,9412;0,8235;0,8235;0,8824;0,8481;0,0534
Xception+ResNet50;ReliefF;No;40;RBF;0,8286;0,8286;0,8824;0,7941;0,7941;0,8529;0,8235;0,9412;0,8235;0,9118;0,8481;0,0466
MobileNet+ResNet101;ReliefF;No;75;Adaboost;0,7714;0,8857;0,8529;0,8529;0,8529;0,8824;0,8824;0,8529;0,8529;0,7941;0,8481;0,0356
ResNet101+MobileNetV2;ReliefF;No;50;Logistic;0,8;0,8571;0,7941;0,7647;0,8235;0,8529;0,9412;0,8824;0,9118;0,8529;0,8481;0,0518
EfficientNetB0+MobileNet;ReliefF;No;40;Logistic;0,7714;0,8857;0,8235;0,8824;0,8235;0,7941;0,7647;0,8824;0,9118;0,9412;0,8481;0,0578
ResNet101+DenseNet121_n_feat;ReliefF;No;250;Adaboost;0,8286;0,8286;0,8529;0,8529;0,7941;0,8235;0,8824;0,8824;0,8824;0,8529;0,8481;0,0281
ResNet101+MobileNetV2_n_feat;ReliefF;No;100;MLP;0,8286;0,8286;0,7941;0,8235;0,7941;0,8529;0,9118;0,8529;0,9118;0,8824;0,8481;0,0406
EfficientNetB0+MobileNet_n_feat;ReliefF;No;75;Logistic;0,7714;0,8857;0,8824;0,8824;0,8529;0,7941;0,8529;0,8824;0,8529;0,8235;0,8481;0,0379
Xception+ResNet50_n_feat;ReliefF;No;10;MLP;0,8;0,8571;0,9118;0,8235;0,8529;0,8529;0,8529;0,8529;0,8235;0,8529;0,8481;0,0279
ResNet101+DenseNet169_n_feat;UMAP;No;300;Adaboost;0,8;0,8571;0,9118;0,8235;0,7353;0,9118;0,8529;0,8824;0,7941;0,9118;0,8481;0,0566
ResNet101+DenseNet169_n_feat;PCA;No;30;LinearSVM;0,7714;0,8857;0,8824;0,8235;0,8235;0,8529;0,8235;0,9118;0,8824;0,8235;0,8481;0,0402
ResNet101+DenseNet121_n_feat;PCA;No;20;Adaboost;0,7714;0,8857;0,7941;0,8529;0,8235;0,8824;0,8824;0,8529;0,8529;0,8824;0,8481;0,0379
ResNet101+DenseNet121_n_feat;PCA;No;10;Adaboost;0,8;0,8571;0,8529;0,8235;0,8235;0,8824;0,8235;0,8529;0,8824;0,8824;0,8481;0,0279
EfficientNetB1+EfficientNetB5;PCA;No;20;RBF;0,8;0,8571;0,8529;0,8235;0,8529;0,8235;0,8235;0,9412;0,9412;0,7647;0,8481;0,0534
EfficientNetB1+EfficientNetB5_n_feat;UMAP;No;10;MLP;0,8;0,8571;0,8235;0,7353;0,8824;0,9118;0,8235;0,9118;0,8824;0,8529;0,8481;0,0518
EfficientNetB1+EfficientNetB5_n_feat;UMAP;No;10;Logistic;0,7714;0,8857;0,8529;0,7941;0,9118;0,8529;0,8235;0,8529;0,9412;0,7941;0,8481;0,0515
ResNet152;PCA;No;200;Logistic;0,8857;0,8;0,8824;0,8235;0,7941;0,8824;0,8824;0,9412;0,8529;0,7353;0,848;0,0567
InceptionResNetV2;PCA;No;200;LinearSVM;0,8286;0,8571;0,8824;0,9118;0,8235;0,9412;0,7647;0,7941;0,8235;0,8529;0,848;0,0505
VGG19;PCA;No;150;Logistic;0,8857;0,8;0,9706;0,7647;0,7647;0,8235;0,7353;0,9118;0,9412;0,8824;0,848;0,0774
EfficientNetB7;PCA;No;150;Logistic;0,8571;0,8286;0,9118;0,8235;0,8235;0,7941;0,9118;0,7059;0,9412;0,8824;0,848;0,0654
EfficientNetB0;PCA;No;100;MLP;0,8;0,8857;0,8824;0,8235;0,9118;0,7353;0,8235;0,9706;0,7647;0,8824;0,848;0,0678
EfficientNetB1;UMAP;No;100;RandomForest;0,8;0,8857;0,8529;0,7941;0,9118;0,8824;0,7941;0,9118;0,8529;0,7941;0,848;0,0467
InceptionResNetV2;PCA;No;75;Adaboost;0,8;0,8857;0,8235;0,8529;0,7647;0,8824;0,8235;0,8529;0,8824;0,9118;0,848;0,0428
MobileNet;PCA;No;75;RandomForest;0,8;0,8857;0,9118;0,7941;0,8235;0,8824;0,7941;0,8235;0,8824;0,8824;0,848;0,0428
EfficientNetB5;UMAP;No;75;RandomForest;0,7714;0,9143;0,8529;0,7353;0,8824;0,9118;0,7941;0,9118;0,8235;0,8824;0,848;0,0608
Xception;PCA;No;20;RandomForest;0,8;0,8857;0,8529;0,7941;0,8824;0,9118;0,7941;0,8824;0,7941;0,8824;0,848;0,0448
EfficientNetB1;UMAP;No;20;RandomForest;0,8286;0,8571;0,9118;0,8235;0,9706;0,8529;0,7941;0,8824;0,7647;0,7941;0,848;0,0584
EfficientNetB4;UMAP;No;20;RandomForest;0,8286;0,8571;0,8235;0,8529;0,7941;0,8824;0,8824;0,9118;0,8529;0,7941;0,848;0,0365
EfficientNetB3;PCA;No;10;Logistic;0,7429;0,9429;0,8529;0,7353;0,8235;0,8824;0,7941;0,9412;0,8824;0,8824;0,848;0,0696
MobileNet;ReliefF;No;300;Adaboost;0,7714;0,9143;0,8235;0,8235;0,7941;0,9118;0,8235;0,9118;0,7941;0,9118;0,848;0,0548
Xception+ResNet50;ReliefF;No;250;Gaussian;0,8571;0,8286;0,9412;0,8824;0,7941;0,7941;0,8235;0,8824;0,8235;0,8529;0,848;0,043
MobileNetV2;ReliefF;No;250;MLP;0,8286;0,8571;0,9706;0,7647;0,8529;0,8235;0,7647;0,7941;0,9118;0,9118;0,848;0,064
EfficientNetB3;ReliefF;No;250;LinearSVM;0,8571;0,8286;0,8824;0,7941;0,8235;0,8824;0,7647;0,9118;0,7941;0,9412;0,848;0,0538
Xception+ResNet50;ReliefF;No;100;Logistic;0,8286;0,8571;0,8824;0,8529;0,8235;0,7941;0,7353;0,9412;0,8824;0,8824;0,848;0,0538
ResNet50V2;ReliefF;No;50;Gaussian;0,8571;0,8286;0,9118;0,7647;0,8529;0,8824;0,8529;0,9412;0,7647;0,8235;0,848;0,0538
MobileNet+ResNet50;ReliefF;No;20;MLP;0,8571;0,8286;0,8235;0,8529;0,8235;0,8235;0,7647;0,9412;0,9118;0,8529;0,848;0,0469
ResNet101+MobileNetV2_n_feat;PCA;No;30;MLP;0,8857;0,8;0,9118;0,7941;0,8529;0,9118;0,7647;0,7941;0,8824;0,8824;0,848;0,0519
EfficientNetB1+EfficientNetB5;PCA;No;10;RBF;0,7714;0,9143;0,8824;0,7647;0,7941;0,8529;0,8235;0,9412;0,9118;0,8235;0,848;0,0594
EfficientNetB1+EfficientNetB5;ReliefF;No;200;RandomForest;0,8286;0,8571;0,8235;0,7941;0,8529;0,9118;0,7647;0,8824;0,8824;0,8824;0,848;0,043
EfficientNetB1+EfficientNetB5_n_feat;PCA;No;40;RBF;0,8;0,8857;0,8529;0,8235;0,8529;0,8235;0,8235;0,9412;0,9412;0,7353;0,848;0,0597
EfficientNetB2;Full;No;114048;Adaboost;0,8286;0,8857;0,7353;0,8529;0,8235;0,8824;0,8235;0,8529;0,9412;0,8529;0,8479;0,0506
ResNet101V2;PCA;No;300;Adaboost;0,8571;0,8571;0,8824;0,7647;0,8235;0,8529;0,8235;0,7647;0,9412;0,9118;0,8479;0,054
ResNet152V2;PCA;No;200;LinearSVM;0,8571;0,8571;0,9412;0,8824;0,8235;0,8529;0,7647;0,8529;0,8529;0,7941;0,8479;0,0453
EfficientNetB7;PCA;No;200;LinearSVM;0,8571;0,8571;0,9118;0,7941;0,7647;0,8235;0,8529;0,7941;0,9412;0,8824;0,8479;0,0524
Xception+ResNet50;PCA;No;100;RandomForest;0,8;0,9143;0,8529;0,7941;0,8824;0,8235;0,8235;0,8824;0,8824;0,8235;0,8479;0,0387
ResNet152;ReliefF;No;300;MLP;0,8286;0,8857;0,8529;0,7647;0,8529;0,8824;0,8235;0,8529;0,9118;0,8235;0,8479;0,0391
Xception+ResNet50;ReliefF;No;200;Gaussian;0,8571;0,8571;0,9412;0,8235;0,8235;0,8529;0,7941;0,8824;0,8529;0,7941;0,8479;0,0413
ResNet50;ReliefF;No;200;Gaussian;0,8571;0,8571;0,9118;0,8824;0,7647;0,7941;0,8235;0,8824;0,8824;0,8235;0,8479;0,0434
MobileNetV2;ReliefF;No;75;MLP;0,8857;0,8286;0,8824;0,7647;0,8235;0,7647;0,8529;0,8529;0,9118;0,9118;0,8479;0,0506
MobileNetV2;ReliefF;No;50;Gaussian;0,8857;0,8286;0,9412;0,7941;0,8529;0,7647;0,7353;0,8235;0,9412;0,9118;0,8479;0,0681
ResNet152;ReliefF;No;40;Gaussian;0,8286;0,8857;0,7647;0,7941;0,7353;0,7941;0,9412;0,9118;0,9118;0,9118;0,8479;0,0694
MobileNet;ReliefF;No;30;LinearSVM;0,8286;0,8857;0,7941;0,8529;0,8235;0,7941;0,8529;0,8824;0,8824;0,8824;0,8479;0,0343
ResNet50;ReliefF;No;10;RBF;0,8286;0,8857;0,8235;0,8529;0,8235;0,9118;0,8529;0,8824;0,7647;0,8529;0,8479;0,0391
MobileNet+ResNet50;ReliefF;No;250;MLP;0,8571;0,8571;0,8824;0,8235;0,7941;0,7941;0,7941;0,8824;0,9412;0,8529;0,8479;0,0453
ResNet101+MobileNetV2;ReliefF;No;75;Logistic;0,8857;0,8286;0,8824;0,7353;0,8824;0,7941;0,7941;0,9118;0,9118;0,8529;0,8479;0,0555
MobileNet+ResNet101_n_feat;ReliefF;No;300;Gaussian;0,8571;0,8571;0,8824;0,8529;0,8529;0,8235;0,8824;0,8529;0,7353;0,8824;0,8479;0,0413
Xception+ResNet50_n_feat;ReliefF;No;150;Gaussian;0,8571;0,8571;0,9118;0,7941;0,7647;0,8824;0,7647;0,8824;0,8529;0,9118;0,8479;0,0524
MobileNet+ResNet50_n_feat;UMAP;No;100;RandomForest;0,8286;0,8857;0,8235;0,8529;0,8529;0,8529;0,8235;0,8235;0,8235;0,9118;0,8479;0,0289
MobileNet+ResNet50_n_feat;UMAP;No;50;RandomForest;0,8571;0,8571;0,8529;0,7941;0,8529;0,8529;0,8529;0,8529;0,7941;0,9118;0,8479;0,0319
ResNet101+DenseNet169_n_feat;PCA;No;20;Gaussian;0,8571;0,8571;0,8235;0,7941;0,8529;0,8824;0,8235;0,8824;0,8824;0,8235;0,8479;0,029
VGG16+VGG19_n_feat;PCA;No;20;Adaboost;0,8857;0,8286;0,9118;0,7647;0,7647;0,8529;0,7941;0,8235;0,9412;0,9118;0,8479;0,06
EfficientNetB1+EfficientNetB5_n_feat;PCA;No;100;Adaboost;0,8571;0,8571;0,8824;0,7647;0,8529;0,8529;0,8235;0,8824;0,8529;0,8529;0,8479;0,0319
EfficientNetB1+EfficientNetB5_n_feat;UMAP;No;50;Logistic;0,8;0,9143;0,8824;0,7647;0,9118;0,8529;0,7353;0,8824;0,9118;0,8235;0,8479;0,0612
EfficientNetB1+EfficientNetB5_n_feat;PCA;No;75;RandomForest;0,8;0,9143;0,8529;0,7353;0,8235;0,8824;0,7941;0,9412;0,9118;0,8235;0,8479;0,0612
EfficientNetB1+EfficientNetB5_n_feat;PCA;No;75;Adaboost;0,8;0,9143;0,7647;0,7647;0,8824;0,8235;0,8235;0,9118;0,9412;0,8529;0,8479;0,0598
MobileNetV2;PCA;No;150;RandomForest;0,8571;0,8857;0,9118;0,7059;1;0,9118;0,7941;0,7647;0,8529;0,7941;0,8478;0,0811
ResNet152V2;PCA;No;100;Adaboost;0,8857;0,8571;0,9118;0,7941;0,9118;0,7647;0,8235;0,8529;0,7941;0,8824;0,8478;0,0492
InceptionResNetV2;PCA;No;30;MLP;0,8571;0,8857;0,7059;0,9118;0,7941;0,8824;0,7941;0,9412;0,8235;0,8824;0,8478;0,0657
ResNet50V2;ReliefF;No;100;LinearSVM;0,9143;0,8286;0,8529;0,8235;0,8529;0,9118;0,8824;0,8529;0,8824;0,6765;0,8478;0,0643
EfficientNetB0+MobileNet;UMAP;No;200;RandomForest;0,8571;0,8857;0,8824;0,8529;0,8529;0,8235;0,7353;0,8529;0,7941;0,9412;0,8478;0,0526
MobileNet+ResNet50_n_feat;ReliefF;No;40;Adaboost;0,8857;0,8571;0,8529;0,8824;0,7647;0,8235;0,7941;0,8529;0,8529;0,9118;0,8478;0,0416
MobileNet+ResNet50_n_feat;UMAP;No;300;RandomForest;0,8286;0,9143;0,8824;0,8235;0,8235;0,8235;0,8529;0,8824;0,7941;0,8529;0,8478;0,0345
MobileNet+ResNet50_n_feat;UMAP;No;100;Adaboost;0,8571;0,8857;0,8824;0,8824;0,7941;0,7941;0,8235;0,8824;0,8529;0,8235;0,8478;0,0347
ResNet101+DenseNet169_n_feat;PCA;No;20;Logistic;0,8857;0,8571;0,9118;0,7647;0,8824;0,8824;0,7941;0,8235;0,8824;0,7941;0,8478;0,0474
MobileNet+ResNet50_n_feat;UMAP;No;10;RandomForest;0,8571;0,8857;0,8824;0,8529;0,7941;0,7647;0,8824;0,8824;0,7647;0,9118;0,8478;0,0509
MobileNetV2;ReliefF;No;100;Gaussian;0,8571;0,9143;0,9706;0,8235;0,7941;0,7647;0,7647;0,8529;0,8235;0,9118;0,8477;0,0645
MobileNet;ReliefF;No;50;Adaboost;0,8286;0,9429;0,8529;0,8529;0,7647;0,8529;0,8824;0,8529;0,8235;0,8235;0,8477;0,0433
EfficientNetB0+MobileNet_n_feat;ReliefF;No;50;RandomForest;0,8571;0,9143;0,7941;0,7941;0,8235;0,7941;0,8235;0,8529;0,9412;0,8824;0,8477;0,0493
ResNet50;PCA;No;150;RandomForest;0,9429;0,8571;0,8824;0,8824;0,8824;0,7941;0,7353;0,8529;0,8235;0,8235;0,8476;0,0543
DenseNet201;ReliefF;No;200;MLP;0,6571;0,7429;0,8824;0,8235;0,8235;0,9118;0,8824;0,9118;0,9118;0,9118;0,8459;0,082
DenseNet121;PCA;No;75;Logistic;0,8;0,6571;0,8824;0,8529;0,8824;0,8824;0,8529;0,8824;0,8824;0,8824;0,8457;0,0677
ResNet152V2;PCA;No;100;LinearSVM;0,7429;0,7429;0,8529;0,8824;0,8824;0,7941;0,8824;0,9118;0,9118;0,8529;0,8456;0,0606
VGG16+VGG19;PCA;No;10;RandomForest;0,6857;0,8;0,9118;0,8824;0,8235;0,8529;0,8529;0,8529;0,8824;0,9118;0,8456;0,063
ResNet101+DenseNet121;ReliefF;No;75;Logistic;0,8;0,6857;0,8529;0,8235;0,8529;0,8529;0,9118;0,8529;0,9706;0,8529;0,8456;0,0696
ResNet101+DenseNet169_n_feat;ReliefF;No;10;RandomForest;0,7429;0,7429;0,7941;0,8529;0,8235;0,8529;0,9118;0,9118;0,9118;0,9118;0,8456;0,0647
DenseNet121;PCA;No;50;LinearSVM;0,7429;0,7714;0,8824;0,8235;0,8824;0,8824;0,8235;0,8824;0,8824;0,8824;0,8455;0,0501
EfficientNetB7;PCA;No;10;RBF;0,6857;0,8571;0,9118;0,7647;0,8824;0,9118;0,9118;0,8529;0,8235;0,8529;0,8455;0,0688
VGG16+VGG19;ReliefF;No;250;Logistic;0,7429;0,8;0,8529;0,8529;0,7647;0,8529;0,8235;0,9118;0,9412;0,9118;0,8455;0,0614
InceptionV3;ReliefF;No;250;Adaboost;0,6857;0,8286;0,8529;0,8824;0,7647;0,8235;0,9706;0,9412;0,8824;0,8235;0,8455;0,078
MobileNet+ResNet101;Full;No;150528;Adaboost;0,7429;0,8;0,8824;0,8824;0,8824;0,7941;0,8824;0,8235;0,9412;0,8235;0,8455;0,0555
ResNet101+MobileNetV2;PCA;No;30;MLP;0,6857;0,8286;0,9118;0,8529;0,8824;0,9412;0,8529;0,8529;0,8824;0,7647;0,8455;0,0698
ResNet101+MobileNetV2;ReliefF;No;75;Adaboost;0,7143;0,8;0,9118;0,8824;0,7941;0,8529;0,8235;0,9118;0,9118;0,8529;0,8455;0,0609
ResNet101+MobileNetV2_n_feat;ReliefF;No;250;Adaboost;0,8;0,7143;0,9118;0,8529;0,9118;0,8235;0,8529;0,8529;0,9118;0,8235;0,8455;0,058
ResNet101+DenseNet121_n_feat;ReliefF;No;200;RBF;0,7429;0,8;0,8235;0,8235;0,8529;0,8824;0,9118;0,8235;0,9118;0,8824;0,8455;0,0506
MobileNet+ResNet101_n_feat;ReliefF;No;40;Adaboost;0,7714;0,7714;0,8235;0,8824;0,7647;0,8235;0,8824;0,9706;0,9412;0,8235;0,8455;0,0682
ResNet101+DenseNet169_n_feat;ReliefF;No;40;Gaussian;0,8;0,7429;0,8824;0,8235;0,8529;0,8529;0,9412;0,9118;0,8235;0,8235;0,8455;0,0539
VGG16+VGG19_n_feat;PCA;No;100;MLP;0,6571;0,8571;0,8529;0,8235;0,8529;0,9118;0,7647;0,8824;0,9118;0,9412;0,8455;0,0788
MobileNet+ResNet101_n_feat;PCA;No;50;Logistic;0,6857;0,8571;0,8824;0,7941;0,8824;0,7941;0,9118;0,8824;0,8824;0,8824;0,8455;0,0649
ResNet101+MobileNetV2_n_feat;UMAP;No;40;Adaboost;0,8;0,7429;0,7941;0,8235;0,9412;0,9412;0,8235;0,8529;0,8529;0,8824;0,8455;0,06
VGG16+VGG19;PCA;No;300;RBF;0,7714;0,8;0,8824;0,7647;0,7647;0,8824;0,8824;0,8824;0,9412;0,8824;0,8454;0,0605
VGG16+VGG19;PCA;No;250;RBF;0,7429;0,8286;0,9118;0,7941;0,7647;0,8235;0,8824;0,8529;0,9118;0,9412;0,8454;0,0631
EfficientNetB0;PCA;No;150;LinearSVM;0,7714;0,8;0,8529;0,9118;0,8235;0,8824;0,8824;0,8824;0,8529;0,7941;0,8454;0,0439
ResNet50;PCA;No;50;LinearSVM;0,7714;0,8;0,9412;0,8235;0,9118;0,8529;0,7941;0,8824;0,8235;0,8529;0,8454;0,0512
EfficientNetB4;PCA;No;40;Logistic;0,7143;0,8571;0,9412;0,7941;0,8824;0,7941;0,8235;0,8824;0,9412;0,8235;0,8454;0,0668
EfficientNetB7;PCA;No;30;Logistic;0,7143;0,8571;0,9412;0,7647;0,8824;0,8824;0,8235;0,8824;0,9118;0,7941;0,8454;0,0668
DenseNet201;PCA;No;20;MLP;0,7429;0,8286;0,8824;0,7647;0,9118;0,9118;0,7941;0,9412;0,8235;0,8529;0,8454;0,0631
ResNet152V2;PCA;No;10;Logistic;0,7714;0,8;0,7941;0,7647;0,8529;0,8529;0,9412;0,9118;0,8529;0,9118;0,8454;0,059
DenseNet121;PCA;No;10;LinearSVM;0,8;0,7714;0,8235;0,7647;0,8824;0,8529;0,8824;0,8529;0,9118;0,9118;0,8454;0,0512
DenseNet121;PCA;No;10;Logistic;0,8;0,7714;0,8235;0,7353;0,8529;0,9118;0,8824;0,8529;0,9412;0,8824;0,8454;0,0605
VGG16+VGG19;ReliefF;No;300;Adaboost;0,8286;0,7429;0,8235;0,7647;0,8824;0,9118;0,7941;0,8529;0,9118;0,9412;0,8454;0,0631
EfficientNetB3;ReliefF;No;200;MLP;0,7143;0,8571;0,8529;0,7941;0,8824;0,8824;0,7941;0,8824;0,8529;0,9412;0,8454;0,06
DenseNet121;ReliefF;No;100;RandomForest;0,7714;0,8;0,8529;0,7941;0,8529;0,9412;0,8824;0,8824;0,8529;0,8235;0,8454;0,0477
VGG19;ReliefF;No;75;RBF;0,7714;0,8;0,8529;0,8529;0,7941;0,8235;0,8235;0,9118;0,9706;0,8529;0,8454;0,056
Xception+ResNet50;ReliefF;No;20;MLP;0,8;0,7714;0,7941;0,8235;0,8529;0,8824;0,8529;0,8824;0,9412;0,8529;0,8454;0,0477
ResNet50;ReliefF;No;20;Logistic;0,7429;0,8286;0,9118;0,8529;0,8235;0,8529;0,8529;0,9118;0,7941;0,8824;0,8454;0,0492
EfficientNetB0+MobileNet;PCA;No;100;MLP;0,8286;0,7429;0,8824;0,8824;0,8529;0,7941;0,8235;0,9118;0,8824;0,8529;0,8454;0,0475
ResNet101+DenseNet169;ReliefF;No;300;Logistic;0,8;0,7714;0,8529;0,7647;0,7941;0,8824;0,9412;0,9118;0,9118;0,8235;0,8454;0,0605
ResNet101+DenseNet169;ReliefF;No;150;RBF;0,7714;0,8;0,8235;0,8529;0,8529;0,9118;0,9118;0,8529;0,8529;0,8235;0,8454;0,0419
MobileNet+ResNet101;ReliefF;No;40;Logistic;0,7429;0,8286;0,7941;0,8529;0,7647;0,8529;0,9412;0,9412;0,8824;0,8529;0,8454;0,0631
ResNet101+DenseNet169;ReliefF;No;20;Adaboost;0,7714;0,8;0,8529;0,9118;0,7059;0,8529;0,8824;0,9118;0,9118;0,8529;0,8454;0,0646
MobileNet+ResNet50;ReliefF;No;10;RandomForest;0,7429;0,8286;0,7941;0,8529;0,8529;0,8824;0,8235;0,9412;0,8824;0,8529;0,8454;0,051
ResNet101+DenseNet121_n_feat;ReliefF;No;150;Gaussian;0,7714;0,8;0,8824;0,8824;0,7941;0,8824;0,9118;0,9118;0,8529;0,7647;0,8454;0,0544
MobileNet+ResNet101_n_feat;ReliefF;No;30;Logistic;0,7714;0,8;0,7353;0,8824;0,7647;0,8824;0,9118;0,9118;0,9118;0,8824;0,8454;0,0659
ResNet101+DenseNet169_n_feat;ReliefF;No;10;Adaboost;0,8286;0,7429;0,8529;0,8824;0,7353;0,8235;0,8824;0,9118;0,9118;0,8824;0,8454;0,0603
ResNet101+MobileNetV2_n_feat;PCA;No;50;Logistic;0,7143;0,8571;0,9706;0,7353;0,9118;0,9118;0,8529;0,7941;0,8824;0,8235;0,8454;0,0765
VGG16+VGG19_n_feat;PCA;No;30;LinearSVM;0,7429;0,8286;0,8235;0,8235;0,8529;0,8824;0,8529;0,9118;0,8529;0,8824;0,8454;0,0437
ResNet101+DenseNet169_n_feat;PCA;No;75;LinearSVM;0,8;0,7714;0,9118;0,7647;0,7941;0,9412;0,8529;0,8824;0,8529;0,8824;0,8454;0,0575
ResNet101+DenseNet169_n_feat;PCA;No;75;MLP;0,7143;0,8571;0,8824;0,8235;0,9118;0,8235;0,8824;0,8235;0,8824;0,8529;0,8454;0,0523
EfficientNetB1+EfficientNetB5_n_feat;PCA;No;50;MLP;0,7143;0,8571;0,7941;0,8824;0,8824;0,8235;0,8824;0,8824;0,8824;0,8529;0,8454;0,0523
ResNet101;Full;No;100352;Adaboost;0,8286;0,7714;0,8235;0,7941;0,8529;0,7647;0,8824;0,9118;0,9412;0,8824;0,8453;0,0563
MobileNet;PCA;No;150;Adaboost;0,7429;0,8571;0,8529;0,8824;0,8824;0,7941;0,8529;0,7941;0,8529;0,9412;0,8453;0,0529
InceptionResNetV2;UMAP;No;100;Adaboost;0,8571;0,7429;0,9118;0,8235;0,7647;0,8824;0,7941;0,8824;0,8824;0,9118;0,8453;0,0576
VGG16;PCA;No;30;LinearSVM;0,7143;0,8857;0,9118;0,7647;0,8529;0,8235;0,7941;0,9412;0,8824;0,8824;0,8453;0,0669
