method,cnn,reduction,classifier,features,Components,acc,f1,roc
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F10,81.1765,82.1428,82.7985
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F20,82.3529,83.8888,82.5799
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F30,83.8235,84.6465,84.0506
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F40,85.5042,86.7215,86.7832
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F50,83.8235,84.5295,84.0420
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F75,82.6050,82.2072,82.3223
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F100,85.5462,85.7843,84.0172
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F150,85.2941,85.7143,85.1817
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F200,83.8235,84.0408,82.1985
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F250,85.2941,86.1743,84.7899
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F300,82.3529,83.7719,81.6762
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F350,nan,nan,nan
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F400,nan,nan,nan
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F450,nan,nan,nan
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F500,nan,nan,nan
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F550,nan,nan,nan
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F600,nan,nan,nan
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F700,nan,nan,nan
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F800,nan,nan,nan
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F900,nan,nan,nan
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,F1000,nan,nan,nan
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F2,76.4706,80.0000,73.4325
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F10,73.5294,73.9454,75.0165
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F20,79.4118,82.0856,76.6823
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F30,84.0756,83.0460,84.9819
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F40,79.4118,80.1347,78.8131
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F50,82.3529,82.8431,82.3529
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F75,76.8067,79.4737,77.0652
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F100,78.2773,79.0244,79.3993
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F150,79.4118,81.0811,79.4427
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F200,83.8235,84.0336,83.3193
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F250,82.3529,79.8862,82.5799
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F300,84.0756,83.1120,84.4014
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F350,nan,nan,nan
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F400,nan,nan,nan
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F450,nan,nan,nan
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F500,nan,nan,nan
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F550,nan,nan,nan
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F600,nan,nan,nan
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F700,nan,nan,nan
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F800,nan,nan,nan
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F900,nan,nan,nan
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,F1000,nan,nan,nan
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F2,76.4706,81.7806,76.3693
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F10,82.6050,83.1782,82.7836
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F20,85.2941,87.6877,85.2941
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F30,86.7647,88.5621,86.6479
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F40,86.7647,88.5621,86.6479
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F50,88.2353,89.1813,87.9637
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F75,85.2941,86.8330,85.3979
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F100,85.2941,86.1004,85.3663
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F150,89.7059,89.8990,89.6855
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F200,88.2353,89.1176,88.0462
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F250,88.2353,88.8545,88.3885
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F300,86.7647,88.0201,86.6822
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F350,nan,nan,nan
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F400,nan,nan,nan
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F450,nan,nan,nan
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F500,nan,nan,nan
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F550,nan,nan,nan
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F600,nan,nan,nan
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F700,nan,nan,nan
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F800,nan,nan,nan
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F900,nan,nan,nan
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,F1000,nan,nan,nan
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F2,75.0000,80.9017,73.1283
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F10,81.1765,84.4862,80.2381
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F20,83.8235,86.1111,82.6537
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F30,86.7647,88.9025,85.7035
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F40,88.4033,88.5621,88.4375
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F50,88.2353,88.2353,88.2353
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F75,86.7647,87.7074,86.7442
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F100,83.8235,86.7716,83.6878
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F150,86.7647,86.9933,86.8165
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F200,86.7647,88.3037,86.8056
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F250,86.7647,87.7074,86.6523
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F300,89.7059,89.8990,89.6855
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F350,nan,nan,nan
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F400,nan,nan,nan
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F450,nan,nan,nan
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F500,nan,nan,nan
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F550,nan,nan,nan
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F600,nan,nan,nan
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F700,nan,nan,nan
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F800,nan,nan,nan
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F900,nan,nan,nan
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,F1000,nan,nan,nan
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F2,79.4118,82.5814,77.9412
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F10,82.3529,83.6007,81.9751
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F20,82.3529,82.8431,82.4502
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F30,86.9748,86.7596,86.8260
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F40,82.6050,83.3333,83.8854
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F50,85.5042,85.2814,85.5042
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F75,82.3529,83.3333,81.5030
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F100,82.3529,84.1667,82.3223
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F150,82.3529,83.3977,81.3440
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F200,86.7647,88.5898,86.2690
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F250,86.7647,88.3469,86.7442
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F300,83.8235,84.9624,83.1940
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F350,nan,nan,nan
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F400,nan,nan,nan
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F450,nan,nan,nan
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F500,nan,nan,nan
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F550,nan,nan,nan
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F600,nan,nan,nan
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F700,nan,nan,nan
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F800,nan,nan,nan
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F900,nan,nan,nan
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,F1000,nan,nan,nan
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F2,75.0000,80.9017,72.3238
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F10,78.2773,83.5266,77.4243
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F20,85.2941,87.0432,84.3155
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F30,86.7647,88.3469,86.7442
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F40,83.8235,84.5238,84.1119
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F50,86.7647,86.8687,86.0399
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F75,82.3529,83.3333,82.3529
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F100,88.2353,87.0833,88.2353
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F150,83.8235,84.3597,84.0387
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F200,86.7647,88.3037,86.7434
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F250,84.0756,86.0389,84.1033
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F300,86.7647,86.8687,86.9792
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F350,nan,nan,nan
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F400,nan,nan,nan
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F450,nan,nan,nan
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F500,nan,nan,nan
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F550,nan,nan,nan
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F600,nan,nan,nan
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F700,nan,nan,nan
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F800,nan,nan,nan
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F900,nan,nan,nan
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,F1000,nan,nan,nan
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F2,77.9412,81.5018,77.0675
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F10,79.7059,82.3366,78.9104
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F20,85.2941,85.6675,83.8383
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F30,88.2353,90.1914,87.5957
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F40,86.7647,88.0201,86.2799
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F50,88.2353,89.1813,88.2148
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F75,88.2353,88.8889,88.2148
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F100,88.2353,88.2353,88.2148
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F150,88.2353,88.8889,88.2148
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F200,91.1765,91.4286,91.1765
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F250,89.7059,90.4511,88.7321
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F300,88.2353,89.8990,88.5036
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F350,nan,nan,nan
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F400,nan,nan,nan
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F450,nan,nan,nan
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F500,nan,nan,nan
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F550,nan,nan,nan
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F600,nan,nan,nan
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F700,nan,nan,nan
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F800,nan,nan,nan
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F900,nan,nan,nan
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,F1000,nan,nan,nan
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F2,77.9412,80.4762,77.3795
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F10,79.4118,78.8676,79.4118
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F20,82.3529,83.2433,82.2406
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F30,84.0756,85.5691,83.8972
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F40,82.3529,82.2021,82.3529
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F50,83.8235,86.6176,83.6007
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F75,82.3529,82.3529,82.3529
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F100,85.2941,84.8485,83.9755
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F150,84.0756,85.2814,85.1290
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F200,82.3529,83.3333,82.5799
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F250,85.2941,86.7596,85.3554
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F300,86.9748,86.9748,87.1674
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F350,nan,nan,nan
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F400,nan,nan,nan
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F450,nan,nan,nan
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F500,nan,nan,nan
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F550,nan,nan,nan
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F600,nan,nan,nan
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F700,nan,nan,nan
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F800,nan,nan,nan
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F900,nan,nan,nan
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,F1000,nan,nan,nan
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F2,75.0000,80.0596,73.7212
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F10,79.4118,83.8576,77.6213
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F20,85.2941,86.1004,85.1817
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F30,86.7647,88.3469,86.7442
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F40,86.9748,87.8571,86.8452
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F50,88.2353,87.7074,88.2353
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F75,88.2353,87.7074,88.3885
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F100,86.9748,87.3398,88.0462
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F150,82.6050,79.9107,82.9785
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F200,82.3529,82.2917,82.0693
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F250,81.1765,81.7170,81.9330
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F300,77.9411,76.9231,77.7836
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F350,nan,nan,nan
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F400,nan,nan,nan
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F450,nan,nan,nan
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F500,nan,nan,nan
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F550,nan,nan,nan
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F600,nan,nan,nan
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F700,nan,nan,nan
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F800,nan,nan,nan
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F900,nan,nan,nan
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,F1000,nan,nan,nan
ResNet152_Full_PCC,ResNet152,Full,PCC,100352.0,Full,71.6975,74.7431,71.7076
ResNet152_Full_J48,ResNet152,Full,J48,100352.0,Full,81.9076,82.3494,82.0932
ResNet152_Full_RBF,ResNet152,Full,RBF,100352.0,Full,88.6050,89.2699,88.7883
ResNet152_Full_LinearSVM,ResNet152,Full,LinearSVM,100352.0,Full,92.4202,92.8361,92.2808
ResNet152_Full_MLP,ResNet152,Full,MLP,100352.0,Full,88.3025,88.4303,88.5569
ResNet152_Full_Logistic,ResNet152,Full,Logistic,100352.0,Full,92.1344,92.5332,92.0470
ResNet152_Full_RandomForest,ResNet152,Full,RandomForest,100352.0,Full,89.2017,89.4595,89.3697
ResNet152_Full_Adaboost,ResNet152,Full,Adaboost,100352.0,Full,86.8487,87.3823,86.7673
ResNet152_Full_Gaussian,ResNet152,Full,Gaussian,100352.0,Full,63.6807,55.1120,64.0372
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F2,72.0589,69.4209,71.4260
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F10,81.1765,83.1309,82.3529
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F20,84.0756,86.0389,84.4746
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F30,88.2353,89.1813,86.8940
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F40,84.0756,85.2564,85.0713
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F50,82.3529,85.2870,83.3635
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F75,79.7059,82.4010,80.1225
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F100,79.4118,82.3300,78.9269
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F150,77.9412,79.4737,77.7925
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F200,75.0000,78.5593,74.5200
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F250,72.0588,74.9206,72.0588
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F300,67.6471,72.2611,66.1765
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F350,nan,nan,nan
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F400,nan,nan,nan
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F450,nan,nan,nan
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F500,nan,nan,nan
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F550,nan,nan,nan
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F600,nan,nan,nan
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F700,nan,nan,nan
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F800,nan,nan,nan
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F900,nan,nan,nan
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,F1000,nan,nan,nan
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F2,59.4538,60.3030,61.5888
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F10,78.2773,78.2828,77.7327
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F20,78.2773,80.4762,79.0175
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F30,79.7059,80.5704,80.5682
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F40,81.1765,79.2717,81.7180
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F50,79.4118,81.0811,79.8845
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F75,75.3782,75.0472,75.5461
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F100,75.0000,77.1713,75.0000
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F150,72.0588,73.9935,71.7525
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F200,75.3782,76.3158,75.5702
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F250,76.8067,78.2353,77.6796
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F300,79.4118,79.3939,79.0175
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F350,nan,nan,nan
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F400,nan,nan,nan
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F450,nan,nan,nan
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F500,nan,nan,nan
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F550,nan,nan,nan
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F600,nan,nan,nan
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F700,nan,nan,nan
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F800,nan,nan,nan
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F900,nan,nan,nan
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,F1000,nan,nan,nan
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F2,70.5882,68.9931,70.5882
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F10,89.7059,89.4445,89.4301
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F20,91.1765,91.6603,90.7986
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F30,91.1765,91.6603,91.0744
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F40,89.7059,90.1587,89.9161
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F50,89.7059,90.6828,89.5212
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F75,88.2353,88.8889,88.2353
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F100,88.2353,89.1813,88.2353
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F150,89.8740,90.4511,90.1419
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F200,89.8740,90.3994,91.0744
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F250,88.2353,88.8889,88.2148
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F300,88.4033,89.1813,89.7059
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F350,nan,nan,nan
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,F400,nan,nan,nan
