method,cnn,reduction,classifier,features,F002,F010,F020,F030,F040,F050,F075,F100,F150,F200,F250,F300,Full,Mean,Sd,MedianQ2,Q1_25%,Q3_75%,Max,Min 
ResNet101+DenseNet121_PCA_PCC,ResNet101+DenseNet121,PCA,PCC,150528.0,80.8824,85.5042,85.2941,86.7647,85.2941,85.5042,83.8235,85.2941,80.8824,75.3782,69.5798,70.5882,73.1260,81.1625,8.0044,82.3529,76.4706,85.3991,97.0588,54.2857
ResNet101+DenseNet121_PCA_J48,ResNet101+DenseNet121,PCA,J48,150528.0,76.8487,80.8824,81.1765,77.9412,82.3529,82.3529,79.4118,76.4706,80.8824,82.3529,75.0000,75.3782,74.8487,78.6358,6.4786,79.4118,73.5294,82.3529,94.1176,61.7647
ResNet101+DenseNet121_PCA_RBF,ResNet101+DenseNet121,PCA,RBF,150528.0,79.4118,89.7059,91.1765,94.1176,92.6471,94.1176,91.1765,91.1765,89.7059,89.8740,88.2353,91.1765,89.7815,89.3690,5.4657,91.1765,85.7143,94.1176,100.0000,70.5882
ResNet101+DenseNet121_PCA_LinearSVM,ResNet101+DenseNet121,PCA,LinearSVM,150528.0,80.8824,85.2941,88.4033,91.3025,89.7059,85.5042,85.2941,82.3529,88.2353,85.7143,85.2941,94.1176,91.8487,86.4069,6.3491,86.9748,82.3529,91.1765,100.0000,68.5714
ResNet101+DenseNet121_PCA_MLP,ResNet101+DenseNet121,PCA,MLP,150528.0,79.4118,82.6471,81.1345,88.2353,82.6050,82.3529,79.4118,82.3529,73.5294,73.5294,67.6471,63.2353,89.2269,77.9216,9.3981,79.4118,71.4286,85.2941,100.0000,45.7143
ResNet101+DenseNet121_PCA_Logistic,ResNet101+DenseNet121,PCA,Logistic,150528.0,79.4118,85.5042,89.7059,91.1765,91.1765,86.9748,85.2941,85.2941,89.7059,89.7059,88.2353,94.1176,91.5630,86.9447,6.1372,88.2353,82.3529,91.1765,100.0000,65.7143
ResNet101+DenseNet121_PCA_RandomForest,ResNet101+DenseNet121,PCA,RandomForest,150528.0,75.3782,91.1765,88.2353,91.1765,89.7059,91.1765,89.7059,82.8571,82.6050,79.4118,82.6050,76.4706,90.6807,85.0259,6.7641,85.2941,79.4118,91.1765,97.0588,70.5882
ResNet101+DenseNet121_PCA_Adaboost,ResNet101+DenseNet121,PCA,Adaboost,150528.0,79.4118,85.2941,88.2353,86.7647,86.7647,89.8740,89.7059,86.7647,85.5042,85.5042,84.0756,85.5042,85.7311,86.1982,5.8477,85.2941,82.3529,91.1765,100.0000,71.4286
ResNet101+DenseNet121_PCA_Gaussian,ResNet101+DenseNet121,PCA,Gaussian,150528.0,81.1765,84.0756,83.8235,76.8067,76.8067,70.5882,66.6807,67.6471,67.6471,67.6471,70.5882,69.1176,65.4790,73.1723,8.3743,73.5294,67.6471,79.4118,91.1765,55.8824
ResNet101+DenseNet121_UMAP_PCC,ResNet101+DenseNet121,UMAP,PCC,150528.0,76.8067,79.4118,78.2773,78.2773,76.8067,76.4706,78.2773,76.4706,80.8824,77.9412,76.8067,76.8067,73.1260,77.6373,4.3206,77.1429,74.2857,79.4118,88.2353,64.7059
ResNet101+DenseNet121_UMAP_J48,ResNet101+DenseNet121,UMAP,J48,150528.0,72.4790,73.5294,70.5882,70.5882,71.0504,72.4790,76.4706,72.4790,79.4118,72.0588,73.9076,68.5714,74.8487,73.2871,6.6676,73.5294,67.6471,79.4118,88.2353,60.0000
ResNet101+DenseNet121_UMAP_RBF,ResNet101+DenseNet121,UMAP,RBF,150528.0,71.0084,75.0000,73.5294,72.0588,70.5882,72.0588,69.1176,72.0588,60.2942,63.2353,64.7059,55.8824,89.7815,66.0105,10.9665,67.6471,60.0000,73.5294,79.4118,34.2857
ResNet101+DenseNet121_UMAP_LinearSVM,ResNet101+DenseNet121,UMAP,LinearSVM,150528.0,57.3529,76.4706,76.4706,74.2857,75.3782,76.4706,76.4706,73.5294,75.3782,73.5294,76.4706,76.8067,91.8487,73.9447,6.6684,76.4706,73.5294,79.4118,82.3529,45.7143
ResNet101+DenseNet121_UMAP_MLP,ResNet101+DenseNet121,UMAP,MLP,150528.0,73.5294,78.2773,78.2773,76.4706,82.3529,75.0000,76.4706,75.0000,65.2101,54.4118,52.1849,52.9412,89.2269,69.6632,12.8045,73.5294,61.7647,79.4118,88.2353,29.4118
ResNet101+DenseNet121_UMAP_Logistic,ResNet101+DenseNet121,UMAP,Logistic,150528.0,60.2941,79.7059,80.8824,79.4118,79.4118,79.4118,79.4118,79.7059,79.7059,79.4118,82.3529,79.7059,91.5630,78.6975,7.6853,79.4118,76.9748,82.3529,94.1176,42.8571
ResNet101+DenseNet121_UMAP_RandomForest,ResNet101+DenseNet121,UMAP,RandomForest,150528.0,73.9076,81.1765,82.6050,83.8235,81.1345,82.3529,82.3529,82.3529,82.3529,80.8824,82.3529,80.8824,90.6807,81.2220,5.1067,82.3529,79.4118,85.2941,91.4286,68.5714
ResNet101+DenseNet121_UMAP_Adaboost,ResNet101+DenseNet121,UMAP,Adaboost,150528.0,70.5882,77.9412,77.9412,76.4706,73.9076,76.4706,76.8067,76.4706,80.8824,75.3782,77.9412,76.4706,85.7311,76.5833,6.0119,76.4706,73.5294,80.0000,91.4286,60.0000
ResNet101+DenseNet121_UMAP_Gaussian,ResNet101+DenseNet121,UMAP,Gaussian,150528.0,73.9076,79.7059,76.8067,76.4706,79.4118,78.2773,77.9412,78.2773,79.4118,79.4118,76.4706,80.8824,65.4790,78.0791,6.0383,79.4118,74.2857,82.3529,88.5714,64.7059
ResNet101+DenseNet121_ReliefF_PCC,ResNet101+DenseNet121,ReliefF,PCC,150528.0,77.9412,78.2773,83.8235,84.0756,85.2941,85.2941,82.3529,82.3529,83.8235,80.8824,83.8235,83.8235,73.1260,82.1464,5.1026,82.3529,79.4118,85.2941,94.1176,65.7143
ResNet101+DenseNet121_ReliefF_J48,ResNet101+DenseNet121,ReliefF,J48,150528.0,76.4706,75.0000,75.0000,79.4118,79.7059,82.3529,82.3529,82.3529,75.3782,82.3529,82.3529,82.3529,74.8487,78.7052,6.3724,79.4118,74.2857,82.3529,91.1765,60.0000
ResNet101+DenseNet121_ReliefF_RBF,ResNet101+DenseNet121,ReliefF,RBF,150528.0,76.4706,82.6050,86.7647,88.2353,88.2353,88.2353,86.7647,85.2941,88.2353,88.2353,86.7647,88.2353,89.7815,85.4699,5.4994,85.2941,82.3529,88.9706,94.1176,71.4286
ResNet101+DenseNet121_ReliefF_LinearSVM,ResNet101+DenseNet121,ReliefF,LinearSVM,150528.0,75.0000,82.3529,85.2941,88.2353,88.2353,86.7647,86.7647,84.0756,86.9748,85.5042,84.0756,85.2941,91.8487,85.2409,6.1350,85.2941,82.3529,88.2353,97.0588,65.7143
ResNet101+DenseNet121_ReliefF_MLP,ResNet101+DenseNet121,ReliefF,MLP,150528.0,79.4118,81.1765,82.3529,83.8235,82.3529,84.0756,82.3529,79.4118,83.8235,85.2941,85.2941,85.2941,89.2269,82.5420,5.8897,82.3529,79.4118,85.3991,94.1176,68.5714
ResNet101+DenseNet121_ReliefF_Logistic,ResNet101+DenseNet121,ReliefF,Logistic,150528.0,75.0000,85.2941,85.5042,88.2353,85.5042,85.2941,85.2941,84.0756,82.3529,85.5462,82.6050,85.5042,91.5630,84.3879,6.2900,85.2941,82.3529,88.2353,97.0588,65.7143
ResNet101+DenseNet121_ReliefF_RandomForest,ResNet101+DenseNet121,ReliefF,RandomForest,150528.0,76.4706,81.1765,86.7647,86.7647,88.2353,88.2353,91.1765,86.7647,88.2353,88.2353,86.9748,91.1765,90.6807,85.8333,5.9383,85.7143,82.3529,91.1765,100.0000,65.7143
ResNet101+DenseNet121_ReliefF_Adaboost,ResNet101+DenseNet121,ReliefF,Adaboost,150528.0,75.3782,77.9412,83.8235,82.3529,83.8235,82.3529,82.3529,82.6050,85.2941,85.2941,84.0756,83.8235,85.7311,81.6681,7.0092,82.3529,77.1429,85.2941,97.0588,60.0000
ResNet101+DenseNet121_ReliefF_Gaussian,ResNet101+DenseNet121,ReliefF,Gaussian,150528.0,75.0000,82.3529,85.5042,88.2353,88.2353,88.4033,88.2353,86.7647,84.0756,81.1765,77.9412,75.0000,65.4790,83.3606,6.9149,85.2941,79.4118,88.2353,97.0588,64.7059
ResNet101+MobileNetV2_PCA_PCC,ResNet101+MobileNetV2,PCA,PCC,163072.0,69.1176,85.5042,88.5714,84.0756,88.2353,86.9748,88.2353,84.0756,80.8824,77.9412,72.0588,66.1765,71.1008,80.6555,9.8931,82.3529,74.2857,88.2353,97.0588,51.4286
ResNet101+MobileNetV2_PCA_J48,ResNet101+MobileNetV2,PCA,J48,163072.0,63.2353,83.8235,85.2941,80.8824,85.2941,80.8824,79.4118,79.4118,82.3529,79.4118,78.2773,85.2941,78.3529,79.7815,7.2911,79.4118,76.4706,85.2941,94.1176,55.8824
ResNet101+MobileNetV2_PCA_RBF,ResNet101+MobileNetV2,PCA,RBF,163072.0,72.0588,91.1765,91.1765,92.7731,92.6471,92.6471,91.1765,91.1765,92.6471,91.3025,89.8740,91.1765,89.4790,89.2059,6.9860,91.1765,85.7143,94.1176,100.0000,64.7059
ResNet101+MobileNetV2_PCA_LinearSVM,ResNet101+MobileNetV2,PCA,LinearSVM,163072.0,64.7059,85.2941,91.1765,88.4033,91.1765,85.2941,85.2941,86.7647,88.2353,86.9748,88.2353,92.6471,93.2857,85.1870,8.2607,86.9748,82.3529,91.1765,97.0588,58.8235
ResNet101+MobileNetV2_PCA_MLP,ResNet101+MobileNetV2,PCA,MLP,163072.0,70.5882,85.2941,83.8235,85.2941,85.5042,82.3529,79.4118,82.6471,75.0000,79.4118,66.6807,58.8235,89.4958,77.7178,10.1073,79.4118,70.5882,85.2941,97.0588,47.0588
ResNet101+MobileNetV2_PCA_Logistic,ResNet101+MobileNetV2,PCA,Logistic,163072.0,65.2101,86.7647,89.7059,89.7059,91.1765,86.9748,85.2941,86.7647,89.8740,86.9748,88.2353,92.6471,92.7059,85.7710,8.3829,88.2353,82.3529,91.1765,97.0588,58.8235
ResNet101+MobileNetV2_PCA_RandomForest,ResNet101+MobileNetV2,PCA,RandomForest,163072.0,67.6471,91.1765,88.4033,89.8740,91.1765,91.1765,88.4033,88.2353,86.9748,85.2941,79.7059,80.8824,88.3361,84.9944,7.8283,86.9748,82.3529,91.1765,94.2857,52.9412
ResNet101+MobileNetV2_PCA_Adaboost,ResNet101+MobileNetV2,PCA,Adaboost,163072.0,64.7059,86.7647,89.8740,86.9327,89.8740,91.1765,91.1765,85.2941,85.5042,88.2353,85.5042,89.7059,85.9748,85.9328,8.4526,88.2353,82.3529,91.1765,97.0588,52.9412
ResNet101+MobileNetV2_PCA_Gaussian,ResNet101+MobileNetV2,PCA,Gaussian,163072.0,69.5798,85.5042,82.6050,79.7059,73.5294,71.0084,69.5798,67.6471,68.5714,70.5882,69.1176,67.6471,70.1597,73.4398,8.1612,71.4286,67.6471,79.4118,94.1176,58.8235
ResNet101+MobileNetV2_UMAP_PCC,ResNet101+MobileNetV2,UMAP,PCC,163072.0,73.9496,76.4706,78.2773,76.4706,79.7059,76.4706,77.9412,75.3782,76.4706,76.8067,76.8487,76.8067,71.1008,77.0273,5.2020,76.4706,73.5294,82.3529,88.2353,64.7059
ResNet101+MobileNetV2_UMAP_J48,ResNet101+MobileNetV2,UMAP,J48,163072.0,66.6807,70.5882,73.5294,75.3782,72.0588,72.4369,76.4706,70.5882,77.1429,73.5294,76.4706,73.9076,78.3529,73.6422,7.2609,73.5294,68.3403,79.4118,88.2353,50.0000
ResNet101+MobileNetV2_UMAP_RBF,ResNet101+MobileNetV2,UMAP,RBF,163072.0,68.1513,55.8824,66.1765,70.5882,69.1176,70.5882,70.5882,72.0588,63.2353,63.2353,61.7647,58.8235,89.4790,63.3235,11.1715,64.7059,55.8824,70.5882,79.4118,34.2857
ResNet101+MobileNetV2_UMAP_LinearSVM,ResNet101+MobileNetV2,UMAP,LinearSVM,163072.0,61.7647,76.4706,76.4706,75.0000,76.8487,76.8487,76.4706,75.0000,73.9076,76.8487,75.0000,76.4706,93.2857,74.2990,7.2146,74.2857,68.5714,79.4118,85.2941,45.7143
ResNet101+MobileNetV2_UMAP_MLP,ResNet101+MobileNetV2,UMAP,MLP,163072.0,67.6471,76.8067,72.0588,75.3782,79.4118,72.0588,77.9412,75.0000,58.8235,61.7647,54.4118,50.0000,89.4958,67.9748,12.8863,70.5882,58.8235,77.1429,85.2941,34.2857
ResNet101+MobileNetV2_UMAP_Logistic,ResNet101+MobileNetV2,UMAP,Logistic,163072.0,57.9832,76.4706,76.8487,76.8487,78.2773,78.2773,79.4118,79.4118,79.4118,77.1429,75.3782,76.8067,92.7059,76.4692,7.8117,77.1429,73.5294,80.5882,91.1765,45.7143
ResNet101+MobileNetV2_UMAP_RandomForest,ResNet101+MobileNetV2,UMAP,RandomForest,163072.0,70.5882,79.7059,79.4118,79.4118,82.3529,79.4118,79.4118,79.7059,79.4118,80.8824,79.4118,79.4118,88.3361,79.1443,5.5563,79.4118,76.4706,82.3529,91.1765,61.7647
ResNet101+MobileNetV2_UMAP_Adaboost,ResNet101+MobileNetV2,UMAP,Adaboost,163072.0,72.5210,79.7059,73.9076,76.4706,79.4118,76.4706,73.9076,81.1765,76.4706,76.4706,77.9412,76.4706,85.9748,76.2171,6.4224,76.4706,71.4286,80.5882,88.5714,61.7647
ResNet101+MobileNetV2_UMAP_Gaussian,ResNet101+MobileNetV2,UMAP,Gaussian,163072.0,75.7143,77.9412,76.4706,75.3362,75.3782,77.9412,78.2773,78.2773,76.8487,79.7059,76.8487,79.4118,70.1597,76.7864,6.1283,77.1429,73.5294,82.3529,88.2353,61.7647
ResNet101+MobileNetV2_ReliefF_PCC,ResNet101+MobileNetV2,ReliefF,PCC,163072.0,77.9412,79.4118,82.6050,86.7647,85.2941,85.2941,83.8235,85.2941,82.3529,81.1765,83.8235,82.3529,71.1008,82.1583,6.0437,82.3529,77.1429,85.2941,94.1176,68.5714
ResNet101+MobileNetV2_ReliefF_J48,ResNet101+MobileNetV2,ReliefF,J48,163072.0,76.4706,76.4706,79.4118,82.3529,84.0756,80.8824,82.3529,79.4118,79.4118,82.3529,82.3529,79.4118,78.3529,79.2451,6.5763,79.4118,76.4706,83.4664,94.1176,60.0000
ResNet101+MobileNetV2_ReliefF_RBF,ResNet101+MobileNetV2,ReliefF,RBF,163072.0,76.4706,82.6050,85.2941,86.7647,88.2353,88.2353,86.7647,88.2353,88.2353,88.2353,88.2353,91.1765,89.4790,85.8291,5.2024,88.2353,82.3529,88.9706,97.0588,71.4286
ResNet101+MobileNetV2_ReliefF_LinearSVM,ResNet101+MobileNetV2,ReliefF,LinearSVM,163072.0,75.0000,81.1765,83.8235,88.2353,86.7647,84.0756,85.5042,85.5042,85.5462,88.4033,88.2353,89.7059,93.2857,84.3887,6.6672,85.2941,79.8529,88.3193,97.0588,65.7143
ResNet101+MobileNetV2_ReliefF_MLP,ResNet101+MobileNetV2,ReliefF,MLP,163072.0,79.4118,79.4118,82.3529,85.5042,83.8235,88.2353,86.7647,84.0756,88.2353,86.9748,85.7143,85.2941,89.4958,84.1870,6.3124,85.2941,79.4118,88.2353,97.0588,67.6471
ResNet101+MobileNetV2_ReliefF_Logistic,ResNet101+MobileNetV2,ReliefF,Logistic,163072.0,75.0000,80.8824,84.0756,85.2941,85.2941,85.2941,86.7647,85.2941,86.7647,86.9748,88.2353,88.2353,92.7059,84.0966,6.6443,85.2941,79.4118,88.2353,97.0588,65.7143
ResNet101+MobileNetV2_ReliefF_RandomForest,ResNet101+MobileNetV2,ReliefF,RandomForest,163072.0,77.9412,79.4118,84.0756,88.2353,85.5042,88.2353,88.2353,88.4033,91.1765,88.2353,91.1765,88.2353,88.3361,86.2920,6.1410,88.2353,82.3529,91.1765,97.0588,65.7143
ResNet101+MobileNetV2_ReliefF_Adaboost,ResNet101+MobileNetV2,ReliefF,Adaboost,163072.0,77.9412,79.4118,79.4118,81.1765,84.0756,85.5042,85.2941,85.5462,88.2353,88.2353,86.7647,85.5042,85.9748,83.7094,6.9757,85.2941,79.4118,88.2353,97.0588,60.0000
ResNet101+MobileNetV2_ReliefF_Gaussian,ResNet101+MobileNetV2,ReliefF,Gaussian,163072.0,75.0000,77.9412,82.3529,85.2941,86.9748,86.9748,86.9748,85.2941,88.2353,85.5462,84.0756,83.8235,70.1597,83.9090,5.8089,85.2941,80.0000,88.2353,94.1176,65.7143
EfficientNetB0+MobileNet_PCA_PCC,EfficientNetB0+MobileNet,PCA,PCC,112896.0,82.3529,89.8740,86.7647,86.9748,88.2353,86.9748,84.0756,81.1765,79.7059,76.4706,72.4790,67.6471,76.3277,81.4272,9.1892,82.3529,76.4706,88.2353,97.0588,48.5714
EfficientNetB0+MobileNet_PCA_J48,EfficientNetB0+MobileNet,PCA,J48,112896.0,76.4706,78.2773,82.3529,80.8824,79.4118,81.1765,75.3782,76.8067,76.4706,79.4118,76.8067,75.0000,69.5966,77.2304,7.4837,77.1429,73.5294,82.3529,91.4286,58.8235
EfficientNetB0+MobileNet_PCA_RBF,EfficientNetB0+MobileNet,PCA,RBF,112896.0,84.0336,91.3025,94.1176,92.7731,94.1176,92.7731,94.2017,94.1176,91.3025,89.7059,91.1765,91.1765,91.5210,91.5504,4.5427,91.4286,88.2353,94.1176,100.0000,79.4118
EfficientNetB0+MobileNet_PCA_LinearSVM,EfficientNetB0+MobileNet,PCA,LinearSVM,112896.0,83.8235,89.8320,89.8740,88.2353,91.1765,88.4454,85.2941,91.1765,91.1765,91.1765,89.7059,94.1176,94.1681,89.0259,5.3103,91.1765,85.2941,94.1176,97.0588,73.5294
EfficientNetB0+MobileNet_PCA_MLP,EfficientNetB0+MobileNet,PCA,MLP,112896.0,81.1765,88.4033,88.4033,86.9748,86.7647,81.1765,84.0756,85.2941,75.0000,75.0000,65.2101,51.4706,92.1176,79.8901,11.5366,82.3529,74.0966,88.2353,97.0588,44.1176
EfficientNetB0+MobileNet_PCA_Logistic,EfficientNetB0+MobileNet,PCA,Logistic,112896.0,83.8235,91.1765,91.1765,88.4033,89.7059,88.4454,86.9748,91.1765,91.1765,91.1765,92.6471,94.1176,93.5798,89.7087,4.7144,91.1765,85.7143,94.1176,97.1429,76.4706
EfficientNetB0+MobileNet_PCA_RandomForest,EfficientNetB0+MobileNet,PCA,RandomForest,112896.0,81.1765,86.9748,88.4033,88.4033,91.1765,88.4033,86.9748,88.2353,85.2941,82.3529,79.7059,79.7479,89.4790,85.5784,5.6910,85.7143,82.3529,88.5714,100.0000,71.4286
EfficientNetB0+MobileNet_PCA_Adaboost,EfficientNetB0+MobileNet,PCA,Adaboost,112896.0,79.4118,85.2941,85.7143,85.2941,88.4033,88.2353,88.4033,88.4033,88.4033,88.2353,88.4033,88.2353,86.8571,87.1008,5.4270,88.2353,85.2941,91.1765,97.0588,70.5882
EfficientNetB0+MobileNet_PCA_Gaussian,EfficientNetB0+MobileNet,PCA,Gaussian,112896.0,82.8571,88.2353,85.2941,79.7059,80.8824,75.3362,73.5294,72.4369,71.0084,73.9076,73.5294,73.5294,73.6891,77.6940,7.8262,76.4706,71.4286,82.3529,94.1176,64.7059
EfficientNetB0+MobileNet_UMAP_PCC,EfficientNetB0+MobileNet,UMAP,PCC,112896.0,77.9412,80.8824,80.8824,79.4118,79.4118,79.7059,79.4118,78.2353,79.4118,79.4118,79.4118,76.8067,76.3277,79.2136,5.2095,79.4118,76.4706,82.3529,94.2857,67.6471
EfficientNetB0+MobileNet_UMAP_J48,EfficientNetB0+MobileNet,UMAP,J48,112896.0,73.5294,73.5294,77.9412,76.4706,73.5294,77.9412,75.3782,76.4706,82.3529,77.9412,79.7059,75.3782,69.5966,76.3697,5.9280,76.4706,73.5294,79.5589,88.5714,61.7647
EfficientNetB0+MobileNet_UMAP_RBF,EfficientNetB0+MobileNet,UMAP,RBF,112896.0,77.9412,67.6471,69.1176,71.0084,70.5882,63.2353,70.5882,54.4118,67.6471,54.4118,64.7059,60.2942,91.5210,65.3880,13.6925,67.6471,55.8824,76.4706,85.7143,34.2857
EfficientNetB0+MobileNet_UMAP_LinearSVM,EfficientNetB0+MobileNet,UMAP,LinearSVM,112896.0,61.7647,71.0084,69.1176,69.1176,73.9496,73.5294,73.5294,70.5882,75.0000,71.0084,73.5294,72.0588,94.1681,72.5700,7.5516,70.5882,67.6471,76.4706,88.2353,50.0000
EfficientNetB0+MobileNet_UMAP_MLP,EfficientNetB0+MobileNet,UMAP,MLP,112896.0,79.4118,73.5294,73.5294,73.9076,75.3782,73.5294,71.0084,73.9496,68.1093,55.0421,57.9832,44.9579,92.1176,67.8564,13.0805,70.5882,61.7647,76.4706,91.1765,32.3529
EfficientNetB0+MobileNet_UMAP_Logistic,EfficientNetB0+MobileNet,UMAP,Logistic,112896.0,60.2941,71.0084,75.4202,76.4706,76.4706,75.3782,73.5294,75.3362,73.9496,75.3782,78.2773,71.0084,93.5798,74.3011,7.8470,74.2857,70.5882,79.4118,91.1765,52.9412
EfficientNetB0+MobileNet_UMAP_RandomForest,EfficientNetB0+MobileNet,UMAP,RandomForest,112896.0,79.4118,84.0336,84.0756,84.0756,85.2941,80.8824,83.8235,82.6050,85.2941,85.2941,85.2941,81.1765,89.4790,82.8557,5.2179,82.8571,79.4118,85.7143,94.1176,70.5882
EfficientNetB0+MobileNet_UMAP_Adaboost,EfficientNetB0+MobileNet,UMAP,Adaboost,112896.0,76.8067,80.8824,79.4118,79.7059,73.5294,79.4118,79.4118,82.3529,79.7059,79.7059,82.6050,76.8067,86.8571,78.6443,6.4857,79.4118,76.4706,82.8571,91.1765,55.8824
EfficientNetB0+MobileNet_UMAP_Gaussian,EfficientNetB0+MobileNet,UMAP,Gaussian,112896.0,73.9496,79.4118,81.1345,82.3529,80.8824,76.8067,82.3529,76.8067,82.3529,82.3529,83.8235,79.4118,73.6891,77.8396,8.1151,79.4118,70.5882,85.2941,91.1765,58.8235
EfficientNetB0+MobileNet_ReliefF_PCC,EfficientNetB0+MobileNet,ReliefF,PCC,112896.0,72.0588,76.4706,79.4118,82.3529,83.8235,79.4118,79.7479,73.5294,69.1176,63.7815,57.3529,58.8235,76.3277,72.9552,10.6510,74.2857,64.7059,80.1471,91.4286,50.0000
EfficientNetB0+MobileNet_ReliefF_J48,EfficientNetB0+MobileNet,ReliefF,J48,112896.0,71.0084,73.5294,76.4706,78.2773,79.4118,81.1765,73.5294,81.1765,75.0000,73.5294,77.9412,76.4706,69.5966,75.7857,7.0712,76.4706,70.5882,82.3529,91.1765,57.1429
EfficientNetB0+MobileNet_ReliefF_RBF,EfficientNetB0+MobileNet,ReliefF,RBF,112896.0,71.0084,81.1765,84.0756,86.9748,88.2353,88.2353,86.7647,88.2353,88.2353,88.2353,88.2353,89.7059,91.5210,85.8971,6.7901,88.2353,82.3529,91.1765,97.0588,64.7059
EfficientNetB0+MobileNet_ReliefF_LinearSVM,EfficientNetB0+MobileNet,ReliefF,LinearSVM,112896.0,68.1093,79.4118,82.6050,86.7647,86.7647,85.5042,89.7059,86.9748,89.7059,88.2353,91.1765,89.8740,94.1681,85.3053,7.2509,85.7143,82.3529,91.1765,94.2857,61.7647
EfficientNetB0+MobileNet_ReliefF_MLP,EfficientNetB0+MobileNet,ReliefF,MLP,112896.0,71.0084,76.4706,77.1429,86.9748,85.2941,88.4033,86.7647,85.2941,86.7647,86.7647,86.9748,86.7647,92.1176,83.7059,6.8901,85.2941,79.4118,88.5714,94.2857,64.7059
EfficientNetB0+MobileNet_ReliefF_Logistic,EfficientNetB0+MobileNet,ReliefF,Logistic,112896.0,69.5798,80.8824,84.0756,83.8235,85.2941,84.0756,88.2353,88.2353,91.1765,88.4033,91.1765,91.1765,93.5798,85.4776,6.8281,88.2353,82.3529,91.1765,97.0588,61.7647
EfficientNetB0+MobileNet_ReliefF_RandomForest,EfficientNetB0+MobileNet,ReliefF,RandomForest,112896.0,72.4790,77.9412,83.8235,84.0756,86.9748,86.9748,88.2353,88.2353,86.7647,86.9748,89.7059,88.4033,89.4790,85.1162,6.8450,85.2941,82.3529,88.2353,97.0588,61.7647
EfficientNetB0+MobileNet_ReliefF_Adaboost,EfficientNetB0+MobileNet,ReliefF,Adaboost,112896.0,73.5294,80.8824,80.8824,82.3529,86.7647,88.2353,86.7647,89.7059,88.2353,88.2353,85.2941,86.7647,86.8571,84.5441,6.8869,85.2941,79.4118,91.1765,97.1429,61.7647
EfficientNetB0+MobileNet_ReliefF_Gaussian,EfficientNetB0+MobileNet,ReliefF,Gaussian,112896.0,68.1093,79.7059,82.3529,85.2941,85.2941,88.4033,88.4033,86.7647,89.7059,86.7647,85.7143,85.5042,73.6891,84.4363,7.5426,85.2941,79.4118,91.1765,97.0588,58.8235
MobileNet+ResNet50_PCA_PCC,MobileNet+ResNet50,PCA,PCC,150528.0,73.5294,86.9748,86.7647,84.0756,82.6050,85.2941,82.3529,80.8824,77.9412,75.3782,76.4706,72.0588,75.1765,80.5077,7.2710,82.3529,76.4706,85.2941,94.1176,62.8571
MobileNet+ResNet50_PCA_J48,MobileNet+ResNet50,PCA,J48,150528.0,66.1765,80.8824,78.2773,79.4118,79.4118,81.1765,76.4706,79.4118,78.2773,82.8571,76.4706,76.4706,75.4370,78.1583,7.5389,77.1429,73.5294,82.8571,91.4286,50.0000
MobileNet+ResNet50_PCA_RBF,MobileNet+ResNet50,PCA,RBF,150528.0,72.4790,89.8740,91.1765,94.1176,91.4286,94.1176,94.2017,92.6471,89.8740,91.1765,89.7059,89.7059,90.6219,89.8333,6.2186,91.1765,88.2353,94.1176,100.0000,64.7059
MobileNet+ResNet50_PCA_LinearSVM,MobileNet+ResNet50,PCA,LinearSVM,150528.0,68.1093,86.9748,89.8740,91.1765,91.1765,88.2353,88.2353,92.7731,89.7059,91.1765,89.7059,95.5882,93.8655,88.0469,7.8189,89.8740,85.2941,94.1176,100.0000,61.7647
MobileNet+ResNet50_PCA_MLP,MobileNet+ResNet50,PCA,MLP,150528.0,67.6471,84.0756,85.2941,89.8320,83.8235,82.3529,85.2941,86.7647,76.4706,75.3782,71.0084,63.7815,87.4118,78.6281,9.8426,79.7059,70.5882,85.2941,97.0588,50.0000
MobileNet+ResNet50_PCA_Logistic,MobileNet+ResNet50,PCA,Logistic,150528.0,66.6807,88.2353,91.3025,91.1765,89.7059,88.2353,88.4033,91.1765,91.1765,91.3025,92.6471,94.1176,93.2773,88.1232,8.3220,91.1765,85.2941,94.1176,100.0000,64.7059
MobileNet+ResNet50_PCA_RandomForest,MobileNet+ResNet50,PCA,RandomForest,150528.0,66.1765,88.2353,91.3025,91.3025,92.7731,91.1765,88.2353,89.8740,86.7647,86.9748,82.3529,76.4706,90.3529,85.5126,8.4954,88.2353,82.3529,91.1765,100.0000,55.8824
MobileNet+ResNet50_PCA_Adaboost,MobileNet+ResNet50,PCA,Adaboost,150528.0,67.6471,86.9748,89.7059,88.2353,85.7143,89.7059,88.2353,85.2941,81.1765,82.3529,82.3529,85.5042,90.6555,83.7010,7.5271,85.2941,79.4118,88.5714,97.0588,58.8235
MobileNet+ResNet50_PCA_Gaussian,MobileNet+ResNet50,PCA,Gaussian,150528.0,71.0084,84.0756,85.5042,80.8824,79.7059,75.3362,69.1176,70.5882,70.5882,72.4369,71.4286,71.4286,71.5966,74.7661,8.0863,73.5294,70.5882,79.4118,94.1176,55.8824
MobileNet+ResNet50_UMAP_PCC,MobileNet+ResNet50,UMAP,PCC,150528.0,75.0000,79.4118,77.9412,76.4706,79.4118,79.4118,79.4118,79.4118,77.9412,79.4118,79.4118,79.4118,75.1765,78.3291,5.6065,79.4118,74.2857,82.3529,91.1765,64.7059
