method,cnn,reduction,classifier,features,F002,F010,F020,F030,F040,F050,F075,F100,F150,F200,F250,F300,Full,Mean,Sd,MedianQ2,Q1_25%,Q3_75%,Max,Min 
ResNet101V2_UMAP_MLP,ResNet101V2,UMAP,MLP,100352.0,64.7059,77.9412,79.7059,82.3529,75.0000,78.2773,71.0504,77.9412,45.5882,52.9412,48.5294,55.8824,90.3614,65.7871,15.9039,73.5294,52.2059,79.4118,88.5714,32.3529
ResNet101V2_UMAP_Logistic,ResNet101V2,UMAP,Logistic,100352.0,45.5882,81.1765,82.6471,80.8824,82.3529,79.7479,82.3529,82.3529,79.7059,82.3529,80.8824,79.4118,93.0000,79.0672,11.2325,80.0000,76.9748,85.2941,94.2857,31.4286
ResNet101V2_UMAP_RandomForest,ResNet101V2,UMAP,RandomForest,100352.0,76.4706,84.0756,82.3529,81.1765,82.3529,81.1765,79.7059,85.2941,85.2941,85.2941,82.3529,81.1765,90.3277,82.1527,4.5958,82.3529,79.4118,85.2941,94.1176,70.5882
ResNet101V2_UMAP_Adaboost,ResNet101V2,UMAP,Adaboost,100352.0,71.0084,78.2773,79.7059,80.8824,79.7059,79.4118,81.1765,79.4118,79.4118,78.2773,82.3529,76.4706,86.5798,78.9517,6.0192,79.4118,76.4706,82.3529,94.1176,58.8235
ResNet101V2_UMAP_Gaussian,ResNet101V2,UMAP,Gaussian,100352.0,69.5798,79.4118,79.4118,81.1765,78.2773,78.2773,78.2353,79.7059,76.8067,77.9412,80.8824,76.4706,70.1345,79.1219,5.8576,79.4118,76.4706,82.3529,91.4286,61.7647
ResNet101V2_ReliefF_PCC,ResNet101V2,ReliefF,PCC,100352.0,73.5294,77.9412,75.0000,79.4118,73.9076,79.4118,73.5294,75.0000,75.0000,73.5294,72.0588,72.0588,69.6135,75.4447,7.5510,74.2857,70.5882,79.4118,91.4286,58.8235
ResNet101V2_ReliefF_J48,ResNet101V2,ReliefF,J48,100352.0,71.0084,70.5882,70.0000,75.7143,72.0588,71.0084,76.4706,70.5882,72.0588,72.0588,72.0588,73.5294,76.5798,72.1765,7.8730,71.4286,67.6471,76.6387,88.5714,50.0000
ResNet101V2_ReliefF_RBF,ResNet101V2,ReliefF,RBF,100352.0,72.4369,77.9412,76.8487,79.4118,82.3529,82.3529,83.8235,85.2941,85.2941,85.7143,88.2353,88.2353,88.8823,82.4832,7.0272,85.2941,79.4118,88.2353,97.0588,55.8824
ResNet101V2_ReliefF_LinearSVM,ResNet101V2,ReliefF,LinearSVM,100352.0,69.1176,77.9412,76.7647,82.6471,81.1765,81.1345,82.3529,82.3529,85.5042,85.2941,86.9748,88.2353,92.4118,81.1302,6.9703,82.3529,76.4706,85.2941,91.1765,61.7647
ResNet101V2_ReliefF_MLP,ResNet101V2,ReliefF,MLP,100352.0,73.5294,77.9412,76.4706,77.9412,77.9412,78.2773,75.0000,76.4706,82.3529,78.2773,80.8824,77.9412,90.3614,77.8866,5.8247,77.1429,73.5294,82.3529,94.1176,61.7647
ResNet101V2_ReliefF_Logistic,ResNet101V2,ReliefF,Logistic,100352.0,69.5798,77.9412,75.3782,79.4118,80.8824,79.4118,78.2773,77.9412,86.7647,85.2941,85.5042,89.7059,93.0000,80.6954,7.3930,82.3529,76.4706,85.7143,94.1176,58.8235
ResNet101V2_ReliefF_RandomForest,ResNet101V2,ReliefF,RandomForest,100352.0,71.0504,72.0588,76.4706,78.5714,81.1765,82.3529,83.8235,85.2941,83.8235,83.8235,86.7647,86.9748,90.3277,81.6386,7.4195,82.3529,77.1429,85.3991,94.1176,58.8235
ResNet101V2_ReliefF_Adaboost,ResNet101V2,ReliefF,Adaboost,100352.0,72.0588,75.3362,76.4706,77.9412,81.1765,77.9412,79.4118,78.2773,80.0000,85.2941,85.2941,83.8235,86.5798,79.8529,7.0759,79.4118,76.4706,85.2941,97.0588,61.7647
ResNet101V2_ReliefF_Gaussian,ResNet101V2,ReliefF,Gaussian,100352.0,69.1176,75.0000,75.3362,76.4706,76.4706,79.4118,79.4118,82.3529,82.3529,83.8235,88.2353,82.6050,70.1345,79.5259,7.2736,79.4118,73.5294,85.3991,94.2857,61.7647
ResNet152V2_PCA_PCC,ResNet152V2,PCA,PCC,100352.0,78.2773,84.0756,79.7059,81.1765,85.2941,82.6050,79.7059,80.8824,80.8824,73.5294,64.7059,55.8824,64.6387,76.9279,9.7840,79.4118,73.5294,83.4664,91.1765,42.8571
ResNet152V2_PCA_J48,ResNet152V2,PCA,J48,100352.0,73.5294,76.4706,76.8067,82.3529,79.4118,79.4118,79.4118,79.7059,75.3782,79.4118,73.9076,70.5882,71.6975,78.2661,6.4264,79.4118,73.5294,82.3529,94.1176,61.7647
ResNet152V2_PCA_RBF,ResNet152V2,PCA,RBF,100352.0,77.9412,85.5042,86.7647,88.4033,89.7059,88.4033,88.2353,92.7731,89.7059,88.5714,88.2353,88.2353,87.7227,87.5329,5.5110,88.2353,85.2941,91.1765,97.0588,70.5882
ResNet152V2_PCA_LinearSVM,ResNet152V2,PCA,LinearSVM,100352.0,79.4118,85.2941,86.7647,85.2941,88.2353,85.2941,85.5042,86.7647,84.0756,85.2941,85.5042,86.9327,91.2605,85.1120,5.3828,85.2941,82.3529,88.2353,97.0588,68.5714
ResNet152V2_PCA_MLP,ResNet152V2,PCA,MLP,100352.0,79.4118,83.8235,84.0756,83.8235,84.0756,85.2941,80.8824,85.2941,71.0084,77.1429,75.0000,57.9832,90.0672,78.6702,9.6152,79.4118,75.7353,85.2941,94.1176,50.0000
ResNet152V2_PCA_Logistic,ResNet152V2,PCA,Logistic,100352.0,80.8824,85.2941,86.7647,85.2941,86.7647,86.9748,85.2941,85.2941,83.8235,85.2941,85.5042,89.7059,91.5462,85.4538,5.4656,85.2941,82.3529,88.5714,97.0588,67.6471
ResNet152V2_PCA_RandomForest,ResNet152V2,PCA,RandomForest,100352.0,79.4118,84.0756,85.2941,86.9748,85.5042,88.4033,88.2353,85.2941,85.2941,84.0336,82.3529,78.2353,86.5630,84.3004,6.7748,85.2941,79.4118,88.2353,97.1429,67.6471
ResNet152V2_PCA_Adaboost,ResNet152V2,PCA,Adaboost,100352.0,78.2773,78.2773,84.0756,85.2941,86.9748,82.3529,86.9748,85.5042,88.2353,82.3529,82.6050,79.4118,82.7815,83.3543,5.4736,82.8571,79.4118,88.2353,94.1176,64.7059
ResNet152V2_PCA_Gaussian,ResNet152V2,PCA,Gaussian,100352.0,75.0000,78.2773,69.1176,69.5378,70.9664,68.1093,66.1765,68.1513,66.1765,68.1093,67.6471,67.6471,72.7647,69.1968,7.0975,68.1093,64.7059,74.8319,85.2941,50.0000
ResNet152V2_UMAP_PCC,ResNet152V2,UMAP,PCC,100352.0,71.0084,75.3782,72.4369,76.8067,75.3362,75.3782,76.8067,76.7647,77.9412,76.8067,73.5294,76.8067,64.6387,75.7444,7.1261,76.4706,70.5882,82.3529,91.1765,58.8235
ResNet152V2_UMAP_J48,ResNet152V2,UMAP,J48,100352.0,68.1093,63.2353,72.4790,67.6471,70.5882,70.5882,66.1765,71.0084,64.7059,70.5882,69.1176,73.5294,71.6975,68.9202,6.9696,68.5714,64.7059,73.5294,85.2941,50.0000
ResNet152V2_UMAP_RBF,ResNet152V2,UMAP,RBF,100352.0,73.9076,69.1176,70.5882,55.8824,61.7647,63.2353,71.0084,58.8235,55.8824,51.4706,55.8824,54.4118,87.7227,61.1639,12.2428,61.7647,52.9412,70.5882,85.2941,34.2857
ResNet152V2_UMAP_LinearSVM,ResNet152V2,UMAP,LinearSVM,100352.0,66.1765,70.5882,71.0084,73.5294,73.9076,73.5294,71.0084,73.5294,73.5294,72.4369,72.4790,73.9076,91.2605,72.3803,6.7130,73.5294,70.5882,76.4706,85.2941,55.8824
ResNet152V2_UMAP_MLP,ResNet152V2,UMAP,MLP,100352.0,68.1093,73.5294,69.1176,76.8067,71.0084,73.5294,71.0084,58.8235,57.3529,58.8235,58.8235,50.7143,90.0672,65.2822,11.9347,67.6471,58.8235,73.5294,85.2941,34.2857
ResNet152V2_UMAP_Logistic,ResNet152V2,UMAP,Logistic,100352.0,64.7059,75.0000,76.4706,74.2857,73.5294,79.4118,75.3782,75.3782,75.3782,76.8067,75.3362,76.8067,91.5462,74.6022,6.2969,76.4706,70.5882,79.4118,94.1176,55.8824
ResNet152V2_UMAP_RandomForest,ResNet152V2,UMAP,RandomForest,100352.0,68.1093,75.3782,79.4118,76.4706,78.2773,75.0000,75.0000,73.9076,75.0000,76.4706,76.8067,80.8824,86.5630,76.1288,6.3520,76.4706,73.0042,82.3529,88.2353,58.8235
ResNet152V2_UMAP_Adaboost,ResNet152V2,UMAP,Adaboost,100352.0,67.6471,67.6471,71.0084,72.0588,73.9076,73.9076,67.6471,73.9076,69.5798,75.3362,77.9412,76.4706,82.7815,72.5000,6.4748,73.5294,67.6471,76.6387,88.2353,55.8824
ResNet152V2_UMAP_Gaussian,ResNet152V2,UMAP,Gaussian,100352.0,70.5882,67.6471,73.5294,76.4706,72.0588,75.0000,72.0588,69.1176,67.6471,76.8067,72.0588,76.4706,72.7647,72.6240,7.6376,73.5294,67.6471,77.7101,91.4286,55.8824
ResNet152V2_ReliefF_PCC,ResNet152V2,ReliefF,PCC,100352.0,69.5378,77.9412,80.8824,80.8824,79.4118,79.4118,79.7059,76.4706,76.8067,73.5294,70.5882,73.5294,64.6387,76.3158,6.7609,76.4706,70.5882,82.3529,91.1765,57.1429
ResNet152V2_ReliefF_J48,ResNet152V2,ReliefF,J48,100352.0,67.6471,72.0588,75.0000,73.5294,72.4790,73.5294,72.0588,72.4790,75.3782,72.4790,75.3782,75.3782,71.6975,73.6134,7.0984,73.5294,70.0840,76.4706,88.2353,54.2857
ResNet152V2_ReliefF_RBF,ResNet152V2,ReliefF,RBF,100352.0,73.5294,80.8824,79.4118,82.3529,80.8824,85.2941,82.3529,85.5462,85.5462,85.5462,85.2941,86.7647,87.7227,82.4223,7.0176,82.3529,77.1429,88.2353,97.0588,57.1429
ResNet152V2_ReliefF_LinearSVM,ResNet152V2,ReliefF,LinearSVM,100352.0,73.5294,79.7059,76.4706,79.4118,80.8824,81.1765,77.9412,79.4118,82.3529,83.8235,83.8235,85.2941,91.2605,80.5476,7.4225,80.0000,76.4706,85.2941,94.1176,54.2857
ResNet152V2_ReliefF_MLP,ResNet152V2,ReliefF,MLP,100352.0,70.5882,77.9412,77.9412,78.2773,79.4118,80.8824,79.4118,79.4118,80.8824,82.6471,81.1765,80.8824,90.0672,79.0175,6.7263,79.4118,74.2857,82.3529,94.1176,60.0000
ResNet152V2_ReliefF_Logistic,ResNet152V2,ReliefF,Logistic,100352.0,75.0000,79.4118,79.4118,80.8824,81.1765,80.8824,82.3529,79.4118,81.1765,85.2941,82.3529,85.2941,91.5462,80.5525,6.9683,79.7059,76.4706,85.2941,94.1176,57.1429
ResNet152V2_ReliefF_RandomForest,ResNet152V2,ReliefF,RandomForest,100352.0,72.0588,76.4706,77.9412,82.3529,82.3529,85.2941,84.0756,83.8235,85.2941,83.8235,84.0756,83.8235,86.5630,82.2787,7.3449,82.3529,79.4118,88.2353,97.0588,57.1429
ResNet152V2_ReliefF_Adaboost,ResNet152V2,ReliefF,Adaboost,100352.0,70.5882,76.4706,76.4706,79.4118,80.8824,83.8235,80.8824,81.1765,82.3529,83.8235,85.5462,85.5042,82.7815,80.5644,7.7654,82.3529,76.4706,85.2941,97.0588,57.1429
ResNet152V2_ReliefF_Gaussian,ResNet152V2,ReliefF,Gaussian,100352.0,72.0588,82.3529,80.8824,77.9412,79.7479,81.1765,79.7059,81.1765,81.4286,82.6050,81.4286,76.8067,72.7647,79.9979,7.3543,79.7059,75.9244,85.2941,94.1176,51.4286
InceptionV3_PCA_PCC,InceptionV3,PCA,PCC,131072.0,66.1765,81.1765,82.6050,77.9412,78.2773,82.3529,80.8824,82.3529,78.2773,76.4706,73.5294,68.1093,75.4538,76.9692,8.3413,76.8067,71.2185,82.3529,97.0588,52.9412
InceptionV3_PCA_J48,InceptionV3,PCA,J48,131072.0,62.3529,69.5798,70.5882,69.5798,69.1176,67.6471,69.1176,66.1765,71.0084,63.2353,63.7815,63.7815,64.6218,66.7997,8.4884,67.6471,61.7647,73.5294,82.3529,40.0000
InceptionV3_PCA_RBF,InceptionV3,PCA,RBF,131072.0,66.1765,82.6050,86.9748,89.8740,88.2353,89.7059,91.1765,91.1765,88.2353,88.2353,88.2353,88.2353,86.8404,86.0280,8.1720,88.2353,82.3529,91.1765,97.1429,51.4286
InceptionV3_PCA_LinearSVM,InceptionV3,PCA,LinearSVM,131072.0,67.6471,85.2941,85.2941,82.6050,83.8235,82.3529,83.8235,82.3529,81.1765,82.3529,85.2941,86.9748,90.3697,82.1842,7.9260,82.6050,79.4118,88.2353,97.0588,51.4286
InceptionV3_PCA_MLP,InceptionV3,PCA,MLP,131072.0,63.7395,79.4118,82.3529,79.7059,83.8235,83.8235,79.4118,82.3529,70.5882,73.5294,72.4790,66.6807,78.7647,76.5042,9.7704,79.4118,70.5882,82.3529,94.1176,31.4286
InceptionV3_PCA_Logistic,InceptionV3,PCA,Logistic,131072.0,66.1765,85.2941,84.0756,82.3529,82.6050,85.2941,82.6050,85.5042,82.6050,82.3529,85.2941,89.8740,90.0756,82.6737,7.7895,84.0756,79.4118,88.2353,97.0588,54.2857
InceptionV3_PCA_RandomForest,InceptionV3,PCA,RandomForest,131072.0,65.2101,80.8824,85.2941,85.7143,84.0756,85.2941,85.5042,82.6050,82.3529,76.4706,76.4706,69.5798,85.3949,79.6681,8.9723,82.3529,76.4706,85.2941,97.0588,52.9412
InceptionV3_PCA_Adaboost,InceptionV3,PCA,Adaboost,131072.0,60.8824,82.3529,77.9412,77.1429,80.8824,78.2773,79.4118,82.3529,73.5294,78.2773,75.3782,76.4706,83.3445,76.9916,8.4997,77.1429,71.4286,82.3529,97.0588,48.5714
InceptionV3_PCA_Gaussian,InceptionV3,PCA,Gaussian,131072.0,67.6471,79.4118,82.6050,79.4118,72.4790,72.0588,67.6471,64.7059,67.6471,69.5798,67.6471,66.1765,76.6723,70.9013,8.1090,70.5882,64.7059,76.4706,94.1176,50.0000
InceptionV3_UMAP_PCC,InceptionV3,UMAP,PCC,131072.0,76.4706,76.8067,74.2857,76.4706,76.4706,74.2857,78.2773,75.0000,79.4118,79.4118,76.8067,80.8824,75.4538,77.1190,5.9343,76.4706,73.5294,80.0000,94.1176,61.7647
InceptionV3_UMAP_J48,InceptionV3,UMAP,J48,131072.0,70.5882,70.5882,76.8067,68.1093,79.4118,75.3782,80.8824,75.3782,73.5294,76.4706,76.4706,79.7059,64.6218,74.7703,6.7028,76.4706,70.5882,79.4118,88.2353,52.9412
InceptionV3_UMAP_RBF,InceptionV3,UMAP,RBF,131072.0,59.4117,73.5294,73.5294,71.0084,75.0000,73.9076,72.0588,73.5294,69.1176,70.5882,66.1765,72.0588,86.8404,69.7619,8.0856,70.5882,65.4622,76.4706,88.2353,45.7143
InceptionV3_UMAP_LinearSVM,InceptionV3,UMAP,LinearSVM,131072.0,54.4118,72.8572,72.4790,73.5294,72.4790,72.4790,73.9076,72.4790,73.9076,72.0588,71.0084,72.0588,90.3697,71.1331,9.0001,71.4286,67.1639,76.4706,88.2353,34.2857
InceptionV3_UMAP_MLP,InceptionV3,UMAP,MLP,131072.0,68.1093,73.5294,73.9076,67.6471,69.5798,69.1176,69.5798,68.1093,50.0000,50.0000,50.0000,52.9412,78.7647,63.5280,12.5893,66.1765,52.9412,73.5294,85.7143,34.2857
InceptionV3_UMAP_Logistic,InceptionV3,UMAP,Logistic,131072.0,53.6135,73.9496,75.3782,76.8487,75.3782,75.3782,75.3782,76.4706,76.4706,75.3782,73.5294,75.0000,90.0756,72.9657,8.0204,74.2857,70.5882,79.4118,88.5714,44.1176
InceptionV3_UMAP_RandomForest,InceptionV3,UMAP,RandomForest,131072.0,73.5294,80.8824,85.2941,81.1765,81.1765,82.6050,85.2941,82.3529,82.3529,82.3529,82.3529,81.1765,85.3949,81.3025,5.1099,82.3529,79.4118,85.2941,94.1176,67.6471
InceptionV3_UMAP_Adaboost,InceptionV3,UMAP,Adaboost,131072.0,76.4706,78.2773,76.4706,80.8824,76.4706,76.4706,81.1765,75.0000,77.9412,84.0756,80.8824,81.1765,83.3445,78.4279,5.7254,77.1429,74.0966,82.3529,91.1765,61.7647
InceptionV3_UMAP_Gaussian,InceptionV3,UMAP,Gaussian,131072.0,73.9496,75.3362,79.4118,75.3782,73.9496,78.2353,75.3782,75.3782,76.4706,79.4118,76.4706,76.4706,76.6723,76.3235,5.9244,76.4706,71.4286,80.0000,91.1765,61.7647
InceptionV3_ReliefF_PCC,InceptionV3,ReliefF,PCC,131072.0,66.6807,71.0084,73.5294,75.0000,75.0000,73.5294,76.4706,73.9076,72.4790,70.5882,72.0588,68.1513,75.4538,72.1653,7.5035,73.5294,67.6471,76.4706,88.5714,51.4286
InceptionV3_ReliefF_J48,InceptionV3,ReliefF,J48,131072.0,67.6471,70.5882,65.2521,65.7143,70.5882,73.9076,71.0084,73.5294,71.0084,69.5798,68.1093,66.1765,64.6218,69.2493,7.1555,69.5798,64.7059,73.5294,85.2941,50.0000
InceptionV3_ReliefF_RBF,InceptionV3,ReliefF,RBF,131072.0,64.7059,75.0000,79.4118,79.4118,82.3529,85.2941,84.0756,85.2941,85.2941,85.2941,85.2941,85.2941,86.8404,81.0245,8.3185,82.8571,79.4118,85.2941,94.1176,52.9412
InceptionV3_ReliefF_LinearSVM,InceptionV3,ReliefF,LinearSVM,131072.0,60.2941,76.4706,79.4118,79.4118,82.3529,85.2941,85.2941,82.6050,86.7647,84.0756,85.5042,85.2941,90.3697,81.1351,9.5022,82.3529,77.1429,85.3991,97.0588,42.8571
InceptionV3_ReliefF_MLP,InceptionV3,ReliefF,MLP,131072.0,63.7815,70.5882,72.0588,75.3782,77.9412,79.4118,81.1765,79.4118,80.8824,79.7059,79.4118,79.4118,78.7647,76.6239,8.3891,76.8067,73.5294,82.3529,97.0588,54.2857
InceptionV3_ReliefF_Logistic,InceptionV3,ReliefF,Logistic,131072.0,61.7647,77.9412,77.9412,77.9412,82.3529,82.3529,84.0756,84.0756,86.7647,86.7647,85.2941,84.0756,90.0756,80.7360,8.7286,82.3529,76.4706,85.2941,97.0588,54.2857
InceptionV3_ReliefF_RandomForest,InceptionV3,ReliefF,RandomForest,131072.0,65.2101,71.0084,79.4118,79.4118,80.8824,79.7059,83.8235,82.6050,88.2353,82.8571,82.6050,80.8824,85.3949,79.5448,7.2510,81.1765,76.4706,85.2941,94.1176,55.8824
InceptionV3_ReliefF_Adaboost,InceptionV3,ReliefF,Adaboost,131072.0,63.2353,72.0588,76.4706,82.3529,85.2941,80.0000,83.8235,86.7647,82.6050,85.2941,84.0756,83.8235,83.3445,79.6359,8.7202,81.1765,74.0966,85.2941,97.0588,55.8824
InceptionV3_ReliefF_Gaussian,InceptionV3,ReliefF,Gaussian,131072.0,64.7059,77.9412,82.3529,82.3529,82.3529,82.3529,83.8235,83.8235,82.3529,82.3529,80.8824,82.3529,76.6723,79.0798,7.9861,82.3529,76.4706,82.8571,91.1765,51.4286
InceptionResNetV2_PCA_PCC,InceptionResNetV2,PCA,PCC,98304.0,75.3782,85.2941,82.6471,88.2353,86.9748,85.2941,85.5042,83.8235,85.2941,85.2941,76.4706,79.7059,82.1344,83.0378,7.3766,85.2941,78.6765,88.2353,97.1429,61.7647
InceptionResNetV2_PCA_J48,InceptionResNetV2,PCA,J48,98304.0,65.2521,72.0588,73.9496,73.5294,72.0588,71.4286,79.4118,69.5798,67.6471,72.0588,75.3782,73.5294,75.7395,71.5196,7.5869,70.5882,67.6471,76.4706,88.2353,52.9412
InceptionResNetV2_PCA_RBF,InceptionResNetV2,PCA,RBF,98304.0,73.9496,85.2941,88.2353,88.2353,86.7647,86.7647,86.7647,86.7647,88.2353,86.7647,86.7647,86.7647,88.8907,86.6940,6.6093,85.2941,82.3529,91.1765,97.1429,67.6471
InceptionResNetV2_PCA_LinearSVM,InceptionResNetV2,PCA,LinearSVM,98304.0,73.5294,78.2773,88.2353,86.7647,85.2941,85.2941,82.6050,79.4118,85.2941,84.0756,85.7143,85.2941,90.3782,83.5812,6.6833,85.2941,79.4118,88.2353,97.0588,61.7647
InceptionResNetV2_PCA_MLP,InceptionResNetV2,PCA,MLP,98304.0,72.5210,83.8235,85.2941,86.9748,83.8235,86.7647,82.3529,78.2773,76.4706,74.2857,76.4706,65.2101,90.0672,79.1260,8.4451,79.4118,73.5294,85.2941,97.0588,58.8235
InceptionResNetV2_PCA_Logistic,InceptionResNetV2,PCA,Logistic,98304.0,73.5294,81.1765,89.7059,86.7647,85.2941,85.5042,84.0756,79.4118,86.9748,85.5042,85.5042,88.2353,90.6723,84.5819,6.6621,85.2941,80.0000,88.2353,97.0588,64.7059
InceptionResNetV2_PCA_RandomForest,InceptionResNetV2,PCA,RandomForest,98304.0,70.5882,81.1345,85.2941,85.2941,86.9748,88.2353,88.2353,83.8235,79.4118,82.3529,75.3782,76.8067,86.8739,82.3361,7.5319,82.8571,76.9748,88.2353,97.0588,52.9412
InceptionResNetV2_PCA_Adaboost,InceptionResNetV2,PCA,Adaboost,98304.0,70.5882,79.4118,82.6050,85.2941,79.4118,88.2353,85.2941,85.2941,81.1765,83.8235,82.3529,82.3529,86.2521,82.2668,7.0983,82.3529,79.4118,88.2353,97.0588,58.8235
InceptionResNetV2_PCA_Gaussian,InceptionResNetV2,PCA,Gaussian,98304.0,73.5294,79.7059,80.8824,79.4118,73.5294,66.1765,62.3109,66.1765,63.7395,64.7059,61.7647,63.2353,81.0168,69.3025,9.1164,67.6471,62.8571,76.4706,88.2353,51.4286
InceptionResNetV2_UMAP_PCC,InceptionResNetV2,UMAP,PCC,98304.0,80.8824,82.6471,81.1765,82.6471,81.1765,78.2773,82.3529,80.8824,81.2185,82.3529,82.5631,81.1765,82.1344,81.9132,7.6645,82.3529,76.4706,88.2353,97.0588,64.7059
InceptionResNetV2_UMAP_J48,InceptionResNetV2,UMAP,J48,98304.0,75.0000,82.3529,79.7059,76.8067,79.7059,76.8067,78.2773,78.2773,79.4118,79.4118,76.8067,79.7059,75.7395,79.0511,5.9151,79.4118,74.2857,82.3529,91.4286,64.7059
InceptionResNetV2_UMAP_RBF,InceptionResNetV2,UMAP,RBF,98304.0,80.8824,80.8824,77.9412,77.9412,78.2773,79.4118,80.8824,79.4118,79.4118,79.4118,79.4118,77.9412,88.8907,79.5805,5.9033,79.4118,74.2857,85.2941,94.1176,67.6471
InceptionResNetV2_UMAP_LinearSVM,InceptionResNetV2,UMAP,LinearSVM,98304.0,76.8067,80.8824,79.4118,78.2773,82.3529,80.8824,82.3529,80.8824,78.2773,80.8824,79.7479,79.4118,90.3782,78.7150,7.3555,79.4118,73.5294,85.2941,94.1176,61.7647
InceptionResNetV2_UMAP_MLP,InceptionResNetV2,UMAP,MLP,98304.0,76.8067,79.7059,80.8824,78.2773,79.4118,79.4118,78.5714,75.3782,72.0588,69.1176,69.4958,60.2941,90.0672,74.2290,10.9943,76.4706,70.0840,82.3529,91.1765,34.2857
InceptionResNetV2_UMAP_Logistic,InceptionResNetV2,UMAP,Logistic,98304.0,76.4706,76.8067,79.7059,79.7059,78.2773,79.7059,80.8824,82.3529,78.2353,82.6050,79.7479,79.7059,90.6723,79.3781,6.0270,79.4118,75.9244,82.8571,91.1765,64.7059
InceptionResNetV2_UMAP_RandomForest,InceptionResNetV2,UMAP,RandomForest,98304.0,76.8067,85.2941,84.0756,84.0756,85.5042,88.2353,84.0336,86.7647,89.7059,86.7647,85.7143,86.9748,86.8739,85.2990,6.2270,85.2941,82.3529,91.1765,97.0588,70.5882
InceptionResNetV2_UMAP_Adaboost,InceptionResNetV2,UMAP,Adaboost,98304.0,75.3782,86.7647,79.7059,80.8824,82.3529,81.1765,82.3529,86.9748,82.3529,82.8571,82.8571,86.7647,86.2521,82.1989,5.8997,82.3529,77.1429,85.2941,94.1176,67.6471
InceptionResNetV2_UMAP_Gaussian,InceptionResNetV2,UMAP,Gaussian,98304.0,80.8824,76.8067,80.0000,79.7059,79.7059,82.8571,77.9412,82.3529,80.8824,82.3529,81.1765,79.4118,81.0168,80.7017,5.5928,80.0000,76.4706,85.2941,94.1176,67.6471
InceptionResNetV2_ReliefF_PCC,InceptionResNetV2,ReliefF,PCC,98304.0,67.6471,76.4706,73.5294,73.5294,72.4790,73.9076,77.1429,78.2773,78.2773,75.7143,75.7143,78.3193,82.1344,74.2920,9.3389,74.2857,68.3403,82.3529,94.1176,44.1176
InceptionResNetV2_ReliefF_J48,InceptionResNetV2,ReliefF,J48,98304.0,67.6471,64.7059,69.5798,66.6807,67.6471,64.7059,62.3109,63.7815,66.1765,69.5378,68.1513,68.1513,75.7395,66.9118,7.9488,67.6471,61.7647,73.5294,82.3529,50.0000
InceptionResNetV2_ReliefF_RBF,InceptionResNetV2,ReliefF,RBF,98304.0,70.5882,79.4118,76.8067,77.9412,76.4706,75.0000,74.2857,74.2857,74.2858,75.3782,75.3782,75.3782,88.8907,73.7136,9.2041,74.2857,67.1639,82.3529,94.1176,55.8824
InceptionResNetV2_ReliefF_LinearSVM,InceptionResNetV2,ReliefF,LinearSVM,98304.0,63.7395,70.5882,71.0084,70.5882,73.5294,73.9076,76.8067,75.3782,75.7143,79.7479,75.3782,76.8067,90.3782,75.4349,8.3245,73.5294,70.5882,82.3529,94.1176,57.1429
InceptionResNetV2_ReliefF_MLP,InceptionResNetV2,ReliefF,MLP,98304.0,70.5882,73.5294,66.1765,64.7059,68.1093,68.1093,70.5882,71.0084,76.4706,76.4706,79.4118,79.4118,90.0672,72.4342,8.2356,71.4286,64.7059,79.4118,94.1176,55.8824
InceptionResNetV2_ReliefF_Logistic,InceptionResNetV2,ReliefF,Logistic,98304.0,70.5882,75.0000,73.9076,75.3362,75.3362,75.7143,79.4118,78.2773,76.4706,76.8487,77.9412,77.9412,90.6723,75.1303,8.2662,76.4706,70.5882,82.3529,91.1765,55.8824
InceptionResNetV2_ReliefF_RandomForest,InceptionResNetV2,ReliefF,RandomForest,98304.0,67.6471,69.1176,69.1176,69.5798,75.0000,73.8655,75.3782,76.8067,75.3362,79.7059,78.2353,79.4118,86.8739,73.8102,8.3801,74.2857,67.6471,79.4118,94.1176,55.8824
InceptionResNetV2_ReliefF_Adaboost,InceptionResNetV2,ReliefF,Adaboost,98304.0,66.1765,66.6807,66.1765,66.6386,66.1765,70.5882,70.5882,72.0588,74.2857,77.1429,75.0000,76.4706,86.2521,70.4699,7.7982,70.5882,64.7059,76.4706,88.2353,50.0000
InceptionResNetV2_ReliefF_Gaussian,InceptionResNetV2,ReliefF,Gaussian,98304.0,67.6471,73.5294,70.5882,69.5798,66.1765,63.7395,65.1680,65.2101,64.7059,64.7059,61.7647,62.3109,81.0168,65.8235,8.5672,65.7143,59.7059,73.5294,82.3529,44.1176
MobileNet_PCA_PCC,MobileNet,PCA,PCC,50176.0,84.0756,86.9748,88.2353,86.9748,85.5042,86.7647,84.0756,82.3529,79.7059,73.5294,73.5294,67.6471,72.5294,80.9573,8.9717,82.3529,75.9244,88.2353,100.0000,57.1429
MobileNet_PCA_J48,MobileNet,PCA,J48,50176.0,75.3782,82.6050,81.1765,82.3529,79.4118,78.2773,77.9412,77.9412,81.1765,77.9412,79.4118,75.3782,77.4790,77.7374,6.7415,79.4118,73.5294,82.3529,94.1176,61.7647
MobileNet_PCA_RBF,MobileNet,PCA,RBF,50176.0,82.6050,91.1765,94.1176,94.1176,94.2017,94.2857,91.4286,94.2017,88.5714,91.1765,91.1765,91.1765,90.3362,90.6667,5.9708,91.1765,88.2353,94.2857,100.0000,73.5294
