Metodo;FeatureExtraction;DimReduction;NumberComponents;Classifier;ACC01;ACC02;ACC03;ACC04;ACC05;ACC06;ACC07;ACC08;ACC09;ACC10
EfficientNetB1+EfficientNetB5_n_feat_UMAP_200_J48;EfficientNetB1+EfficientNetB5_n_feat;UMAP;200;J48;0,7714;0,8571;0,7647;0,8824;0,9118;0,8235;0,7941;0,8529;0,7941;0,9118
EfficientNetB1+EfficientNetB5_n_feat_UMAP_200_RBF;EfficientNetB1+EfficientNetB5_n_feat;UMAP;200;RBF;0,7714;0,8571;0,6765;0,7941;0,7941;0,8529;0,7941;0,8235;0,8529;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_200_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;UMAP;200;LinearSVM;0,7714;0,8286;0,7353;0,7941;0,8235;0,8529;0,7353;0,8824;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_200_MLP;EfficientNetB1+EfficientNetB5_n_feat;UMAP;200;MLP;0,6857;0,8;0,7353;0,7941;0,7647;0,8235;0,7353;0,6765;0,8235;0,7059
EfficientNetB1+EfficientNetB5_n_feat_UMAP_200_Logistic;EfficientNetB1+EfficientNetB5_n_feat;UMAP;200;Logistic;0,8571;0,8857;0,8824;0,7941;0,8824;0,8529;0,7059;0,8529;0,9118;0,7941
EfficientNetB1+EfficientNetB5_n_feat_UMAP_200_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;UMAP;200;RandomForest;0,8;0,8857;0,8529;0,7647;0,9118;0,9412;0,8529;0,8824;0,9118;0,8529
EfficientNetB1+EfficientNetB5_n_feat_UMAP_200_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;UMAP;200;Adaboost;0,8571;0,8857;0,8235;0,8235;0,8824;0,8235;0,7647;0,7941;0,7941;0,7941
EfficientNetB1+EfficientNetB5_n_feat_UMAP_200_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;UMAP;200;Gaussian;0,7429;0,8571;0,7059;0,7941;0,7941;0,8529;0,7941;0,8235;0,8529;0,7353
EfficientNetB1+EfficientNetB5_n_feat_PCA_150_J48;EfficientNetB1+EfficientNetB5_n_feat;PCA;150;J48;0,8;0,8571;0,8235;0,7941;0,7647;0,7059;0,6176;0,7941;0,7941;0,6765
EfficientNetB1+EfficientNetB5_n_feat_PCA_150_RBF;EfficientNetB1+EfficientNetB5_n_feat;PCA;150;RBF;0,8571;0,9714;0,9118;0,7941;0,9706;0,8529;0,8529;0,9118;0,9412;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_150_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;PCA;150;LinearSVM;0,9143;0,9143;0,9412;0,8235;0,9118;0,8529;0,8824;0,7941;0,9412;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_150_MLP;EfficientNetB1+EfficientNetB5_n_feat;PCA;150;MLP;0,7143;0,7714;0,8824;0,7941;0,8235;0,8235;0,8235;0,7647;0,8235;0,7941
EfficientNetB1+EfficientNetB5_n_feat_PCA_150_Logistic;EfficientNetB1+EfficientNetB5_n_feat;PCA;150;Logistic;0,8571;0,9143;0,9118;0,8235;0,9118;0,8235;0,8824;0,7941;0,9412;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_150_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;PCA;150;RandomForest;0,8;0,8857;0,8529;0,7353;0,8529;0,8529;0,7647;0,9412;0,9412;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_150_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;PCA;150;Adaboost;0,8571;0,8286;0,8235;0,7353;0,8235;0,9118;0,9118;0,8824;0,9706;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_150_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;PCA;150;Gaussian;0,6286;0,6857;0,6765;0,7647;0,7059;0,7353;0,7353;0,6471;0,7059;0,6765
EfficientNetB1+EfficientNetB5_n_feat_UMAP_150_J48;EfficientNetB1+EfficientNetB5_n_feat;UMAP;150;J48;0,7143;0,8286;0,8235;0,8235;0,7941;0,8235;0,7353;0,7353;0,7941;0,8235
EfficientNetB1+EfficientNetB5_n_feat_UMAP_150_RBF;EfficientNetB1+EfficientNetB5_n_feat;UMAP;150;RBF;0,7714;0,8286;0,6765;0,7941;0,7941;0,8529;0,7353;0,7941;0,8529;0,7353
EfficientNetB1+EfficientNetB5_n_feat_UMAP_150_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;UMAP;150;LinearSVM;0,7714;0,8286;0,7941;0,7941;0,8235;0,8824;0,7647;0,8529;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_150_MLP;EfficientNetB1+EfficientNetB5_n_feat;UMAP;150;MLP;0,7429;0,8286;0,7647;0,7353;0,7941;0,8529;0,7059;0,7059;0,8235;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_150_Logistic;EfficientNetB1+EfficientNetB5_n_feat;UMAP;150;Logistic;0,7714;0,8571;0,8235;0,7647;0,8824;0,8529;0,6765;0,8529;0,8529;0,7353
EfficientNetB1+EfficientNetB5_n_feat_UMAP_150_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;UMAP;150;RandomForest;0,8571;0,8857;0,8235;0,7941;0,9118;0,9412;0,8235;0,8824;0,9118;0,8824
EfficientNetB1+EfficientNetB5_n_feat_UMAP_150_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;UMAP;150;Adaboost;0,8857;0,8571;0,8529;0,7647;0,8529;0,8824;0,8824;0,8824;0,8824;0,8235
EfficientNetB1+EfficientNetB5_n_feat_UMAP_150_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;UMAP;150;Gaussian;0,7714;0,8286;0,7059;0,7941;0,7941;0,8824;0,7647;0,8824;0,8529;0,7647
EfficientNetB1+EfficientNetB5_n_feat_PCA_100_J48;EfficientNetB1+EfficientNetB5_n_feat;PCA;100;J48;0,7714;0,8286;0,8235;0,7941;0,8235;0,8529;0,7941;0,7941;0,8235;0,7059
EfficientNetB1+EfficientNetB5_n_feat_PCA_100_RBF;EfficientNetB1+EfficientNetB5_n_feat;PCA;100;RBF;0,7714;0,9143;0,9118;0,8235;0,9118;0,8529;0,8529;0,9118;0,9412;0,7941
EfficientNetB1+EfficientNetB5_n_feat_PCA_100_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;PCA;100;LinearSVM;0,7714;0,9143;0,8824;0,7647;0,7941;0,8235;0,7941;0,7941;0,8529;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_100_MLP;EfficientNetB1+EfficientNetB5_n_feat;PCA;100;MLP;0,8;0,8857;0,7647;0,7647;0,9412;0,9118;0,8529;0,9706;0,9118;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_100_Logistic;EfficientNetB1+EfficientNetB5_n_feat;PCA;100;Logistic;0,7714;0,9143;0,8824;0,8529;0,7941;0,8235;0,7941;0,8235;0,8824;0,9118
EfficientNetB1+EfficientNetB5_n_feat_PCA_100_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;PCA;100;RandomForest;0,7714;0,9429;0,8824;0,7647;0,8529;0,7941;0,7941;0,9706;0,9412;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_100_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;PCA;100;Adaboost;0,8571;0,8571;0,8824;0,7647;0,8529;0,8529;0,8235;0,8824;0,8529;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_100_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;PCA;100;Gaussian;0,6286;0,6286;0,6471;0,7647;0,7353;0,7353;0,7647;0,6471;0,8235;0,7059
EfficientNetB1+EfficientNetB5_n_feat_UMAP_100_J48;EfficientNetB1+EfficientNetB5_n_feat;UMAP;100;J48;0,6571;0,7714;0,7059;0,7353;0,8824;0,8235;0,8824;0,8529;0,7941;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_100_RBF;EfficientNetB1+EfficientNetB5_n_feat;UMAP;100;RBF;0,7429;0,8;0,6765;0,7941;0,7941;0,9118;0,7941;0,8824;0,8529;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_100_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;UMAP;100;LinearSVM;0,7714;0,8286;0,7941;0,7941;0,8235;0,8529;0,7353;0,8824;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_100_MLP;EfficientNetB1+EfficientNetB5_n_feat;UMAP;100;MLP;0,8;0,8286;0,6765;0,7941;0,7941;0,8824;0,7647;0,8529;0,8824;0,8235
EfficientNetB1+EfficientNetB5_n_feat_UMAP_100_Logistic;EfficientNetB1+EfficientNetB5_n_feat;UMAP;100;Logistic;0,7714;0,8571;0,8235;0,7353;0,8529;0,8824;0,8235;0,9118;0,9118;0,7941
EfficientNetB1+EfficientNetB5_n_feat_UMAP_100_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;UMAP;100;RandomForest;0,8571;0,9143;0,8529;0,7647;0,9118;0,9412;0,8824;0,8824;0,9118;0,9118
EfficientNetB1+EfficientNetB5_n_feat_UMAP_100_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;UMAP;100;Adaboost;0,7714;0,8857;0,7647;0,7647;0,8529;0,9706;0,8235;0,8824;0,7941;0,7941
EfficientNetB1+EfficientNetB5_n_feat_UMAP_100_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;UMAP;100;Gaussian;0,7143;0,7714;0,7647;0,7647;0,7941;0,8235;0,7353;0,7059;0,7941;0,7353
EfficientNetB1+EfficientNetB5_n_feat_PCA_50_J48;EfficientNetB1+EfficientNetB5_n_feat;PCA;50;J48;0,7714;0,7714;0,7353;0,7059;0,9412;0,8529;0,7647;0,8824;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_PCA_50_RBF;EfficientNetB1+EfficientNetB5_n_feat;PCA;50;RBF;0,8286;0,9429;0,8824;0,8235;0,8824;0,8235;0,8529;0,9412;0,9412;0,7647
EfficientNetB1+EfficientNetB5_n_feat_PCA_50_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;PCA;50;LinearSVM;0,7714;0,8857;0,8529;0,8235;0,8824;0,7941;0,8235;0,9118;0,9412;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_50_MLP;EfficientNetB1+EfficientNetB5_n_feat;PCA;50;MLP;0,7143;0,8571;0,7941;0,8824;0,8824;0,8235;0,8824;0,8824;0,8824;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_50_Logistic;EfficientNetB1+EfficientNetB5_n_feat;PCA;50;Logistic;0,6857;0,8857;0,9118;0,8235;0,8824;0,7941;0,8235;0,9118;0,9118;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_50_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;PCA;50;RandomForest;0,7714;0,9143;0,8529;0,7353;0,8824;0,8529;0,8235;0,9706;0,9118;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_50_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;PCA;50;Adaboost;0,8;0,8571;0,8529;0,7941;0,8824;0,8824;0,7941;0,9118;0,9118;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_50_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;PCA;50;Gaussian;0,6571;0,7429;0,7353;0,7059;0,7353;0,8529;0,7647;0,7941;0,8235;0,8529
EfficientNetB1+EfficientNetB5_n_feat_UMAP_50_J48;EfficientNetB1+EfficientNetB5_n_feat;UMAP;50;J48;0,7429;0,7714;0,7647;0,7647;0,7647;0,9118;0,7941;0,8824;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_50_RBF;EfficientNetB1+EfficientNetB5_n_feat;UMAP;50;RBF;0,7429;0,8286;0,7059;0,7941;0,8235;0,9118;0,7941;0,8529;0,8529;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_50_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;UMAP;50;LinearSVM;0,7714;0,8571;0,7941;0,7941;0,8235;0,8824;0,7647;0,9118;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_50_MLP;EfficientNetB1+EfficientNetB5_n_feat;UMAP;50;MLP;0,7714;0,8857;0,7647;0,7941;0,8529;0,8824;0,7647;0,8235;0,8824;0,7353
EfficientNetB1+EfficientNetB5_n_feat_UMAP_50_Logistic;EfficientNetB1+EfficientNetB5_n_feat;UMAP;50;Logistic;0,8;0,9143;0,8824;0,7647;0,9118;0,8529;0,7353;0,8824;0,9118;0,8235
EfficientNetB1+EfficientNetB5_n_feat_UMAP_50_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;UMAP;50;RandomForest;0,8571;0,8857;0,7941;0,7941;0,9118;0,9706;0,7941;0,8824;0,9118;0,8235
EfficientNetB1+EfficientNetB5_n_feat_UMAP_50_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;UMAP;50;Adaboost;0,8571;0,9429;0,7941;0,7647;0,8824;0,9118;0,7941;0,8824;0,8529;0,8529
EfficientNetB1+EfficientNetB5_n_feat_UMAP_50_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;UMAP;50;Gaussian;0,7143;0,8;0,7353;0,7941;0,7941;0,8824;0,7353;0,7059;0,8235;0,7353
EfficientNetB1+EfficientNetB5_n_feat_PCA_40_J48;EfficientNetB1+EfficientNetB5_n_feat;PCA;40;J48;0,7429;0,7714;0,6765;0,6765;0,8824;0,8235;0,8235;0,8824;0,8529;0,7647
EfficientNetB1+EfficientNetB5_n_feat_PCA_40_RBF;EfficientNetB1+EfficientNetB5_n_feat;PCA;40;RBF;0,8;0,8857;0,8529;0,8235;0,8529;0,8235;0,8235;0,9412;0,9412;0,7353
EfficientNetB1+EfficientNetB5_n_feat_PCA_40_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;PCA;40;LinearSVM;0,8;0,9143;0,8824;0,8235;0,9118;0,8529;0,8235;0,9118;0,9412;0,7941
EfficientNetB1+EfficientNetB5_n_feat_PCA_40_MLP;EfficientNetB1+EfficientNetB5_n_feat;PCA;40;MLP;0,8286;0,8857;0,9118;0,8235;0,8529;0,8824;0,8235;0,8824;0,9412;0,7647
EfficientNetB1+EfficientNetB5_n_feat_PCA_40_Logistic;EfficientNetB1+EfficientNetB5_n_feat;PCA;40;Logistic;0,8;0,9143;0,8529;0,8235;0,9412;0,8235;0,8529;0,9412;0,9118;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_40_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;PCA;40;RandomForest;0,7714;0,9143;0,8235;0,7647;0,8529;0,9118;0,8235;0,9706;0,9118;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_40_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;PCA;40;Adaboost;0,8286;0,8286;0,8529;0,7941;0,8824;0,8529;0,7647;0,8529;0,8824;0,7353
EfficientNetB1+EfficientNetB5_n_feat_PCA_40_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;PCA;40;Gaussian;0,8286;0,8286;0,7353;0,6765;0,7353;0,8529;0,7647;0,8824;0,8529;0,8529
EfficientNetB1+EfficientNetB5_n_feat_UMAP_40_J48;EfficientNetB1+EfficientNetB5_n_feat;UMAP;40;J48;0,8571;0,7429;0,7647;0,7059;0,7941;0,8529;0,7353;0,9118;0,7941;0,8529
EfficientNetB1+EfficientNetB5_n_feat_UMAP_40_RBF;EfficientNetB1+EfficientNetB5_n_feat;UMAP;40;RBF;0,7143;0,8286;0,6765;0,7647;0,7941;0,9118;0,7647;0,7941;0,8529;0,7353
EfficientNetB1+EfficientNetB5_n_feat_UMAP_40_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;UMAP;40;LinearSVM;0,7714;0,8;0,7941;0,7647;0,8235;0,8529;0,7647;0,8529;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_40_MLP;EfficientNetB1+EfficientNetB5_n_feat;UMAP;40;MLP;0,8;0,8286;0,8235;0,7941;0,8529;0,8529;0,7647;0,8529;0,8824;0,7353
EfficientNetB1+EfficientNetB5_n_feat_UMAP_40_Logistic;EfficientNetB1+EfficientNetB5_n_feat;UMAP;40;Logistic;0,7714;0,8857;0,8235;0,7059;0,9118;0,8529;0,7059;0,9118;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_40_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;UMAP;40;RandomForest;0,8571;0,8571;0,8235;0,7941;0,9412;0,9118;0,8235;0,9118;0,8824;0,8529
EfficientNetB1+EfficientNetB5_n_feat_UMAP_40_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;UMAP;40;Adaboost;0,8571;0,8857;0,8529;0,7647;0,8529;0,8529;0,8529;0,7647;0,8529;0,8235
EfficientNetB1+EfficientNetB5_n_feat_UMAP_40_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;UMAP;40;Gaussian;0,7714;0,8286;0,7353;0,7941;0,8235;0,8529;0,7941;0,8824;0,8529;0,7647
EfficientNetB1+EfficientNetB5_n_feat_PCA_30_J48;EfficientNetB1+EfficientNetB5_n_feat;PCA;30;J48;0,8571;0,8286;0,7647;0,6765;0,9118;0,8824;0,8529;0,9118;0,8235;0,7353
EfficientNetB1+EfficientNetB5_n_feat_PCA_30_RBF;EfficientNetB1+EfficientNetB5_n_feat;PCA;30;RBF;0,8286;0,9143;0,8529;0,7941;0,8235;0,8235;0,8529;0,9412;0,9412;0,7941
EfficientNetB1+EfficientNetB5_n_feat_PCA_30_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;PCA;30;LinearSVM;0,8286;0,9143;0,8824;0,8529;0,7941;0,9118;0,7647;0,8529;0,9118;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_30_MLP;EfficientNetB1+EfficientNetB5_n_feat;PCA;30;MLP;0,7143;0,8286;0,8235;0,8235;0,7647;0,8529;0,7647;0,7647;0,8824;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_30_Logistic;EfficientNetB1+EfficientNetB5_n_feat;PCA;30;Logistic;0,8571;0,9143;0,8824;0,8824;0,8235;0,8824;0,7941;0,8529;0,9118;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_30_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;PCA;30;RandomForest;0,8;0,9143;0,8824;0,7353;0,8235;0,8529;0,8235;0,9706;0,9118;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_30_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;PCA;30;Adaboost;0,7714;0,8;0,8824;0,8235;0,7941;0,9412;0,8824;0,8529;0,9412;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_30_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;PCA;30;Gaussian;0,8286;0,8286;0,7647;0,7059;0,7353;0,8824;0,7941;0,8824;0,8824;0,8529
EfficientNetB1+EfficientNetB5_n_feat_UMAP_30_J48;EfficientNetB1+EfficientNetB5_n_feat;UMAP;30;J48;0,8286;0,7429;0,8235;0,7059;0,7941;0,8824;0,7647;0,7647;0,8235;0,8529
EfficientNetB1+EfficientNetB5_n_feat_UMAP_30_RBF;EfficientNetB1+EfficientNetB5_n_feat;UMAP;30;RBF;0,7429;0,8286;0,7647;0,7941;0,8235;0,8824;0,7647;0,8529;0,8824;0,7941
EfficientNetB1+EfficientNetB5_n_feat_UMAP_30_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;UMAP;30;LinearSVM;0,7714;0,8286;0,7647;0,7941;0,8235;0,8824;0,7647;0,8824;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_30_MLP;EfficientNetB1+EfficientNetB5_n_feat;UMAP;30;MLP;0,8;0,8286;0,8529;0,7059;0,8529;0,9118;0,7647;0,8824;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_30_Logistic;EfficientNetB1+EfficientNetB5_n_feat;UMAP;30;Logistic;0,8286;0,8571;0,8529;0,7647;0,8235;0,8824;0,7059;0,8824;0,9118;0,8235
EfficientNetB1+EfficientNetB5_n_feat_UMAP_30_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;UMAP;30;RandomForest;0,8857;0,8857;0,8824;0,8235;0,9118;0,9706;0,8529;0,8824;0,9118;0,8824
EfficientNetB1+EfficientNetB5_n_feat_UMAP_30_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;UMAP;30;Adaboost;0,8571;0,8571;0,8529;0,7647;0,8824;0,9118;0,8235;0,8824;0,8824;0,7941
EfficientNetB1+EfficientNetB5_n_feat_UMAP_30_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;UMAP;30;Gaussian;0,8;0,8857;0,7647;0,7647;0,7941;0,8824;0,7353;0,8529;0,8529;0,7941
EfficientNetB1+EfficientNetB5_n_feat_PCA_20_J48;EfficientNetB1+EfficientNetB5_n_feat;PCA;20;J48;0,7714;0,7714;0,7647;0,7353;0,8824;0,8824;0,8235;0,9412;0,8235;0,7647
EfficientNetB1+EfficientNetB5_n_feat_PCA_20_RBF;EfficientNetB1+EfficientNetB5_n_feat;PCA;20;RBF;0,8286;0,8857;0,8824;0,7647;0,8235;0,8529;0,8529;0,9412;0,8824;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_20_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;PCA;20;LinearSVM;0,8571;0,9143;0,9412;0,8235;0,8235;0,9412;0,7647;0,8824;0,9412;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_20_MLP;EfficientNetB1+EfficientNetB5_n_feat;PCA;20;MLP;0,8571;0,8571;0,7941;0,7353;0,6765;0,8824;0,8529;0,8529;0,9118;0,7647
EfficientNetB1+EfficientNetB5_n_feat_PCA_20_Logistic;EfficientNetB1+EfficientNetB5_n_feat;PCA;20;Logistic;0,8571;0,8857;0,8824;0,8235;0,7941;0,9118;0,7647;0,8824;0,8824;0,8824
EfficientNetB1+EfficientNetB5_n_feat_PCA_20_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;PCA;20;RandomForest;0,8;0,9143;0,8824;0,7647;0,8529;0,8529;0,8235;0,9706;0,9118;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_20_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;PCA;20;Adaboost;0,7714;0,7714;0,7941;0,7353;0,7941;0,8529;0,8824;0,8235;0,9118;0,7353
EfficientNetB1+EfficientNetB5_n_feat_PCA_20_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;PCA;20;Gaussian;0,8571;0,8857;0,8235;0,7059;0,7647;0,8824;0,8824;0,9412;0,9118;0,9118
EfficientNetB1+EfficientNetB5_n_feat_UMAP_20_J48;EfficientNetB1+EfficientNetB5_n_feat;UMAP;20;J48;0,8286;0,8;0,7353;0,7353;0,8824;0,8824;0,8235;0,8529;0,7941;0,8235
EfficientNetB1+EfficientNetB5_n_feat_UMAP_20_RBF;EfficientNetB1+EfficientNetB5_n_feat;UMAP;20;RBF;0,7429;0,8286;0,7059;0,7941;0,7941;0,8824;0,7647;0,7941;0,8529;0,7353
EfficientNetB1+EfficientNetB5_n_feat_UMAP_20_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;UMAP;20;LinearSVM;0,7429;0,8;0,7647;0,7941;0,8235;0,8529;0,7647;0,8824;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_20_MLP;EfficientNetB1+EfficientNetB5_n_feat;UMAP;20;MLP;0,7714;0,8571;0,7941;0,7647;0,8235;0,9118;0,7647;0,9118;0,9118;0,7941
EfficientNetB1+EfficientNetB5_n_feat_UMAP_20_Logistic;EfficientNetB1+EfficientNetB5_n_feat;UMAP;20;Logistic;0,8286;0,8857;0,8529;0,7647;0,8529;0,9118;0,7941;0,8529;0,8824;0,8235
EfficientNetB1+EfficientNetB5_n_feat_UMAP_20_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;UMAP;20;RandomForest;0,8;0,8857;0,8824;0,7941;0,9118;0,9412;0,7647;0,8824;0,8824;0,8529
EfficientNetB1+EfficientNetB5_n_feat_UMAP_20_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;UMAP;20;Adaboost;0,8286;0,8857;0,8529;0,7941;0,8824;0,9118;0,8529;0,8235;0,8529;0,8824
EfficientNetB1+EfficientNetB5_n_feat_UMAP_20_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;UMAP;20;Gaussian;0,7429;0,8571;0,7353;0,7941;0,7941;0,8824;0,6471;0,7647;0,8529;0,7647
EfficientNetB1+EfficientNetB5_n_feat_PCA_10_J48;EfficientNetB1+EfficientNetB5_n_feat;PCA;10;J48;0,7714;0,8571;0,7647;0,7647;0,9412;0,8824;0,7647;0,8235;0,7647;0,7647
EfficientNetB1+EfficientNetB5_n_feat_PCA_10_RBF;EfficientNetB1+EfficientNetB5_n_feat;PCA;10;RBF;0,8;0,8571;0,8824;0,7647;0,7647;0,8235;0,8235;0,9118;0,8529;0,8824
EfficientNetB1+EfficientNetB5_n_feat_PCA_10_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;PCA;10;LinearSVM;0,8571;0,8571;0,8824;0,7941;0,8235;0,8824;0,7941;0,9118;0,8824;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_10_MLP;EfficientNetB1+EfficientNetB5_n_feat;PCA;10;MLP;0,8;0,8;0,8529;0,7941;0,6471;0,9118;0,7647;0,8824;0,8824;0,9118
EfficientNetB1+EfficientNetB5_n_feat_PCA_10_Logistic;EfficientNetB1+EfficientNetB5_n_feat;PCA;10;Logistic;0,8857;0,8571;0,9118;0,7941;0,8529;0,8824;0,7647;0,8824;0,9118;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_10_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;PCA;10;RandomForest;0,8;0,8286;0,8824;0,7059;0,8824;0,8824;0,8529;0,9118;0,9118;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_10_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;PCA;10;Adaboost;0,8286;0,8;0,9118;0,7353;0,7941;0,8824;0,8235;0,8235;0,8529;0,8824
EfficientNetB1+EfficientNetB5_n_feat_PCA_10_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;PCA;10;Gaussian;0,8571;0,8857;0,8529;0,7059;0,7941;0,8235;0,8824;0,9706;0,8529;0,8235
EfficientNetB1+EfficientNetB5_n_feat_UMAP_10_J48;EfficientNetB1+EfficientNetB5_n_feat;UMAP;10;J48;0,8857;0,7714;0,8235;0,7647;0,7941;0,8235;0,7941;0,8824;0,7941;0,7059
EfficientNetB1+EfficientNetB5_n_feat_UMAP_10_RBF;EfficientNetB1+EfficientNetB5_n_feat;UMAP;10;RBF;0,7429;0,8286;0,6765;0,7941;0,8235;0,8529;0,7941;0,8529;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_10_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;UMAP;10;LinearSVM;0,7714;0,8286;0,7353;0,7941;0,8235;0,8824;0,7941;0,8824;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_10_MLP;EfficientNetB1+EfficientNetB5_n_feat;UMAP;10;MLP;0,8;0,8571;0,8235;0,7353;0,8824;0,9118;0,8235;0,9118;0,8824;0,8529
