metodo;ExtractionMethod;Reduction;Classification;Fold;Features;Normalization;Components;ACC
ResNet101+DenseNet121_n_feat_UMAP_20_Adaboost;ResNet101+DenseNet121_n_feat;UMAP;Adaboost;5;150528;No;20;0,823529
ResNet101+DenseNet121_n_feat_UMAP_20_Gaussian;ResNet101+DenseNet121_n_feat;UMAP;Gaussian;5;150528;No;20;0,794118
ResNet101+DenseNet121_n_feat_UMAP_20_J48;ResNet101+DenseNet121_n_feat;UMAP;J48;6;150528;No;20;0,823529
ResNet101+DenseNet121_n_feat_UMAP_20_RBF;ResNet101+DenseNet121_n_feat;UMAP;RBF;6;150528;No;20;0,823529
ResNet101+DenseNet121_n_feat_UMAP_20_LinearSVM;ResNet101+DenseNet121_n_feat;UMAP;LinearSVM;6;150528;No;20;0,852941
ResNet101+DenseNet121_n_feat_UMAP_20_MLP;ResNet101+DenseNet121_n_feat;UMAP;MLP;6;150528;No;20;0,882353
ResNet101+DenseNet121_n_feat_UMAP_20_Logistic;ResNet101+DenseNet121_n_feat;UMAP;Logistic;6;150528;No;20;0,882353
ResNet101+DenseNet121_n_feat_UMAP_20_RandomForest;ResNet101+DenseNet121_n_feat;UMAP;RandomForest;6;150528;No;20;0,852941
ResNet101+DenseNet121_n_feat_UMAP_20_Adaboost;ResNet101+DenseNet121_n_feat;UMAP;Adaboost;6;150528;No;20;0,941176
ResNet101+DenseNet121_n_feat_UMAP_20_Gaussian;ResNet101+DenseNet121_n_feat;UMAP;Gaussian;6;150528;No;20;0,794118
ResNet101+DenseNet121_n_feat_UMAP_20_J48;ResNet101+DenseNet121_n_feat;UMAP;J48;7;150528;No;20;0,735294
ResNet101+DenseNet121_n_feat_UMAP_20_RBF;ResNet101+DenseNet121_n_feat;UMAP;RBF;7;150528;No;20;0,647059
ResNet101+DenseNet121_n_feat_UMAP_20_LinearSVM;ResNet101+DenseNet121_n_feat;UMAP;LinearSVM;7;150528;No;20;0,735294
ResNet101+DenseNet121_n_feat_UMAP_20_MLP;ResNet101+DenseNet121_n_feat;UMAP;MLP;7;150528;No;20;0,764706
ResNet101+DenseNet121_n_feat_UMAP_20_Logistic;ResNet101+DenseNet121_n_feat;UMAP;Logistic;7;150528;No;20;0,705882
ResNet101+DenseNet121_n_feat_UMAP_20_RandomForest;ResNet101+DenseNet121_n_feat;UMAP;RandomForest;7;150528;No;20;0,764706
ResNet101+DenseNet121_n_feat_UMAP_20_Adaboost;ResNet101+DenseNet121_n_feat;UMAP;Adaboost;7;150528;No;20;0,764706
ResNet101+DenseNet121_n_feat_UMAP_20_Gaussian;ResNet101+DenseNet121_n_feat;UMAP;Gaussian;7;150528;No;20;0,617647
ResNet101+DenseNet121_n_feat_UMAP_20_J48;ResNet101+DenseNet121_n_feat;UMAP;J48;8;150528;No;20;0,705882
ResNet101+DenseNet121_n_feat_UMAP_20_RBF;ResNet101+DenseNet121_n_feat;UMAP;RBF;8;150528;No;20;0,823529
ResNet101+DenseNet121_n_feat_UMAP_20_LinearSVM;ResNet101+DenseNet121_n_feat;UMAP;LinearSVM;8;150528;No;20;0,852941
ResNet101+DenseNet121_n_feat_UMAP_20_MLP;ResNet101+DenseNet121_n_feat;UMAP;MLP;8;150528;No;20;0,823529
ResNet101+DenseNet121_n_feat_UMAP_20_Logistic;ResNet101+DenseNet121_n_feat;UMAP;Logistic;8;150528;No;20;0,852941
ResNet101+DenseNet121_n_feat_UMAP_20_RandomForest;ResNet101+DenseNet121_n_feat;UMAP;RandomForest;8;150528;No;20;0,882353
ResNet101+DenseNet121_n_feat_UMAP_20_Adaboost;ResNet101+DenseNet121_n_feat;UMAP;Adaboost;8;150528;No;20;0,794118
ResNet101+DenseNet121_n_feat_UMAP_20_Gaussian;ResNet101+DenseNet121_n_feat;UMAP;Gaussian;8;150528;No;20;0,823529
ResNet101+DenseNet121_n_feat_UMAP_20_J48;ResNet101+DenseNet121_n_feat;UMAP;J48;9;150528;No;20;0,705882
ResNet101+DenseNet121_n_feat_UMAP_20_RBF;ResNet101+DenseNet121_n_feat;UMAP;RBF;9;150528;No;20;0,764706
ResNet101+DenseNet121_n_feat_UMAP_20_LinearSVM;ResNet101+DenseNet121_n_feat;UMAP;LinearSVM;9;150528;No;20;0,764706
ResNet101+DenseNet121_n_feat_UMAP_20_MLP;ResNet101+DenseNet121_n_feat;UMAP;MLP;9;150528;No;20;0,794118
ResNet101+DenseNet121_n_feat_UMAP_20_Logistic;ResNet101+DenseNet121_n_feat;UMAP;Logistic;9;150528;No;20;0,735294
ResNet101+DenseNet121_n_feat_UMAP_20_RandomForest;ResNet101+DenseNet121_n_feat;UMAP;RandomForest;9;150528;No;20;0,794118
ResNet101+DenseNet121_n_feat_UMAP_20_Adaboost;ResNet101+DenseNet121_n_feat;UMAP;Adaboost;9;150528;No;20;0,705882
ResNet101+DenseNet121_n_feat_UMAP_20_Gaussian;ResNet101+DenseNet121_n_feat;UMAP;Gaussian;9;150528;No;20;0,735294
ResNet101+DenseNet121_n_feat_UMAP_20_J48;ResNet101+DenseNet121_n_feat;UMAP;J48;10;150528;No;20;0,705882
ResNet101+DenseNet121_n_feat_UMAP_20_RBF;ResNet101+DenseNet121_n_feat;UMAP;RBF;10;150528;No;20;0,794118
ResNet101+DenseNet121_n_feat_UMAP_20_LinearSVM;ResNet101+DenseNet121_n_feat;UMAP;LinearSVM;10;150528;No;20;0,852941
ResNet101+DenseNet121_n_feat_UMAP_20_MLP;ResNet101+DenseNet121_n_feat;UMAP;MLP;10;150528;No;20;0,823529
ResNet101+DenseNet121_n_feat_UMAP_20_Logistic;ResNet101+DenseNet121_n_feat;UMAP;Logistic;10;150528;No;20;0,823529
ResNet101+DenseNet121_n_feat_UMAP_20_RandomForest;ResNet101+DenseNet121_n_feat;UMAP;RandomForest;10;150528;No;20;0,911765
ResNet101+DenseNet121_n_feat_UMAP_20_Adaboost;ResNet101+DenseNet121_n_feat;UMAP;Adaboost;10;150528;No;20;0,852941
ResNet101+DenseNet121_n_feat_UMAP_20_Gaussian;ResNet101+DenseNet121_n_feat;UMAP;Gaussian;10;150528;No;20;0,852941
ResNet101+MobileNetV2_n_feat_PCA_20_J48;ResNet101+MobileNetV2_n_feat;PCA;J48;1;163072;No;20;0,771429
ResNet101+MobileNetV2_n_feat_PCA_20_RBF;ResNet101+MobileNetV2_n_feat;PCA;RBF;1;163072;No;20;0,8
ResNet101+MobileNetV2_n_feat_PCA_20_LinearSVM;ResNet101+MobileNetV2_n_feat;PCA;LinearSVM;1;163072;No;20;0,8
ResNet101+MobileNetV2_n_feat_PCA_20_MLP;ResNet101+MobileNetV2_n_feat;PCA;MLP;1;163072;No;20;0,942857
ResNet101+MobileNetV2_n_feat_PCA_20_Logistic;ResNet101+MobileNetV2_n_feat;PCA;Logistic;1;163072;No;20;0,828571
ResNet101+MobileNetV2_n_feat_PCA_20_RandomForest;ResNet101+MobileNetV2_n_feat;PCA;RandomForest;1;163072;No;20;0,8
ResNet101+MobileNetV2_n_feat_PCA_20_Adaboost;ResNet101+MobileNetV2_n_feat;PCA;Adaboost;1;163072;No;20;0,771429
ResNet101+MobileNetV2_n_feat_PCA_20_Gaussian;ResNet101+MobileNetV2_n_feat;PCA;Gaussian;1;163072;No;20;0,828571
ResNet101+MobileNetV2_n_feat_PCA_20_J48;ResNet101+MobileNetV2_n_feat;PCA;J48;2;163072;No;20;0,8
ResNet101+MobileNetV2_n_feat_PCA_20_RBF;ResNet101+MobileNetV2_n_feat;PCA;RBF;2;163072;No;20;0,885714
ResNet101+MobileNetV2_n_feat_PCA_20_LinearSVM;ResNet101+MobileNetV2_n_feat;PCA;LinearSVM;2;163072;No;20;0,828571
ResNet101+MobileNetV2_n_feat_PCA_20_MLP;ResNet101+MobileNetV2_n_feat;PCA;MLP;2;163072;No;20;0,885714
ResNet101+MobileNetV2_n_feat_PCA_20_Logistic;ResNet101+MobileNetV2_n_feat;PCA;Logistic;2;163072;No;20;0,8
ResNet101+MobileNetV2_n_feat_PCA_20_RandomForest;ResNet101+MobileNetV2_n_feat;PCA;RandomForest;2;163072;No;20;0,857143
ResNet101+MobileNetV2_n_feat_PCA_20_Adaboost;ResNet101+MobileNetV2_n_feat;PCA;Adaboost;2;163072;No;20;0,914286
ResNet101+MobileNetV2_n_feat_PCA_20_Gaussian;ResNet101+MobileNetV2_n_feat;PCA;Gaussian;2;163072;No;20;0,857143
ResNet101+MobileNetV2_n_feat_PCA_20_J48;ResNet101+MobileNetV2_n_feat;PCA;J48;3;163072;No;20;0,911765
ResNet101+MobileNetV2_n_feat_PCA_20_RBF;ResNet101+MobileNetV2_n_feat;PCA;RBF;3;163072;No;20;0,911765
ResNet101+MobileNetV2_n_feat_PCA_20_LinearSVM;ResNet101+MobileNetV2_n_feat;PCA;LinearSVM;3;163072;No;20;0,911765
ResNet101+MobileNetV2_n_feat_PCA_20_MLP;ResNet101+MobileNetV2_n_feat;PCA;MLP;3;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_Logistic;ResNet101+MobileNetV2_n_feat;PCA;Logistic;3;163072;No;20;0,911765
ResNet101+MobileNetV2_n_feat_PCA_20_RandomForest;ResNet101+MobileNetV2_n_feat;PCA;RandomForest;3;163072;No;20;0,911765
ResNet101+MobileNetV2_n_feat_PCA_20_Adaboost;ResNet101+MobileNetV2_n_feat;PCA;Adaboost;3;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_PCA_20_Gaussian;ResNet101+MobileNetV2_n_feat;PCA;Gaussian;3;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_PCA_20_J48;ResNet101+MobileNetV2_n_feat;PCA;J48;4;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_PCA_20_RBF;ResNet101+MobileNetV2_n_feat;PCA;RBF;4;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_PCA_20_LinearSVM;ResNet101+MobileNetV2_n_feat;PCA;LinearSVM;4;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_PCA_20_MLP;ResNet101+MobileNetV2_n_feat;PCA;MLP;4;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_PCA_20_Logistic;ResNet101+MobileNetV2_n_feat;PCA;Logistic;4;163072;No;20;0,764706
ResNet101+MobileNetV2_n_feat_PCA_20_RandomForest;ResNet101+MobileNetV2_n_feat;PCA;RandomForest;4;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_PCA_20_Adaboost;ResNet101+MobileNetV2_n_feat;PCA;Adaboost;4;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_PCA_20_Gaussian;ResNet101+MobileNetV2_n_feat;PCA;Gaussian;4;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_J48;ResNet101+MobileNetV2_n_feat;PCA;J48;5;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_RBF;ResNet101+MobileNetV2_n_feat;PCA;RBF;5;163072;No;20;0,941176
ResNet101+MobileNetV2_n_feat_PCA_20_LinearSVM;ResNet101+MobileNetV2_n_feat;PCA;LinearSVM;5;163072;No;20;0,911765
ResNet101+MobileNetV2_n_feat_PCA_20_MLP;ResNet101+MobileNetV2_n_feat;PCA;MLP;5;163072;No;20;0,764706
ResNet101+MobileNetV2_n_feat_PCA_20_Logistic;ResNet101+MobileNetV2_n_feat;PCA;Logistic;5;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_RandomForest;ResNet101+MobileNetV2_n_feat;PCA;RandomForest;5;163072;No;20;0,941176
ResNet101+MobileNetV2_n_feat_PCA_20_Adaboost;ResNet101+MobileNetV2_n_feat;PCA;Adaboost;5;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_Gaussian;ResNet101+MobileNetV2_n_feat;PCA;Gaussian;5;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_PCA_20_J48;ResNet101+MobileNetV2_n_feat;PCA;J48;6;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_PCA_20_RBF;ResNet101+MobileNetV2_n_feat;PCA;RBF;6;163072;No;20;0,970588
ResNet101+MobileNetV2_n_feat_PCA_20_LinearSVM;ResNet101+MobileNetV2_n_feat;PCA;LinearSVM;6;163072;No;20;0,911765
ResNet101+MobileNetV2_n_feat_PCA_20_MLP;ResNet101+MobileNetV2_n_feat;PCA;MLP;6;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_Logistic;ResNet101+MobileNetV2_n_feat;PCA;Logistic;6;163072;No;20;0,941176
ResNet101+MobileNetV2_n_feat_PCA_20_RandomForest;ResNet101+MobileNetV2_n_feat;PCA;RandomForest;6;163072;No;20;0,970588
ResNet101+MobileNetV2_n_feat_PCA_20_Adaboost;ResNet101+MobileNetV2_n_feat;PCA;Adaboost;6;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_PCA_20_Gaussian;ResNet101+MobileNetV2_n_feat;PCA;Gaussian;6;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_J48;ResNet101+MobileNetV2_n_feat;PCA;J48;7;163072;No;20;0,705882
ResNet101+MobileNetV2_n_feat_PCA_20_RBF;ResNet101+MobileNetV2_n_feat;PCA;RBF;7;163072;No;20;0,941176
ResNet101+MobileNetV2_n_feat_PCA_20_LinearSVM;ResNet101+MobileNetV2_n_feat;PCA;LinearSVM;7;163072;No;20;0,941176
ResNet101+MobileNetV2_n_feat_PCA_20_MLP;ResNet101+MobileNetV2_n_feat;PCA;MLP;7;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_PCA_20_Logistic;ResNet101+MobileNetV2_n_feat;PCA;Logistic;7;163072;No;20;0,941176
ResNet101+MobileNetV2_n_feat_PCA_20_RandomForest;ResNet101+MobileNetV2_n_feat;PCA;RandomForest;7;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_Adaboost;ResNet101+MobileNetV2_n_feat;PCA;Adaboost;7;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_PCA_20_Gaussian;ResNet101+MobileNetV2_n_feat;PCA;Gaussian;7;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_PCA_20_J48;ResNet101+MobileNetV2_n_feat;PCA;J48;8;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_RBF;ResNet101+MobileNetV2_n_feat;PCA;RBF;8;163072;No;20;0,911765
ResNet101+MobileNetV2_n_feat_PCA_20_LinearSVM;ResNet101+MobileNetV2_n_feat;PCA;LinearSVM;8;163072;No;20;0,941176
ResNet101+MobileNetV2_n_feat_PCA_20_MLP;ResNet101+MobileNetV2_n_feat;PCA;MLP;8;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_PCA_20_Logistic;ResNet101+MobileNetV2_n_feat;PCA;Logistic;8;163072;No;20;0,941176
ResNet101+MobileNetV2_n_feat_PCA_20_RandomForest;ResNet101+MobileNetV2_n_feat;PCA;RandomForest;8;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_PCA_20_Adaboost;ResNet101+MobileNetV2_n_feat;PCA;Adaboost;8;163072;No;20;0,911765
ResNet101+MobileNetV2_n_feat_PCA_20_Gaussian;ResNet101+MobileNetV2_n_feat;PCA;Gaussian;8;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_PCA_20_J48;ResNet101+MobileNetV2_n_feat;PCA;J48;9;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_PCA_20_RBF;ResNet101+MobileNetV2_n_feat;PCA;RBF;9;163072;No;20;0,911765
ResNet101+MobileNetV2_n_feat_PCA_20_LinearSVM;ResNet101+MobileNetV2_n_feat;PCA;LinearSVM;9;163072;No;20;0,911765
ResNet101+MobileNetV2_n_feat_PCA_20_MLP;ResNet101+MobileNetV2_n_feat;PCA;MLP;9;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_PCA_20_Logistic;ResNet101+MobileNetV2_n_feat;PCA;Logistic;9;163072;No;20;0,970588
ResNet101+MobileNetV2_n_feat_PCA_20_RandomForest;ResNet101+MobileNetV2_n_feat;PCA;RandomForest;9;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_Adaboost;ResNet101+MobileNetV2_n_feat;PCA;Adaboost;9;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_Gaussian;ResNet101+MobileNetV2_n_feat;PCA;Gaussian;9;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_J48;ResNet101+MobileNetV2_n_feat;PCA;J48;10;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_PCA_20_RBF;ResNet101+MobileNetV2_n_feat;PCA;RBF;10;163072;No;20;0,941176
ResNet101+MobileNetV2_n_feat_PCA_20_LinearSVM;ResNet101+MobileNetV2_n_feat;PCA;LinearSVM;10;163072;No;20;0,941176
ResNet101+MobileNetV2_n_feat_PCA_20_MLP;ResNet101+MobileNetV2_n_feat;PCA;MLP;10;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_PCA_20_Logistic;ResNet101+MobileNetV2_n_feat;PCA;Logistic;10;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_PCA_20_RandomForest;ResNet101+MobileNetV2_n_feat;PCA;RandomForest;10;163072;No;20;0,941176
ResNet101+MobileNetV2_n_feat_PCA_20_Adaboost;ResNet101+MobileNetV2_n_feat;PCA;Adaboost;10;163072;No;20;0,911765
ResNet101+MobileNetV2_n_feat_PCA_20_Gaussian;ResNet101+MobileNetV2_n_feat;PCA;Gaussian;10;163072;No;20;0,941176
ResNet101+MobileNetV2_n_feat_UMAP_20_J48;ResNet101+MobileNetV2_n_feat;UMAP;J48;1;163072;No;20;0,828571
ResNet101+MobileNetV2_n_feat_UMAP_20_RBF;ResNet101+MobileNetV2_n_feat;UMAP;RBF;1;163072;No;20;0,6
ResNet101+MobileNetV2_n_feat_UMAP_20_LinearSVM;ResNet101+MobileNetV2_n_feat;UMAP;LinearSVM;1;163072;No;20;0,742857
ResNet101+MobileNetV2_n_feat_UMAP_20_MLP;ResNet101+MobileNetV2_n_feat;UMAP;MLP;1;163072;No;20;0,771429
ResNet101+MobileNetV2_n_feat_UMAP_20_Logistic;ResNet101+MobileNetV2_n_feat;UMAP;Logistic;1;163072;No;20;0,8
ResNet101+MobileNetV2_n_feat_UMAP_20_RandomForest;ResNet101+MobileNetV2_n_feat;UMAP;RandomForest;1;163072;No;20;0,771429
ResNet101+MobileNetV2_n_feat_UMAP_20_Adaboost;ResNet101+MobileNetV2_n_feat;UMAP;Adaboost;1;163072;No;20;0,828571
ResNet101+MobileNetV2_n_feat_UMAP_20_Gaussian;ResNet101+MobileNetV2_n_feat;UMAP;Gaussian;1;163072;No;20;0,771429
ResNet101+MobileNetV2_n_feat_UMAP_20_J48;ResNet101+MobileNetV2_n_feat;UMAP;J48;2;163072;No;20;0,857143
ResNet101+MobileNetV2_n_feat_UMAP_20_RBF;ResNet101+MobileNetV2_n_feat;UMAP;RBF;2;163072;No;20;0,6
ResNet101+MobileNetV2_n_feat_UMAP_20_LinearSVM;ResNet101+MobileNetV2_n_feat;UMAP;LinearSVM;2;163072;No;20;0,771429
ResNet101+MobileNetV2_n_feat_UMAP_20_MLP;ResNet101+MobileNetV2_n_feat;UMAP;MLP;2;163072;No;20;0,885714
ResNet101+MobileNetV2_n_feat_UMAP_20_Logistic;ResNet101+MobileNetV2_n_feat;UMAP;Logistic;2;163072;No;20;0,8
ResNet101+MobileNetV2_n_feat_UMAP_20_RandomForest;ResNet101+MobileNetV2_n_feat;UMAP;RandomForest;2;163072;No;20;0,914286
ResNet101+MobileNetV2_n_feat_UMAP_20_Adaboost;ResNet101+MobileNetV2_n_feat;UMAP;Adaboost;2;163072;No;20;0,857143
ResNet101+MobileNetV2_n_feat_UMAP_20_Gaussian;ResNet101+MobileNetV2_n_feat;UMAP;Gaussian;2;163072;No;20;0,857143
ResNet101+MobileNetV2_n_feat_UMAP_20_J48;ResNet101+MobileNetV2_n_feat;UMAP;J48;3;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_RBF;ResNet101+MobileNetV2_n_feat;UMAP;RBF;3;163072;No;20;0,735294
ResNet101+MobileNetV2_n_feat_UMAP_20_LinearSVM;ResNet101+MobileNetV2_n_feat;UMAP;LinearSVM;3;163072;No;20;0,764706
ResNet101+MobileNetV2_n_feat_UMAP_20_MLP;ResNet101+MobileNetV2_n_feat;UMAP;MLP;3;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_Logistic;ResNet101+MobileNetV2_n_feat;UMAP;Logistic;3;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_RandomForest;ResNet101+MobileNetV2_n_feat;UMAP;RandomForest;3;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_UMAP_20_Adaboost;ResNet101+MobileNetV2_n_feat;UMAP;Adaboost;3;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_UMAP_20_Gaussian;ResNet101+MobileNetV2_n_feat;UMAP;Gaussian;3;163072;No;20;0,735294
ResNet101+MobileNetV2_n_feat_UMAP_20_J48;ResNet101+MobileNetV2_n_feat;UMAP;J48;4;163072;No;20;0,764706
ResNet101+MobileNetV2_n_feat_UMAP_20_RBF;ResNet101+MobileNetV2_n_feat;UMAP;RBF;4;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_UMAP_20_LinearSVM;ResNet101+MobileNetV2_n_feat;UMAP;LinearSVM;4;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_UMAP_20_MLP;ResNet101+MobileNetV2_n_feat;UMAP;MLP;4;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_UMAP_20_Logistic;ResNet101+MobileNetV2_n_feat;UMAP;Logistic;4;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_RandomForest;ResNet101+MobileNetV2_n_feat;UMAP;RandomForest;4;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_Adaboost;ResNet101+MobileNetV2_n_feat;UMAP;Adaboost;4;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_UMAP_20_Gaussian;ResNet101+MobileNetV2_n_feat;UMAP;Gaussian;4;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_J48;ResNet101+MobileNetV2_n_feat;UMAP;J48;5;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_UMAP_20_RBF;ResNet101+MobileNetV2_n_feat;UMAP;RBF;5;163072;No;20;0,764706
ResNet101+MobileNetV2_n_feat_UMAP_20_LinearSVM;ResNet101+MobileNetV2_n_feat;UMAP;LinearSVM;5;163072;No;20;0,735294
ResNet101+MobileNetV2_n_feat_UMAP_20_MLP;ResNet101+MobileNetV2_n_feat;UMAP;MLP;5;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_Logistic;ResNet101+MobileNetV2_n_feat;UMAP;Logistic;5;163072;No;20;0,735294
ResNet101+MobileNetV2_n_feat_UMAP_20_RandomForest;ResNet101+MobileNetV2_n_feat;UMAP;RandomForest;5;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_UMAP_20_Adaboost;ResNet101+MobileNetV2_n_feat;UMAP;Adaboost;5;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_UMAP_20_Gaussian;ResNet101+MobileNetV2_n_feat;UMAP;Gaussian;5;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_J48;ResNet101+MobileNetV2_n_feat;UMAP;J48;6;163072;No;20;0,764706
ResNet101+MobileNetV2_n_feat_UMAP_20_RBF;ResNet101+MobileNetV2_n_feat;UMAP;RBF;6;163072;No;20;0,735294
ResNet101+MobileNetV2_n_feat_UMAP_20_LinearSVM;ResNet101+MobileNetV2_n_feat;UMAP;LinearSVM;6;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_MLP;ResNet101+MobileNetV2_n_feat;UMAP;MLP;6;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_Logistic;ResNet101+MobileNetV2_n_feat;UMAP;Logistic;6;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_UMAP_20_RandomForest;ResNet101+MobileNetV2_n_feat;UMAP;RandomForest;6;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_Adaboost;ResNet101+MobileNetV2_n_feat;UMAP;Adaboost;6;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_UMAP_20_Gaussian;ResNet101+MobileNetV2_n_feat;UMAP;Gaussian;6;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_UMAP_20_J48;ResNet101+MobileNetV2_n_feat;UMAP;J48;7;163072;No;20;0,764706
ResNet101+MobileNetV2_n_feat_UMAP_20_RBF;ResNet101+MobileNetV2_n_feat;UMAP;RBF;7;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_UMAP_20_LinearSVM;ResNet101+MobileNetV2_n_feat;UMAP;LinearSVM;7;163072;No;20;0,764706
ResNet101+MobileNetV2_n_feat_UMAP_20_MLP;ResNet101+MobileNetV2_n_feat;UMAP;MLP;7;163072;No;20;0,764706
ResNet101+MobileNetV2_n_feat_UMAP_20_Logistic;ResNet101+MobileNetV2_n_feat;UMAP;Logistic;7;163072;No;20;0,764706
ResNet101+MobileNetV2_n_feat_UMAP_20_RandomForest;ResNet101+MobileNetV2_n_feat;UMAP;RandomForest;7;163072;No;20;0,852941
ResNet101+MobileNetV2_n_feat_UMAP_20_Adaboost;ResNet101+MobileNetV2_n_feat;UMAP;Adaboost;7;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_UMAP_20_Gaussian;ResNet101+MobileNetV2_n_feat;UMAP;Gaussian;7;163072;No;20;0,735294
ResNet101+MobileNetV2_n_feat_UMAP_20_J48;ResNet101+MobileNetV2_n_feat;UMAP;J48;8;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_RBF;ResNet101+MobileNetV2_n_feat;UMAP;RBF;8;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_UMAP_20_LinearSVM;ResNet101+MobileNetV2_n_feat;UMAP;LinearSVM;8;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_MLP;ResNet101+MobileNetV2_n_feat;UMAP;MLP;8;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_Logistic;ResNet101+MobileNetV2_n_feat;UMAP;Logistic;8;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_UMAP_20_RandomForest;ResNet101+MobileNetV2_n_feat;UMAP;RandomForest;8;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_UMAP_20_Adaboost;ResNet101+MobileNetV2_n_feat;UMAP;Adaboost;8;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_UMAP_20_Gaussian;ResNet101+MobileNetV2_n_feat;UMAP;Gaussian;8;163072;No;20;0,794118
ResNet101+MobileNetV2_n_feat_UMAP_20_J48;ResNet101+MobileNetV2_n_feat;UMAP;J48;9;163072;No;20;0,764706
ResNet101+MobileNetV2_n_feat_UMAP_20_RBF;ResNet101+MobileNetV2_n_feat;UMAP;RBF;9;163072;No;20;0,823529
ResNet101+MobileNetV2_n_feat_UMAP_20_LinearSVM;ResNet101+MobileNetV2_n_feat;UMAP;LinearSVM;9;163072;No;20;0,882353
ResNet101+MobileNetV2_n_feat_UMAP_20_MLP;ResNet101+MobileNetV2_n_feat;UMAP;MLP;9;163072;No;20;0,764706
ResNet101+MobileNetV2_n_feat_UMAP_20_Logistic;ResNet101+MobileNetV2_n_feat;UMAP;Logistic;9;163072;No;20;0,823529
