metodo;ExtractionMethod;Reduction;Classification;Fold;Features;Normalization;Components;ACC
ResNet101+DenseNet121_n_feat_ReliefF_2_RandomForest;ResNet101+DenseNet121_n_feat;ReliefF;RandomForest;9;150528;No;2;0,764706
ResNet101+DenseNet121_n_feat_ReliefF_2_Adaboost;ResNet101+DenseNet121_n_feat;ReliefF;Adaboost;9;150528;No;2;0,735294
ResNet101+DenseNet121_n_feat_ReliefF_2_Gaussian;ResNet101+DenseNet121_n_feat;ReliefF;Gaussian;9;150528;No;2;0,735294
ResNet101+DenseNet121_n_feat_ReliefF_2_J48;ResNet101+DenseNet121_n_feat;ReliefF;J48;10;150528;No;2;0,911765
ResNet101+DenseNet121_n_feat_ReliefF_2_RBF;ResNet101+DenseNet121_n_feat;ReliefF;RBF;10;150528;No;2;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_2_LinearSVM;ResNet101+DenseNet121_n_feat;ReliefF;LinearSVM;10;150528;No;2;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_2_MLP;ResNet101+DenseNet121_n_feat;ReliefF;MLP;10;150528;No;2;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_2_Logistic;ResNet101+DenseNet121_n_feat;ReliefF;Logistic;10;150528;No;2;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_2_RandomForest;ResNet101+DenseNet121_n_feat;ReliefF;RandomForest;10;150528;No;2;0,911765
ResNet101+DenseNet121_n_feat_ReliefF_2_Adaboost;ResNet101+DenseNet121_n_feat;ReliefF;Adaboost;10;150528;No;2;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_2_Gaussian;ResNet101+DenseNet121_n_feat;ReliefF;Gaussian;10;150528;No;2;0,794118
ResNet101+MobileNetV2_n_feat_ReliefF_2_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;1;163072;No;2;0,6
ResNet101+MobileNetV2_n_feat_ReliefF_2_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;1;163072;No;2;0,714286
ResNet101+MobileNetV2_n_feat_ReliefF_2_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;1;163072;No;2;0,714286
ResNet101+MobileNetV2_n_feat_ReliefF_2_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;1;163072;No;2;0,685714
ResNet101+MobileNetV2_n_feat_ReliefF_2_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;1;163072;No;2;0,742857
ResNet101+MobileNetV2_n_feat_ReliefF_2_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;1;163072;No;2;0,628571
ResNet101+MobileNetV2_n_feat_ReliefF_2_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;1;163072;No;2;0,771429
ResNet101+MobileNetV2_n_feat_ReliefF_2_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;1;163072;No;2;0,742857
ResNet101+MobileNetV2_n_feat_ReliefF_2_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;2;163072;No;2;0,628571
ResNet101+MobileNetV2_n_feat_ReliefF_2_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;2;163072;No;2;0,685714
ResNet101+MobileNetV2_n_feat_ReliefF_2_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;2;163072;No;2;0,628571
ResNet101+MobileNetV2_n_feat_ReliefF_2_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;2;163072;No;2;0,685714
ResNet101+MobileNetV2_n_feat_ReliefF_2_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;2;163072;No;2;0,628571
ResNet101+MobileNetV2_n_feat_ReliefF_2_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;2;163072;No;2;0,628571
ResNet101+MobileNetV2_n_feat_ReliefF_2_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;2;163072;No;2;0,628571
ResNet101+MobileNetV2_n_feat_ReliefF_2_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;2;163072;No;2;0,657143
ResNet101+MobileNetV2_n_feat_ReliefF_2_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;3;163072;No;2;0,705882
ResNet101+MobileNetV2_n_feat_ReliefF_2_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;3;163072;No;2;0,735294
ResNet101+MobileNetV2_n_feat_ReliefF_2_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;3;163072;No;2;0,705882
ResNet101+MobileNetV2_n_feat_ReliefF_2_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;3;163072;No;2;0,764706
ResNet101+MobileNetV2_n_feat_ReliefF_2_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;3;163072;No;2;0,735294
ResNet101+MobileNetV2_n_feat_ReliefF_2_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;3;163072;No;2;0,705882
ResNet101+MobileNetV2_n_feat_ReliefF_2_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;3;163072;No;2;0,794118
ResNet101+MobileNetV2_n_feat_ReliefF_2_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;3;163072;No;2;0,647059
ResNet101+MobileNetV2_n_feat_ReliefF_2_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;4;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;4;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;4;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;4;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;4;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;4;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;4;163072;No;2;0,764706
ResNet101+MobileNetV2_n_feat_ReliefF_2_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;4;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;5;163072;No;2;0,705882
ResNet101+MobileNetV2_n_feat_ReliefF_2_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;5;163072;No;2;0,794118
ResNet101+MobileNetV2_n_feat_ReliefF_2_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;5;163072;No;2;0,735294
ResNet101+MobileNetV2_n_feat_ReliefF_2_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;5;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;5;163072;No;2;0,764706
ResNet101+MobileNetV2_n_feat_ReliefF_2_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;5;163072;No;2;0,735294
ResNet101+MobileNetV2_n_feat_ReliefF_2_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;5;163072;No;2;0,676471
ResNet101+MobileNetV2_n_feat_ReliefF_2_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;5;163072;No;2;0,705882
ResNet101+MobileNetV2_n_feat_ReliefF_2_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;6;163072;No;2;0,735294
ResNet101+MobileNetV2_n_feat_ReliefF_2_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;6;163072;No;2;0,764706
ResNet101+MobileNetV2_n_feat_ReliefF_2_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;6;163072;No;2;0,735294
ResNet101+MobileNetV2_n_feat_ReliefF_2_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;6;163072;No;2;0,764706
ResNet101+MobileNetV2_n_feat_ReliefF_2_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;6;163072;No;2;0,764706
ResNet101+MobileNetV2_n_feat_ReliefF_2_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;6;163072;No;2;0,764706
ResNet101+MobileNetV2_n_feat_ReliefF_2_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;6;163072;No;2;0,794118
ResNet101+MobileNetV2_n_feat_ReliefF_2_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;6;163072;No;2;0,735294
ResNet101+MobileNetV2_n_feat_ReliefF_2_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;7;163072;No;2;0,764706
ResNet101+MobileNetV2_n_feat_ReliefF_2_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;7;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;7;163072;No;2;0,794118
ResNet101+MobileNetV2_n_feat_ReliefF_2_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;7;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;7;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;7;163072;No;2;0,794118
ResNet101+MobileNetV2_n_feat_ReliefF_2_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;7;163072;No;2;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_2_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;7;163072;No;2;0,794118
ResNet101+MobileNetV2_n_feat_ReliefF_2_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;8;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;8;163072;No;2;0,764706
ResNet101+MobileNetV2_n_feat_ReliefF_2_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;8;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;8;163072;No;2;0,705882
ResNet101+MobileNetV2_n_feat_ReliefF_2_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;8;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;8;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;8;163072;No;2;0,735294
ResNet101+MobileNetV2_n_feat_ReliefF_2_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;8;163072;No;2;0,794118
ResNet101+MobileNetV2_n_feat_ReliefF_2_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;9;163072;No;2;0,705882
ResNet101+MobileNetV2_n_feat_ReliefF_2_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;9;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;9;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;9;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;9;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;9;163072;No;2;0,735294
ResNet101+MobileNetV2_n_feat_ReliefF_2_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;9;163072;No;2;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_2_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;9;163072;No;2;0,794118
ResNet101+MobileNetV2_n_feat_ReliefF_2_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;10;163072;No;2;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_2_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;10;163072;No;2;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_2_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;10;163072;No;2;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_2_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;10;163072;No;2;0,941176
ResNet101+MobileNetV2_n_feat_ReliefF_2_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;10;163072;No;2;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_2_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;10;163072;No;2;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_2_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;10;163072;No;2;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_2_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;10;163072;No;2;0,882353
EfficientNetB0+MobileNet_n_feat_ReliefF_2_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;1;112896;No;2;0,714286
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;1;112896;No;2;0,714286
EfficientNetB0+MobileNet_n_feat_ReliefF_2_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;1;112896;No;2;0,657143
EfficientNetB0+MobileNet_n_feat_ReliefF_2_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;1;112896;No;2;0,742857
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;1;112896;No;2;0,714286
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;1;112896;No;2;0,714286
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;1;112896;No;2;0,657143
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;1;112896;No;2;0,714286
EfficientNetB0+MobileNet_n_feat_ReliefF_2_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;2;112896;No;2;0,571429
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;2;112896;No;2;0,742857
EfficientNetB0+MobileNet_n_feat_ReliefF_2_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;2;112896;No;2;0,628571
EfficientNetB0+MobileNet_n_feat_ReliefF_2_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;2;112896;No;2;0,742857
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;2;112896;No;2;0,685714
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;2;112896;No;2;0,657143
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;2;112896;No;2;0,657143
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;2;112896;No;2;0,714286
EfficientNetB0+MobileNet_n_feat_ReliefF_2_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;3;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;3;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;3;112896;No;2;0,647059
EfficientNetB0+MobileNet_n_feat_ReliefF_2_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;3;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;3;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;3;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;3;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;3;112896;No;2;0,647059
EfficientNetB0+MobileNet_n_feat_ReliefF_2_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;4;112896;No;2;0,588235
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;4;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;4;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;4;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;4;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;4;112896;No;2;0,647059
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;4;112896;No;2;0,617647
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;4;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;5;112896;No;2;0,5
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;5;112896;No;2;0,735294
EfficientNetB0+MobileNet_n_feat_ReliefF_2_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;5;112896;No;2;0,617647
EfficientNetB0+MobileNet_n_feat_ReliefF_2_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;5;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;5;112896;No;2;0,647059
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;5;112896;No;2;0,5
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;5;112896;No;2;0,588235
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;5;112896;No;2;0,558824
EfficientNetB0+MobileNet_n_feat_ReliefF_2_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;6;112896;No;2;0,617647
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;6;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;6;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;6;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;6;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;6;112896;No;2;0,617647
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;6;112896;No;2;0,647059
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;6;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;7;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;7;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;7;112896;No;2;0,617647
EfficientNetB0+MobileNet_n_feat_ReliefF_2_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;7;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;7;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;7;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;7;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;7;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;8;112896;No;2;0,411765
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;8;112896;No;2;0,588235
EfficientNetB0+MobileNet_n_feat_ReliefF_2_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;8;112896;No;2;0,558824
EfficientNetB0+MobileNet_n_feat_ReliefF_2_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;8;112896;No;2;0,647059
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;8;112896;No;2;0,588235
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;8;112896;No;2;0,411765
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;8;112896;No;2;0,529412
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;8;112896;No;2;0,588235
EfficientNetB0+MobileNet_n_feat_ReliefF_2_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;9;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;9;112896;No;2;0,794118
EfficientNetB0+MobileNet_n_feat_ReliefF_2_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;9;112896;No;2;0,764706
EfficientNetB0+MobileNet_n_feat_ReliefF_2_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;9;112896;No;2;0,794118
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;9;112896;No;2;0,794118
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;9;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;9;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;9;112896;No;2;0,764706
EfficientNetB0+MobileNet_n_feat_ReliefF_2_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;10;112896;No;2;0,588235
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;10;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;10;112896;No;2;0,647059
EfficientNetB0+MobileNet_n_feat_ReliefF_2_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;10;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;10;112896;No;2;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_2_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;10;112896;No;2;0,588235
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;10;112896;No;2;0,676471
EfficientNetB0+MobileNet_n_feat_ReliefF_2_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;10;112896;No;2;0,647059
MobileNet+ResNet50_n_feat_ReliefF_2_J48;MobileNet+ResNet50_n_feat;ReliefF;J48;1;150528;No;2;0,714286
MobileNet+ResNet50_n_feat_ReliefF_2_RBF;MobileNet+ResNet50_n_feat;ReliefF;RBF;1;150528;No;2;0,714286
MobileNet+ResNet50_n_feat_ReliefF_2_LinearSVM;MobileNet+ResNet50_n_feat;ReliefF;LinearSVM;1;150528;No;2;0,657143
MobileNet+ResNet50_n_feat_ReliefF_2_MLP;MobileNet+ResNet50_n_feat;ReliefF;MLP;1;150528;No;2;0,771429
MobileNet+ResNet50_n_feat_ReliefF_2_Logistic;MobileNet+ResNet50_n_feat;ReliefF;Logistic;1;150528;No;2;0,714286
MobileNet+ResNet50_n_feat_ReliefF_2_RandomForest;MobileNet+ResNet50_n_feat;ReliefF;RandomForest;1;150528;No;2;0,742857
MobileNet+ResNet50_n_feat_ReliefF_2_Adaboost;MobileNet+ResNet50_n_feat;ReliefF;Adaboost;1;150528;No;2;0,771429
MobileNet+ResNet50_n_feat_ReliefF_2_Gaussian;MobileNet+ResNet50_n_feat;ReliefF;Gaussian;1;150528;No;2;0,685714
MobileNet+ResNet50_n_feat_ReliefF_2_J48;MobileNet+ResNet50_n_feat;ReliefF;J48;2;150528;No;2;0,828571
MobileNet+ResNet50_n_feat_ReliefF_2_RBF;MobileNet+ResNet50_n_feat;ReliefF;RBF;2;150528;No;2;0,742857
