Xception, PCA, PCC, 0.8000Xception, PCA, PCC, 0.8000, 0.8571, 0.7941, 0.7941, 0.8824, 0.8824, 0.7353, 0.7941, 0.8529, 0.8824, 
Xception, PCA, PCC, 0.8000, 0.8571, 0.7941, 0.7941, 0.8824, 0.8824, 0.7353, 0.7941, 0.8529, 0.8824, 
