FeatureExtraction,DimReduction,Normalization,NumberComponents,Classifier,KFold01_F1Score,KFold02_F1Score,KFold03_F1Score,KFold04_F1Score,KFold05_F1Score,KFold06_F1Score,KFold07_F1Score,KFold08_F1Score,KFold09_F1Score,KFold10_F1Score,F1Score_Mean,F1Score_SD
ResNet101+DenseNet121_n_feat,ReliefF,No,30,J48,0.8000,0.5714,0.7027,0.8261,0.7568,0.7879,0.7647,0.8649,0.8095,0.8108,0.7695,0.0779
ResNet101+DenseNet121_n_feat,ReliefF,No,30,RBF,0.7742,0.6875,0.7778,0.8780,0.8571,0.8649,0.9143,0.9189,0.8636,0.9143,0.8451,0.0717
ResNet101+DenseNet121_n_feat,ReliefF,No,30,LinearSVM,0.7500,0.6667,0.7568,0.8500,0.8333,0.8649,0.9143,0.9189,0.9130,0.9474,0.8415,0.0863
ResNet101+DenseNet121_n_feat,ReliefF,No,30,MLP,0.8125,0.6667,0.7222,0.8293,0.8333,0.8889,0.8235,0.8235,0.8636,0.8947,0.8158,0.0674
ResNet101+DenseNet121_n_feat,ReliefF,No,30,Logistic,0.7647,0.6667,0.8108,0.8095,0.8000,0.8889,0.9444,0.8421,0.9333,0.9474,0.8408,0.0852
ResNet101+DenseNet121_n_feat,ReliefF,No,30,RandomForest,0.8000,0.7333,0.7778,0.9048,0.8333,0.8889,0.9714,0.8947,0.8936,0.8649,0.8563,0.0668
ResNet101+DenseNet121_n_feat,ReliefF,No,30,Adaboost,0.8667,0.6667,0.7273,0.7692,0.7097,0.8889,0.8750,0.8649,0.8636,0.8000,0.8032,0.0764
ResNet101+DenseNet121_n_feat,ReliefF,No,30,Gaussian,0.8125,0.6897,0.8333,0.7907,0.7879,0.8333,0.9444,0.8649,0.8571,0.8421,0.8256,0.0619
ResNet101+MobileNetV2_n_feat,ReliefF,No,30,PCC,0.8000,0.7333,0.7879,0.8421,0.9143,0.8889,0.8889,0.8108,0.8636,0.9143,0.8444,0.0572
ResNet101+MobileNetV2_n_feat,ReliefF,No,30,J48,0.7857,0.6667,0.7568,0.8372,0.8387,0.7879,0.8000,0.8000,0.8889,0.8947,0.8057,0.0628
ResNet101+MobileNetV2_n_feat,ReliefF,No,30,RBF,0.8000,0.6875,0.8649,0.8636,0.8485,0.8421,0.8824,0.8889,0.8636,0.9143,0.8456,0.0600
ResNet101+MobileNetV2_n_feat,ReliefF,No,30,LinearSVM,0.7333,0.6875,0.8421,0.8889,0.7879,0.9143,0.8824,0.8649,0.8636,0.9730,0.8438,0.0811
ResNet101+MobileNetV2_n_feat,ReliefF,No,30,MLP,0.7586,0.7586,0.8421,0.8571,0.8485,0.8571,0.8824,0.9189,0.9091,0.9444,0.8577,0.0587
ResNet101+MobileNetV2_n_feat,ReliefF,No,30,Logistic,0.7742,0.6452,0.8205,0.8261,0.7879,0.8571,0.9143,0.8889,0.9091,0.9444,0.8368,0.0833
ResNet101+MobileNetV2_n_feat,ReliefF,No,30,RandomForest,0.8667,0.8000,0.8571,0.8837,0.8824,0.8649,0.9091,0.8649,0.8636,0.8889,0.8681,0.0271
ResNet101+MobileNetV2_n_feat,ReliefF,No,30,Adaboost,0.6667,0.6000,0.7778,0.8636,0.8125,0.8485,0.8387,0.8947,0.9302,0.8889,0.8122,0.0993
ResNet101+MobileNetV2_n_feat,ReliefF,No,30,Gaussian,0.8000,0.7097,0.8333,0.8444,0.8125,0.8333,0.9143,0.8571,0.8571,0.8824,0.8344,0.0520
EfficientNetB0+MobileNet_n_feat,ReliefF,No,30,PCC,0.6667,0.7857,0.8108,0.7179,0.7586,0.8000,0.8485,0.7895,0.9048,0.7273,0.7810,0.0645
EfficientNetB0+MobileNet_n_feat,ReliefF,No,30,J48,0.7857,0.7857,0.7429,0.8421,0.6667,0.8649,0.7805,0.7619,0.9302,0.7568,0.7917,0.0689
EfficientNetB0+MobileNet_n_feat,ReliefF,No,30,RBF,0.8000,0.8462,0.8108,0.8000,0.8125,0.8235,0.9143,0.8205,0.9302,0.8108,0.8369,0.0446
EfficientNetB0+MobileNet_n_feat,ReliefF,No,30,LinearSVM,0.7647,0.8148,0.8108,0.8000,0.8485,0.8333,0.8947,0.8500,0.9302,0.8205,0.8368,0.0451
EfficientNetB0+MobileNet_n_feat,ReliefF,No,30,MLP,0.8276,0.7692,0.8333,0.8095,0.7647,0.7429,0.8571,0.8293,0.8936,0.8205,0.8148,0.0431
EfficientNetB0+MobileNet_n_feat,ReliefF,No,30,Logistic,0.8235,0.8148,0.8108,0.8293,0.8000,0.8333,0.8571,0.8293,0.9091,0.8205,0.8328,0.0293
EfficientNetB0+MobileNet_n_feat,ReliefF,No,30,RandomForest,0.7586,0.8800,0.7895,0.8000,0.7143,0.8235,0.9143,0.8205,0.9268,0.8889,0.8316,0.0660
EfficientNetB0+MobileNet_n_feat,ReliefF,No,30,Adaboost,0.8000,0.8800,0.8421,0.7500,0.6875,0.8333,0.8235,0.8718,0.9302,0.7895,0.8208,0.0655
EfficientNetB0+MobileNet_n_feat,ReliefF,No,30,Gaussian,0.7742,0.7857,0.8108,0.7500,0.7097,0.8571,0.8000,0.7805,0.9545,0.8205,0.8043,0.0628
MobileNet+ResNet50_n_feat,ReliefF,No,30,PCC,0.6923,0.8462,0.8824,0.8718,0.6897,0.7333,0.8485,0.9714,0.8718,0.8824,0.8290,0.0881
MobileNet+ResNet50_n_feat,ReliefF,No,30,J48,0.7333,0.7407,0.7647,0.8205,0.8824,0.8485,0.7879,0.8333,0.9048,0.7895,0.8106,0.0548
MobileNet+ResNet50_n_feat,ReliefF,No,30,RBF,0.8125,0.8571,0.8824,0.8571,0.8235,0.8485,0.8824,0.9189,0.9268,0.9000,0.8709,0.0362
MobileNet+ResNet50_n_feat,ReliefF,No,30,LinearSVM,0.8000,0.8571,0.8824,0.9000,0.7647,0.8649,0.9143,0.9189,0.9767,0.9000,0.8779,0.0577
MobileNet+ResNet50_n_feat,ReliefF,No,30,MLP,0.8387,0.8571,0.8824,0.9000,0.8571,0.8824,0.8889,0.9444,0.9545,0.8780,0.8884,0.0350
MobileNet+ResNet50_n_feat,ReliefF,No,30,Logistic,0.8000,0.8571,0.9375,0.8500,0.7879,0.8333,0.8889,0.9189,0.9302,0.8718,0.8676,0.0494
MobileNet+ResNet50_n_feat,ReliefF,No,30,RandomForest,0.7333,0.8889,0.8333,0.9268,0.8571,0.8485,0.8750,0.9189,0.9767,0.9474,0.8806,0.0655
MobileNet+ResNet50_n_feat,ReliefF,No,30,Adaboost,0.6897,0.9231,0.8571,0.8837,0.8235,0.8125,0.8387,0.9189,0.9000,0.8571,0.8504,0.0646
MobileNet+ResNet50_n_feat,ReliefF,No,30,Gaussian,0.8387,0.8571,0.8824,0.9000,0.8125,0.8235,0.8485,0.9189,0.9524,0.8333,0.8667,0.0431
Xception+ResNet50_n_feat,ReliefF,No,30,PCC,0.5926,0.8571,0.7857,0.8500,0.7273,0.7333,0.8387,0.9714,0.8500,0.8889,0.8095,0.0996
Xception+ResNet50_n_feat,ReliefF,No,30,J48,0.7586,0.8276,0.6471,0.9474,0.8235,0.8333,0.7333,0.9444,0.8500,0.8205,0.8186,0.0860
Xception+ResNet50_n_feat,ReliefF,No,30,RBF,0.7647,0.8571,0.8824,0.9048,0.7647,0.8824,0.8750,0.9189,0.8182,0.9268,0.8595,0.0558
Xception+ResNet50_n_feat,ReliefF,No,30,LinearSVM,0.7778,0.8000,0.8333,0.9302,0.8108,0.9444,0.8235,0.9444,0.8511,0.9000,0.8616,0.0597
Xception+ResNet50_n_feat,ReliefF,No,30,MLP,0.6667,0.8276,0.8824,0.8293,0.9189,0.8750,0.8000,0.9189,0.8837,0.8205,0.8423,0.0704
Xception+ResNet50_n_feat,ReliefF,No,30,Logistic,0.7222,0.8000,0.8889,0.8837,0.8333,0.8571,0.8485,0.9714,0.8444,0.8718,0.8521,0.0608
Xception+ResNet50_n_feat,ReliefF,No,30,RandomForest,0.6897,0.8148,0.8485,0.8837,0.8824,0.9143,0.8125,0.9189,0.9302,0.8947,0.8590,0.0686
Xception+ResNet50_n_feat,ReliefF,No,30,Adaboost,0.7879,0.8148,0.8235,0.9268,0.9143,0.8824,0.7333,0.9091,0.7692,0.7778,0.8339,0.0657
Xception+ResNet50_n_feat,ReliefF,No,30,Gaussian,0.7059,0.8000,0.9091,0.9048,0.6875,0.8824,0.7742,0.8889,0.7805,0.8500,0.8183,0.0770
VGG16+VGG19_n_feat,ReliefF,No,30,PCC,0.6923,0.7826,0.7059,0.7059,0.6667,0.7742,0.5517,0.7097,0.8837,0.8108,0.7283,0.0858
VGG16+VGG19_n_feat,ReliefF,No,30,J48,0.6667,0.6000,0.6667,0.8095,0.7368,0.7368,0.8649,0.8780,0.8095,0.8108,0.7580,0.0874
VGG16+VGG19_n_feat,ReliefF,No,30,RBF,0.6857,0.7333,0.7692,0.8000,0.8235,0.8649,0.8108,0.9000,0.9091,0.8718,0.8168,0.0690
VGG16+VGG19_n_feat,ReliefF,No,30,LinearSVM,0.7273,0.7857,0.7895,0.8095,0.7879,0.8421,0.8649,0.8718,0.8696,0.8205,0.8169,0.0440
VGG16+VGG19_n_feat,ReliefF,No,30,MLP,0.7647,0.8276,0.7059,0.7805,0.7879,0.7895,0.8571,0.8205,0.8444,0.8108,0.7989,0.0416
VGG16+VGG19_n_feat,ReliefF,No,30,Logistic,0.6875,0.8148,0.6842,0.8095,0.7647,0.8333,0.8333,0.8718,0.8696,0.8108,0.7980,0.0632
VGG16+VGG19_n_feat,ReliefF,No,30,RandomForest,0.8125,0.7407,0.7222,0.8293,0.8125,0.7742,0.8108,0.8947,0.9048,0.8889,0.8191,0.0598
VGG16+VGG19_n_feat,ReliefF,No,30,Adaboost,0.7097,0.7692,0.6857,0.7692,0.7273,0.8125,0.8485,0.7895,0.8511,0.8000,0.7763,0.0529
VGG16+VGG19_n_feat,ReliefF,No,30,Gaussian,0.6667,0.7857,0.8108,0.8095,0.7879,0.8947,0.8421,0.8421,0.8889,0.8205,0.8149,0.0608
MobileNet+ResNet101_n_feat,ReliefF,No,20,PCC,0.7407,0.8148,0.8571,0.8718,0.7586,0.8485,0.9143,0.8649,0.9091,0.7879,0.8368,0.0566
MobileNet+ResNet101_n_feat,ReliefF,No,20,J48,0.6875,0.6897,0.7692,0.7895,0.7059,0.8108,0.7647,0.7568,0.9048,0.8108,0.7690,0.0628
MobileNet+ResNet101_n_feat,ReliefF,No,20,RBF,0.6897,0.8462,0.8333,0.9048,0.8125,0.8824,0.9189,0.8947,0.8889,0.8333,0.8505,0.0632
MobileNet+ResNet101_n_feat,ReliefF,No,20,LinearSVM,0.7586,0.7857,0.7895,0.8837,0.8485,0.9143,0.8947,0.8718,0.8889,0.8421,0.8478,0.0504
MobileNet+ResNet101_n_feat,ReliefF,No,20,MLP,0.7500,0.8276,0.8000,0.7895,0.7879,0.8824,0.8889,0.8649,0.9545,0.8421,0.8388,0.0575
MobileNet+ResNet101_n_feat,ReliefF,No,20,Logistic,0.7333,0.7333,0.7568,0.9048,0.7879,0.9412,0.8649,0.8718,0.8837,0.8108,0.8288,0.0707
MobileNet+ResNet101_n_feat,ReliefF,No,20,RandomForest,0.7742,0.7857,0.8333,0.8500,0.8125,0.8824,0.8571,0.8718,0.8837,0.8333,0.8384,0.0363
MobileNet+ResNet101_n_feat,ReliefF,No,20,Adaboost,0.7333,0.8000,0.7778,0.8718,0.7059,0.9091,0.8485,0.8947,0.8837,0.8649,0.8290,0.0671
MobileNet+ResNet101_n_feat,ReliefF,No,20,Gaussian,0.8125,0.8148,0.8333,0.8444,0.8125,0.8235,0.8947,0.8718,0.9091,0.8333,0.8450,0.0333
ResNet101+DenseNet169_n_feat,ReliefF,No,20,PCC,0.8000,0.7333,0.7647,0.8718,0.7742,0.8889,0.8649,0.9231,0.8095,0.8000,0.8230,0.0579
ResNet101+DenseNet169_n_feat,ReliefF,No,20,J48,0.8125,0.6667,0.8000,0.7826,0.8000,0.8649,0.8235,0.8947,0.8571,0.7273,0.8029,0.0636
ResNet101+DenseNet169_n_feat,ReliefF,No,20,RBF,0.7742,0.6875,0.7429,0.8837,0.8485,0.8947,0.9189,0.8718,0.8511,0.7895,0.8263,0.0707
ResNet101+DenseNet169_n_feat,ReliefF,No,20,LinearSVM,0.7273,0.6667,0.7895,0.8636,0.8824,0.8649,0.9189,0.9000,0.8511,0.7805,0.8245,0.0770
ResNet101+DenseNet169_n_feat,ReliefF,No,20,MLP,0.7500,0.8000,0.7368,0.8372,0.7879,0.8000,0.9412,0.8205,0.8837,0.8649,0.8222,0.0589
ResNet101+DenseNet169_n_feat,ReliefF,No,20,Logistic,0.6667,0.7097,0.7692,0.8261,0.8571,0.8889,0.8947,0.8718,0.8261,0.8293,0.8140,0.0724
ResNet101+DenseNet169_n_feat,ReliefF,No,20,RandomForest,0.8000,0.7097,0.8485,0.8837,0.7879,0.8889,0.8889,0.9444,0.9091,0.9143,0.8575,0.0680
ResNet101+DenseNet169_n_feat,ReliefF,No,20,Adaboost,0.7586,0.6667,0.8750,0.8500,0.8000,0.8485,0.8485,0.9231,0.9524,0.8421,0.8365,0.0769
ResNet101+DenseNet169_n_feat,ReliefF,No,20,Gaussian,0.7059,0.6875,0.8108,0.8444,0.9091,0.8889,0.9189,0.9189,0.9091,0.8205,0.8414,0.0818
ResNet101+DenseNet121_n_feat,ReliefF,No,20,PCC,0.6923,0.7857,0.7879,0.8421,0.7742,0.8889,0.8571,0.8421,0.8372,0.8824,0.8190,0.0565
ResNet101+DenseNet121_n_feat,ReliefF,No,20,J48,0.7333,0.6429,0.7059,0.8780,0.8108,0.8889,0.7647,0.8235,0.8182,0.8421,0.7908,0.0743
ResNet101+DenseNet121_n_feat,ReliefF,No,20,RBF,0.8387,0.6875,0.8000,0.8837,0.8125,0.9189,0.9189,0.9000,0.8511,0.8649,0.8476,0.0661
ResNet101+DenseNet121_n_feat,ReliefF,No,20,LinearSVM,0.7879,0.6471,0.8000,0.8837,0.8824,0.8947,0.9189,0.9000,0.8511,0.8718,0.8438,0.0769
ResNet101+DenseNet121_n_feat,ReliefF,No,20,MLP,0.7097,0.7333,0.7568,0.8780,0.8235,0.8125,0.9412,0.8205,0.8636,0.8108,0.8150,0.0660
ResNet101+DenseNet121_n_feat,ReliefF,No,20,Logistic,0.8235,0.6667,0.8000,0.8182,0.8571,0.8824,0.9189,0.8718,0.8261,0.8205,0.8285,0.0640
ResNet101+DenseNet121_n_feat,ReliefF,No,20,RandomForest,0.6429,0.6667,0.8571,0.8718,0.8571,0.8889,0.9444,0.9000,0.8696,0.8889,0.8387,0.0952
ResNet101+DenseNet121_n_feat,ReliefF,No,20,Adaboost,0.6897,0.6154,0.6667,0.8205,0.7647,0.9444,0.9091,0.8108,0.9091,0.7778,0.7908,0.1049
ResNet101+DenseNet121_n_feat,ReliefF,No,20,Gaussian,0.8000,0.7143,0.8205,0.8000,0.8485,0.8571,0.8947,0.8780,0.8261,0.8421,0.8281,0.0479
ResNet101+MobileNetV2_n_feat,ReliefF,No,20,PCC,0.7143,0.7333,0.7879,0.8293,0.8485,0.8571,0.9714,0.8718,0.8837,0.8333,0.8331,0.0708
ResNet101+MobileNetV2_n_feat,ReliefF,No,20,J48,0.5926,0.7857,0.8125,0.7368,0.7692,0.7879,0.8387,0.8095,0.8372,0.8649,0.7835,0.0727
ResNet101+MobileNetV2_n_feat,ReliefF,No,20,RBF,0.8000,0.7333,0.8000,0.8636,0.8824,0.8649,0.8889,0.8718,0.8444,0.8333,0.8383,0.0458
ResNet101+MobileNetV2_n_feat,ReliefF,No,20,LinearSVM,0.7742,0.7097,0.7895,0.8182,0.8824,0.8649,0.9143,0.8718,0.8444,0.8649,0.8334,0.0579
ResNet101+MobileNetV2_n_feat,ReliefF,No,20,MLP,0.7333,0.7586,0.7692,0.7805,0.8571,0.8000,0.8824,0.7895,0.8444,0.8649,0.8080,0.0482
ResNet101+MobileNetV2_n_feat,ReliefF,No,20,Logistic,0.7742,0.7586,0.7895,0.7727,0.8824,0.8571,0.8824,0.8718,0.8261,0.8649,0.8280,0.0472
ResNet101+MobileNetV2_n_feat,ReliefF,No,20,RandomForest,0.7857,0.7586,0.8824,0.8571,0.8485,0.8649,0.9412,0.9000,0.8636,0.8889,0.8591,0.0505
ResNet101+MobileNetV2_n_feat,ReliefF,No,20,Adaboost,0.6667,0.7857,0.8000,0.8500,0.8571,0.7333,0.9375,0.8780,0.9048,0.8889,0.8302,0.0793
ResNet101+MobileNetV2_n_feat,ReliefF,No,20,Gaussian,0.8125,0.7586,0.7895,0.8000,0.8485,0.8108,0.8333,0.8889,0.8636,0.8108,0.8217,0.0360
EfficientNetB0+MobileNet_n_feat,ReliefF,No,20,PCC,0.7857,0.7857,0.8889,0.8095,0.6667,0.8000,0.7647,0.8205,0.9000,0.8205,0.8042,0.0617
EfficientNetB0+MobileNet_n_feat,ReliefF,No,20,J48,0.5625,0.6667,0.7027,0.8000,0.7742,0.7059,0.8108,0.6486,0.9048,0.7143,0.7290,0.0917
EfficientNetB0+MobileNet_n_feat,ReliefF,No,20,RBF,0.8125,0.8148,0.8649,0.8095,0.7097,0.8000,0.8333,0.8205,0.9268,0.8205,0.8213,0.0513
EfficientNetB0+MobileNet_n_feat,ReliefF,No,20,LinearSVM,0.8235,0.8148,0.8421,0.8095,0.7500,0.8000,0.8718,0.8205,0.9048,0.8205,0.8258,0.0393
EfficientNetB0+MobileNet_n_feat,ReliefF,No,20,MLP,0.6923,0.7407,0.7879,0.8000,0.7647,0.7778,0.7568,0.7805,0.8182,0.7805,0.7699,0.0330
EfficientNetB0+MobileNet_n_feat,ReliefF,No,20,Logistic,0.8235,0.8571,0.8108,0.8293,0.6897,0.8333,0.8421,0.8000,0.8837,0.8000,0.8170,0.0490
EfficientNetB0+MobileNet_n_feat,ReliefF,No,20,RandomForest,0.8276,0.7857,0.8108,0.8205,0.7143,0.8235,0.8108,0.7895,0.9000,0.8649,0.8148,0.0465
EfficientNetB0+MobileNet_n_feat,ReliefF,No,20,Adaboost,0.8125,0.8571,0.7222,0.8571,0.6667,0.7778,0.7568,0.8421,0.8780,0.8421,0.8012,0.0652
EfficientNetB0+MobileNet_n_feat,ReliefF,No,20,Gaussian,0.8125,0.8000,0.8000,0.7907,0.6667,0.8333,0.7368,0.7805,0.9524,0.7805,0.7953,0.0685
MobileNet+ResNet50_n_feat,ReliefF,No,20,PCC,0.7143,0.8571,0.8125,0.8718,0.7742,0.8000,0.8125,0.9714,0.8718,0.8889,0.8375,0.0672
MobileNet+ResNet50_n_feat,ReliefF,No,20,J48,0.7333,0.7500,0.8000,0.7500,0.8485,0.8889,0.7273,0.8205,0.9048,0.7805,0.8004,0.0606
MobileNet+ResNet50_n_feat,ReliefF,No,20,RBF,0.8750,0.8571,0.8571,0.8837,0.8485,0.8235,0.8889,0.8947,0.9000,0.8293,0.8658,0.0255
MobileNet+ResNet50_n_feat,ReliefF,No,20,LinearSVM,0.8750,0.8276,0.8571,0.8500,0.8235,0.9143,0.9189,0.8718,0.9268,0.8571,0.8722,0.0350
MobileNet+ResNet50_n_feat,ReliefF,No,20,MLP,0.8387,0.8571,0.8889,0.7692,0.8235,0.9143,0.8108,0.8947,0.9268,0.8780,0.8602,0.0471
MobileNet+ResNet50_n_feat,ReliefF,No,20,Logistic,0.8387,0.8000,0.8824,0.8500,0.7879,0.9714,0.8947,0.8947,0.8718,0.8000,0.8592,0.0533
MobileNet+ResNet50_n_feat,ReliefF,No,20,RandomForest,0.8125,0.8889,0.8108,0.8780,0.8824,0.8824,0.8235,0.9189,0.9302,0.8947,0.8722,0.0403
MobileNet+ResNet50_n_feat,ReliefF,No,20,Adaboost,0.8387,0.8462,0.8235,0.8293,0.8235,0.8485,0.8125,0.8889,0.8718,0.8649,0.8448,0.0231
MobileNet+ResNet50_n_feat,ReliefF,No,20,Gaussian,0.8125,0.8571,0.8824,0.8780,0.8125,0.8571,0.8947,0.9189,0.9524,0.7778,0.8644,0.0501
Xception+ResNet50_n_feat,ReliefF,No,20,PCC,0.6154,0.7857,0.7143,0.8718,0.7097,0.7333,0.7742,0.9444,0.8500,0.8000,0.7799,0.0891
Xception+ResNet50_n_feat,ReliefF,No,20,J48,0.7586,0.8276,0.6875,0.8571,0.9143,0.8421,0.7273,0.9444,0.8889,0.8718,0.8320,0.0789
Xception+ResNet50_n_feat,ReliefF,No,20,RBF,0.7879,0.8571,0.8235,0.8837,0.8235,0.9143,0.8485,0.9189,0.8182,0.8500,0.8526,0.0403
Xception+ResNet50_n_feat,ReliefF,No,20,LinearSVM,0.7647,0.8000,0.8571,0.8261,0.8333,0.9444,0.8649,0.9189,0.8636,0.8780,0.8551,0.0503
Xception+ResNet50_n_feat,ReliefF,No,20,MLP,0.7742,0.8276,0.7895,0.8372,0.8889,0.8571,0.7879,0.9189,0.9000,0.8718,0.8453,0.0480
Xception+ResNet50_n_feat,ReliefF,No,20,Logistic,0.8235,0.8276,0.8108,0.8636,0.8889,0.9412,0.8485,0.9444,0.8372,0.8500,0.8636,0.0447
Xception+ResNet50_n_feat,ReliefF,No,20,RandomForest,0.7586,0.8462,0.8824,0.8837,0.8824,0.9143,0.7742,0.9444,0.8780,0.8500,0.8614,0.0547
Xception+ResNet50_n_feat,ReliefF,No,20,Adaboost,0.7097,0.8148,0.7429,0.9268,0.8333,0.8333,0.8276,0.8889,0.7895,0.8421,0.8209,0.0601
Xception+ResNet50_n_feat,ReliefF,No,20,Gaussian,0.7429,0.8000,0.8485,0.8636,0.7647,0.9412,0.8750,0.8889,0.7907,0.8500,0.8365,0.0580
VGG16+VGG19_n_feat,ReliefF,No,20,PCC,0.7407,0.8148,0.7097,0.7059,0.7273,0.6897,0.5806,0.7500,0.8780,0.8649,0.7462,0.0838
VGG16+VGG19_n_feat,ReliefF,No,20,J48,0.7222,0.5517,0.6667,0.8000,0.6857,0.8235,0.7368,0.8108,0.8372,0.7568,0.7391,0.0833
VGG16+VGG19_n_feat,ReliefF,No,20,RBF,0.7647,0.7333,0.7895,0.8205,0.7647,0.8824,0.7500,0.9231,0.8837,0.8293,0.8141,0.0615
VGG16+VGG19_n_feat,ReliefF,No,20,LinearSVM,0.7778,0.7333,0.7895,0.7692,0.7222,0.8000,0.7619,0.8718,0.8636,0.7895,0.7879,0.0462
VGG16+VGG19_n_feat,ReliefF,No,20,MLP,0.7273,0.7333,0.7429,0.7222,0.6857,0.8485,0.7778,0.8421,0.8889,0.8108,0.7779,0.0632
VGG16+VGG19_n_feat,ReliefF,No,20,Logistic,0.7778,0.7586,0.7568,0.8372,0.7222,0.7647,0.7500,0.8421,0.8085,0.7895,0.7807,0.0367
VGG16+VGG19_n_feat,ReliefF,No,20,RandomForest,0.7059,0.7407,0.6667,0.7568,0.6875,0.7742,0.7778,0.8889,0.8571,0.8108,0.7666,0.0678
VGG16+VGG19_n_feat,ReliefF,No,20,Adaboost,0.6857,0.6207,0.7500,0.8000,0.6857,0.7879,0.7895,0.7692,0.8636,0.8235,0.7576,0.0697
VGG16+VGG19_n_feat,ReliefF,No,20,Gaussian,0.6857,0.7586,0.8108,0.8095,0.7647,0.8333,0.7907,0.8500,0.8696,0.8095,0.7982,0.0498
MobileNet+ResNet101_n_feat,ReliefF,No,10,PCC,0.6667,0.6957,0.8235,0.8718,0.8000,0.8000,0.7879,0.8947,0.8780,0.8235,0.8042,0.0707
MobileNet+ResNet101_n_feat,ReliefF,No,10,J48,0.6471,0.7143,0.7778,0.8293,0.6897,0.8235,0.8205,0.7895,0.9048,0.8333,0.7830,0.0738
MobileNet+ResNet101_n_feat,ReliefF,No,10,RBF,0.7143,0.8462,0.7568,0.9268,0.7742,0.8750,0.8649,0.8947,0.8889,0.8235,0.8365,0.0648
MobileNet+ResNet101_n_feat,ReliefF,No,10,LinearSVM,0.6897,0.7407,0.7895,0.8837,0.8125,0.8485,0.8718,0.8718,0.8889,0.8889,0.8286,0.0658
MobileNet+ResNet101_n_feat,ReliefF,No,10,MLP,0.6154,0.7333,0.8000,0.9048,0.6897,0.8235,0.8500,0.8333,0.8444,0.8571,0.7952,0.0842
MobileNet+ResNet101_n_feat,ReliefF,No,10,Logistic,0.6875,0.7857,0.7895,0.8837,0.7879,0.8235,0.8293,0.8718,0.8889,0.8649,0.8213,0.0585
MobileNet+ResNet101_n_feat,ReliefF,No,10,RandomForest,0.7333,0.7407,0.8000,0.8780,0.7333,0.8125,0.9189,0.8718,0.8780,0.8571,0.8224,0.0650
MobileNet+ResNet101_n_feat,ReliefF,No,10,Adaboost,0.6875,0.6667,0.8000,0.9000,0.6452,0.8824,0.8947,0.8947,0.9091,0.8235,0.8104,0.1003
MobileNet+ResNet101_n_feat,ReliefF,No,10,Gaussian,0.7333,0.8000,0.7692,0.8444,0.8333,0.7778,0.8293,0.8095,0.8936,0.8421,0.8133,0.0432
ResNet101+DenseNet169_n_feat,ReliefF,No,10,PCC,0.6667,0.7200,0.8387,0.7895,0.7742,0.8235,0.7647,0.8571,0.8000,0.8108,0.7845,0.0541
ResNet101+DenseNet169_n_feat,ReliefF,No,10,J48,0.6875,0.7143,0.7273,0.8182,0.8125,0.8235,0.9143,0.7778,0.9130,0.8108,0.7999,0.0727
ResNet101+DenseNet169_n_feat,ReliefF,No,10,RBF,0.7429,0.6875,0.7778,0.8372,0.7429,0.8421,0.8421,0.8500,0.8571,0.8108,0.7990,0.0552
ResNet101+DenseNet169_n_feat,ReliefF,No,10,LinearSVM,0.7368,0.6471,0.7500,0.8444,0.7778,0.8421,0.8205,0.8780,0.8571,0.8108,0.7965,0.0663
ResNet101+DenseNet169_n_feat,ReliefF,No,10,MLP,0.6897,0.7333,0.7222,0.8718,0.7500,0.7273,0.8947,0.8500,0.8750,0.8500,0.7964,0.0742
ResNet101+DenseNet169_n_feat,ReliefF,No,10,Logistic,0.7027,0.6667,0.7895,0.8261,0.7429,0.8108,0.8205,0.8780,0.8571,0.8421,0.7936,0.0652
ResNet101+DenseNet169_n_feat,ReliefF,No,10,RandomForest,0.6897,0.7097,0.7879,0.8780,0.8125,0.8571,0.9189,0.9231,0.9268,0.9143,0.8418,0.0842
ResNet101+DenseNet169_n_feat,ReliefF,No,10,Adaboost,0.7692,0.7097,0.8485,0.8947,0.7273,0.8333,0.8750,0.9189,0.9268,0.8889,0.8392,0.0743
ResNet101+DenseNet169_n_feat,ReliefF,No,10,Gaussian,0.6667,0.7500,0.8000,0.8182,0.8333,0.8421,0.8205,0.9231,0.9333,0.8421,0.8229,0.0730
ResNet101+DenseNet121_n_feat,ReliefF,No,10,PCC,0.6667,0.6154,0.6429,0.8108,0.7097,0.8571,0.8235,0.8500,0.8372,0.8235,0.7637,0.0894
ResNet101+DenseNet121_n_feat,ReliefF,No,10,J48,0.6667,0.4516,0.7027,0.7805,0.7059,0.8108,0.7368,0.8421,0.8511,0.8205,0.7369,0.1127
ResNet101+DenseNet121_n_feat,ReliefF,No,10,RBF,0.7429,0.6667,0.7778,0.8372,0.7429,0.8421,0.8421,0.8500,0.8571,0.8235,0.7982,0.0600
ResNet101+DenseNet121_n_feat,ReliefF,No,10,LinearSVM,0.7368,0.6471,0.7895,0.8372,0.7778,0.8649,0.8205,0.8780,0.8571,0.8333,0.8042,0.0665
ResNet101+DenseNet121_n_feat,ReliefF,No,10,MLP,0.7333,0.6667,0.7368,0.8780,0.7500,0.8235,0.8947,0.8500,0.8750,0.8205,0.8029,0.0727
ResNet101+DenseNet121_n_feat,ReliefF,No,10,Logistic,0.7027,0.7273,0.7368,0.8372,0.7429,0.8649,0.8205,0.8780,0.8571,0.8108,0.7978,0.0612
