FeatureExtraction,DimReduction,Normalization,NumberComponents,Classifier,KFold01_ROCScore,KFold02_ROCScore,KFold03_ROCScore,KFold04_ROCScore,KFold05_ROCScore,KFold06_ROCScore,KFold07_ROCScore,KFold08_ROCScore,KFold09_ROCScore,KFold10_ROCScore,ROCScore_Mean,ROCScore_SD
ResNet101+DenseNet169_n_feat,PCA,No,250,LinearSVM,0.8333,0.8496,0.9118,0.8786,0.9118,0.9132,0.8824,0.8819,0.9356,0.8614,0.8860,0.0305
ResNet101+DenseNet169_n_feat,PCA,No,250,MLP,0.8250,0.8080,0.9118,0.8179,0.9118,0.7639,0.7647,0.6771,0.8030,0.8018,0.8085,0.0655
ResNet101+DenseNet169_n_feat,PCA,No,250,Logistic,0.8167,0.8496,0.9118,0.9036,0.9118,0.9132,0.9118,0.8819,0.9356,0.8877,0.8924,0.0335
ResNet101+DenseNet169_n_feat,PCA,No,250,RandomForest,0.9083,0.9366,0.9118,0.8071,0.7941,0.9375,0.8235,0.9167,0.9091,0.8947,0.8839,0.0514
ResNet101+DenseNet169_n_feat,PCA,No,250,Adaboost,0.8250,0.9149,0.8824,0.8321,0.8824,0.8819,0.7647,0.8542,0.8902,0.9737,0.8701,0.0533
ResNet101+DenseNet169_n_feat,PCA,No,250,Gaussian,0.7167,0.7228,0.6471,0.5750,0.6176,0.7292,0.6765,0.6806,0.7614,0.5754,0.6702,0.0618
ResNet101+DenseNet169_n_feat,UMAP,No,250,PCC,0.7333,0.8913,0.7353,0.8679,0.7941,0.7882,0.7647,0.7882,0.8485,0.8474,0.8059,0.0523
ResNet101+DenseNet169_n_feat,UMAP,No,250,J48,0.6833,0.8478,0.7941,0.7071,0.8235,0.7708,0.8235,0.7986,0.8712,0.7158,0.7836,0.0600
ResNet101+DenseNet169_n_feat,UMAP,No,250,RBF,0.7333,0.6304,0.7647,0.8321,0.6765,0.8194,0.7059,0.7882,0.8030,0.7737,0.7527,0.0620
ResNet101+DenseNet169_n_feat,UMAP,No,250,LinearSVM,0.8083,0.8696,0.7941,0.7964,0.7941,0.8194,0.7941,0.8472,0.7879,0.7807,0.8092,0.0270
ResNet101+DenseNet169_n_feat,UMAP,No,250,MLP,0.5000,0.8080,0.5882,0.7964,0.8235,0.5000,0.6176,0.7674,0.7803,0.5807,0.6762,0.1245
ResNet101+DenseNet169_n_feat,UMAP,No,250,Logistic,0.8333,0.8714,0.8529,0.7964,0.8824,0.8507,0.7941,0.8785,0.7841,0.7877,0.8332,0.0374
ResNet101+DenseNet169_n_feat,UMAP,No,250,RandomForest,0.8333,0.9130,0.8235,0.8321,0.8529,0.8229,0.8235,0.8819,0.8258,0.9070,0.8516,0.0340
ResNet101+DenseNet169_n_feat,UMAP,No,250,Adaboost,0.8083,0.7880,0.8529,0.7821,0.8235,0.8507,0.7941,0.9097,0.6553,0.8807,0.8146,0.0662
ResNet101+DenseNet169_n_feat,UMAP,No,250,Gaussian,0.8000,0.8931,0.7647,0.8429,0.7059,0.8229,0.6765,0.7083,0.8258,0.8807,0.7921,0.0717
ResNet101+DenseNet121_n_feat,PCA,No,250,PCC,0.7583,0.8043,0.7941,0.6750,0.8529,0.8229,0.8235,0.7847,0.8295,0.8211,0.7967,0.0477
ResNet101+DenseNet121_n_feat,PCA,No,250,J48,0.7917,0.8062,0.8235,0.7714,0.7941,0.7569,0.7059,0.5938,0.7159,0.7614,0.7521,0.0635
ResNet101+DenseNet121_n_feat,PCA,No,250,RBF,0.8667,0.8714,0.9412,0.8321,0.9412,0.9132,0.9118,0.8542,0.8902,0.9140,0.8936,0.0350
ResNet101+DenseNet121_n_feat,PCA,No,250,LinearSVM,0.8333,0.8062,0.9412,0.7821,0.8529,0.9444,0.9412,0.9097,0.8902,0.8088,0.8710,0.0590
ResNet101+DenseNet121_n_feat,PCA,No,250,MLP,0.8500,0.7645,0.8235,0.6607,0.9412,0.8819,0.9118,0.7882,0.8674,0.7421,0.8231,0.0810
ResNet101+DenseNet121_n_feat,PCA,No,250,Logistic,0.8667,0.8062,0.9412,0.8071,0.9118,0.9444,0.9412,0.8819,0.8902,0.8684,0.8859,0.0485
ResNet101+DenseNet121_n_feat,PCA,No,250,RandomForest,0.8917,0.8315,0.9412,0.7821,0.9118,0.8819,0.8529,0.8264,0.8902,0.8807,0.8690,0.0440
ResNet101+DenseNet121_n_feat,PCA,No,250,Adaboost,0.8250,0.8514,0.8235,0.8071,0.8529,0.8854,0.8235,0.8507,0.9129,0.9070,0.8540,0.0349
ResNet101+DenseNet121_n_feat,PCA,No,250,Gaussian,0.7250,0.7645,0.6471,0.6964,0.5882,0.7014,0.6765,0.6771,0.7197,0.5158,0.6712,0.0687
ResNet101+DenseNet121_n_feat,UMAP,No,250,PCC,0.7583,0.8080,0.7941,0.7714,0.8235,0.8229,0.7353,0.8472,0.7803,0.8737,0.8015,0.0399
ResNet101+DenseNet121_n_feat,UMAP,No,250,J48,0.7167,0.7862,0.7647,0.7214,0.8824,0.7674,0.7353,0.7708,0.7992,0.8211,0.7765,0.0473
ResNet101+DenseNet121_n_feat,UMAP,No,250,RBF,0.6917,0.7391,0.6471,0.7214,0.7353,0.8264,0.6471,0.7847,0.7803,0.7737,0.7347,0.0565
ResNet101+DenseNet121_n_feat,UMAP,No,250,LinearSVM,0.7500,0.9130,0.7647,0.7107,0.8529,0.8819,0.6471,0.8160,0.6970,0.8140,0.7847,0.0813
ResNet101+DenseNet121_n_feat,UMAP,No,250,MLP,0.5000,0.7174,0.5588,0.7107,0.5294,0.5312,0.6765,0.5833,0.7083,0.5000,0.6016,0.0868
ResNet101+DenseNet121_n_feat,UMAP,No,250,Logistic,0.7833,0.8496,0.8235,0.8321,0.8529,0.8507,0.8235,0.8472,0.7841,0.8474,0.8294,0.0251
ResNet101+DenseNet121_n_feat,UMAP,No,250,RandomForest,0.8083,0.8714,0.7941,0.8071,0.8235,0.8542,0.8529,0.8472,0.8674,0.9404,0.8467,0.0403
ResNet101+DenseNet121_n_feat,UMAP,No,250,Adaboost,0.8083,0.8261,0.8235,0.7714,0.7647,0.8576,0.8529,0.7604,0.7386,0.7754,0.7979,0.0392
ResNet101+DenseNet121_n_feat,UMAP,No,250,Gaussian,0.7500,0.8080,0.7647,0.7714,0.7941,0.8542,0.6471,0.7569,0.7803,0.9070,0.7834,0.0647
ResNet101+MobileNetV2_n_feat,PCA,No,250,PCC,0.7583,0.7844,0.8235,0.7607,0.8529,0.8507,0.8235,0.8750,0.8068,0.9070,0.8243,0.0461
ResNet101+MobileNetV2_n_feat,PCA,No,250,J48,0.7667,0.7446,0.8235,0.6607,0.8235,0.7326,0.7059,0.8542,0.7424,0.6632,0.7517,0.0631
ResNet101+MobileNetV2_n_feat,PCA,No,250,RBF,0.9000,0.8931,0.9412,0.8321,0.9412,0.9132,0.8824,0.8819,0.9545,0.9737,0.9113,0.0400
ResNet101+MobileNetV2_n_feat,PCA,No,250,LinearSVM,0.8417,0.7844,0.9706,0.8179,0.8529,0.9132,0.8529,0.9097,0.8295,0.9140,0.8687,0.0534
ResNet101+MobileNetV2_n_feat,PCA,No,250,MLP,0.6750,0.8514,0.8529,0.6964,0.8235,0.7951,0.8529,0.7917,0.8485,0.6754,0.7863,0.0716
ResNet101+MobileNetV2_n_feat,PCA,No,250,Logistic,0.8417,0.8913,0.9706,0.8179,0.8824,0.9132,0.9118,0.9097,0.8523,0.9140,0.8905,0.0418
ResNet101+MobileNetV2_n_feat,PCA,No,250,RandomForest,0.9167,0.9149,0.8824,0.8429,0.8235,0.8819,0.8529,0.8576,0.9318,0.8614,0.8766,0.0336
ResNet101+MobileNetV2_n_feat,PCA,No,250,Adaboost,0.9000,0.8931,0.9118,0.7714,0.8529,0.7986,0.8529,0.8229,0.8485,0.9474,0.8600,0.0512
ResNet101+MobileNetV2_n_feat,PCA,No,250,Gaussian,0.7333,0.7446,0.7059,0.6964,0.6765,0.7604,0.6765,0.7708,0.7386,0.6018,0.7105,0.0479
ResNet101+MobileNetV2_n_feat,UMAP,No,250,PCC,0.7583,0.9130,0.7353,0.7607,0.7647,0.8438,0.7353,0.8194,0.8295,0.9070,0.8067,0.0631
ResNet101+MobileNetV2_n_feat,UMAP,No,250,J48,0.7417,0.7663,0.7353,0.7714,0.8235,0.8507,0.7059,0.6979,0.7538,0.9404,0.7787,0.0702
ResNet101+MobileNetV2_n_feat,UMAP,No,250,RBF,0.5333,0.5435,0.5882,0.7250,0.7059,0.5625,0.6471,0.7188,0.8258,0.6737,0.6524,0.0902
ResNet101+MobileNetV2_n_feat,UMAP,No,250,LinearSVM,0.7833,0.8261,0.7647,0.7607,0.7647,0.8194,0.7647,0.7569,0.9129,0.9070,0.8061,0.0568
ResNet101+MobileNetV2_n_feat,UMAP,No,250,MLP,0.5000,0.5217,0.5588,0.6286,0.5588,0.7049,0.6765,0.6111,0.5417,0.5000,0.5802,0.0684
ResNet101+MobileNetV2_n_feat,UMAP,No,250,Logistic,0.8083,0.8714,0.8235,0.7964,0.7647,0.7951,0.7353,0.8785,0.8447,0.9070,0.8225,0.0507
ResNet101+MobileNetV2_n_feat,UMAP,No,250,RandomForest,0.8333,0.8714,0.8235,0.8321,0.9118,0.8819,0.8824,0.9097,0.8902,0.8544,0.8691,0.0303
ResNet101+MobileNetV2_n_feat,UMAP,No,250,Adaboost,0.7667,0.8279,0.8529,0.7964,0.7647,0.7674,0.8824,0.8785,0.8902,0.8281,0.8255,0.0473
ResNet101+MobileNetV2_n_feat,UMAP,No,250,Gaussian,0.8333,0.8080,0.7647,0.8321,0.7941,0.8229,0.7059,0.7604,0.8030,0.8807,0.8005,0.0458
EfficientNetB0+MobileNet_n_feat,PCA,No,250,PCC,0.7250,0.7428,0.7647,0.7464,0.8529,0.8194,0.8235,0.8785,0.7159,0.8544,0.7924,0.0569
EfficientNetB0+MobileNet_n_feat,PCA,No,250,J48,0.8000,0.7663,0.8235,0.8036,0.7647,0.7639,0.8824,0.7604,0.8674,0.8211,0.8053,0.0416
EfficientNetB0+MobileNet_n_feat,PCA,No,250,RBF,0.8417,0.9783,0.9706,0.8536,0.9118,0.9410,0.9118,0.9132,0.9545,0.9211,0.9197,0.0428
EfficientNetB0+MobileNet_n_feat,PCA,No,250,LinearSVM,0.9083,0.9149,0.9412,0.8571,0.9118,0.8542,0.8824,0.8785,0.9167,0.9211,0.8986,0.0275
EfficientNetB0+MobileNet_n_feat,PCA,No,250,MLP,0.7000,0.8062,0.8529,0.7357,0.6471,0.7326,0.6471,0.7014,0.7879,0.7947,0.7406,0.0655
EfficientNetB0+MobileNet_n_feat,PCA,No,250,Logistic,0.8500,0.9565,0.9412,0.8571,0.9118,0.8542,0.8824,0.9097,0.9129,0.9211,0.8997,0.0353
EfficientNetB0+MobileNet_n_feat,PCA,No,250,RandomForest,0.7000,0.8533,0.8824,0.8893,0.8235,0.8611,0.8529,0.8889,0.8864,0.8281,0.8466,0.0540
EfficientNetB0+MobileNet_n_feat,PCA,No,250,Adaboost,0.7333,0.8080,0.8824,0.7679,0.9412,0.9444,0.7941,0.9722,0.8902,0.8807,0.8614,0.0773
EfficientNetB0+MobileNet_n_feat,PCA,No,250,Gaussian,0.6500,0.7446,0.7647,0.7321,0.7353,0.7917,0.7059,0.7396,0.8030,0.7281,0.7395,0.0409
EfficientNetB0+MobileNet_n_feat,UMAP,No,250,PCC,0.8667,0.8514,0.8824,0.6857,0.7647,0.8229,0.7353,0.8819,0.8295,0.8474,0.8168,0.0632
EfficientNetB0+MobileNet_n_feat,UMAP,No,250,J48,0.7833,0.8279,0.8824,0.6714,0.8529,0.7951,0.7353,0.7396,0.8674,0.8877,0.8043,0.0686
EfficientNetB0+MobileNet_n_feat,UMAP,No,250,RBF,0.5250,0.5000,0.5294,0.6286,0.7059,0.5312,0.6471,0.6875,0.6591,0.6000,0.6014,0.0712
EfficientNetB0+MobileNet_n_feat,UMAP,No,250,LinearSVM,0.6500,0.7011,0.7353,0.6857,0.8235,0.6771,0.7059,0.9132,0.5871,0.7877,0.7267,0.0886
EfficientNetB0+MobileNet_n_feat,UMAP,No,250,MLP,0.5000,0.5000,0.5000,0.5357,0.5294,0.5139,0.6176,0.5451,0.5114,0.4877,0.5241,0.0356
EfficientNetB0+MobileNet_n_feat,UMAP,No,250,Logistic,0.7250,0.8696,0.8529,0.7214,0.7941,0.8507,0.7059,0.8542,0.6780,0.8474,0.7899,0.0707
EfficientNetB0+MobileNet_n_feat,UMAP,No,250,RandomForest,0.8833,0.9149,0.9412,0.7714,0.8824,0.9410,0.8235,0.9410,0.7614,0.8807,0.8741,0.0641
EfficientNetB0+MobileNet_n_feat,UMAP,No,250,Adaboost,0.8917,0.9348,0.8824,0.8071,0.8235,0.8229,0.7647,0.9410,0.8485,0.8088,0.8525,0.0552
EfficientNetB0+MobileNet_n_feat,UMAP,No,250,Gaussian,0.8250,0.8315,0.8529,0.7214,0.7647,0.8542,0.7941,0.7986,0.8674,0.8544,0.8164,0.0443
MobileNet+ResNet50_n_feat,PCA,No,250,PCC,0.7583,0.7844,0.8235,0.7607,0.8529,0.8194,0.8824,0.7569,0.7841,0.8140,0.8037,0.0403
MobileNet+ResNet50_n_feat,PCA,No,250,J48,0.7000,0.7627,0.8235,0.8536,0.8529,0.7986,0.7059,0.7604,0.6364,0.8474,0.7741,0.0710
MobileNet+ResNet50_n_feat,PCA,No,250,RBF,0.9417,0.8732,0.9706,0.8321,0.9118,0.9688,0.9118,0.8854,0.9091,0.9404,0.9145,0.0411
MobileNet+ResNet50_n_feat,PCA,No,250,LinearSVM,0.8917,0.9130,0.9118,0.8571,1.0000,0.8819,0.8824,0.8785,0.8523,0.8877,0.8956,0.0394
MobileNet+ResNet50_n_feat,PCA,No,250,MLP,0.8417,0.9130,0.8824,0.8536,0.7941,0.6424,0.7059,0.6701,0.8712,0.7018,0.7876,0.0938
MobileNet+ResNet50_n_feat,PCA,No,250,Logistic,0.8917,0.9130,0.9118,0.8571,1.0000,0.9410,0.9118,0.9375,0.8939,0.8877,0.9146,0.0368
MobileNet+ResNet50_n_feat,PCA,No,250,RandomForest,0.8583,0.8297,0.8824,0.8071,0.7941,0.9097,0.8235,0.8333,0.9318,0.9474,0.8617,0.0508
MobileNet+ResNet50_n_feat,PCA,No,250,Adaboost,0.8417,0.8315,0.8235,0.8429,0.8529,0.8576,0.8824,0.9722,0.9773,0.9667,0.8849,0.0590
MobileNet+ResNet50_n_feat,PCA,No,250,Gaussian,0.7750,0.7428,0.7353,0.6857,0.7059,0.7326,0.6176,0.7708,0.8447,0.5947,0.7205,0.0704
MobileNet+ResNet50_n_feat,UMAP,No,250,PCC,0.8417,0.8913,0.7941,0.8679,0.7941,0.8160,0.7353,0.7639,0.7841,0.8281,0.8116,0.0449
MobileNet+ResNet50_n_feat,UMAP,No,250,J48,0.8250,0.9348,0.8235,0.8071,0.6765,0.6736,0.7941,0.8542,0.7159,0.7947,0.7899,0.0773
MobileNet+ResNet50_n_feat,UMAP,No,250,RBF,0.6333,0.7174,0.7353,0.7464,0.7353,0.6944,0.7353,0.7257,0.7386,0.7140,0.7176,0.0315
MobileNet+ResNet50_n_feat,UMAP,No,250,LinearSVM,0.7333,0.7826,0.7647,0.7964,0.7941,0.7847,0.7059,0.7569,0.8068,0.8070,0.7733,0.0315
MobileNet+ResNet50_n_feat,UMAP,No,250,MLP,0.5833,0.7482,0.5294,0.6714,0.5294,0.6667,0.6176,0.7188,0.5000,0.5000,0.6065,0.0870
MobileNet+ResNet50_n_feat,UMAP,No,250,Logistic,0.7750,0.8478,0.8529,0.7357,0.7059,0.8229,0.7941,0.8229,0.8485,0.8140,0.8020,0.0472
MobileNet+ResNet50_n_feat,UMAP,No,250,RandomForest,0.8583,0.9130,0.8824,0.8321,0.8235,0.8819,0.8235,0.8507,0.8674,0.8807,0.8614,0.0279
MobileNet+ResNet50_n_feat,UMAP,No,250,Adaboost,0.7833,0.8297,0.8824,0.8679,0.7353,0.8264,0.8235,0.8194,0.7197,0.7754,0.8063,0.0500
MobileNet+ResNet50_n_feat,UMAP,No,250,Gaussian,0.7500,0.8279,0.8235,0.8071,0.8235,0.8194,0.7353,0.7917,0.8030,0.8544,0.8036,0.0345
Xception+ResNet50_n_feat,PCA,No,250,PCC,0.7000,0.8478,0.8235,0.7714,0.8824,0.8785,0.7647,0.8785,0.8068,0.7807,0.8134,0.0571
Xception+ResNet50_n_feat,PCA,No,250,J48,0.7500,0.8478,0.7647,0.7714,0.6765,0.7951,0.7059,0.7361,0.6894,0.6684,0.7405,0.0541
Xception+ResNet50_n_feat,PCA,No,250,RBF,0.9167,0.9149,0.9412,0.7964,0.9706,0.9410,0.9118,0.8854,0.8674,0.9404,0.9086,0.0468
Xception+ResNet50_n_feat,PCA,No,250,LinearSVM,0.9500,0.8696,0.9118,0.9286,0.9412,0.8299,0.9118,0.9410,0.8712,0.8737,0.9029,0.0378
Xception+ResNet50_n_feat,PCA,No,250,MLP,0.7250,0.8261,0.8235,0.7571,0.7941,0.6424,0.7941,0.7604,0.8030,0.8404,0.7766,0.0560
Xception+ResNet50_n_feat,PCA,No,250,Logistic,0.9500,0.8696,0.9412,0.9286,0.9706,0.8299,0.9118,0.9097,0.8712,0.9000,0.9082,0.0403
Xception+ResNet50_n_feat,PCA,No,250,RandomForest,0.8250,0.8514,0.8529,0.8321,0.9118,0.8542,0.8235,0.8854,0.9318,0.8404,0.8609,0.0351
Xception+ResNet50_n_feat,PCA,No,250,Adaboost,0.8667,0.8696,0.8529,0.8179,0.8824,0.8819,0.8824,0.9097,0.8902,0.9070,0.8761,0.0254
Xception+ResNet50_n_feat,PCA,No,250,Gaussian,0.7167,0.7645,0.6765,0.7214,0.7059,0.7049,0.7059,0.7361,0.7197,0.6018,0.7053,0.0407
Xception+ResNet50_n_feat,UMAP,No,250,PCC,0.8417,0.8279,0.7353,0.7714,0.8824,0.8194,0.7941,0.8160,0.8674,0.8474,0.8203,0.0420
Xception+ResNet50_n_feat,UMAP,No,250,J48,0.6250,0.8297,0.7941,0.5893,0.7941,0.7951,0.7941,0.7639,0.8674,0.8614,0.7714,0.0880
Xception+ResNet50_n_feat,UMAP,No,250,RBF,0.5750,0.6739,0.7353,0.8071,0.6765,0.7569,0.7353,0.6667,0.7386,0.7737,0.7139,0.0634
Xception+ResNet50_n_feat,UMAP,No,250,LinearSVM,0.7333,0.8696,0.7647,0.7964,0.7941,0.8438,0.7941,0.7569,0.8295,0.8070,0.7990,0.0391
Xception+ResNet50_n_feat,UMAP,No,250,MLP,0.5000,0.7283,0.5294,0.7714,0.4412,0.7708,0.5000,0.6111,0.5000,0.7561,0.6108,0.1259
Xception+ResNet50_n_feat,UMAP,No,250,Logistic,0.7000,0.8913,0.8235,0.7714,0.7941,0.8472,0.8529,0.8785,0.8485,0.8140,0.8222,0.0535
Xception+ResNet50_n_feat,UMAP,No,250,RandomForest,0.8333,0.8714,0.8824,0.7964,0.8529,0.9062,0.8824,0.8194,0.8258,0.9667,0.8637,0.0470
Xception+ResNet50_n_feat,UMAP,No,250,Adaboost,0.7833,0.8714,0.8824,0.8429,0.9118,0.8507,0.7941,0.9444,0.8447,0.9070,0.8633,0.0483
Xception+ResNet50_n_feat,UMAP,No,250,Gaussian,0.7583,0.8496,0.7353,0.8321,0.7647,0.8194,0.7647,0.7604,0.7386,0.8737,0.7897,0.0469
VGG16+VGG19_n_feat,PCA,No,250,PCC,0.6917,0.7627,0.7941,0.7357,0.7647,0.7604,0.6176,0.7292,0.6553,0.7877,0.7299,0.0551
VGG16+VGG19_n_feat,PCA,No,250,J48,0.6917,0.7446,0.8529,0.7214,0.7647,0.7569,0.7647,0.7326,0.6326,0.7421,0.7404,0.0534
VGG16+VGG19_n_feat,PCA,No,250,RBF,0.7667,0.8080,0.9118,0.7821,0.8529,0.9132,0.8824,0.8854,0.8902,0.9140,0.8607,0.0529
VGG16+VGG19_n_feat,PCA,No,250,LinearSVM,0.8917,0.7844,0.9412,0.8321,0.7941,0.8542,0.9118,0.8785,0.8712,0.9211,0.8680,0.0497
VGG16+VGG19_n_feat,PCA,No,250,MLP,0.8500,0.7663,0.7647,0.7821,0.7059,0.8854,0.8529,0.8507,0.8258,0.7684,0.8052,0.0530
VGG16+VGG19_n_feat,PCA,No,250,Logistic,0.8917,0.8062,0.9706,0.8321,0.7941,0.8229,0.9118,0.8507,0.8939,0.9211,0.8695,0.0542
VGG16+VGG19_n_feat,PCA,No,250,RandomForest,0.6750,0.7862,0.8824,0.7571,0.7647,0.8576,0.7647,0.8576,0.8864,0.8088,0.8041,0.0640
VGG16+VGG19_n_feat,PCA,No,250,Adaboost,0.7083,0.6793,0.8235,0.8071,0.8824,0.7604,0.8235,0.7326,0.8258,0.7877,0.7831,0.0591
VGG16+VGG19_n_feat,PCA,No,250,Gaussian,0.5417,0.6993,0.7059,0.6143,0.5000,0.7014,0.7647,0.7326,0.8674,0.5947,0.6722,0.1044
VGG16+VGG19_n_feat,UMAP,No,250,PCC,0.7417,0.8496,0.7647,0.7250,0.7941,0.6181,0.5882,0.7639,0.7045,0.7018,0.7252,0.0740
VGG16+VGG19_n_feat,UMAP,No,250,J48,0.7417,0.7029,0.6176,0.6500,0.5294,0.6771,0.7059,0.5903,0.5947,0.6632,0.6473,0.0611
VGG16+VGG19_n_feat,UMAP,No,250,RBF,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000
VGG16+VGG19_n_feat,UMAP,No,250,LinearSVM,0.7167,0.7409,0.7353,0.6750,0.7647,0.7014,0.6176,0.7014,0.5947,0.6877,0.6935,0.0506
VGG16+VGG19_n_feat,UMAP,No,250,MLP,0.4667,0.5000,0.6176,0.3786,0.5000,0.4896,0.5294,0.5000,0.5000,0.5088,0.4991,0.0554
VGG16+VGG19_n_feat,UMAP,No,250,Logistic,0.7917,0.8261,0.7647,0.7464,0.7353,0.7361,0.6176,0.7604,0.7879,0.6947,0.7461,0.0549
VGG16+VGG19_n_feat,UMAP,No,250,RandomForest,0.7917,0.7862,0.7941,0.7107,0.7647,0.6806,0.6765,0.7639,0.7652,0.7614,0.7495,0.0419
VGG16+VGG19_n_feat,UMAP,No,250,Adaboost,0.8000,0.7264,0.6176,0.7464,0.7353,0.7361,0.6471,0.7049,0.6970,0.6158,0.7027,0.0566
VGG16+VGG19_n_feat,UMAP,No,250,Gaussian,0.7667,0.8297,0.7059,0.7571,0.7353,0.7083,0.6471,0.7014,0.7424,0.7351,0.7329,0.0457
MobileNet+ResNet101_n_feat,PCA,No,200,PCC,0.7500,0.8279,0.8235,0.7000,0.8235,0.8160,0.7353,0.8438,0.8295,0.8737,0.8023,0.0520
MobileNet+ResNet101_n_feat,PCA,No,200,J48,0.7750,0.7029,0.7941,0.8071,0.7353,0.8542,0.7353,0.8750,0.7992,0.7684,0.7847,0.0507
MobileNet+ResNet101_n_feat,PCA,No,200,RBF,0.8667,0.9149,0.9412,0.7964,0.9412,0.9097,0.9118,0.8819,0.9129,0.9404,0.9017,0.0422
MobileNet+ResNet101_n_feat,PCA,No,200,LinearSVM,0.8417,0.8062,0.9706,0.8179,0.9412,0.9722,0.9118,0.9097,0.8712,0.8877,0.8930,0.0562
MobileNet+ResNet101_n_feat,PCA,No,200,MLP,0.7583,0.7645,0.8824,0.8679,0.8824,0.9444,0.8529,0.8194,0.8674,0.7947,0.8434,0.0556
MobileNet+ResNet101_n_feat,PCA,No,200,Logistic,0.7750,0.8062,0.9706,0.8429,0.9118,0.9722,0.9118,0.9097,0.8939,0.8877,0.8882,0.0609
MobileNet+ResNet101_n_feat,PCA,No,200,RandomForest,0.8667,0.8931,0.9706,0.7964,0.8824,0.8889,0.9118,0.9132,0.8674,0.9140,0.8904,0.0424
MobileNet+ResNet101_n_feat,PCA,No,200,Adaboost,0.8000,0.9783,0.9118,0.8929,0.9118,0.8299,0.9118,0.9132,0.9318,0.9667,0.9048,0.0519
MobileNet+ResNet101_n_feat,PCA,No,200,Gaussian,0.7500,0.7645,0.7353,0.6607,0.6765,0.7326,0.6471,0.7986,0.7614,0.5088,0.7035,0.0799
MobileNet+ResNet101_n_feat,UMAP,No,200,PCC,0.8000,0.8279,0.7647,0.7464,0.8235,0.7951,0.7647,0.8229,0.7424,0.8140,0.7902,0.0313
MobileNet+ResNet101_n_feat,UMAP,No,200,J48,0.8083,0.8514,0.7353,0.7679,0.7941,0.7049,0.7941,0.6528,0.8447,0.8807,0.7834,0.0667
MobileNet+ResNet101_n_feat,UMAP,No,200,RBF,0.6583,0.6087,0.7059,0.7107,0.7647,0.7257,0.7647,0.7882,0.7386,0.7404,0.7206,0.0509
MobileNet+ResNet101_n_feat,UMAP,No,200,LinearSVM,0.7583,0.8478,0.7647,0.7607,0.7647,0.8160,0.7353,0.7882,0.8068,0.8070,0.7850,0.0324
MobileNet+ResNet101_n_feat,UMAP,No,200,MLP,0.6917,0.5000,0.7353,0.6393,0.5588,0.8229,0.6471,0.7188,0.7765,0.7807,0.6871,0.0969
MobileNet+ResNet101_n_feat,UMAP,No,200,Logistic,0.8083,0.8514,0.8235,0.7964,0.7647,0.8542,0.7647,0.8160,0.8485,0.7877,0.8115,0.0318
MobileNet+ResNet101_n_feat,UMAP,No,200,RandomForest,0.8333,0.9348,0.8235,0.7714,0.8529,0.8819,0.8235,0.8785,0.7841,0.8474,0.8431,0.0456
MobileNet+ResNet101_n_feat,UMAP,No,200,Adaboost,0.8333,0.9149,0.8529,0.7821,0.7353,0.8576,0.8529,0.9062,0.7614,0.7684,0.8265,0.0587
MobileNet+ResNet101_n_feat,UMAP,No,200,Gaussian,0.8083,0.9348,0.7647,0.7714,0.7353,0.8264,0.6765,0.8542,0.7803,0.8807,0.8033,0.0708
ResNet101+DenseNet169_n_feat,PCA,No,200,PCC,0.8000,0.8696,0.8529,0.7821,0.8824,0.7292,0.8824,0.8750,0.7879,0.8070,0.8268,0.0502
ResNet101+DenseNet169_n_feat,PCA,No,200,J48,0.8333,0.8098,0.6471,0.7821,0.7647,0.8785,0.7059,0.8542,0.8864,0.7684,0.7930,0.0722
ResNet101+DenseNet169_n_feat,PCA,No,200,RBF,0.8667,0.8931,0.9118,0.8321,0.9412,0.9375,0.9412,0.8542,0.9545,0.9404,0.9073,0.0411
ResNet101+DenseNet169_n_feat,PCA,No,200,LinearSVM,0.8667,0.9130,0.9706,0.8071,0.9118,0.9410,0.9118,0.9410,0.8674,0.8877,0.9018,0.0444
ResNet101+DenseNet169_n_feat,PCA,No,200,MLP,0.6750,0.8297,0.7941,0.9393,0.8235,0.9132,0.8529,0.8576,0.8712,0.8018,0.8358,0.0690
ResNet101+DenseNet169_n_feat,PCA,No,200,Logistic,0.8333,0.9130,1.0000,0.8679,0.9118,0.9410,0.9412,0.9410,0.9129,0.8877,0.9150,0.0435
ResNet101+DenseNet169_n_feat,PCA,No,200,RandomForest,0.8333,0.8732,0.9118,0.7571,0.8235,0.9688,0.8529,0.9167,0.9545,0.9211,0.8813,0.0622
ResNet101+DenseNet169_n_feat,PCA,No,200,Adaboost,0.9417,0.8315,0.9118,0.8071,0.7941,0.9688,0.8824,0.9410,0.8674,0.8877,0.8833,0.0562
ResNet101+DenseNet169_n_feat,PCA,No,200,Gaussian,0.8083,0.7228,0.7059,0.6250,0.5882,0.7292,0.6471,0.6806,0.7197,0.5421,0.6769,0.0738
ResNet101+DenseNet169_n_feat,UMAP,No,200,PCC,0.7833,0.8279,0.7647,0.7964,0.7941,0.8472,0.7647,0.8160,0.7652,0.7807,0.7940,0.0270
ResNet101+DenseNet169_n_feat,UMAP,No,200,J48,0.8417,0.7428,0.7353,0.7464,0.8235,0.8785,0.7353,0.8264,0.6932,0.7351,0.7758,0.0578
