FeatureExtraction,DimReduction,Normalization,NumberComponents,Classifier,KFold01_ROCScore,KFold02_ROCScore,KFold03_ROCScore,KFold04_ROCScore,KFold05_ROCScore,KFold06_ROCScore,KFold07_ROCScore,KFold08_ROCScore,KFold09_ROCScore,KFold10_ROCScore,ROCScore_Mean,ROCScore_SD
MobileNet+ResNet101_n_feat,PCA,No,40,Gaussian,0.8667,0.9348,0.8824,0.7464,0.8235,0.9097,0.7941,0.9132,0.9773,0.8737,0.8722,0.0652
MobileNet+ResNet101_n_feat,UMAP,No,40,PCC,0.8417,0.8496,0.7647,0.7571,0.7941,0.7917,0.6765,0.7951,0.8030,0.8474,0.7921,0.0493
MobileNet+ResNet101_n_feat,UMAP,No,40,J48,0.7500,0.7246,0.7941,0.7071,0.7647,0.6493,0.5882,0.7014,0.5644,0.8474,0.7091,0.0840
MobileNet+ResNet101_n_feat,UMAP,No,40,RBF,0.5583,0.5435,0.6176,0.7250,0.7647,0.5972,0.7059,0.7222,0.7803,0.6404,0.6655,0.0809
MobileNet+ResNet101_n_feat,UMAP,No,40,LinearSVM,0.7333,0.7844,0.7647,0.7250,0.7647,0.7569,0.6765,0.8160,0.7841,0.8404,0.7646,0.0442
MobileNet+ResNet101_n_feat,UMAP,No,40,MLP,0.8083,0.8496,0.7647,0.7607,0.7353,0.7569,0.7353,0.8229,0.7652,0.7474,0.7746,0.0369
MobileNet+ResNet101_n_feat,UMAP,No,40,Logistic,0.8333,0.8297,0.7941,0.7821,0.8235,0.8229,0.6765,0.8472,0.7803,0.8474,0.8037,0.0484
MobileNet+ResNet101_n_feat,UMAP,No,40,RandomForest,0.7833,0.9348,0.9118,0.8679,0.8529,0.7326,0.7353,0.8785,0.7652,0.8544,0.8317,0.0688
MobileNet+ResNet101_n_feat,UMAP,No,40,Adaboost,0.7750,0.8098,0.8235,0.7821,0.8529,0.7639,0.8235,0.8819,0.7159,0.8351,0.8064,0.0457
MobileNet+ResNet101_n_feat,UMAP,No,40,Gaussian,0.8083,0.9130,0.7941,0.8179,0.7647,0.8229,0.6765,0.7951,0.7803,0.8211,0.7994,0.0558
ResNet101+DenseNet169_n_feat,PCA,No,40,PCC,0.8333,0.8913,0.8235,0.8071,0.9118,0.9375,0.8235,0.9062,0.8068,0.7807,0.8522,0.0515
ResNet101+DenseNet169_n_feat,PCA,No,40,J48,0.8500,0.7663,0.6471,0.7071,0.7353,0.8854,0.7941,0.7951,0.7614,0.8140,0.7756,0.0655
ResNet101+DenseNet169_n_feat,PCA,No,40,RBF,0.8083,0.9149,0.9118,0.8321,0.9412,0.9410,0.9412,0.9375,0.9356,0.8737,0.9037,0.0465
ResNet101+DenseNet169_n_feat,PCA,No,40,LinearSVM,0.7583,0.7663,0.8824,0.8571,0.8824,0.8854,0.8235,0.8819,0.9356,0.9211,0.8594,0.0566
ResNet101+DenseNet169_n_feat,PCA,No,40,MLP,0.7250,0.8297,0.7941,0.7107,0.9118,0.8264,0.8824,0.9375,0.8485,0.8544,0.8320,0.0696
ResNet101+DenseNet169_n_feat,PCA,No,40,Logistic,0.7250,0.7862,0.8824,0.8321,0.9412,0.9132,0.7941,0.8819,0.9356,0.9211,0.8613,0.0697
ResNet101+DenseNet169_n_feat,PCA,No,40,RandomForest,0.9000,0.8931,0.8824,0.8321,0.9412,0.9097,0.7941,0.9375,0.8485,0.9404,0.8879,0.0471
ResNet101+DenseNet169_n_feat,PCA,No,40,Adaboost,0.7333,0.8297,0.8824,0.7964,0.8235,0.9688,0.7647,0.8819,0.8712,0.8807,0.8433,0.0648
ResNet101+DenseNet169_n_feat,PCA,No,40,Gaussian,0.8667,0.8913,0.7941,0.7714,0.7647,0.9097,0.8235,0.8819,0.8939,0.8404,0.8438,0.0505
ResNet101+DenseNet169_n_feat,UMAP,No,40,PCC,0.7833,0.8062,0.7647,0.8321,0.7941,0.8194,0.7941,0.7882,0.8295,0.8474,0.8059,0.0244
ResNet101+DenseNet169_n_feat,UMAP,No,40,J48,0.8917,0.8279,0.7647,0.7964,0.7941,0.7951,0.7353,0.7674,0.7765,0.7807,0.7930,0.0402
ResNet101+DenseNet169_n_feat,UMAP,No,40,RBF,0.7583,0.6957,0.7353,0.7714,0.7059,0.8194,0.6765,0.7882,0.8485,0.7737,0.7573,0.0520
ResNet101+DenseNet169_n_feat,UMAP,No,40,LinearSVM,0.7833,0.8261,0.7941,0.7964,0.7647,0.7882,0.7941,0.8194,0.7841,0.8140,0.7965,0.0177
ResNet101+DenseNet169_n_feat,UMAP,No,40,MLP,0.8083,0.8696,0.7941,0.7964,0.7941,0.8507,0.7941,0.8194,0.8030,0.8211,0.8151,0.0248
ResNet101+DenseNet169_n_feat,UMAP,No,40,Logistic,0.8333,0.9130,0.8235,0.7964,0.8235,0.8507,0.7647,0.8194,0.7803,0.8211,0.8226,0.0386
ResNet101+DenseNet169_n_feat,UMAP,No,40,RandomForest,0.8667,0.8696,0.8235,0.8321,0.8529,0.8819,0.7647,0.8819,0.8674,0.8474,0.8488,0.0336
ResNet101+DenseNet169_n_feat,UMAP,No,40,Adaboost,0.8667,0.8931,0.8235,0.7821,0.8529,0.8229,0.7941,0.8264,0.7576,0.8140,0.8233,0.0382
ResNet101+DenseNet169_n_feat,UMAP,No,40,Gaussian,0.7750,0.8714,0.7941,0.8429,0.7059,0.8229,0.7059,0.7639,0.8258,0.8474,0.7955,0.0546
ResNet101+DenseNet121_n_feat,PCA,No,40,PCC,0.8333,0.8297,0.8824,0.7714,0.9118,0.8819,0.8529,0.8750,0.8902,0.8404,0.8569,0.0382
ResNet101+DenseNet121_n_feat,PCA,No,40,J48,0.7833,0.8080,0.7059,0.7321,0.7941,0.9097,0.7353,0.7639,0.9318,0.7018,0.7866,0.0752
ResNet101+DenseNet121_n_feat,PCA,No,40,RBF,0.7750,0.9149,0.9118,0.8321,0.9118,0.9410,0.9412,0.9097,0.9129,0.9404,0.8991,0.0510
ResNet101+DenseNet121_n_feat,PCA,No,40,LinearSVM,0.7333,0.8913,0.9412,0.8071,0.8529,0.8542,0.9118,0.8507,0.9129,0.8281,0.8583,0.0575
ResNet101+DenseNet121_n_feat,PCA,No,40,MLP,0.7333,0.8496,0.8529,0.8071,0.7941,0.8299,0.7941,0.8542,0.8485,0.8211,0.8185,0.0361
ResNet101+DenseNet121_n_feat,PCA,No,40,Logistic,0.8000,0.8714,0.8529,0.8071,0.9118,0.9097,0.9118,0.8507,0.8902,0.8281,0.8634,0.0404
ResNet101+DenseNet121_n_feat,PCA,No,40,RandomForest,0.8500,0.9565,0.9118,0.8321,0.9118,0.9688,0.9412,0.8472,0.9129,0.9737,0.9106,0.0493
ResNet101+DenseNet121_n_feat,PCA,No,40,Adaboost,0.7583,0.9348,0.8529,0.7964,0.8529,0.8854,0.8529,0.9097,0.9129,0.8877,0.8644,0.0516
ResNet101+DenseNet121_n_feat,PCA,No,40,Gaussian,0.7333,0.8714,0.8235,0.7714,0.7941,0.8785,0.7647,0.8160,0.8485,0.8404,0.8142,0.0454
ResNet101+DenseNet121_n_feat,UMAP,No,40,PCC,0.7583,0.8279,0.7941,0.7714,0.7941,0.7951,0.7353,0.8160,0.7386,0.8737,0.7905,0.0402
ResNet101+DenseNet121_n_feat,UMAP,No,40,J48,0.7250,0.7663,0.7941,0.8071,0.8824,0.7674,0.8235,0.7951,0.7841,0.8211,0.7966,0.0398
ResNet101+DenseNet121_n_feat,UMAP,No,40,RBF,0.7250,0.7609,0.6765,0.7107,0.7647,0.8264,0.6471,0.7882,0.7803,0.7737,0.7453,0.0520
ResNet101+DenseNet121_n_feat,UMAP,No,40,LinearSVM,0.7333,0.8696,0.7941,0.7607,0.7941,0.8785,0.7353,0.8160,0.7424,0.8474,0.7971,0.0519
ResNet101+DenseNet121_n_feat,UMAP,No,40,MLP,0.7333,0.9130,0.7647,0.7714,0.8529,0.8472,0.7353,0.8160,0.7424,0.8474,0.8024,0.0585
ResNet101+DenseNet121_n_feat,UMAP,No,40,Logistic,0.8083,0.8496,0.8235,0.8321,0.8824,0.8785,0.7353,0.8160,0.7197,0.8211,0.8166,0.0506
ResNet101+DenseNet121_n_feat,UMAP,No,40,RandomForest,0.8083,0.8279,0.9118,0.8071,0.8529,0.9132,0.8235,0.8507,0.8447,0.9070,0.8547,0.0395
ResNet101+DenseNet121_n_feat,UMAP,No,40,Adaboost,0.7750,0.8062,0.8824,0.8679,0.7647,0.8576,0.8235,0.7882,0.8485,0.8018,0.8216,0.0387
ResNet101+DenseNet121_n_feat,UMAP,No,40,Gaussian,0.7750,0.7862,0.7941,0.7714,0.8235,0.8542,0.6471,0.7882,0.7614,0.9070,0.7908,0.0639
ResNet101+MobileNetV2_n_feat,PCA,No,40,PCC,0.8333,0.8496,0.8824,0.7357,0.8824,0.9097,0.8529,0.8438,0.9129,0.9140,0.8617,0.0507
ResNet101+MobileNetV2_n_feat,PCA,No,40,J48,0.7917,0.7047,0.8235,0.8179,0.8824,0.9097,0.7647,0.9722,0.8674,0.7421,0.8276,0.0775
ResNet101+MobileNetV2_n_feat,PCA,No,40,RBF,0.7750,0.9565,0.9118,0.7964,0.9412,0.9722,0.9412,0.9375,0.9773,0.9404,0.9149,0.0671
ResNet101+MobileNetV2_n_feat,PCA,No,40,LinearSVM,0.7500,0.8696,0.9412,0.7821,0.8824,0.9132,0.8529,0.9688,0.9773,0.8544,0.8792,0.0708
ResNet101+MobileNetV2_n_feat,PCA,No,40,MLP,0.8000,0.8913,0.8824,0.7714,0.9706,0.7951,0.8235,0.8854,0.8485,0.9140,0.8582,0.0586
ResNet101+MobileNetV2_n_feat,PCA,No,40,Logistic,0.7333,0.8478,0.9412,0.7107,0.8529,0.9132,0.8235,0.9410,0.9545,0.8877,0.8606,0.0810
ResNet101+MobileNetV2_n_feat,PCA,No,40,RandomForest,0.8667,0.8714,0.9118,0.7964,0.8824,0.9062,0.9118,0.9375,0.8939,0.9333,0.8911,0.0388
ResNet101+MobileNetV2_n_feat,PCA,No,40,Adaboost,0.8333,0.8931,0.8529,0.9036,0.9412,0.9410,0.8824,1.0000,0.9356,0.9140,0.9097,0.0457
ResNet101+MobileNetV2_n_feat,PCA,No,40,Gaussian,0.8917,0.8714,0.8529,0.8071,0.8824,0.9097,0.8529,0.9062,0.8712,0.9000,0.8746,0.0296
ResNet101+MobileNetV2_n_feat,UMAP,No,40,PCC,0.7333,0.8496,0.7941,0.7250,0.8529,0.8125,0.7647,0.7882,0.8295,0.9070,0.8057,0.0538
ResNet101+MobileNetV2_n_feat,UMAP,No,40,J48,0.7667,0.6812,0.7941,0.8429,0.7647,0.8611,0.8529,0.8507,0.7803,0.7491,0.7944,0.0549
ResNet101+MobileNetV2_n_feat,UMAP,No,40,RBF,0.6333,0.6957,0.7059,0.7964,0.7647,0.6944,0.7647,0.7847,0.8068,0.7404,0.7387,0.0524
ResNet101+MobileNetV2_n_feat,UMAP,No,40,LinearSVM,0.7333,0.8261,0.7941,0.7607,0.7647,0.8472,0.7353,0.7847,0.8295,0.8737,0.7949,0.0454
ResNet101+MobileNetV2_n_feat,UMAP,No,40,MLP,0.8083,0.7663,0.7647,0.7607,0.7647,0.7396,0.8235,0.7882,0.7576,0.8544,0.7828,0.0337
ResNet101+MobileNetV2_n_feat,UMAP,No,40,Logistic,0.7583,0.8478,0.8529,0.8321,0.7941,0.8229,0.7353,0.8785,0.8485,0.8474,0.8218,0.0431
ResNet101+MobileNetV2_n_feat,UMAP,No,40,RandomForest,0.8333,0.8279,0.7647,0.7964,0.8824,0.9097,0.8235,0.8472,0.8674,0.9070,0.8460,0.0443
ResNet101+MobileNetV2_n_feat,UMAP,No,40,Adaboost,0.8000,0.7047,0.7941,0.8179,0.9412,0.9444,0.8235,0.8576,0.8485,0.8807,0.8413,0.0678
ResNet101+MobileNetV2_n_feat,UMAP,No,40,Gaussian,0.8083,0.8714,0.7647,0.8321,0.7647,0.7917,0.7059,0.7604,0.8712,0.8807,0.8051,0.0552
EfficientNetB0+MobileNet_n_feat,PCA,No,40,PCC,0.8333,0.9130,0.8529,0.8679,0.8824,0.8264,0.8235,0.9062,0.8523,0.9667,0.8725,0.0431
EfficientNetB0+MobileNet_n_feat,PCA,No,40,J48,0.7750,0.7428,0.8824,0.8429,0.8529,0.8819,0.8235,0.8264,0.8485,0.8544,0.8331,0.0420
EfficientNetB0+MobileNet_n_feat,PCA,No,40,RBF,0.8833,0.9565,0.9118,0.8786,0.9412,1.0000,0.8529,0.9375,0.8902,1.0000,0.9252,0.0481
EfficientNetB0+MobileNet_n_feat,PCA,No,40,LinearSVM,0.7833,0.9348,0.9118,0.8679,0.9706,0.9132,0.8529,0.9410,0.8485,0.9667,0.8991,0.0567
EfficientNetB0+MobileNet_n_feat,PCA,No,40,MLP,0.8667,0.8496,0.9412,0.8429,0.8824,0.9132,0.7941,0.9097,0.9129,0.9474,0.8860,0.0457
EfficientNetB0+MobileNet_n_feat,PCA,No,40,Logistic,0.7083,0.8913,0.9412,0.8679,0.9706,0.9132,0.8529,0.8507,0.8712,0.9667,0.8834,0.0720
EfficientNetB0+MobileNet_n_feat,PCA,No,40,RandomForest,0.8583,0.8913,0.9118,0.8679,0.8824,0.9132,0.8529,0.9410,0.9318,0.8737,0.8924,0.0291
EfficientNetB0+MobileNet_n_feat,PCA,No,40,Adaboost,0.8083,0.8514,0.9118,0.8071,0.9118,0.8229,0.7941,0.9444,0.9129,0.8614,0.8626,0.0515
EfficientNetB0+MobileNet_n_feat,PCA,No,40,Gaussian,0.7333,0.8696,0.7353,0.7464,0.7059,0.8507,0.7353,0.8507,0.9583,0.8140,0.8000,0.0773
EfficientNetB0+MobileNet_n_feat,UMAP,No,40,PCC,0.8583,0.8297,0.8235,0.7107,0.8235,0.7604,0.7647,0.8542,0.8674,0.7877,0.8080,0.0481
EfficientNetB0+MobileNet_n_feat,UMAP,No,40,J48,0.8333,0.8297,0.8235,0.6857,0.7647,0.7639,0.7059,0.8819,0.6970,0.7947,0.7780,0.0629
EfficientNetB0+MobileNet_n_feat,UMAP,No,40,RBF,0.7083,0.6975,0.7059,0.7214,0.7941,0.7049,0.7059,0.9097,0.6515,0.7140,0.7313,0.0680
EfficientNetB0+MobileNet_n_feat,UMAP,No,40,LinearSVM,0.6833,0.7428,0.7059,0.7107,0.7941,0.6979,0.7353,0.9097,0.6742,0.8140,0.7468,0.0694
EfficientNetB0+MobileNet_n_feat,UMAP,No,40,MLP,0.7333,0.6793,0.7059,0.6964,0.7941,0.6667,0.7647,0.8576,0.6591,0.4789,0.7036,0.0954
EfficientNetB0+MobileNet_n_feat,UMAP,No,40,Logistic,0.7833,0.8297,0.8235,0.7464,0.8824,0.7917,0.7353,0.8819,0.7424,0.8140,0.8031,0.0507
EfficientNetB0+MobileNet_n_feat,UMAP,No,40,RandomForest,0.9083,0.8514,0.8824,0.7714,0.8529,0.8785,0.8529,0.9097,0.7424,0.9404,0.8590,0.0583
EfficientNetB0+MobileNet_n_feat,UMAP,No,40,Adaboost,0.8500,0.8098,0.8235,0.8321,0.8529,0.7674,0.8235,0.7951,0.7841,0.7947,0.8133,0.0267
EfficientNetB0+MobileNet_n_feat,UMAP,No,40,Gaussian,0.8583,0.7899,0.8235,0.7107,0.8235,0.8819,0.8235,0.8264,0.8902,0.8474,0.8275,0.0483
MobileNet+ResNet50_n_feat,PCA,No,40,PCC,0.8417,0.8696,0.8235,0.8071,0.8235,0.9375,0.7941,0.8472,0.8295,0.9070,0.8481,0.0426
MobileNet+ResNet50_n_feat,PCA,No,40,J48,0.7500,0.8496,0.8235,0.8179,0.8235,0.7396,0.8235,0.7917,0.8447,0.8614,0.8125,0.0385
MobileNet+ResNet50_n_feat,PCA,No,40,RBF,0.9083,0.9783,0.9118,0.8321,0.9118,0.9688,0.9412,0.9375,0.9129,0.9667,0.9269,0.0403
MobileNet+ResNet50_n_feat,PCA,No,40,LinearSVM,0.8167,0.9130,0.9118,0.8214,0.9706,0.8819,0.8824,0.9375,0.9129,0.8877,0.8936,0.0451
MobileNet+ResNet50_n_feat,PCA,No,40,MLP,0.8000,0.8913,0.8235,0.7714,0.8529,0.8889,0.8824,0.9375,0.7652,0.8544,0.8467,0.0533
MobileNet+ResNet50_n_feat,PCA,No,40,Logistic,0.8167,0.9348,0.9118,0.8214,0.9412,0.8542,0.8824,0.9375,0.9129,0.9474,0.8960,0.0471
MobileNet+ResNet50_n_feat,PCA,No,40,RandomForest,0.8333,0.9565,0.8824,0.7964,0.8529,0.9410,0.9118,0.9375,0.9129,1.0000,0.9025,0.0585
MobileNet+ResNet50_n_feat,PCA,No,40,Adaboost,0.7000,0.8931,0.8824,0.9036,0.8529,0.8854,0.8235,0.9410,0.9356,0.9737,0.8791,0.0726
MobileNet+ResNet50_n_feat,PCA,No,40,Gaussian,0.8583,0.9130,0.7941,0.7714,0.8824,0.9097,0.7941,0.9410,0.9545,0.9667,0.8785,0.0676
MobileNet+ResNet50_n_feat,UMAP,No,40,PCC,0.8083,0.8714,0.7941,0.8321,0.7941,0.8472,0.7647,0.7604,0.8220,0.8281,0.8122,0.0333
MobileNet+ResNet50_n_feat,UMAP,No,40,J48,0.7667,0.8533,0.7941,0.6643,0.7941,0.7708,0.7647,0.7882,0.6932,0.7825,0.7672,0.0506
MobileNet+ResNet50_n_feat,UMAP,No,40,RBF,0.6583,0.7391,0.7647,0.7107,0.7647,0.6944,0.7059,0.7257,0.8258,0.7140,0.7303,0.0439
MobileNet+ResNet50_n_feat,UMAP,No,40,LinearSVM,0.7583,0.7826,0.7647,0.7964,0.7647,0.7535,0.7353,0.7257,0.7235,0.8070,0.7612,0.0269
MobileNet+ResNet50_n_feat,UMAP,No,40,MLP,0.7833,0.7826,0.7647,0.7964,0.7941,0.8160,0.7353,0.5312,0.8447,0.7807,0.7629,0.0819
MobileNet+ResNet50_n_feat,UMAP,No,40,Logistic,0.8333,0.9130,0.8235,0.7107,0.7647,0.8507,0.7647,0.7326,0.8258,0.8737,0.8093,0.0610
MobileNet+ResNet50_n_feat,UMAP,No,40,RandomForest,0.8583,0.9565,0.8529,0.8321,0.8235,0.8542,0.8235,0.8819,0.8485,0.8947,0.8626,0.0382
MobileNet+ResNet50_n_feat,UMAP,No,40,Adaboost,0.7583,0.8714,0.7941,0.8071,0.7353,0.8229,0.7941,0.7917,0.8030,0.8684,0.8046,0.0403
MobileNet+ResNet50_n_feat,UMAP,No,40,Gaussian,0.7500,0.7862,0.7647,0.8071,0.7353,0.8194,0.7353,0.7604,0.7803,0.8211,0.7760,0.0306
Xception+ResNet50_n_feat,PCA,No,40,PCC,0.7833,0.8714,0.8235,0.8071,0.8824,0.9097,0.7647,0.8472,0.8068,0.8404,0.8337,0.0432
Xception+ResNet50_n_feat,PCA,No,40,J48,0.7417,0.7645,0.7647,0.7321,0.8529,0.8576,0.8235,0.8160,0.7159,0.8474,0.7916,0.0511
Xception+ResNet50_n_feat,PCA,No,40,RBF,0.9083,0.9130,0.9118,0.8321,0.9412,0.9688,0.8824,0.9375,0.9129,0.9000,0.9108,0.0348
Xception+ResNet50_n_feat,PCA,No,40,LinearSVM,0.8167,0.8297,0.9118,0.6750,0.9412,0.9132,0.8235,0.9410,0.8939,0.9140,0.8660,0.0779
Xception+ResNet50_n_feat,PCA,No,40,MLP,0.8083,0.7428,0.9118,0.8179,0.8235,0.9444,0.7941,0.8750,0.8447,0.8877,0.8450,0.0571
Xception+ResNet50_n_feat,PCA,No,40,Logistic,0.7833,0.8714,0.9412,0.7107,0.9412,0.9132,0.8235,0.9375,0.9356,0.9404,0.8798,0.0774
Xception+ResNet50_n_feat,PCA,No,40,RandomForest,0.8583,0.9130,0.8235,0.7964,0.8824,0.9722,0.8235,0.9375,0.9129,0.8737,0.8794,0.0528
Xception+ResNet50_n_feat,PCA,No,40,Adaboost,0.7667,0.9348,0.7941,0.8679,0.8824,0.9410,0.8529,0.9688,0.8295,0.8807,0.8719,0.0613
Xception+ResNet50_n_feat,PCA,No,40,Gaussian,0.7500,0.8913,0.7647,0.7357,0.8824,0.9097,0.8529,0.9062,0.8712,0.8140,0.8378,0.0633
Xception+ResNet50_n_feat,UMAP,No,40,PCC,0.7833,0.8297,0.7059,0.7357,0.8529,0.8194,0.7941,0.8160,0.8902,0.9333,0.8161,0.0640
Xception+ResNet50_n_feat,UMAP,No,40,J48,0.7833,0.7029,0.7647,0.6000,0.7941,0.7674,0.7059,0.7014,0.8258,0.7614,0.7407,0.0613
Xception+ResNet50_n_feat,UMAP,No,40,RBF,0.6250,0.7391,0.7353,0.8071,0.6765,0.7569,0.7059,0.6979,0.7386,0.7737,0.7256,0.0491
Xception+ResNet50_n_feat,UMAP,No,40,LinearSVM,0.6750,0.8478,0.7647,0.7964,0.7647,0.7882,0.7647,0.7257,0.7841,0.8070,0.7718,0.0444
Xception+ResNet50_n_feat,UMAP,No,40,MLP,0.7250,0.7862,0.7647,0.7714,0.7647,0.7361,0.7941,0.8194,0.7576,0.8070,0.7726,0.0282
Xception+ResNet50_n_feat,UMAP,No,40,Logistic,0.7250,0.8279,0.7647,0.7821,0.7647,0.7917,0.8529,0.8472,0.8485,0.7877,0.7992,0.0410
Xception+ResNet50_n_feat,UMAP,No,40,RandomForest,0.8333,0.8931,0.9118,0.7107,0.9118,0.8194,0.8529,0.8194,0.7841,0.9333,0.8470,0.0650
Xception+ResNet50_n_feat,UMAP,No,40,Adaboost,0.7833,0.8297,0.9118,0.7464,0.9118,0.8229,0.8824,0.8542,0.8712,0.9667,0.8580,0.0620
Xception+ResNet50_n_feat,UMAP,No,40,Gaussian,0.7250,0.8080,0.7059,0.8679,0.7353,0.8194,0.7647,0.7604,0.8220,0.8404,0.7849,0.0513
VGG16+VGG19_n_feat,PCA,No,40,PCC,0.7083,0.8913,0.7941,0.7714,0.8824,0.8785,0.7647,0.7847,0.9545,0.7947,0.8225,0.0713
VGG16+VGG19_n_feat,PCA,No,40,J48,0.6250,0.7844,0.7353,0.8071,0.8529,0.8542,0.6765,0.6771,0.8485,0.7088,0.7570,0.0796
VGG16+VGG19_n_feat,PCA,No,40,RBF,0.7417,0.8913,0.8824,0.7357,0.9118,0.9097,0.8529,0.8819,0.9129,0.9404,0.8661,0.0675
VGG16+VGG19_n_feat,PCA,No,40,LinearSVM,0.8083,0.8732,0.9118,0.8214,0.9118,0.9097,0.8235,0.9132,0.8674,0.8807,0.8721,0.0392
VGG16+VGG19_n_feat,PCA,No,40,MLP,0.5833,0.8080,0.8529,0.7107,0.8529,0.7951,0.8824,0.8264,0.8712,0.8474,0.8030,0.0868
VGG16+VGG19_n_feat,PCA,No,40,Logistic,0.7750,0.8297,0.8824,0.7714,0.8529,0.9097,0.8529,0.9132,0.8902,0.8737,0.8551,0.0477
VGG16+VGG19_n_feat,PCA,No,40,RandomForest,0.6417,0.8496,0.9412,0.8429,0.8529,0.8854,0.8235,0.9132,0.8712,0.8614,0.8483,0.0763
VGG16+VGG19_n_feat,PCA,No,40,Adaboost,0.8417,0.8062,0.8824,0.8429,0.8529,0.8264,0.7647,0.8576,0.9129,0.8474,0.8435,0.0381
VGG16+VGG19_n_feat,PCA,No,40,Gaussian,0.6750,0.6540,0.6176,0.6036,0.6765,0.7847,0.7353,0.6979,0.8295,0.6474,0.6922,0.0684
VGG16+VGG19_n_feat,UMAP,No,40,PCC,0.7417,0.8714,0.7059,0.7107,0.7647,0.6528,0.6176,0.7326,0.6364,0.6684,0.7102,0.0704
VGG16+VGG19_n_feat,UMAP,No,40,J48,0.7000,0.4928,0.7353,0.7714,0.7647,0.5799,0.7353,0.7118,0.6970,0.7018,0.6890,0.0825
VGG16+VGG19_n_feat,UMAP,No,40,RBF,0.5000,0.5000,0.5294,0.5714,0.5882,0.5312,0.5588,0.5625,0.5152,0.4737,0.5330,0.0348
VGG16+VGG19_n_feat,UMAP,No,40,LinearSVM,0.7167,0.7409,0.7647,0.6500,0.7353,0.7882,0.5882,0.7569,0.6364,0.6684,0.7046,0.0618
VGG16+VGG19_n_feat,UMAP,No,40,MLP,0.6750,0.5199,0.5882,0.6143,0.5882,0.7014,0.5588,0.6632,0.7121,0.7351,0.6356,0.0683
VGG16+VGG19_n_feat,UMAP,No,40,Logistic,0.7167,0.7844,0.7353,0.6393,0.6765,0.7292,0.5588,0.7049,0.8030,0.7351,0.7083,0.0670
VGG16+VGG19_n_feat,UMAP,No,40,RandomForest,0.7667,0.8080,0.8529,0.7357,0.7941,0.7951,0.6471,0.7604,0.8258,0.7421,0.7728,0.0545
VGG16+VGG19_n_feat,UMAP,No,40,Adaboost,0.6750,0.7464,0.7059,0.7607,0.7941,0.6771,0.6471,0.7083,0.6364,0.6158,0.6967,0.0546
VGG16+VGG19_n_feat,UMAP,No,40,Gaussian,0.7667,0.8080,0.7353,0.6857,0.7353,0.6806,0.6471,0.7326,0.7424,0.6754,0.7209,0.0459
MobileNet+ResNet101_n_feat,PCA,No,30,PCC,0.8667,0.9130,0.8235,0.7964,0.9118,0.9375,0.8235,0.9062,0.8068,0.8667,0.8652,0.0479
MobileNet+ResNet101_n_feat,PCA,No,30,J48,0.6917,0.8714,0.7941,0.8071,0.9118,0.6771,0.8235,0.8785,0.8674,0.8281,0.8151,0.0737
MobileNet+ResNet101_n_feat,PCA,No,30,RBF,0.8083,0.9348,0.9118,0.7964,0.9118,0.9688,0.9706,0.9097,0.9129,0.9667,0.9092,0.0585
MobileNet+ResNet101_n_feat,PCA,No,30,LinearSVM,0.7833,0.9130,0.8824,0.7714,0.9412,0.9688,0.9412,0.8785,0.8902,0.8877,0.8858,0.0612
MobileNet+ResNet101_n_feat,PCA,No,30,MLP,0.9167,0.9130,0.9412,0.7571,0.9706,0.7951,0.8529,0.8542,0.7576,0.9474,0.8706,0.0753
MobileNet+ResNet101_n_feat,PCA,No,30,Logistic,0.7750,0.9130,0.8824,0.7714,0.9412,0.9688,0.9412,0.8854,0.9129,0.9140,0.8905,0.0636
MobileNet+ResNet101_n_feat,PCA,No,30,RandomForest,0.8333,0.9348,0.9118,0.7964,0.8824,0.9132,0.9118,0.9375,0.9129,1.0000,0.9034,0.0535
MobileNet+ResNet101_n_feat,PCA,No,30,Adaboost,0.7417,0.9348,0.8824,0.8071,0.9118,0.8021,0.9706,0.9722,0.9129,0.9140,0.8850,0.0730
MobileNet+ResNet101_n_feat,PCA,No,30,Gaussian,0.8667,0.9565,0.8529,0.7464,0.9118,0.9097,0.8235,0.8819,0.9129,0.9667,0.8829,0.0618
MobileNet+ResNet101_n_feat,UMAP,No,30,PCC,0.8667,0.8696,0.7353,0.8071,0.8235,0.8507,0.7353,0.7604,0.8068,0.8140,0.8069,0.0471
MobileNet+ResNet101_n_feat,UMAP,No,30,J48,0.7750,0.8080,0.7647,0.7214,0.7353,0.7292,0.6471,0.7639,0.7576,0.7684,0.7471,0.0409
MobileNet+ResNet101_n_feat,UMAP,No,30,RBF,0.7333,0.6304,0.7059,0.7107,0.7059,0.7257,0.7353,0.7257,0.7614,0.7737,0.7208,0.0368
MobileNet+ResNet101_n_feat,UMAP,No,30,LinearSVM,0.7833,0.8261,0.7647,0.8214,0.7647,0.7847,0.7059,0.7882,0.7652,0.8070,0.7811,0.0329
MobileNet+ResNet101_n_feat,UMAP,No,30,MLP,0.8083,0.8478,0.8235,0.7964,0.8235,0.8160,0.7353,0.7917,0.7652,0.8474,0.8055,0.0334
MobileNet+ResNet101_n_feat,UMAP,No,30,Logistic,0.8333,0.8297,0.8235,0.8321,0.7647,0.8785,0.7941,0.7882,0.8068,0.8140,0.8165,0.0295
MobileNet+ResNet101_n_feat,UMAP,No,30,RandomForest,0.8917,0.9565,0.8529,0.7821,0.7941,0.8542,0.7941,0.7917,0.8030,0.9140,0.8434,0.0577
