FeatureExtraction,DimReduction,Normalization,NumberComponents,Classifier,KFold01_Accuracy,KFold02_Accuracy,KFold03_Accuracy,KFold04_Accuracy,KFold05_Accuracy,KFold06_Accuracy,KFold07_Accuracy,KFold08_Accuracy,KFold09_Accuracy,KFold10_Accuracy,Accuracy_Mean,Accuracy_SD
ResNet152V2,PCA,No,75,Gaussian,0.6286,0.6286,0.7059,0.6471,0.6176,0.5882,0.6765,0.7941,0.7647,0.7647,0.6816,0.0683
ResNet152V2,UMAP,No,75,PCC,0.7714,0.7714,0.6176,0.7059,0.8235,0.7941,0.6765,0.7647,0.7647,0.8529,0.7543,0.0663
ResNet152V2,UMAP,No,75,J48,0.7143,0.6286,0.6471,0.6471,0.6765,0.7059,0.7647,0.7059,0.5882,0.6471,0.6725,0.0484
ResNet152V2,UMAP,No,75,RBF,0.7143,0.5714,0.5882,0.6765,0.7059,0.6765,0.7353,0.7353,0.7353,0.7941,0.6933,0.0652
ResNet152V2,UMAP,No,75,LinearSVM,0.7143,0.8,0.5882,0.6765,0.7941,0.7059,0.7353,0.7059,0.7059,0.8235,0.725,0.0652
ResNet152V2,UMAP,No,75,MLP,0.7143,0.8,0.6176,0.4706,0.7353,0.6765,0.7353,0.6471,0.7059,0.7941,0.6897,0.0913
ResNet152V2,UMAP,No,75,Logistic,0.7429,0.7714,0.6176,0.7353,0.7647,0.8235,0.7059,0.6471,0.7941,0.7941,0.7397,0.0626
ResNet152V2,UMAP,No,75,RandomForest,0.8286,0.7714,0.7353,0.6471,0.7941,0.7941,0.7353,0.7059,0.7353,0.7647,0.7512,0.0489
ResNet152V2,UMAP,No,75,Adaboost,0.7429,0.7143,0.6765,0.6176,0.6765,0.8235,0.6471,0.6765,0.6176,0.7059,0.6898,0.0586
ResNet152V2,UMAP,No,75,Gaussian,0.7714,0.8,0.6471,0.6765,0.7059,0.8235,0.6176,0.5882,0.7353,0.8235,0.7189,0.0812
InceptionV3,PCA,No,75,PCC,0.7714,0.8857,0.8235,0.7647,0.8235,0.8824,0.7353,0.7941,0.7941,0.9118,0.8187,0.0553
InceptionV3,PCA,No,75,J48,0.6,0.5714,0.6765,0.7647,0.7353,0.7647,0.7059,0.7059,0.6471,0.6765,0.6848,0.0615
InceptionV3,PCA,No,75,RBF,0.8,0.9143,0.9118,0.8824,0.8529,0.9118,0.8235,0.9118,0.9118,0.9118,0.8832,0.0406
InceptionV3,PCA,No,75,LinearSVM,0.7714,0.8571,0.9118,0.8824,0.8529,0.7353,0.8235,0.7941,0.8529,0.7941,0.8276,0.0512
InceptionV3,PCA,No,75,MLP,0.8,0.7714,0.8529,0.7941,0.6471,0.9118,0.7353,0.7941,0.7647,0.8235,0.7895,0.0667
InceptionV3,PCA,No,75,Logistic,0.7714,0.8286,0.8824,0.8824,0.8824,0.7647,0.8235,0.7941,0.8529,0.8235,0.8306,0.0422
InceptionV3,PCA,No,75,RandomForest,0.8571,0.9143,0.9118,0.8235,0.7941,0.8824,0.8235,0.8529,0.9118,0.8529,0.8624,0.0398
InceptionV3,PCA,No,75,Adaboost,0.8857,0.8,0.7059,0.7941,0.7941,0.7941,0.7059,0.8235,0.7941,0.8824,0.798,0.057
InceptionV3,PCA,No,75,Gaussian,0.6286,0.5429,0.6176,0.7353,0.7941,0.6765,0.6765,0.6765,0.7059,0.6176,0.6671,0.0666
InceptionV3,UMAP,No,75,PCC,0.8286,0.7714,0.7353,0.7647,0.7647,0.8824,0.7647,0.7941,0.8235,0.8235,0.7953,0.0415
InceptionV3,UMAP,No,75,J48,0.8286,0.8286,0.7941,0.7353,0.7647,0.8235,0.8529,0.8529,0.7941,0.6176,0.7892,0.0674
InceptionV3,UMAP,No,75,RBF,0.7714,0.6571,0.7059,0.7059,0.6765,0.7647,0.7941,0.7647,0.6765,0.7353,0.7252,0.045
InceptionV3,UMAP,No,75,LinearSVM,0.7429,0.8,0.6176,0.7647,0.6471,0.8235,0.7059,0.7353,0.6765,0.7647,0.7278,0.0626
InceptionV3,UMAP,No,75,MLP,0.6857,0.8,0.6765,0.7941,0.6176,0.7647,0.7059,0.7647,0.6471,0.5588,0.7015,0.0758
InceptionV3,UMAP,No,75,Logistic,0.7429,0.7714,0.6765,0.7941,0.7059,0.8529,0.7647,0.7059,0.6176,0.7647,0.7397,0.0626
InceptionV3,UMAP,No,75,RandomForest,0.8571,0.8857,0.8235,0.8529,0.7353,0.8529,0.8824,0.8529,0.7941,0.8235,0.8361,0.0426
InceptionV3,UMAP,No,75,Adaboost,0.8286,0.8,0.8529,0.8235,0.7353,0.9118,0.7353,0.8235,0.7941,0.7941,0.8099,0.0497
InceptionV3,UMAP,No,75,Gaussian,0.8,0.7429,0.7353,0.6471,0.7353,0.8529,0.7647,0.7647,0.7941,0.7353,0.7572,0.0512
InceptionResNetV2,PCA,No,75,PCC,0.8571,0.9429,0.8235,0.8529,0.8235,0.9412,0.7353,0.8824,0.8529,0.9412,0.8653,0.0621
InceptionResNetV2,PCA,No,75,J48,0.8,0.8,0.6471,0.7941,0.7941,0.7647,0.7941,0.7353,0.8529,0.5294,0.7512,0.0901
InceptionResNetV2,PCA,No,75,RBF,0.8,0.9714,0.8529,0.8529,0.8824,0.9118,0.8235,0.9412,0.9118,0.8235,0.8771,0.0532
InceptionResNetV2,PCA,No,75,LinearSVM,0.8286,0.8857,0.7941,0.7059,0.8529,0.8529,0.8235,0.7647,0.8529,0.7941,0.8155,0.0499
InceptionResNetV2,PCA,No,75,MLP,0.7714,0.8571,0.8235,0.8235,0.8235,0.8824,0.7647,0.7941,0.7941,0.8529,0.8187,0.0362
InceptionResNetV2,PCA,No,75,Logistic,0.8286,0.9143,0.7941,0.7353,0.8529,0.8529,0.8529,0.8235,0.8824,0.7941,0.8331,0.0479
InceptionResNetV2,PCA,No,75,RandomForest,0.9143,0.8571,0.8235,0.9118,0.8529,0.8824,0.8824,0.8824,0.8824,0.9118,0.8801,0.0277
InceptionResNetV2,PCA,No,75,Adaboost,0.8,0.8857,0.8235,0.8529,0.7647,0.8824,0.8235,0.8529,0.8824,0.9118,0.848,0.0428
InceptionResNetV2,PCA,No,75,Gaussian,0.6286,0.6857,0.6176,0.5588,0.5882,0.5882,0.6176,0.6471,0.7059,0.6471,0.6285,0.0428
InceptionResNetV2,UMAP,No,75,PCC,0.7429,0.8571,0.7647,0.8235,0.7647,0.9706,0.7353,0.9118,0.8235,0.8824,0.8276,0.0742
InceptionResNetV2,UMAP,No,75,J48,0.8,0.7714,0.7059,0.7647,0.7941,0.8824,0.7647,0.9118,0.7353,0.7941,0.7924,0.0593
InceptionResNetV2,UMAP,No,75,RBF,0.7429,0.8286,0.7941,0.7941,0.7353,0.8529,0.7353,0.8235,0.8529,0.8824,0.8042,0.0503
InceptionResNetV2,UMAP,No,75,LinearSVM,0.7714,0.8571,0.7059,0.8235,0.7353,0.8529,0.6765,0.8529,0.8235,0.9118,0.8011,0.0718
InceptionResNetV2,UMAP,No,75,MLP,0.7714,0.8,0.7059,0.8235,0.6765,0.8824,0.6471,0.6765,0.8529,0.8529,0.7689,0.0818
InceptionResNetV2,UMAP,No,75,Logistic,0.7714,0.8286,0.7059,0.8235,0.7647,0.8824,0.7059,0.8529,0.7941,0.8824,0.8012,0.0613
InceptionResNetV2,UMAP,No,75,RandomForest,0.7714,0.8571,0.8235,0.8235,0.7941,0.9706,0.7647,0.8824,0.9412,0.9118,0.854,0.0675
InceptionResNetV2,UMAP,No,75,Adaboost,0.7429,0.7714,0.7647,0.8824,0.7647,0.8529,0.8235,0.8824,0.8529,0.8235,0.8161,0.0492
InceptionResNetV2,UMAP,No,75,Gaussian,0.7429,0.8286,0.7941,0.7647,0.7059,0.8235,0.7059,0.7647,0.8824,0.8529,0.7866,0.0571
MobileNet,PCA,No,75,PCC,0.8286,0.8857,0.8235,0.7941,0.8529,0.8529,0.7647,0.8529,0.7941,0.9706,0.842,0.0547
MobileNet,PCA,No,75,J48,0.6857,0.6857,0.7647,0.8235,0.8235,0.6176,0.7059,0.8235,0.7941,0.7941,0.7518,0.0693
MobileNet,PCA,No,75,RBF,0.9143,0.9143,0.9412,0.8235,0.9118,0.9706,0.9118,0.9706,0.9118,0.9706,0.924,0.0419
MobileNet,PCA,No,75,LinearSVM,0.7714,0.9429,0.8824,0.8529,0.9118,0.8529,0.8235,0.9118,0.9412,0.8824,0.8773,0.0511
MobileNet,PCA,No,75,MLP,0.7429,0.8286,0.9412,0.8235,0.7941,0.7647,0.7941,0.8235,0.8824,0.8235,0.8218,0.0538
MobileNet,PCA,No,75,Logistic,0.8286,0.8857,0.8824,0.8529,0.9118,0.8529,0.7647,0.9118,0.9412,0.9118,0.8744,0.0489
MobileNet,PCA,No,75,RandomForest,0.8,0.8857,0.9118,0.7941,0.8235,0.8824,0.7941,0.8235,0.8824,0.8824,0.848,0.0428
MobileNet,PCA,No,75,Adaboost,0.8286,0.8286,0.8235,0.7941,0.9118,0.8824,0.9118,0.8824,0.9118,0.9118,0.8687,0.0431
MobileNet,PCA,No,75,Gaussian,0.7143,0.7429,0.7647,0.6176,0.6471,0.7647,0.6765,0.7941,0.8529,0.6765,0.7251,0.0686
MobileNet,UMAP,No,75,PCC,0.8571,0.9143,0.7941,0.7353,0.7353,0.7353,0.7647,0.7647,0.7647,0.7647,0.783,0.0557
MobileNet,UMAP,No,75,J48,0.8571,0.7714,0.8235,0.8529,0.6765,0.7059,0.7647,0.7941,0.8529,0.7647,0.7864,0.0592
MobileNet,UMAP,No,75,RBF,0.5429,0.4571,0.6765,0.7647,0.7353,0.5588,0.6765,0.7941,0.7353,0.7353,0.6676,0.1054
MobileNet,UMAP,No,75,LinearSVM,0.6571,0.6,0.7059,0.7059,0.7941,0.5882,0.7059,0.7647,0.7647,0.7647,0.7051,0.0675
MobileNet,UMAP,No,75,MLP,0.7429,0.7143,0.7647,0.5882,0.7941,0.7647,0.6471,0.7353,0.7059,0.8529,0.731,0.0704
MobileNet,UMAP,No,75,Logistic,0.7429,0.7714,0.8235,0.7647,0.7941,0.7059,0.8235,0.8235,0.7353,0.8235,0.7808,0.0412
MobileNet,UMAP,No,75,RandomForest,0.8286,0.9143,0.8824,0.7941,0.7941,0.7647,0.8529,0.8235,0.9118,0.8529,0.8419,0.048
MobileNet,UMAP,No,75,Adaboost,0.9143,0.7714,0.8529,0.8529,0.8235,0.7353,0.7647,0.8824,0.7941,0.8529,0.8245,0.054
MobileNet,UMAP,No,75,Gaussian,0.8571,0.8,0.8235,0.8235,0.7941,0.7941,0.7353,0.7941,0.7353,0.7941,0.7951,0.0356
DenseNet121,PCA,No,75,PCC,0.8,0.8,0.8824,0.7941,0.8824,0.9118,0.8235,0.8235,0.8529,0.9412,0.8512,0.0487
DenseNet121,PCA,No,75,J48,0.8286,0.7429,0.7647,0.7353,0.7353,0.8235,0.6471,0.6176,0.7353,0.7941,0.7424,0.0648
DenseNet121,PCA,No,75,RBF,0.8571,0.8857,0.9412,0.8235,0.9118,0.9412,0.9118,0.9118,0.9412,0.9706,0.9096,0.0418
DenseNet121,PCA,No,75,LinearSVM,0.7714,0.6571,0.8824,0.8235,0.8529,0.8824,0.8529,0.8824,0.8824,0.8824,0.837,0.069
DenseNet121,PCA,No,75,MLP,0.8286,0.8286,0.9118,0.8529,0.8824,0.8529,0.7941,0.8529,0.7647,0.7647,0.8334,0.0455
DenseNet121,PCA,No,75,Logistic,0.8,0.6571,0.8824,0.8529,0.8824,0.8824,0.8529,0.8824,0.8824,0.8824,0.8457,0.0677
DenseNet121,PCA,No,75,RandomForest,0.8,0.8,0.9118,0.7941,0.8235,0.9118,0.8824,0.8529,0.7941,0.8235,0.8394,0.045
DenseNet121,PCA,No,75,Adaboost,0.8,0.8286,0.7647,0.8235,0.8529,0.9118,0.8529,0.8529,0.7353,0.8529,0.8276,0.0479
DenseNet121,PCA,No,75,Gaussian,0.7143,0.6,0.6765,0.6765,0.6176,0.7353,0.6765,0.6471,0.8235,0.6765,0.6844,0.0601
DenseNet121,UMAP,No,75,PCC,0.7429,0.7714,0.7353,0.7941,0.7941,0.7941,0.6765,0.8235,0.8235,0.8235,0.7779,0.0452
DenseNet121,UMAP,No,75,J48,0.8,0.6571,0.7647,0.7059,0.8529,0.7647,0.7647,0.6471,0.8235,0.8529,0.7634,0.0701
DenseNet121,UMAP,No,75,RBF,0.6571,0.7714,0.7059,0.7647,0.7647,0.7647,0.6765,0.7941,0.7059,0.8235,0.7429,0.0509
DenseNet121,UMAP,No,75,LinearSVM,0.7143,0.7714,0.7059,0.7647,0.7941,0.7941,0.6765,0.8235,0.7059,0.8235,0.7574,0.0504
DenseNet121,UMAP,No,75,MLP,0.6,0.7143,0.6765,0.8235,0.7941,0.8824,0.6765,0.5,0.7059,0.8235,0.7197,0.1096
DenseNet121,UMAP,No,75,Logistic,0.6857,0.8,0.7353,0.7353,0.8235,0.8824,0.7353,0.8824,0.7059,0.8235,0.7809,0.0675
DenseNet121,UMAP,No,75,RandomForest,0.7714,0.7714,0.8529,0.8235,0.9118,0.8529,0.8824,0.8824,0.8529,0.8824,0.8484,0.0447
DenseNet121,UMAP,No,75,Adaboost,0.8,0.7429,0.8235,0.7941,0.7941,0.7647,0.6765,0.8235,0.7941,0.8235,0.7837,0.0434
DenseNet121,UMAP,No,75,Gaussian,0.6571,0.7429,0.7353,0.7941,0.8529,0.8529,0.6765,0.8235,0.7059,0.7941,0.7635,0.067
DenseNet169,PCA,No,75,PCC,0.7714,0.8,0.8529,0.8529,0.9412,0.8824,0.7941,0.8824,0.8529,0.9118,0.8542,0.0509
DenseNet169,PCA,No,75,J48,0.7429,0.8857,0.7647,0.7353,0.7059,0.8235,0.7353,0.8235,0.7059,0.7647,0.7687,0.0553
DenseNet169,PCA,No,75,RBF,1,0.9429,0.9412,0.8529,0.9412,0.9118,0.8824,0.8824,0.9118,0.9412,0.9208,0.0397
DenseNet169,PCA,No,75,LinearSVM,0.8857,0.8286,0.9412,0.9118,0.8529,0.8529,0.8529,0.8235,0.8235,0.9118,0.8685,0.0396
DenseNet169,PCA,No,75,MLP,0.9429,0.8,0.9706,0.8824,0.8824,0.8529,0.7647,0.8235,0.8824,0.8529,0.8655,0.0587
DenseNet169,PCA,No,75,Logistic,0.9143,0.8286,0.9412,0.9118,0.8824,0.8824,0.8824,0.8824,0.8235,0.9118,0.8861,0.0353
DenseNet169,PCA,No,75,RandomForest,0.8857,0.8571,0.8824,0.7941,0.7647,0.8824,0.8824,0.8529,0.9118,0.8529,0.8566,0.0427
DenseNet169,PCA,No,75,Adaboost,0.8286,0.8286,0.8529,0.7353,0.8529,0.9118,0.7353,0.7941,0.7941,0.8235,0.8157,0.0512
DenseNet169,PCA,No,75,Gaussian,0.7429,0.7143,0.6471,0.6176,0.5294,0.7353,0.7059,0.6765,0.7647,0.6765,0.681,0.0661
DenseNet169,UMAP,No,75,PCC,0.8,0.7714,0.7059,0.8529,0.7059,0.8235,0.7941,0.8235,0.8235,0.7941,0.7895,0.0469
DenseNet169,UMAP,No,75,J48,0.8286,0.7429,0.7353,0.7353,0.7647,0.8235,0.7941,0.9118,0.7941,0.7647,0.7895,0.0519
DenseNet169,UMAP,No,75,RBF,0.7143,0.7429,0.7941,0.7941,0.7941,0.8235,0.7353,0.8529,0.7941,0.7647,0.781,0.0399
DenseNet169,UMAP,No,75,LinearSVM,0.7429,0.8,0.7941,0.8235,0.7353,0.7941,0.7941,0.8529,0.8529,0.7941,0.7984,0.037
DenseNet169,UMAP,No,75,MLP,0.7714,0.7143,0.7941,0.7941,0.8235,0.8235,0.7941,0.8235,0.7941,0.8235,0.7956,0.0321
DenseNet169,UMAP,No,75,Logistic,0.8,0.8571,0.7941,0.7941,0.7941,0.8235,0.7353,0.8529,0.8529,0.7941,0.8098,0.0358
DenseNet169,UMAP,No,75,RandomForest,0.8286,0.8286,0.8824,0.7647,0.8235,0.8235,0.7353,0.9706,0.8824,0.8529,0.8392,0.0618
DenseNet169,UMAP,No,75,Adaboost,0.8286,0.8571,0.8529,0.8529,0.7353,0.8529,0.7941,0.9118,0.8235,0.8824,0.8392,0.046
DenseNet169,UMAP,No,75,Gaussian,0.7429,0.9143,0.7941,0.8235,0.7353,0.8235,0.7647,0.7647,0.7941,0.7941,0.7951,0.049
DenseNet201,PCA,No,75,PCC,0.7143,0.8,0.7941,0.8824,0.8235,0.8529,0.8235,0.8824,0.8235,0.8824,0.8279,0.0494
DenseNet201,PCA,No,75,J48,0.7143,0.7714,0.7647,0.7941,0.7059,0.7647,0.7059,0.7059,0.8235,0.7353,0.7486,0.0394
DenseNet201,PCA,No,75,RBF,0.8571,0.9143,0.8824,0.7941,0.9118,0.9118,0.8235,0.9412,0.9412,0.9706,0.8948,0.0527
DenseNet201,PCA,No,75,LinearSVM,0.7714,0.7143,0.8235,0.7059,0.8824,0.7941,0.7941,0.8529,0.7353,0.8235,0.7897,0.0556
DenseNet201,PCA,No,75,MLP,0.8286,0.7429,0.8529,0.7941,0.7941,0.8529,0.7059,0.8529,0.7941,0.8235,0.8042,0.0467
DenseNet201,PCA,No,75,Logistic,0.7714,0.7714,0.8235,0.7647,0.9118,0.7941,0.7941,0.8529,0.7353,0.9118,0.8131,0.0581
DenseNet201,PCA,No,75,RandomForest,0.8,0.7714,0.8235,0.7941,0.9118,0.7941,0.6765,0.8529,0.9118,0.9706,0.8307,0.0801
DenseNet201,PCA,No,75,Adaboost,0.8,0.8857,0.8235,0.7941,0.8824,0.8529,0.7647,0.8824,0.8529,0.9118,0.845,0.0453
DenseNet201,PCA,No,75,Gaussian,0.6286,0.7429,0.7059,0.5882,0.6471,0.7647,0.7059,0.6765,0.8235,0.6471,0.693,0.0668
DenseNet201,UMAP,No,75,PCC,0.7143,0.7714,0.7647,0.7647,0.7941,0.7941,0.7647,0.8824,0.8235,0.8235,0.7897,0.0434
DenseNet201,UMAP,No,75,J48,0.7714,0.8857,0.8529,0.8529,0.7059,0.6765,0.6176,0.7647,0.8824,0.8235,0.7834,0.0877
DenseNet201,UMAP,No,75,RBF,0.6571,0.6,0.6765,0.7353,0.7353,0.6765,0.7647,0.7647,0.8235,0.6765,0.711,0.062
DenseNet201,UMAP,No,75,LinearSVM,0.6857,0.8286,0.7353,0.7941,0.7353,0.7353,0.7353,0.8529,0.8235,0.8529,0.7779,0.0565
DenseNet201,UMAP,No,75,MLP,0.6857,0.7714,0.7353,0.7941,0.6471,0.7647,0.6471,0.7059,0.8529,0.7647,0.7369,0.0626
DenseNet201,UMAP,No,75,Logistic,0.7714,0.8857,0.7941,0.8235,0.7059,0.8529,0.7647,0.8824,0.8824,0.8235,0.8187,0.0568
DenseNet201,UMAP,No,75,RandomForest,0.7143,0.8857,0.7941,0.8529,0.7941,0.8235,0.8529,0.8824,0.8235,0.8235,0.8247,0.0477
DenseNet201,UMAP,No,75,Adaboost,0.7429,0.8,0.7353,0.8235,0.7647,0.8235,0.8529,0.9412,0.7059,0.7941,0.7984,0.0643
DenseNet201,UMAP,No,75,Gaussian,0.6571,0.8571,0.7647,0.7647,0.7059,0.8529,0.6765,0.8235,0.7647,0.8824,0.775,0.0744
NASNetMobile,PCA,No,75,PCC,0.7429,0.7143,0.7059,0.7941,0.7353,0.7647,0.7059,0.6765,0.7353,0.8235,0.7398,0.0419
NASNetMobile,PCA,No,75,J48,0.5714,0.7143,0.6765,0.6176,0.4118,0.7059,0.5882,0.6176,0.6471,0.7647,0.6315,0.093
NASNetMobile,PCA,No,75,RBF,0.8571,0.7714,0.7647,0.8235,0.8235,0.7941,0.7647,0.7941,0.8824,0.8235,0.8099,0.0376
NASNetMobile,PCA,No,75,LinearSVM,0.7429,0.7714,0.8824,0.6176,0.7647,0.7647,0.7647,0.7059,0.7647,0.7647,0.7544,0.062
NASNetMobile,PCA,No,75,MLP,0.7429,0.8286,0.8824,0.7647,0.7647,0.7647,0.6765,0.6471,0.8529,0.7941,0.7718,0.0694
NASNetMobile,PCA,No,75,Logistic,0.7714,0.8571,0.8235,0.6765,0.7353,0.7353,0.7647,0.6471,0.7647,0.7941,0.757,0.0597
NASNetMobile,PCA,No,75,RandomForest,0.6571,0.7714,0.7941,0.7941,0.7941,0.7647,0.7941,0.7059,0.7059,0.7941,0.7576,0.0473
NASNetMobile,PCA,No,75,Adaboost,0.7429,0.7143,0.7059,0.7059,0.7941,0.6471,0.6471,0.7059,0.8529,0.8235,0.7339,0.0661
NASNetMobile,PCA,No,75,Gaussian,0.7429,0.8,0.7059,0.7353,0.7059,0.6765,0.7059,0.6765,0.7353,0.7353,0.7219,0.0346
NASNetMobile,UMAP,No,75,PCC,0.7429,0.7143,0.7059,0.8529,0.6176,0.8235,0.7647,0.7353,0.7647,0.6765,0.7398,0.0647
NASNetMobile,UMAP,No,75,J48,0.7143,0.6571,0.6765,0.8235,0.7059,0.8235,0.6765,0.6471,0.7059,0.6471,0.7077,0.0622
NASNetMobile,UMAP,No,75,RBF,0.7143,0.6857,0.6176,0.7941,0.6765,0.7059,0.6471,0.7941,0.6765,0.7059,0.7018,0.0537
NASNetMobile,UMAP,No,75,LinearSVM,0.7143,0.6857,0.6176,0.7647,0.6765,0.7059,0.6765,0.7647,0.6765,0.7059,0.6988,0.0416
NASNetMobile,UMAP,No,75,MLP,0.5429,0.7429,0.5588,0.7647,0.6765,0.6765,0.7059,0.7647,0.6765,0.6471,0.6756,0.0731
NASNetMobile,UMAP,No,75,Logistic,0.7714,0.6857,0.6471,0.8824,0.7059,0.7353,0.6176,0.8235,0.7647,0.7353,0.7369,0.0752
NASNetMobile,UMAP,No,75,RandomForest,0.8571,0.7429,0.7941,0.8529,0.7941,0.8529,0.7353,0.6471,0.9118,0.7941,0.7982,0.0723
NASNetMobile,UMAP,No,75,Adaboost,0.8286,0.6857,0.7647,0.8235,0.7059,0.8529,0.6176,0.7059,0.7353,0.7647,0.7485,0.0695
NASNetMobile,UMAP,No,75,Gaussian,0.7429,0.7429,0.7353,0.7353,0.5882,0.7353,0.6765,0.7059,0.7353,0.7059,0.7103,0.0455
MobileNetV2,PCA,No,75,PCC,0.7429,0.8571,0.9706,0.8235,0.8824,0.7647,0.8235,0.9412,0.9412,0.8824,0.8629,0.072
MobileNetV2,PCA,No,75,J48,0.7429,0.7429,0.8824,0.7353,0.6765,0.8824,0.7059,0.8529,0.8235,0.6765,0.7721,0.077
MobileNetV2,PCA,No,75,RBF,0.9143,0.9143,0.9412,0.8235,0.9706,0.8824,0.8824,0.9706,0.9706,0.9412,0.9211,0.0456
MobileNetV2,PCA,No,75,LinearSVM,0.8286,0.8571,1,0.7941,0.8824,0.8529,0.8824,0.8824,0.8235,0.7941,0.8597,0.0567
MobileNetV2,PCA,No,75,MLP,0.8,0.7714,0.8824,0.7059,0.7647,0.8235,0.8529,0.9118,0.7941,0.8529,0.816,0.0582
MobileNetV2,PCA,No,75,Logistic,0.8286,0.8857,1,0.7941,0.7647,0.8824,0.9118,0.8824,0.8235,0.8529,0.8626,0.063
MobileNetV2,PCA,No,75,RandomForest,0.8857,0.8571,0.9118,0.7647,0.8824,0.8824,0.8235,0.8824,0.9118,0.8824,0.8684,0.0421
MobileNetV2,PCA,No,75,Adaboost,0.8857,0.8571,0.9412,0.8529,0.8235,0.8529,0.7941,0.8235,0.8824,0.9412,0.8655,0.046
MobileNetV2,PCA,No,75,Gaussian,0.6857,0.6857,0.7353,0.7059,0.6471,0.7941,0.5882,0.8235,0.7647,0.6765,0.7107,0.0669
MobileNetV2,UMAP,No,75,PCC,0.7143,0.8,0.7647,0.7647,0.7647,0.7353,0.7059,0.7941,0.7647,0.8529,0.7661,0.0409
MobileNetV2,UMAP,No,75,J48,0.7714,0.6857,0.7647,0.7647,0.7059,0.7353,0.7353,0.7647,0.8235,0.8235,0.7575,0.0423
MobileNetV2,UMAP,No,75,RBF,0.6571,0.6857,0.7059,0.7647,0.7941,0.7059,0.7647,0.8529,0.8529,0.8529,0.7637,0.07
MobileNetV2,UMAP,No,75,LinearSVM,0.7143,0.7429,0.7353,0.7647,0.8235,0.7353,0.7941,0.8235,0.8235,0.8529,0.781,0.046
MobileNetV2,UMAP,No,75,MLP,0.7429,0.6571,0.7353,0.7647,0.7059,0.6765,0.7353,0.8529,0.7353,0.8529,0.7459,0.0616
MobileNetV2,UMAP,No,75,Logistic,0.6857,0.7714,0.7647,0.8235,0.7941,0.7941,0.7647,0.8529,0.8235,0.8529,0.7928,0.0476
MobileNetV2,UMAP,No,75,RandomForest,0.7714,0.8571,0.8529,0.8529,0.7647,0.7941,0.7647,0.8824,0.7059,0.8235,0.807,0.0528
MobileNetV2,UMAP,No,75,Adaboost,0.8,0.7429,0.7353,0.8529,0.7647,0.7941,0.7059,0.8824,0.7353,0.8824,0.7896,0.0609
MobileNetV2,UMAP,No,75,Gaussian,0.7714,0.8857,0.7647,0.8529,0.7647,0.7647,0.7353,0.8529,0.8235,0.7941,0.801,0.0472
EfficientNetB0,PCA,No,75,PCC,0.8571,0.8,0.7647,0.7647,0.8529,0.9118,0.8235,0.9706,0.9118,0.7941,0.8451,0.0655
EfficientNetB0,PCA,No,75,J48,0.8571,0.8286,0.8529,0.7941,0.7059,0.8235,0.7941,0.7353,0.7647,0.7059,0.7862,0.0536
EfficientNetB0,PCA,No,75,RBF,0.8,0.9429,0.9118,0.8824,0.9118,0.8824,0.8235,0.9412,0.9118,0.8529,0.8861,0.0455
EfficientNetB0,PCA,No,75,LinearSVM,0.7714,0.9429,0.7647,0.7353,0.8529,0.7353,0.8824,0.8235,0.7647,0.8529,0.8126,0.0659
EfficientNetB0,PCA,No,75,MLP,0.8,0.9143,0.9412,0.8529,0.9412,0.8529,0.7647,0.8824,0.8529,0.9118,0.8714,0.0555
EfficientNetB0,PCA,No,75,Logistic,0.7429,0.8857,0.7941,0.7647,0.8529,0.7647,0.8824,0.7647,0.7647,0.8235,0.804,0.0506
EfficientNetB0,PCA,No,75,RandomForest,0.8857,0.8857,0.8529,0.8529,0.8235,0.8235,0.8235,0.9118,0.9118,0.8824,0.8654,0.0331
EfficientNetB0,PCA,No,75,Adaboost,0.8571,0.8857,0.8824,0.7941,0.8824,0.7941,0.7941,0.9412,0.9118,0.8235,0.8566,0.0502
EfficientNetB0,PCA,No,75,Gaussian,0.6286,0.6286,0.6765,0.7353,0.7059,0.7353,0.7059,0.8235,0.7941,0.7353,0.7169,0.0599
EfficientNetB0,UMAP,No,75,PCC,0.8286,0.7714,0.8235,0.7941,0.7941,0.8235,0.7647,0.7941,0.7941,0.7647,0.7953,0.0227
EfficientNetB0,UMAP,No,75,J48,0.7429,0.8,0.8235,0.7647,0.7647,0.8235,0.7353,0.7353,0.7647,0.7941,0.7749,0.0319
EfficientNetB0,UMAP,No,75,RBF,0.4286,0.3714,0.4706,0.7941,0.6176,0.5882,0.5882,0.7059,0.5294,0.6765,0.5771,0.1239
EfficientNetB0,UMAP,No,75,LinearSVM,0.6,0.5714,0.7059,0.7941,0.7647,0.7647,0.6471,0.8529,0.5882,0.7647,0.7054,0.0929
EfficientNetB0,UMAP,No,75,MLP,0.4571,0.6286,0.5882,0.4706,0.6176,0.5882,0.5882,0.7353,0.3824,0.5588,0.5615,0.0955
EfficientNetB0,UMAP,No,75,Logistic,0.7143,0.5714,0.7353,0.8529,0.7647,0.8235,0.6471,0.8824,0.6471,0.7647,0.7403,0.0936
EfficientNetB0,UMAP,No,75,RandomForest,0.8571,0.8,0.8529,0.8235,0.8529,0.8824,0.7941,0.8529,0.7647,0.8824,0.8363,0.0373
EfficientNetB0,UMAP,No,75,Adaboost,0.8571,0.6857,0.8529,0.7353,0.8235,0.8235,0.7941,0.8529,0.7941,0.8235,0.8043,0.0526
