method,cnn,reduction,classifier,features,Components,mean,std,median,Q1_25%,Q2_75%,min,max
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F0200,82.1597,4.8924,82.3529,79.5589,85.6093,88.2353,73.5294
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F0250,81.2773,2.8953,82.3529,80.1471,82.7311,85.2941,76.4706
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F0300,81.8571,3.6750,82.3529,80.1471,82.7311,88.2353,76.4706
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F0002,70.7311,5.5045,70.5882,67.6471,74.0966,79.4118,61.7647
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F0010,77.1596,4.8903,77.9412,73.5294,81.6176,82.8571,70.5882
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F0020,77.7563,5.8203,77.9412,73.5294,81.7647,88.2353,70.5882
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F0030,75.1597,4.3297,75.3782,70.7983,78.6765,82.3529,70.5882
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F0040,80.1260,3.7742,82.3529,77.9412,82.3529,82.8571,73.5294
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F0050,79.5378,4.0885,80.8824,76.4706,82.3529,85.2941,73.5294
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F0075,75.4034,6.0307,73.5294,73.5294,79.1176,85.2941,64.7059
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F0100,79.5378,5.1311,79.4118,76.4706,84.6848,85.2941,70.5882
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F0150,81.2773,5.4340,82.6050,80.1471,84.6848,88.2353,70.5882
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F0200,80.1428,6.1491,82.3529,76.4706,84.6848,88.2353,68.5714
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F0250,76.8908,5.7679,79.4118,74.2647,79.4118,85.7143,64.7059
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F0300,79.2353,5.6261,79.7479,74.2647,84.6848,85.2941,70.5882
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F0002,68.4034,3.4862,67.6471,67.6471,71.2185,73.5294,61.7647
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F0010,71.9244,6.2468,72.4790,70.5882,75.9244,79.4118,61.7647
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F0020,75.4538,5.4648,75.3362,71.3235,79.4118,82.3529,67.6471
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F0030,78.0756,4.9678,77.9412,73.5294,82.3529,85.2941,71.4286
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F0040,77.2017,4.8784,79.4118,74.2647,79.8529,82.3529,67.6471
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F0050,75.7059,4.2837,76.4706,71.3235,78.8446,82.8571,70.5882
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F0075,74.8655,6.8985,73.9076,70.7983,79.4118,85.2941,61.7647
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F0100,75.4370,6.1767,73.5294,71.3235,80.8823,85.2941,67.6471
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F0150,76.3109,6.1196,79.4118,73.7185,79.8529,82.3529,64.7059
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F0200,73.0756,6.9553,76.4706,70.7983,76.4706,82.8571,58.8235
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F0250,78.0756,5.1890,76.4706,74.8319,81.7647,88.2353,70.5882
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F0300,75.7227,4.5992,75.0000,73.5294,79.4118,82.8571,67.6471
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F0002,67.8487,4.8729,68.1093,65.4412,70.5882,76.4706,58.8235
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F0010,78.6555,9.0546,82.3529,70.7983,85.6093,88.2353,64.7059
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F0020,78.3445,7.1438,79.7059,76.4706,82.3529,88.2353,61.7647
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F0030,78.3866,8.5888,78.2773,74.2647,83.8235,91.1765,61.7647
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F0040,79.5546,7.2449,79.4118,77.7101,81.6176,91.1765,64.7059
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F0050,79.5210,7.6193,81.1765,79.4118,82.7311,85.2941,58.8235
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F0075,78.9580,7.9013,77.1429,76.4706,81.6176,91.1765,64.7059
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F0100,78.9328,7.4759,81.1765,77.2059,82.7311,88.2353,64.7059
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F0150,78.3529,6.4127,79.4118,76.4706,80.0000,88.2353,64.7059
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F0200,78.0756,6.6503,78.2353,73.7185,82.3529,88.2353,67.6471
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F0250,78.3697,8.7592,79.4118,74.8319,83.9706,91.1765,58.8235
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F0300,77.4790,6.3776,76.8067,74.2647,81.7647,88.2353,64.7059
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F0002,65.7899,6.4606,61.7647,61.7647,71.2185,76.4706,58.8235
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F0010,71.3109,5.8180,70.5882,68.3824,74.0966,80.0000,61.7647
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F0020,71.6219,5.4421,69.5378,67.6471,76.2395,79.4118,64.7059
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F0030,69.5630,8.7412,66.6386,64.7059,76.4706,82.3529,55.8824
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F0040,74.5462,3.4954,73.9076,71.3235,76.4706,80.0000,70.5882
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F0050,73.6807,4.6095,73.9076,73.5294,75.9244,79.4118,64.7059
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F0075,74.2353,6.8384,73.9076,70.5882,79.4118,85.7143,64.7059
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F0100,71.6051,5.5232,72.0588,68.3824,76.4706,77.1429,61.7647
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F0150,71.0420,9.8735,71.0084,65.4412,75.9244,85.2941,55.8824
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F0200,69.5798,7.5924,67.6471,64.7059,73.5294,82.3529,58.8235
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F0250,71.3109,9.6665,73.9076,61.0294,79.1176,82.3529,58.8235
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F0300,74.8403,5.5961,75.0000,70.7983,79.4118,82.8571,64.7059
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F0002,69.0168,6.1333,69.1176,65.4412,71.2185,79.4118,58.8235
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F0010,76.9076,6.3656,76.4706,71.9538,81.7647,85.2941,67.6471
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F0020,78.9664,6.9447,78.2353,74.2647,85.2941,88.2353,67.6471
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F0030,82.4706,7.7910,82.6050,80.1471,87.5000,91.1765,64.7059
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F0040,82.1765,7.0863,82.3529,80.0000,85.2941,94.1176,67.6471
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F0050,83.0588,6.2549,82.6471,79.5589,87.5000,94.1176,73.5294
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F0075,84.2353,5.2963,82.3529,80.5882,88.2353,94.1176,76.4706
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F0100,83.0588,4.8729,81.1765,79.5589,87.5000,91.1765,76.4706
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F0150,82.7647,3.4080,82.3529,80.5882,82.3529,91.1765,79.4118
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F0200,83.6470,4.9356,82.3529,80.5882,82.3529,94.1176,79.4118
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F0250,82.7815,5.7960,82.3529,79.5589,82.3529,94.1176,74.2857
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F0300,83.0672,4.8217,82.3529,80.5882,82.3529,94.1176,77.1429
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F0002,63.1933,6.6586,63.7815,59.5588,66.9118,73.5294,51.4286
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F0010,73.4118,5.7718,73.5294,70.5882,76.9748,82.3529,62.8571
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F0020,76.6219,6.7187,76.4706,70.7983,83.2563,85.2941,67.6471
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F0030,79.8404,6.6477,77.1429,76.4706,85.2941,88.2353,67.6471
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F0040,80.4286,5.6219,79.7059,76.4706,84.5588,91.1765,73.5294
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F0050,81.0168,5.1142,79.4118,77.1429,82.3529,91.1765,76.4706
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F0075,82.7815,5.6373,82.3529,77.7101,86.7647,91.1765,76.4706
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F0100,82.7815,6.2824,82.3529,77.7101,87.5000,94.1176,73.5294
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F0150,82.7815,5.9686,82.3529,78.4454,85.2941,94.1176,73.5294
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F0200,83.3445,4.9539,82.3529,80.5882,84.6848,94.1176,76.4706
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F0250,83.6386,5.6963,82.3529,79.5589,86.8907,94.1176,76.4706
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F0300,83.6386,6.0243,82.6050,79.5589,87.5000,94.1176,76.4706
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F0002,67.8487,5.7755,67.6471,64.0546,70.0840,76.4706,58.8235
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F0010,74.8740,6.5633,75.3782,69.0756,76.4706,85.2941,67.6471
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F0020,79.2437,5.7482,80.8824,75.5672,82.7311,85.2941,67.6471
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F0030,79.2689,8.6058,79.4118,74.2857,86.7647,91.1765,64.7059
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F0040,81.5882,8.5246,81.1765,79.5589,86.7647,94.1176,64.7059
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F0050,80.7143,7.5591,81.1345,74.8319,87.5000,91.1765,70.5882
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F0075,82.1849,5.6761,85.2941,80.2731,85.2941,88.2353,70.5882
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F0100,81.6051,7.4996,79.7059,79.4118,87.5000,91.1765,67.6471
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F0150,81.0000,7.1475,82.3529,76.4706,86.7647,91.1765,70.5882
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F0200,82.1849,7.7859,82.3529,80.1471,87.6050,91.1765,67.6471
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F0250,77.2017,6.9850,76.4706,73.5294,81.7647,88.2353,64.7059
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F0300,77.2101,7.4967,75.3782,73.7185,81.6176,88.2353,64.7059
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F0002,67.8403,5.6734,67.6471,64.9580,70.0840,76.4706,58.8235
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F0010,76.0504,7.7954,76.4706,70.5882,78.8446,88.2353,65.7143
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F0020,80.4370,6.6795,79.4118,75.0000,87.5000,88.2353,70.5882
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F0030,82.4790,7.1211,83.8235,79.5589,85.2941,94.1176,67.6471
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F0040,81.8823,7.6586,83.8235,80.0000,85.2941,94.1176,64.7059
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F0050,82.7731,6.9028,83.8235,77.8572,87.5000,94.1176,70.5882
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F0075,82.1933,7.2573,82.6050,79.4118,87.5000,91.1765,70.5882
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F0100,81.8907,7.4861,82.6050,75.5672,87.5000,94.1176,70.5882
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F0150,79.2437,7.3759,79.4118,76.6387,81.7647,94.1176,67.6471
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F0200,82.7479,7.3939,84.0756,80.2731,87.5000,91.1765,64.7059
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F0250,81.0000,6.2132,80.0000,79.4118,85.2941,88.2353,67.6471
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F0300,81.0168,6.5839,82.3529,77.3530,85.2941,88.2353,67.6471
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F0002,67.5378,6.4342,67.6471,62.7521,73.0042,76.4706,55.8824
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F0010,76.3277,4.1557,76.4706,73.5294,78.8446,82.3529,70.5882
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F0020,80.0840,8.1170,81.1345,79.4118,85.2941,88.5714,64.7059
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F0030,81.5798,5.5440,82.3529,80.5882,84.6848,88.2353,67.6471
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F0040,80.7143,6.3118,82.3529,75.5672,84.6848,91.1765,70.5882
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F0050,82.7563,5.0236,85.2941,79.1807,85.2941,88.2353,73.5294
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F0075,83.6218,5.7375,85.2941,79.5589,85.2941,94.1176,73.5294
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F0100,82.7311,6.8861,84.0756,80.1471,87.5000,91.1765,67.6471
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F0150,83.3361,5.3646,82.3529,80.1471,82.8571,94.1176,76.4706
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F0200,81.5882,7.5690,81.1765,75.1470,82.3529,94.1176,73.5294
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F0250,83.9244,5.3780,82.3529,80.5882,85.6093,94.1176,76.4706
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F0300,81.2857,6.8173,81.1765,77.2059,84.6848,91.1765,70.5882
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F0002,66.6639,5.7512,67.1428,64.7059,70.5882,73.5294,52.9412
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F0010,73.9832,8.8839,73.5294,69.0756,81.0504,85.2941,58.8235
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F0020,78.0672,7.3280,82.3529,73.4244,82.3529,85.7143,64.7059
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F0030,78.6218,6.4302,78.2353,76.4706,82.3529,88.5714,67.6471
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F0040,79.8151,4.7017,80.8824,76.6387,82.3529,85.7143,70.5882
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F0050,80.4118,4.7840,79.4118,77.7101,81.9958,88.2353,73.5294
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F0075,82.1681,3.7499,79.7059,79.4118,84.6848,88.2353,79.4118
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F0100,78.9580,3.5130,79.4118,77.2059,79.8529,85.2941,73.5294
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F0150,81.8487,3.4251,82.3529,82.3529,82.3529,88.5714,76.4706
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F0200,83.0420,5.6753,82.6050,82.3529,84.6848,94.1176,73.5294
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F0250,82.1513,6.1452,82.6050,77.9412,85.6093,91.1765,70.5882
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F0300,80.7059,4.8060,79.4118,76.6387,82.7311,91.1765,76.4706
Xception_ReliefF_Gaussian,Xception,ReliefF,Gaussian,204800.0,F0002,66.9832,4.5651,67.6471,64.9580,67.6471,76.4706,60.0000
Xception_ReliefF_Gaussian,Xception,ReliefF,Gaussian,204800.0,F0010,76.6135,6.0101,76.8067,73.7185,81.6176,85.2941,67.6471
Xception_ReliefF_Gaussian,Xception,ReliefF,Gaussian,204800.0,F0020,78.3614,7.0941,79.4118,76.6387,79.8529,88.2353,64.7059
Xception_ReliefF_Gaussian,Xception,ReliefF,Gaussian,204800.0,F0030,80.6891,8.2461,82.6471,77.2059,85.6093,91.1765,64.7059
Xception_ReliefF_Gaussian,Xception,ReliefF,Gaussian,204800.0,F0040,80.9916,7.7523,82.3529,75.1470,84.6848,94.1176,67.6471
Xception_ReliefF_Gaussian,Xception,ReliefF,Gaussian,204800.0,F0050,81.2857,5.7462,82.3529,79.5589,84.6848,88.2353,70.5882
Xception_ReliefF_Gaussian,Xception,ReliefF,Gaussian,204800.0,F0075,81.5714,7.3523,81.1765,77.2059,84.8739,94.1176,70.5882
Xception_ReliefF_Gaussian,Xception,ReliefF,Gaussian,204800.0,F0100,79.2353,6.5799,78.2353,74.2647,81.7647,91.1765,70.5882
Xception_ReliefF_Gaussian,Xception,ReliefF,Gaussian,204800.0,F0150,79.8235,7.5231,79.4118,74.2647,80.0000,94.1176,70.5882
Xception_ReliefF_Gaussian,Xception,ReliefF,Gaussian,204800.0,F0200,79.5378,8.1402,77.9412,74.2647,84.8739,94.1176,67.6471
Xception_ReliefF_Gaussian,Xception,ReliefF,Gaussian,204800.0,F0250,78.3614,7.9456,79.4118,74.2647,79.4118,94.1176,64.7059
Xception_ReliefF_Gaussian,Xception,ReliefF,Gaussian,204800.0,F0300,78.6639,6.2847,79.4118,75.0000,81.9958,88.2353,67.6471
VGG16_Full_PCC,VGG16,Full,PCC,25088.0,Full,63.4958,6.6110,61.7647,59.5588,66.9118,76.4706,54.2857
VGG16_Full_J48,VGG16,Full,J48,25088.0,Full,73.4538,9.7709,73.5294,64.7899,81.6176,85.2941,58.8235
VGG16_Full_RBF,VGG16,Full,RBF,25088.0,Full,85.7143,5.7766,88.2353,81.3235,90.4412,91.1765,76.4706
VGG16_Full_LinearSVM,VGG16,Full,LinearSVM,25088.0,Full,90.0672,3.1055,91.1765,88.2353,91.3656,94.1176,85.2941
VGG16_Full_MLP,VGG16,Full,MLP,25088.0,Full,88.9075,5.9592,85.7143,85.2941,94.1176,97.0588,82.3529
VGG16_Full_Logistic,VGG16,Full,Logistic,25088.0,Full,89.7815,3.0978,89.8740,88.2353,91.1765,94.1176,85.2941
VGG16_Full_RandomForest,VGG16,Full,RandomForest,25088.0,Full,86.8739,7.4899,85.2941,83.0882,92.7310,97.0588,74.2857
VGG16_Full_Adaboost,VGG16,Full,Adaboost,25088.0,Full,83.9580,6.0583,83.8235,80.5882,89.7059,91.1765,74.2857
VGG16_Full_Gaussian,VGG16,Full,Gaussian,25088.0,Full,71.0336,9.4001,72.4369,67.6471,78.1303,82.3529,50.0000
VGG16_PCA_PCC,VGG16,PCA,PCC,25088.0,F0002,69.0336,5.7050,69.1176,66.1975,72.7941,76.4706,58.8235
VGG16_PCA_PCC,VGG16,PCA,PCC,25088.0,F0010,82.4790,5.2370,82.6050,79.4118,85.2941,91.1765,74.2857
VGG16_PCA_PCC,VGG16,PCA,PCC,25088.0,F0020,81.0084,5.0954,82.3529,77.2059,85.2941,85.7143,71.4286
VGG16_PCA_PCC,VGG16,PCA,PCC,25088.0,F0030,82.4706,7.6454,85.2941,80.8824,87.6050,88.2353,64.7059
VGG16_PCA_PCC,VGG16,PCA,PCC,25088.0,F0040,81.3109,6.1153,82.3529,80.5882,85.2941,88.2353,67.6471
VGG16_PCA_PCC,VGG16,PCA,PCC,25088.0,F0050,80.4118,5.5295,80.8824,79.4118,82.7311,88.2353,67.6471
VGG16_PCA_PCC,VGG16,PCA,PCC,25088.0,F0075,79.5714,8.3980,83.8235,74.8319,85.2941,88.2353,61.7647
VGG16_PCA_PCC,VGG16,PCA,PCC,25088.0,F0100,76.9076,4.2035,76.4706,76.4706,78.8446,82.3529,67.6471
VGG16_PCA_PCC,VGG16,PCA,PCC,25088.0,F0150,70.4790,5.3632,68.1093,67.6471,72.2899,82.3529,64.7059
VGG16_PCA_PCC,VGG16,PCA,PCC,25088.0,F0200,65.2269,5.8240,67.6471,62.5000,67.6471,71.4286,51.4286
VGG16_PCA_PCC,VGG16,PCA,PCC,25088.0,F0250,63.7647,4.8012,64.7059,62.0378,64.7059,70.5882,55.8824
VGG16_PCA_PCC,VGG16,PCA,PCC,25088.0,F0300,56.2185,9.7594,54.4118,50.7353,63.9706,70.5882,42.8571
VGG16_PCA_J48,VGG16,PCA,J48,25088.0,F0002,62.8739,10.4861,64.7059,56.1555,70.0840,76.4706,44.1176
VGG16_PCA_J48,VGG16,PCA,J48,25088.0,F0010,73.3950,7.3564,73.5294,69.1177,75.7353,85.7143,60.0000
VGG16_PCA_J48,VGG16,PCA,J48,25088.0,F0020,73.1681,8.8208,72.0588,68.3824,78.6765,85.2941,57.1429
VGG16_PCA_J48,VGG16,PCA,J48,25088.0,F0030,70.5210,8.0361,72.0588,67.8782,75.7353,82.3529,54.2857
VGG16_PCA_J48,VGG16,PCA,J48,25088.0,F0040,73.7143,8.2722,72.4369,68.3824,76.4706,88.2353,62.8571
VGG16_PCA_J48,VGG16,PCA,J48,25088.0,F0050,71.6639,7.0461,71.0084,67.6471,77.9412,82.3529,61.7647
VGG16_PCA_J48,VGG16,PCA,J48,25088.0,F0075,69.9076,8.0551,67.6471,67.6471,73.0042,85.2941,58.8235
VGG16_PCA_J48,VGG16,PCA,J48,25088.0,F0100,73.4202,10.2663,72.3950,65.4412,81.6176,88.2353,60.0000
VGG16_PCA_J48,VGG16,PCA,J48,25088.0,F0150,75.4286,7.4920,79.4118,68.5925,81.6176,82.8571,64.7059
VGG16_PCA_J48,VGG16,PCA,J48,25088.0,F0200,68.9664,7.6261,72.0588,63.2353,74.0966,77.1429,55.8824
VGG16_PCA_J48,VGG16,PCA,J48,25088.0,F0250,66.3782,8.1762,67.6471,61.7647,73.0042,76.4706,50.0000
VGG16_PCA_J48,VGG16,PCA,J48,25088.0,F0300,66.9496,6.8054,66.1765,63.3193,72.7941,76.4706,55.8824
VGG16_PCA_RBF,VGG16,PCA,RBF,25088.0,F0002,72.8571,8.0670,75.0000,66.9328,79.4118,82.3529,58.8235
VGG16_PCA_RBF,VGG16,PCA,RBF,25088.0,F0010,86.5714,4.9385,86.9748,83.0882,90.4412,94.1176,79.4118
VGG16_PCA_RBF,VGG16,PCA,RBF,25088.0,F0020,86.5714,4.7399,85.5042,85.2941,90.4412,94.1176,79.4118
VGG16_PCA_RBF,VGG16,PCA,RBF,25088.0,F0030,86.5882,5.9175,85.2941,83.4664,91.1765,94.1176,77.1429
VGG16_PCA_RBF,VGG16,PCA,RBF,25088.0,F0040,87.4622,5.9225,86.7647,83.4664,91.1765,97.0588,79.4118
VGG16_PCA_RBF,VGG16,PCA,RBF,25088.0,F0050,86.0084,5.6601,86.7647,81.3235,90.4412,94.1176,77.1429
VGG16_PCA_RBF,VGG16,PCA,RBF,25088.0,F0075,87.4622,5.0462,88.2353,84.2017,91.1765,94.1176,79.4118
VGG16_PCA_RBF,VGG16,PCA,RBF,25088.0,F0100,89.2185,6.0798,91.1765,86.3445,91.1765,97.0588,79.4118
VGG16_PCA_RBF,VGG16,PCA,RBF,25088.0,F0150,85.1092,4.3721,84.0756,82.3529,88.2353,91.1765,79.4118
VGG16_PCA_RBF,VGG16,PCA,RBF,25088.0,F0200,85.4286,5.8190,86.7647,82.3529,88.2353,94.1176,74.2857
VGG16_PCA_RBF,VGG16,PCA,RBF,25088.0,F0250,84.2353,5.9692,85.2941,80.2731,88.2353,91.1765,73.5294
VGG16_PCA_RBF,VGG16,PCA,RBF,25088.0,F0300,85.4118,5.5860,86.7647,80.5882,88.2353,94.1176,76.4706
VGG16_PCA_LinearSVM,VGG16,PCA,LinearSVM,25088.0,F0002,67.5462,5.0487,67.6471,64.9580,68.3403,79.4118,61.7647
VGG16_PCA_LinearSVM,VGG16,PCA,LinearSVM,25088.0,F0010,85.7059,6.2214,86.7647,83.0882,88.4874,94.1176,71.4286
VGG16_PCA_LinearSVM,VGG16,PCA,LinearSVM,25088.0,F0020,89.2101,6.8138,91.1765,86.0294,93.4453,97.0588,77.1429
VGG16_PCA_LinearSVM,VGG16,PCA,LinearSVM,25088.0,F0030,84.5294,7.0554,86.7647,80.1471,88.4874,94.1176,71.4286
VGG16_PCA_LinearSVM,VGG16,PCA,LinearSVM,25088.0,F0040,85.1261,7.4366,88.2353,83.0882,90.5252,91.1765,68.5714
VGG16_PCA_LinearSVM,VGG16,PCA,LinearSVM,25088.0,F0050,82.4958,9.6187,83.8235,79.4118,90.4412,91.4286,60.0000
VGG16_PCA_LinearSVM,VGG16,PCA,LinearSVM,25088.0,F0075,82.2017,6.6789,81.1765,79.4118,84.5588,94.1176,71.4286
VGG16_PCA_LinearSVM,VGG16,PCA,LinearSVM,25088.0,F0100,81.8908,5.7423,81.1345,79.4118,85.2941,91.1765,73.5294
VGG16_PCA_LinearSVM,VGG16,PCA,LinearSVM,25088.0,F0150,81.0168,4.0541,81.1765,79.4118,82.3529,88.2353,74.2857
VGG16_PCA_LinearSVM,VGG16,PCA,LinearSVM,25088.0,F0200,83.6471,6.7136,85.5042,77.9412,88.2353,91.1765,73.5294
VGG16_PCA_LinearSVM,VGG16,PCA,LinearSVM,25088.0,F0250,83.9328,3.8671,83.8235,82.3529,87.6050,88.2353,77.1429
