method,cnn,reduction,classifier,features,Components,mean,std,median,Q1_25%,Q2_75%,min,max
Xception_Full_PCC,Xception,Full,PCC,204800.0,Full,75.7395,3.8580,76.4706,74.2857,76.4706,82.3529,67.6471
Xception_Full_J48,Xception,Full,J48,204800.0,Full,67.8067,6.7564,69.5798,64.7059,72.7941,77.1429,55.8824
Xception_Full_RBF,Xception,Full,RBF,204800.0,Full,85.9832,3.2255,86.7647,82.8571,88.2353,91.1765,82.3529
Xception_Full_LinearSVM,Xception,Full,LinearSVM,204800.0,Full,89.4958,3.8763,91.1765,86.3445,91.1765,94.1176,82.3529
Xception_Full_MLP,Xception,Full,MLP,204800.0,Full,88.8739,4.3595,88.4033,85.2941,93.3823,94.2857,82.3529
Xception_Full_Logistic,Xception,Full,Logistic,204800.0,Full,88.9160,4.4191,91.1765,88.3193,91.1765,94.1176,80.0000
Xception_Full_RandomForest,Xception,Full,RandomForest,204800.0,Full,85.9916,5.3822,85.5042,83.0882,90.4412,94.1176,77.1429
Xception_Full_Adaboost,Xception,Full,Adaboost,204800.0,Full,82.7731,6.1145,82.3529,79.4118,85.6093,94.1176,71.4286
Xception_Full_Gaussian,Xception,Full,Gaussian,204800.0,Full,69.0336,8.0612,70.5882,68.3824,73.5294,77.1429,51.4286
Xception_PCA_PCC,Xception,PCA,PCC,204800.0,F0002,66.3529,9.6627,67.6471,62.0378,72.7941,79.4118,50.0000
Xception_PCA_PCC,Xception,PCA,PCC,204800.0,F0010,81.8908,3.7372,81.1765,79.4118,82.3529,88.2353,77.1429
Xception_PCA_PCC,Xception,PCA,PCC,204800.0,F0020,83.6134,6.8391,85.5462,82.3529,88.2353,91.1765,70.5882
Xception_PCA_PCC,Xception,PCA,PCC,204800.0,F0030,84.7983,6.1380,85.2941,79.5589,88.2353,97.0588,76.4706
Xception_PCA_PCC,Xception,PCA,PCC,204800.0,F0040,82.7311,5.3201,83.8235,82.3529,85.7143,88.2353,73.5294
Xception_PCA_PCC,Xception,PCA,PCC,204800.0,F0050,83.0504,5.6411,84.0756,80.5882,85.2941,91.1765,70.5882
Xception_PCA_PCC,Xception,PCA,PCC,204800.0,F0075,80.6891,5.7883,82.6050,80.1471,84.6848,85.2941,67.6471
Xception_PCA_PCC,Xception,PCA,PCC,204800.0,F0100,79.2521,4.8077,77.9412,76.4706,81.7647,88.2353,73.5294
Xception_PCA_PCC,Xception,PCA,PCC,204800.0,F0150,79.2605,6.9051,76.8067,73.7185,83.8235,94.1176,73.5294
Xception_PCA_PCC,Xception,PCA,PCC,204800.0,F0200,76.0756,7.4136,73.5294,73.5294,80.8823,88.2353,62.8571
Xception_PCA_PCC,Xception,PCA,PCC,204800.0,F0250,75.1429,5.5948,76.8067,73.7185,79.4118,79.4118,61.7647
Xception_PCA_PCC,Xception,PCA,PCC,204800.0,F0300,72.2689,7.0962,73.5294,67.6681,75.7353,85.2941,61.7647
Xception_PCA_J48,Xception,PCA,J48,204800.0,F0002,57.9244,7.6425,55.8824,53.2773,61.7647,73.5294,47.0588
Xception_PCA_J48,Xception,PCA,J48,204800.0,F0010,78.3697,5.8401,79.4118,73.5294,82.7311,85.2941,70.5882
Xception_PCA_J48,Xception,PCA,J48,204800.0,F0020,79.2437,5.5785,80.8824,75.5672,82.7311,85.2941,70.5882
Xception_PCA_J48,Xception,PCA,J48,204800.0,F0030,77.5042,6.1893,77.9412,74.2647,82.3529,85.2941,65.7143
Xception_PCA_J48,Xception,PCA,J48,204800.0,F0040,74.8740,4.6947,75.0000,71.4286,78.6765,82.3529,67.6471
Xception_PCA_J48,Xception,PCA,J48,204800.0,F0050,74.8823,7.6498,73.5294,70.5882,81.7647,85.2941,60.0000
Xception_PCA_J48,Xception,PCA,J48,204800.0,F0075,70.7731,3.9764,70.5882,68.3824,73.5294,76.4706,62.8571
Xception_PCA_J48,Xception,PCA,J48,204800.0,F0100,70.7983,6.3823,72.0588,67.8782,75.7353,79.4118,60.0000
Xception_PCA_J48,Xception,PCA,J48,204800.0,F0150,70.7563,5.5572,71.0084,68.3824,73.0042,82.3529,61.7647
Xception_PCA_J48,Xception,PCA,J48,204800.0,F0200,70.1765,3.5829,69.5798,67.6471,73.0042,76.4706,64.7059
Xception_PCA_J48,Xception,PCA,J48,204800.0,F0250,67.2185,4.9542,66.1765,62.5000,71.2185,74.2857,61.7647
Xception_PCA_J48,Xception,PCA,J48,204800.0,F0300,61.0252,8.8142,58.8235,55.8824,63.9706,77.1429,50.0000
Xception_PCA_RBF,Xception,PCA,RBF,204800.0,F0002,66.6387,8.5479,68.1093,60.2941,72.7941,79.4118,52.9412
Xception_PCA_RBF,Xception,PCA,RBF,204800.0,F0010,85.6807,6.2244,83.8235,80.5882,88.4874,97.0588,79.4118
Xception_PCA_RBF,Xception,PCA,RBF,204800.0,F0020,88.6050,5.4024,86.7647,85.2941,91.3656,97.0588,82.3529
Xception_PCA_RBF,Xception,PCA,RBF,204800.0,F0030,88.3193,4.9030,88.2353,86.0294,91.1765,97.0588,80.0000
Xception_PCA_RBF,Xception,PCA,RBF,204800.0,F0040,87.7311,4.4632,88.2353,85.2941,91.1765,94.1176,80.0000
Xception_PCA_RBF,Xception,PCA,RBF,204800.0,F0050,87.1428,4.5961,86.9327,82.4789,91.1765,94.1176,82.3529
Xception_PCA_RBF,Xception,PCA,RBF,204800.0,F0075,86.8739,5.4024,88.2353,86.0294,88.4874,94.1176,74.2857
Xception_PCA_RBF,Xception,PCA,RBF,204800.0,F0100,87.4538,4.6536,88.2353,88.2353,88.4874,94.1176,77.1429
Xception_PCA_RBF,Xception,PCA,RBF,204800.0,F0150,88.6219,5.7630,89.7059,88.2353,91.1765,94.2857,74.2857
Xception_PCA_RBF,Xception,PCA,RBF,204800.0,F0200,88.3193,6.0164,89.7059,86.0294,91.1765,97.1429,74.2857
Xception_PCA_RBF,Xception,PCA,RBF,204800.0,F0250,87.1597,5.5750,88.2353,86.0294,90.4412,94.1176,74.2857
Xception_PCA_RBF,Xception,PCA,RBF,204800.0,F0300,86.2857,4.4459,85.5042,85.2941,90.4412,91.1765,77.1429
Xception_PCA_LinearSVM,Xception,PCA,LinearSVM,204800.0,F0002,64.6387,6.7015,65.2101,58.2983,70.5882,73.5294,55.8824
Xception_PCA_LinearSVM,Xception,PCA,LinearSVM,204800.0,F0010,83.6302,4.6047,82.3529,80.5882,87.6050,91.1765,76.4706
Xception_PCA_LinearSVM,Xception,PCA,LinearSVM,204800.0,F0020,83.0336,4.5775,82.3529,79.4118,84.6848,94.1176,79.4118
Xception_PCA_LinearSVM,Xception,PCA,LinearSVM,204800.0,F0030,85.3865,3.0530,85.2941,82.4789,87.6050,91.1765,82.3529
Xception_PCA_LinearSVM,Xception,PCA,LinearSVM,204800.0,F0040,86.8571,4.3716,85.5042,85.2941,90.4412,94.1176,79.4118
Xception_PCA_LinearSVM,Xception,PCA,LinearSVM,204800.0,F0050,81.6134,4.7832,82.3529,80.5882,84.5588,88.2353,71.4286
Xception_PCA_LinearSVM,Xception,PCA,LinearSVM,204800.0,F0075,82.7899,6.5191,83.8235,77.3530,88.2353,91.1765,71.4286
Xception_PCA_LinearSVM,Xception,PCA,LinearSVM,204800.0,F0100,81.5967,6.4376,79.7059,77.7101,85.2941,91.1765,73.5294
Xception_PCA_LinearSVM,Xception,PCA,LinearSVM,204800.0,F0150,83.6807,7.1303,83.8235,78.4454,88.2353,94.1176,71.4286
Xception_PCA_LinearSVM,Xception,PCA,LinearSVM,204800.0,F0200,85.0924,5.9360,84.0756,82.3529,89.8110,94.1176,73.5294
Xception_PCA_LinearSVM,Xception,PCA,LinearSVM,204800.0,F0250,85.4118,4.6467,85.2941,82.3529,88.2353,94.1176,80.0000
Xception_PCA_LinearSVM,Xception,PCA,LinearSVM,204800.0,F0300,87.4370,4.1285,85.7143,85.2941,88.2353,97.0588,82.3529
Xception_PCA_MLP,Xception,PCA,MLP,204800.0,F0002,62.8655,7.7118,62.8571,59.5588,66.9118,73.5294,50.0000
Xception_PCA_MLP,Xception,PCA,MLP,204800.0,F0010,81.8739,7.5563,82.6050,75.1470,87.5000,94.1176,70.5882
Xception_PCA_MLP,Xception,PCA,MLP,204800.0,F0020,83.3361,6.4654,83.8235,77.7101,88.4874,91.1765,73.5294
Xception_PCA_MLP,Xception,PCA,MLP,204800.0,F0030,84.2605,6.7376,83.8235,80.5882,89.7059,94.1176,71.4286
Xception_PCA_MLP,Xception,PCA,MLP,204800.0,F0040,84.8319,6.4623,82.6050,82.3529,89.7059,94.1176,74.2857
Xception_PCA_MLP,Xception,PCA,MLP,204800.0,F0050,85.1008,3.4268,85.2941,82.3529,87.6050,91.1765,80.0000
Xception_PCA_MLP,Xception,PCA,MLP,204800.0,F0075,83.0840,6.5633,82.3529,79.5589,86.7647,94.1176,71.4286
Xception_PCA_MLP,Xception,PCA,MLP,204800.0,F0100,82.2101,5.8842,80.8824,79.4118,87.5000,91.1765,74.2857
Xception_PCA_MLP,Xception,PCA,MLP,204800.0,F0150,81.0336,6.9348,79.4118,75.5672,87.5000,91.1765,70.5882
Xception_PCA_MLP,Xception,PCA,MLP,204800.0,F0200,72.7899,8.4489,72.5210,67.6471,78.6765,85.2941,61.7647
Xception_PCA_MLP,Xception,PCA,MLP,204800.0,F0250,75.7311,8.9477,72.0588,69.0756,82.7311,91.1765,64.7059
Xception_PCA_MLP,Xception,PCA,MLP,204800.0,F0300,60.2605,11.8082,61.7647,50.7353,64.7059,82.3529,42.8571
Xception_PCA_Logistic,Xception,PCA,Logistic,204800.0,F0002,62.3025,6.3910,63.2353,57.8572,67.6471,70.5882,52.9412
Xception_PCA_Logistic,Xception,PCA,Logistic,204800.0,F0010,83.9328,4.3607,84.0756,79.5589,87.5000,91.1765,79.4118
Xception_PCA_Logistic,Xception,PCA,Logistic,204800.0,F0020,83.9076,4.0206,83.8235,80.1471,85.7143,91.1765,79.4118
Xception_PCA_Logistic,Xception,PCA,Logistic,204800.0,F0030,86.2689,2.3218,86.9748,85.2941,88.2353,88.2353,82.3529
Xception_PCA_Logistic,Xception,PCA,Logistic,204800.0,F0040,85.6807,4.4426,85.5042,83.4664,88.2353,91.1765,76.4706
Xception_PCA_Logistic,Xception,PCA,Logistic,204800.0,F0050,83.3865,6.8179,85.2941,80.5882,88.2353,91.1765,68.5714
Xception_PCA_Logistic,Xception,PCA,Logistic,204800.0,F0075,79.2689,6.3990,79.7059,76.4706,84.5588,88.2353,68.5714
Xception_PCA_Logistic,Xception,PCA,Logistic,204800.0,F0100,82.1933,6.1419,79.4118,77.1429,87.5000,91.1765,76.4706
Xception_PCA_Logistic,Xception,PCA,Logistic,204800.0,F0150,85.7143,5.9224,85.2941,83.4664,90.4412,94.1176,74.2857
Xception_PCA_Logistic,Xception,PCA,Logistic,204800.0,F0200,85.6891,4.4055,85.2941,83.4664,88.2353,91.1765,76.4706
Xception_PCA_Logistic,Xception,PCA,Logistic,204800.0,F0250,87.1680,4.8889,86.7647,83.4664,90.4412,94.1176,80.0000
Xception_PCA_Logistic,Xception,PCA,Logistic,204800.0,F0300,88.9076,3.2437,88.2353,86.3445,90.4412,94.1176,85.2941
Xception_PCA_RandomForest,Xception,PCA,RandomForest,204800.0,F0002,62.5883,7.7086,63.7815,58.2983,66.9118,76.4706,50.0000
Xception_PCA_RandomForest,Xception,PCA,RandomForest,204800.0,F0010,84.2017,3.9882,82.6050,82.3529,87.5000,91.1765,79.4118
Xception_PCA_RandomForest,Xception,PCA,RandomForest,204800.0,F0020,84.7983,4.7219,86.7647,79.5589,88.2353,91.1765,79.4118
Xception_PCA_RandomForest,Xception,PCA,RandomForest,204800.0,F0030,84.8151,3.2012,84.0756,82.3529,88.2353,88.2353,80.0000
Xception_PCA_RandomForest,Xception,PCA,RandomForest,204800.0,F0040,86.2605,3.0767,85.2941,85.2941,87.7521,91.1765,82.3529
Xception_PCA_RandomForest,Xception,PCA,RandomForest,204800.0,F0050,83.9159,4.8538,82.6050,82.3529,85.6093,94.1176,76.4706
Xception_PCA_RandomForest,Xception,PCA,RandomForest,204800.0,F0075,84.2269,6.0640,85.2941,83.0882,88.2353,91.4286,71.4286
Xception_PCA_RandomForest,Xception,PCA,RandomForest,204800.0,F0100,82.1933,7.7899,82.3529,75.7143,87.5000,94.1176,70.5882
Xception_PCA_RandomForest,Xception,PCA,RandomForest,204800.0,F0150,79.8319,8.2655,79.4118,72.0588,87.5000,91.1765,68.5714
Xception_PCA_RandomForest,Xception,PCA,RandomForest,204800.0,F0200,80.1261,4.2019,79.4118,79.4118,82.3529,85.7143,71.4286
Xception_PCA_RandomForest,Xception,PCA,RandomForest,204800.0,F0250,74.8907,7.9097,76.4706,71.5126,80.8823,85.2941,61.7647
Xception_PCA_RandomForest,Xception,PCA,RandomForest,204800.0,F0300,76.5966,8.1509,73.5294,71.3235,80.8823,91.1765,67.6471
Xception_PCA_Adaboost,Xception,PCA,Adaboost,204800.0,F0002,60.7815,7.3899,62.3109,57.3530,64.7059,71.4286,44.1176
Xception_PCA_Adaboost,Xception,PCA,Adaboost,204800.0,F0010,81.3109,6.3966,82.3529,76.4706,84.6848,94.1176,71.4286
Xception_PCA_Adaboost,Xception,PCA,Adaboost,204800.0,F0020,81.5798,8.8644,82.3529,78.4454,85.6093,94.1176,64.7059
Xception_PCA_Adaboost,Xception,PCA,Adaboost,204800.0,F0030,78.3445,6.5672,78.2773,74.2647,82.3529,88.2353,67.6471
Xception_PCA_Adaboost,Xception,PCA,Adaboost,204800.0,F0040,83.0420,6.1624,82.8571,79.4118,87.5000,94.1176,73.5294
Xception_PCA_Adaboost,Xception,PCA,Adaboost,204800.0,F0050,83.6386,6.6319,82.3529,79.5589,86.8907,97.0588,76.4706
Xception_PCA_Adaboost,Xception,PCA,Adaboost,204800.0,F0075,79.8319,5.2275,79.7059,77.7101,82.3529,88.2353,70.5882
Xception_PCA_Adaboost,Xception,PCA,Adaboost,204800.0,F0100,83.9412,7.3962,85.5042,80.1471,88.2353,94.1176,70.5882
Xception_PCA_Adaboost,Xception,PCA,Adaboost,204800.0,F0150,79.5714,8.7702,82.6050,75.0000,85.2941,88.2353,62.8571
Xception_PCA_Adaboost,Xception,PCA,Adaboost,204800.0,F0200,78.6723,3.5349,79.4118,76.6387,79.4118,85.2941,73.5294
Xception_PCA_Adaboost,Xception,PCA,Adaboost,204800.0,F0250,76.6386,7.6465,77.9412,72.0588,81.7647,88.2353,62.8571
Xception_PCA_Adaboost,Xception,PCA,Adaboost,204800.0,F0300,77.5042,6.9924,75.3782,73.7185,78.6765,91.1765,70.5882
Xception_PCA_Gaussian,Xception,PCA,Gaussian,204800.0,F0002,62.5967,6.2625,63.7815,56.6177,66.9118,73.5294,54.2857
Xception_PCA_Gaussian,Xception,PCA,Gaussian,204800.0,F0010,78.1008,8.2138,76.8067,71.3235,86.7647,88.2353,67.6471
Xception_PCA_Gaussian,Xception,PCA,Gaussian,204800.0,F0020,75.4622,5.7377,76.8067,70.5882,79.4118,82.3529,65.7143
Xception_PCA_Gaussian,Xception,PCA,Gaussian,204800.0,F0030,75.7731,5.7794,75.0000,71.9538,81.6176,82.3529,65.7143
Xception_PCA_Gaussian,Xception,PCA,Gaussian,204800.0,F0040,73.7227,7.7729,73.5294,67.8782,79.4118,85.2941,61.7647
Xception_PCA_Gaussian,Xception,PCA,Gaussian,204800.0,F0050,72.2437,8.9135,71.0084,66.9328,78.6765,85.2941,55.8824
Xception_PCA_Gaussian,Xception,PCA,Gaussian,204800.0,F0075,71.3445,7.5553,71.0504,65.4412,78.1303,82.3529,61.7647
Xception_PCA_Gaussian,Xception,PCA,Gaussian,204800.0,F0100,69.0084,5.8869,68.5714,67.6471,72.7941,79.4118,58.8235
Xception_PCA_Gaussian,Xception,PCA,Gaussian,204800.0,F0150,67.8151,5.4727,70.5882,65.6723,70.5882,74.2857,55.8824
Xception_PCA_Gaussian,Xception,PCA,Gaussian,204800.0,F0200,69.5882,6.3325,72.0588,64.7059,73.5294,77.1429,58.8235
Xception_PCA_Gaussian,Xception,PCA,Gaussian,204800.0,F0250,68.4201,4.7075,70.5882,66.1765,70.5882,74.2857,58.8235
Xception_PCA_Gaussian,Xception,PCA,Gaussian,204800.0,F0300,69.2941,4.5922,70.5882,67.6471,70.5882,77.1429,61.7647
Xception_UMAP_PCC,Xception,UMAP,PCC,204800.0,F0002,73.9664,5.1065,73.5294,70.7983,77.9412,82.3529,67.6471
Xception_UMAP_PCC,Xception,UMAP,PCC,204800.0,F0010,77.7563,5.4800,76.4706,74.2647,82.1428,85.2941,70.5882
Xception_UMAP_PCC,Xception,UMAP,PCC,204800.0,F0020,78.6387,6.2562,77.9412,73.5294,82.1428,88.2353,70.5882
Xception_UMAP_PCC,Xception,UMAP,PCC,204800.0,F0030,78.0756,7.5950,76.4706,74.8319,83.9706,88.2353,64.7059
Xception_UMAP_PCC,Xception,UMAP,PCC,204800.0,F0040,77.4790,3.9602,76.8067,76.4706,79.4118,85.2941,70.5882
Xception_UMAP_PCC,Xception,UMAP,PCC,204800.0,F0050,78.6471,4.2059,79.4118,77.2059,80.0000,85.2941,70.5882
Xception_UMAP_PCC,Xception,UMAP,PCC,204800.0,F0075,78.0588,3.2463,77.9412,76.4706,80.0000,82.3529,73.5294
Xception_UMAP_PCC,Xception,UMAP,PCC,204800.0,F0100,79.5294,4.1668,79.7059,76.4706,81.7647,88.2353,73.5294
Xception_UMAP_PCC,Xception,UMAP,PCC,204800.0,F0150,77.7647,4.2544,76.4706,74.2647,81.0504,85.2941,73.5294
Xception_UMAP_PCC,Xception,UMAP,PCC,204800.0,F0200,79.5126,3.9968,79.4118,76.4706,81.7647,85.7143,73.5294
Xception_UMAP_PCC,Xception,UMAP,PCC,204800.0,F0250,78.3613,5.0335,76.8067,76.4706,81.7647,88.2353,70.5882
Xception_UMAP_PCC,Xception,UMAP,PCC,204800.0,F0300,79.4958,4.2931,77.9412,76.4706,82.3529,85.7143,73.5294
Xception_UMAP_J48,Xception,UMAP,J48,204800.0,F0002,74.8655,9.0660,76.8487,71.9538,79.4118,85.2941,52.9412
Xception_UMAP_J48,Xception,UMAP,J48,204800.0,F0010,74.8907,7.3065,73.5294,69.0756,79.4118,88.2353,64.7059
Xception_UMAP_J48,Xception,UMAP,J48,204800.0,F0020,75.1344,4.2271,73.5294,73.5294,75.7353,82.8571,70.5882
Xception_UMAP_J48,Xception,UMAP,J48,204800.0,F0030,75.1428,7.1970,76.4706,69.8109,81.6176,82.8571,61.7647
Xception_UMAP_J48,Xception,UMAP,J48,204800.0,F0040,73.7143,6.7591,72.4790,70.5882,77.9412,85.2941,64.7059
Xception_UMAP_J48,Xception,UMAP,J48,204800.0,F0050,77.7899,5.5104,76.8067,74.8319,81.6176,85.2941,67.6471
Xception_UMAP_J48,Xception,UMAP,J48,204800.0,F0075,74.8571,4.6083,74.2857,73.5294,76.4706,82.3529,64.7059
Xception_UMAP_J48,Xception,UMAP,J48,204800.0,F0100,72.2269,7.0661,73.5294,67.8782,75.9244,85.2941,58.8235
Xception_UMAP_J48,Xception,UMAP,J48,204800.0,F0150,78.3782,4.5111,79.4118,74.2647,81.7647,85.2941,71.4286
Xception_UMAP_J48,Xception,UMAP,J48,204800.0,F0200,76.3361,7.5461,76.8067,69.0756,81.6176,88.2353,67.6471
Xception_UMAP_J48,Xception,UMAP,J48,204800.0,F0250,74.8655,4.7311,76.4706,71.3235,76.9748,82.3529,67.6471
Xception_UMAP_J48,Xception,UMAP,J48,204800.0,F0300,75.1429,5.2399,76.4706,71.5126,78.8446,82.3529,64.7059
Xception_UMAP_RBF,Xception,UMAP,RBF,204800.0,F0002,65.1849,5.7325,66.1765,60.2941,68.5714,73.5294,55.8824
Xception_UMAP_RBF,Xception,UMAP,RBF,204800.0,F0010,69.5798,7.5009,70.5882,62.7521,73.5294,82.3529,58.8235
Xception_UMAP_RBF,Xception,UMAP,RBF,204800.0,F0020,72.4958,7.3800,73.5294,69.0756,75.7353,82.8571,58.8235
Xception_UMAP_RBF,Xception,UMAP,RBF,204800.0,F0030,66.9328,8.8073,69.1176,63.3193,72.7941,80.0000,52.9412
Xception_UMAP_RBF,Xception,UMAP,RBF,204800.0,F0040,68.6807,8.2574,70.5882,66.1975,70.5882,82.8571,55.8824
Xception_UMAP_RBF,Xception,UMAP,RBF,204800.0,F0050,64.5966,8.9849,67.6471,62.0378,70.5882,74.2857,44.1176
Xception_UMAP_RBF,Xception,UMAP,RBF,204800.0,F0075,64.8992,7.4745,66.1765,60.4412,69.8529,74.2857,50.0000
Xception_UMAP_RBF,Xception,UMAP,RBF,204800.0,F0100,65.7731,7.3447,67.6471,62.5000,69.8529,77.1429,50.0000
Xception_UMAP_RBF,Xception,UMAP,RBF,204800.0,F0150,61.1597,8.7534,62.3529,56.6177,67.6471,73.5294,45.7143
Xception_UMAP_RBF,Xception,UMAP,RBF,204800.0,F0200,62.6387,10.2264,66.1765,56.9118,70.5882,73.5294,42.8571
Xception_UMAP_RBF,Xception,UMAP,RBF,204800.0,F0250,59.6807,8.3706,62.3109,55.8824,64.7059,70.5882,45.7143
Xception_UMAP_RBF,Xception,UMAP,RBF,204800.0,F0300,61.5042,13.5068,64.7059,52.6050,69.8529,76.4706,40.0000
Xception_UMAP_LinearSVM,Xception,UMAP,LinearSVM,204800.0,F0002,61.1008,5.4380,61.7647,56.6177,62.8571,70.5882,52.9412
Xception_UMAP_LinearSVM,Xception,UMAP,LinearSVM,204800.0,F0010,69.5882,6.9442,70.5882,64.9580,73.5294,82.3529,58.8235
Xception_UMAP_LinearSVM,Xception,UMAP,LinearSVM,204800.0,F0020,71.9160,7.6365,73.5294,69.0756,75.7353,82.3529,55.8824
Xception_UMAP_LinearSVM,Xception,UMAP,LinearSVM,204800.0,F0030,70.1428,8.0034,70.5882,65.6723,75.0000,82.8571,58.8235
Xception_UMAP_LinearSVM,Xception,UMAP,LinearSVM,204800.0,F0040,72.1933,7.5627,73.5294,70.7983,73.5294,82.8571,58.8235
Xception_UMAP_LinearSVM,Xception,UMAP,LinearSVM,204800.0,F0050,68.3866,10.5480,67.6471,64.0546,75.0000,85.7143,52.9412
Xception_UMAP_LinearSVM,Xception,UMAP,LinearSVM,204800.0,F0075,69.8571,8.2335,69.1176,64.9580,75.7353,82.8571,58.8235
Xception_UMAP_LinearSVM,Xception,UMAP,LinearSVM,204800.0,F0100,68.4034,8.3674,67.6471,62.5000,75.0000,82.8571,55.8824
Xception_UMAP_LinearSVM,Xception,UMAP,LinearSVM,204800.0,F0150,68.4034,7.8550,70.5882,64.9580,73.5294,77.1429,52.9412
Xception_UMAP_LinearSVM,Xception,UMAP,LinearSVM,204800.0,F0200,68.0756,10.1233,70.5882,63.4664,70.5882,85.7143,50.0000
Xception_UMAP_LinearSVM,Xception,UMAP,LinearSVM,204800.0,F0250,68.6723,9.1419,69.1176,64.9580,72.7941,85.7143,52.9412
Xception_UMAP_LinearSVM,Xception,UMAP,LinearSVM,204800.0,F0300,70.1345,8.8061,69.5798,65.4412,75.7353,85.7143,52.9412
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F0002,65.8067,7.8048,70.5882,58.8235,71.2185,73.5294,54.2857
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F0010,73.3950,7.3729,73.9076,71.9538,79.4118,79.4118,55.8824
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F0020,73.3782,8.6695,75.0000,67.6681,79.4118,85.7143,58.8235
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F0030,72.2017,8.3944,71.0084,70.5882,78.6765,82.3529,52.9412
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F0040,71.9076,8.4441,70.5882,66.1975,76.4706,85.7143,58.8235
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F0050,68.6723,8.3737,67.6471,66.1975,70.5882,85.7143,55.8824
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F0075,59.9832,12.3154,59.3697,50.7353,66.9118,79.4118,42.8571
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F0100,57.0336,10.1527,58.8235,53.6765,65.4412,68.5714,40.0000
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F0150,56.4454,10.4411,57.3529,52.9412,61.7647,73.5294,38.2353
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F0200,55.5126,6.8611,52.9412,50.0000,61.3235,65.7143,47.0588
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F0250,53.8824,12.2939,54.4118,46.7857,61.0294,70.5882,34.2857
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F0300,56.1345,10.4760,53.6135,52.9412,61.3235,73.5294,35.2941
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F0002,61.6891,5.6549,62.3109,59.5588,66.4496,67.6471,50.0000
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F0010,70.4538,9.5539,70.5882,66.1975,78.6765,82.3529,52.9412
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F0020,74.2605,8.9469,75.0000,69.0756,81.6176,85.2941,55.8824
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F0030,74.2269,9.2313,73.9076,71.3235,79.4118,88.5714,55.8824
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F0040,76.3025,8.3251,77.9412,69.8109,82.3529,88.5714,61.7647
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F0050,72.5210,8.1868,73.9076,69.0756,76.4706,85.2941,55.8824
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F0075,73.7059,8.9299,76.4706,67.6471,79.8529,85.2941,60.0000
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F0100,74.2437,9.3733,76.4706,67.8782,79.4118,88.5714,55.8824
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F0150,72.7899,7.3835,72.4790,70.5882,76.4706,85.2941,61.7647
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F0200,71.6218,7.2360,72.0588,69.0756,77.9412,80.0000,58.8235
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F0250,72.4706,8.4299,73.5294,65.4412,78.1303,85.7143,61.7647
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F0300,74.2353,9.6385,75.3782,73.5294,78.6765,85.7143,52.9412
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F0002,76.3193,4.2257,76.8067,73.7185,79.4118,82.3529,67.6471
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F0010,82.7479,2.5712,82.8571,80.1471,85.2941,85.2941,79.4118
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F0020,79.2437,3.9947,79.4118,77.7101,81.7647,85.2941,70.5882
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F0030,82.1933,5.2609,82.6050,79.4118,85.2941,91.1765,71.4286
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F0040,79.8487,4.2943,79.7059,77.2059,82.3529,85.2941,71.4286
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F0050,81.2941,3.8640,80.8824,79.4118,82.3529,88.2353,74.2857
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F0075,80.1176,4.0885,82.3529,77.7101,82.3529,85.2941,73.5294
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F0100,83.6302,4.3910,82.3529,80.5882,85.2941,94.1176,79.4118
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F0150,81.8656,4.1213,79.7059,79.4118,84.8739,88.2353,76.4706
