ExtractionMethod;Reduction;Classification;Fold;Features;Normalization;Components;PCC;ACC;F1;ROC;ExtractionTime;ReductionTime;ClassfTrainning;ClassfPredict
MobileNet+ResNet50;PCA;Gaussian;7;150528;No;30;0;76,4706;76,4706;76,4706;114,2602;1,2447;0,0004;0,0001
MobileNet+ResNet50;PCA;Gaussian;8;150528;No;30;0;88,2353;89,4737;87,8472;114,2602;1,2447;0,0004;0,0001
MobileNet+ResNet50;PCA;Gaussian;9;150528;No;30;0;88,2353;90;90,9091;114,2602;1,2447;0,0004;0,0001
MobileNet+ResNet50;PCA;Gaussian;10;150528;No;30;0;82,3529;85,7143;80,7018;114,2602;1,2447;0,0005;0,0002
MobileNet+ResNet50;UMAP;J48;1;150528;No;30;0;74,2857;70,9677;74,1667;114,2602;5,7088;0,004;0,0002
MobileNet+ResNet50;UMAP;J48;2;150528;No;30;0;77,1429;71,4286;78,6232;114,2602;5,7088;0,0032;0,0002
MobileNet+ResNet50;UMAP;J48;3;150528;No;30;0;88,2353;89,4737;88,2353;114,2602;5,7088;0,0033;0,0001
MobileNet+ResNet50;UMAP;J48;4;150528;No;30;0;73,5294;78,0488;72,1429;114,2602;5,7088;0,0033;0,0001
MobileNet+ResNet50;UMAP;J48;5;150528;No;30;0;79,4118;80;79,4118;114,2602;5,7088;0,0039;0,0002
MobileNet+ResNet50;UMAP;J48;6;150528;No;30;0;67,6471;68,5714;67,7083;114,2602;5,7088;0,0031;0,0001
MobileNet+ResNet50;UMAP;J48;7;150528;No;30;0;76,4706;75;76,4706;114,2602;5,7088;0,0033;0,0001
MobileNet+ResNet50;UMAP;J48;8;150528;No;30;0;76,4706;76,4706;76,7361;114,2602;5,7088;0,0038;0,0002
MobileNet+ResNet50;UMAP;J48;9;150528;No;30;0;67,6471;74,4186;65,5303;114,2602;5,7088;0,0033;0,0001
MobileNet+ResNet50;UMAP;J48;10;150528;No;30;0;85,2941;84,8485;86,8421;114,2602;5,7088;0,0033;0,0001
MobileNet+ResNet50;UMAP;RBF;1;150528;No;30;0;74,2857;74,2857;75,8333;114,2602;5,7088;0,0037;0,0006
MobileNet+ResNet50;UMAP;RBF;2;150528;No;30;0;68,5714;68,5714;76,087;114,2602;5,7088;0,0041;0,0009
MobileNet+ResNet50;UMAP;RBF;3;150528;No;30;0;73,5294;76,9231;73,5294;114,2602;5,7088;0,0036;0,0006
MobileNet+ResNet50;UMAP;RBF;4;150528;No;30;0;76,4706;80,9524;74,6429;114,2602;5,7088;0,0056;0,0009
MobileNet+ResNet50;UMAP;RBF;5;150528;No;30;0;85,2941;84,8485;85,2941;114,2602;5,7088;0,0044;0,0008
MobileNet+ResNet50;UMAP;RBF;6;150528;No;30;0;82,3529;84,2105;81,9444;114,2602;5,7088;0,0042;0,001
MobileNet+ResNet50;UMAP;RBF;7;150528;No;30;0;64,7059;66,6667;64,7059;114,2602;5,7088;0,0042;0,0007
MobileNet+ResNet50;UMAP;RBF;8;150528;No;30;0;76,4706;80;75,6944;114,2602;5,7088;0,0035;0,0006
MobileNet+ResNet50;UMAP;RBF;9;150528;No;30;0;73,5294;76,9231;75,7576;114,2602;5,7088;0,0043;0,0008
MobileNet+ResNet50;UMAP;RBF;10;150528;No;30;0;88,2353;89,4737;88,0702;114,2602;5,7088;0,0036;0,0006
MobileNet+ResNet50;UMAP;LinearSVM;1;150528;No;30;0;71,4286;72,2222;73,3333;114,2602;5,7088;0,0028;0,0004
MobileNet+ResNet50;UMAP;LinearSVM;2;150528;No;30;0;68,5714;68,5714;76,087;114,2602;5,7088;0,003;0,0005
MobileNet+ResNet50;UMAP;LinearSVM;3;150528;No;30;0;76,4706;80;76,4706;114,2602;5,7088;0,0028;0,0004
MobileNet+ResNet50;UMAP;LinearSVM;4;150528;No;30;0;82,3529;86,3636;79,6429;114,2602;5,7088;0,0024;0,0003
MobileNet+ResNet50;UMAP;LinearSVM;5;150528;No;30;0;76,4706;77,7778;76,4706;114,2602;5,7088;0,0033;0,0005
MobileNet+ResNet50;UMAP;LinearSVM;6;150528;No;30;0;79,4118;82,9268;78,4722;114,2602;5,7088;0,0024;0,0003
MobileNet+ResNet50;UMAP;LinearSVM;7;150528;No;30;0;70,5882;75;70,5882;114,2602;5,7088;0,0027;0,0005
MobileNet+ResNet50;UMAP;LinearSVM;8;150528;No;30;0;76,4706;80;75,6944;114,2602;5,7088;0,0024;0,0003
MobileNet+ResNet50;UMAP;LinearSVM;9;150528;No;30;0;76,4706;81,8182;74,2424;114,2602;5,7088;0,0035;0,0004
MobileNet+ResNet50;UMAP;LinearSVM;10;150528;No;30;0;88,2353;90;87,3684;114,2602;5,7088;0,0024;0,0003
MobileNet+ResNet50;UMAP;MLP;1;150528;No;30;0;80;78,7879;80,8333;114,2602;5,7088;0,3576;0,0002
MobileNet+ResNet50;UMAP;MLP;2;150528;No;30;0;85,7143;82,7586;89,1304;114,2602;5,7088;0,4209;0,0002
MobileNet+ResNet50;UMAP;MLP;3;150528;No;30;0;76,4706;80;76,4706;114,2602;5,7088;0,3736;0,0002
MobileNet+ResNet50;UMAP;MLP;4;150528;No;30;0;73,5294;79,0698;71,0714;114,2602;5,7088;0,4388;0,0002
MobileNet+ResNet50;UMAP;MLP;5;150528;No;30;0;82,3529;80;82,3529;114,2602;5,7088;0,4781;0,0002
MobileNet+ResNet50;UMAP;MLP;6;150528;No;30;0;82,3529;85;81,5972;114,2602;5,7088;0,3432;0,0002
MobileNet+ResNet50;UMAP;MLP;7;150528;No;30;0;70,5882;72,2222;70,5882;114,2602;5,7088;0,4619;0,0002
MobileNet+ResNet50;UMAP;MLP;8;150528;No;30;0;67,6471;70,2703;67,3611;114,2602;5,7088;0,3524;0,0002
MobileNet+ResNet50;UMAP;MLP;9;150528;No;30;0;76,4706;80,9524;76,1364;114,2602;5,7088;0,3896;0,0003
MobileNet+ResNet50;UMAP;MLP;10;150528;No;30;0;88,2353;90;87,3684;114,2602;5,7088;0,4793;0,0002
MobileNet+ResNet50;UMAP;Logistic;1;150528;No;30;0;74,2857;74,2857;75,8333;114,2602;5,7088;0,0886;0,0001
MobileNet+ResNet50;UMAP;Logistic;2;150528;No;30;0;80;77,4194;84,7826;114,2602;5,7088;0,0603;0,0001
MobileNet+ResNet50;UMAP;Logistic;3;150528;No;30;0;76,4706;78,9474;76,4706;114,2602;5,7088;0,0676;0,0001
MobileNet+ResNet50;UMAP;Logistic;4;150528;No;30;0;76,4706;81,8182;73,5714;114,2602;5,7088;0,0542;0,0001
MobileNet+ResNet50;UMAP;Logistic;5;150528;No;30;0;76,4706;76,4706;76,4706;114,2602;5,7088;0,0208;0,0001
MobileNet+ResNet50;UMAP;Logistic;6;150528;No;30;0;88,2353;89,4737;87,8472;114,2602;5,7088;0,0659;0,0001
MobileNet+ResNet50;UMAP;Logistic;7;150528;No;30;0;70,5882;73,6842;70,5882;114,2602;5,7088;0,0586;0,0001
MobileNet+ResNet50;UMAP;Logistic;8;150528;No;30;0;79,4118;81,0811;79,1667;114,2602;5,7088;0,0633;0,0001
MobileNet+ResNet50;UMAP;Logistic;9;150528;No;30;0;79,4118;82,0513;82,197;114,2602;5,7088;0,0497;0,0001
MobileNet+ResNet50;UMAP;Logistic;10;150528;No;30;0;88,2353;90;87,3684;114,2602;5,7088;0,0763;0,0001
MobileNet+ResNet50;UMAP;RandomForest;1;150528;No;30;0;77,1429;76,4706;78,3333;114,2602;5,7088;0,1273;0,0075
MobileNet+ResNet50;UMAP;RandomForest;2;150528;No;30;0;80;75,8621;82,7899;114,2602;5,7088;0,1408;0,0085
MobileNet+ResNet50;UMAP;RandomForest;3;150528;No;30;0;85,2941;86,4865;85,2941;114,2602;5,7088;0,1193;0,0087
MobileNet+ResNet50;UMAP;RandomForest;4;150528;No;30;0;82,3529;86,3636;79,6429;114,2602;5,7088;0,1207;0,008
MobileNet+ResNet50;UMAP;RandomForest;5;150528;No;30;0;76,4706;77,7778;76,4706;114,2602;5,7088;0,1217;0,0106
MobileNet+ResNet50;UMAP;RandomForest;6;150528;No;30;0;85,2941;85,7143;85,4167;114,2602;5,7088;0,1263;0,008
MobileNet+ResNet50;UMAP;RandomForest;7;150528;No;30;0;70,5882;72,2222;70,5882;114,2602;5,7088;0,1204;0,0075
MobileNet+ResNet50;UMAP;RandomForest;8;150528;No;30;0;85,2941;86,4865;85,0694;114,2602;5,7088;0,1233;0,0094
MobileNet+ResNet50;UMAP;RandomForest;9;150528;No;30;0;85,2941;88,3721;84,8485;114,2602;5,7088;0,1212;0,0116
MobileNet+ResNet50;UMAP;RandomForest;10;150528;No;30;0;88,2353;88,8889;88,7719;114,2602;5,7088;0,1182;0,008
MobileNet+ResNet50;UMAP;Adaboost;1;150528;No;30;0;77,1429;76,4706;78,3333;114,2602;5,7088;0,0815;0,0057
MobileNet+ResNet50;UMAP;Adaboost;2;150528;No;30;0;80;75,8621;82,7899;114,2602;5,7088;0,0823;0,0051
MobileNet+ResNet50;UMAP;Adaboost;3;150528;No;30;0;79,4118;78,7879;79,4118;114,2602;5,7088;0,087;0,0055
MobileNet+ResNet50;UMAP;Adaboost;4;150528;No;30;0;79,4118;82,9268;78,2143;114,2602;5,7088;0,0814;0,0059
MobileNet+ResNet50;UMAP;Adaboost;5;150528;No;30;0;76,4706;76,4706;76,4706;114,2602;5,7088;0,0792;0,0064
MobileNet+ResNet50;UMAP;Adaboost;6;150528;No;30;0;82,3529;82,3529;82,6389;114,2602;5,7088;0,0781;0,0051
MobileNet+ResNet50;UMAP;Adaboost;7;150528;No;30;0;58,8235;53,3333;58,8235;114,2602;5,7088;0,0763;0,0061
MobileNet+ResNet50;UMAP;Adaboost;8;150528;No;30;0;76,4706;77,7778;76,3889;114,2602;5,7088;0,0807;0,0047
MobileNet+ResNet50;UMAP;Adaboost;9;150528;No;30;0;76,4706;80,9524;76,1364;114,2602;5,7088;0,0764;0,0046
MobileNet+ResNet50;UMAP;Adaboost;10;150528;No;30;0;79,4118;81,0811;79,4737;114,2602;5,7088;0,0778;0,0055
MobileNet+ResNet50;UMAP;Gaussian;1;150528;No;30;0;77,1429;76,4706;78,3333;114,2602;5,7088;0,0005;0,0002
MobileNet+ResNet50;UMAP;Gaussian;2;150528;No;30;0;74,2857;68,9655;76,4493;114,2602;5,7088;0,0005;0,0001
MobileNet+ResNet50;UMAP;Gaussian;3;150528;No;30;0;73,5294;76,9231;73,5294;114,2602;5,7088;0,0005;0,0001
MobileNet+ResNet50;UMAP;Gaussian;4;150528;No;30;0;82,3529;86,3636;79,6429;114,2602;5,7088;0,0004;0,0002
MobileNet+ResNet50;UMAP;Gaussian;5;150528;No;30;0;82,3529;81,25;82,3529;114,2602;5,7088;0,0004;0,0001
MobileNet+ResNet50;UMAP;Gaussian;6;150528;No;30;0;79,4118;81,0811;79,1667;114,2602;5,7088;0,0008;0,0002
MobileNet+ResNet50;UMAP;Gaussian;7;150528;No;30;0;67,6471;66,6667;67,6471;114,2602;5,7088;0,0006;0,0002
MobileNet+ResNet50;UMAP;Gaussian;8;150528;No;30;0;70,5882;73,6842;70,1389;114,2602;5,7088;0,0005;0,0002
MobileNet+ResNet50;UMAP;Gaussian;9;150528;No;30;0;79,4118;82,9268;80,303;114,2602;5,7088;0,0008;0,0002
MobileNet+ResNet50;UMAP;Gaussian;10;150528;No;30;0;82,3529;83,3333;82,807;114,2602;5,7088;0,0007;0,0003
MobileNet+ResNet101;PCA;J48;1;150528;No;20;0;82,8571;83,3333;85;157,9149;0,9251;0,0022;0,0001
MobileNet+ResNet101;PCA;J48;2;150528;No;20;0;82,8571;75;80,9783;157,9149;0,9251;0,0022;0,0001
MobileNet+ResNet101;PCA;J48;3;150528;No;20;0;85,2941;86,4865;85,2941;157,9149;0,9251;0,0022;0,0001
MobileNet+ResNet101;PCA;J48;4;150528;No;20;0;79,4118;83,7209;77,1429;157,9149;0,9251;0,0025;0,0001
MobileNet+ResNet101;PCA;J48;5;150528;No;20;0;88,2353;87,5;88,2353;157,9149;0,9251;0,0024;0,0001
MobileNet+ResNet101;PCA;J48;6;150528;No;20;0;91,1765;91,4286;91,3194;157,9149;0,9251;0,0021;0,0001
MobileNet+ResNet101;PCA;J48;7;150528;No;20;0;85,2941;85,7143;85,2941;157,9149;0,9251;0,0021;0,0001
MobileNet+ResNet101;PCA;J48;8;150528;No;20;0;91,1765;91,8919;90,9722;157,9149;0,9251;0,0022;0,0001
MobileNet+ResNet101;PCA;J48;9;150528;No;20;0;85,2941;88,3721;84,8485;157,9149;0,9251;0,0023;0,0001
MobileNet+ResNet101;PCA;J48;10;150528;No;20;0;91,1765;91,8919;91,4035;157,9149;0,9251;0,0023;0,0002
MobileNet+ResNet101;PCA;RBF;1;150528;No;20;0;80;78,7879;80,8333;157,9149;0,9251;0,0026;0,0005
MobileNet+ResNet101;PCA;RBF;2;150528;No;20;0;94,2857;92,3077;95,6522;157,9149;0,9251;0,0025;0,0005
MobileNet+ResNet101;PCA;RBF;3;150528;No;20;0;91,1765;91,4286;91,1765;157,9149;0,9251;0,0026;0,0004
MobileNet+ResNet101;PCA;RBF;4;150528;No;20;0;82,3529;86,3636;79,6429;157,9149;0,9251;0,0024;0,0004
MobileNet+ResNet101;PCA;RBF;5;150528;No;20;0;94,1176;94,4444;94,1176;157,9149;0,9251;0,0028;0,0004
MobileNet+ResNet101;PCA;RBF;6;150528;No;20;0;91,1765;91,8919;90,9722;157,9149;0,9251;0,0028;0,0004
MobileNet+ResNet101;PCA;RBF;7;150528;No;20;0;97,0588;97,1429;97,0588;157,9149;0,9251;0,0028;0,0004
MobileNet+ResNet101;PCA;RBF;8;150528;No;20;0;94,1176;94,7368;93,75;157,9149;0,9251;0,0029;0,0005
MobileNet+ResNet101;PCA;RBF;9;150528;No;20;0;94,1176;95,4545;93,5606;157,9149;0,9251;0,0024;0,0005
MobileNet+ResNet101;PCA;RBF;10;150528;No;20;0;97,0588;97,2973;97,3684;157,9149;0,9251;0,0026;0,0004
MobileNet+ResNet101;PCA;LinearSVM;1;150528;No;20;0;71,4286;66,6667;70,8333;157,9149;0,9251;0,1682;0,0003
MobileNet+ResNet101;PCA;LinearSVM;2;150528;No;20;0;80;77,4194;84,7826;157,9149;0,9251;0,1611;0,0002
MobileNet+ResNet101;PCA;LinearSVM;3;150528;No;20;0;91,1765;91,4286;91,1765;157,9149;0,9251;0,1259;0,0003
MobileNet+ResNet101;PCA;LinearSVM;4;150528;No;20;0;85,2941;88,3721;83,2143;157,9149;0,9251;0,1262;0,0002
MobileNet+ResNet101;PCA;LinearSVM;5;150528;No;20;0;94,1176;94,4444;94,1176;157,9149;0,9251;0,5048;0,0003
MobileNet+ResNet101;PCA;LinearSVM;6;150528;No;20;0;91,1765;91,8919;90,9722;157,9149;0,9251;0,1291;0,0003
MobileNet+ResNet101;PCA;LinearSVM;7;150528;No;20;0;91,1765;91,4286;91,1765;157,9149;0,9251;0,1395;0,0002
MobileNet+ResNet101;PCA;LinearSVM;8;150528;No;20;0;88,2353;88,2353;88,5417;157,9149;0,9251;0,6132;0,0003
MobileNet+ResNet101;PCA;LinearSVM;9;150528;No;20;0;91,1765;93,0233;91,2879;157,9149;0,9251;0,0866;0,0003
MobileNet+ResNet101;PCA;LinearSVM;10;150528;No;20;0;91,1765;91,8919;91,4035;157,9149;0,9251;0,2719;0,0003
MobileNet+ResNet101;PCA;MLP;1;150528;No;20;0;80;80;81,6667;157,9149;0,9251;0,2059;0,0002
MobileNet+ResNet101;PCA;MLP;2;150528;No;20;0;68,5714;59,2593;68,1159;157,9149;0,9251;0,1691;0,0003
MobileNet+ResNet101;PCA;MLP;3;150528;No;20;0;88,2353;88,2353;88,2353;157,9149;0,9251;0,1851;0,0003
MobileNet+ResNet101;PCA;MLP;4;150528;No;20;0;76,4706;80,9524;74,6429;157,9149;0,9251;0,1496;0,0004
MobileNet+ResNet101;PCA;MLP;5;150528;No;20;0;91,1765;91,4286;91,1765;157,9149;0,9251;0,1979;0,0003
MobileNet+ResNet101;PCA;MLP;6;150528;No;20;0;82,3529;82,3529;82,6389;157,9149;0,9251;0,1933;0,0002
MobileNet+ResNet101;PCA;MLP;7;150528;No;20;0;94,1176;94,1176;94,1176;157,9149;0,9251;0,1826;0,0002
MobileNet+ResNet101;PCA;MLP;8;150528;No;20;0;85,2941;86,4865;85,0694;157,9149;0,9251;0,1877;0,0002
MobileNet+ResNet101;PCA;MLP;9;150528;No;20;0;85,2941;87,8049;86,7424;157,9149;0,9251;0,2061;0,0003
MobileNet+ResNet101;PCA;MLP;10;150528;No;20;0;64,7059;62,5;66,3158;157,9149;0,9251;0,1743;0,0002
MobileNet+ResNet101;PCA;Logistic;1;150528;No;20;0;68,5714;62,069;67,5;157,9149;0,9251;0,0202;0,0002
MobileNet+ResNet101;PCA;Logistic;2;150528;No;20;0;91,4286;88,8889;93,4783;157,9149;0,9251;0,011;0,0001
MobileNet+ResNet101;PCA;Logistic;3;150528;No;20;0;91,1765;91,4286;91,1765;157,9149;0,9251;0,0134;0,0001
MobileNet+ResNet101;PCA;Logistic;4;150528;No;20;0;79,4118;83,7209;77,1429;157,9149;0,9251;0,0089;0,0001
MobileNet+ResNet101;PCA;Logistic;5;150528;No;20;0;94,1176;94,4444;94,1176;157,9149;0,9251;0,0095;0,0001
MobileNet+ResNet101;PCA;Logistic;6;150528;No;20;0;91,1765;91,8919;90,9722;157,9149;0,9251;0,0088;0,0001
MobileNet+ResNet101;PCA;Logistic;7;150528;No;20;0;91,1765;91,4286;91,1765;157,9149;0,9251;0,0128;0,0001
MobileNet+ResNet101;PCA;Logistic;8;150528;No;20;0;91,1765;91,4286;91,3194;157,9149;0,9251;0,0102;0,0001
MobileNet+ResNet101;PCA;Logistic;9;150528;No;20;0;94,1176;95,4545;93,5606;157,9149;0,9251;0,0105;0,0001
MobileNet+ResNet101;PCA;Logistic;10;150528;No;20;0;88,2353;88,8889;88,7719;157,9149;0,9251;0,0108;0,0002
MobileNet+ResNet101;PCA;RandomForest;1;150528;No;20;0;88,5714;87,5;89,1667;157,9149;0,9251;0,126;0,0078
MobileNet+ResNet101;PCA;RandomForest;2;150528;No;20;0;94,2857;92,3077;95,6522;157,9149;0,9251;0,125;0,009
MobileNet+ResNet101;PCA;RandomForest;3;150528;No;20;0;88,2353;88,8889;88,2353;157,9149;0,9251;0,1153;0,0076
MobileNet+ResNet101;PCA;RandomForest;4;150528;No;20;0;82,3529;86,3636;79,6429;157,9149;0,9251;0,115;0,0074
MobileNet+ResNet101;PCA;RandomForest;5;150528;No;20;0;91,1765;91,4286;91,1765;157,9149;0,9251;0,1094;0,0073
MobileNet+ResNet101;PCA;RandomForest;6;150528;No;20;0;88,2353;88,8889;88,1944;157,9149;0,9251;0,1124;0,0072
MobileNet+ResNet101;PCA;RandomForest;7;150528;No;20;0;91,1765;91,4286;91,1765;157,9149;0,9251;0,1102;0,0076
MobileNet+ResNet101;PCA;RandomForest;8;150528;No;20;0;88,2353;89,4737;87,8472;157,9149;0,9251;0,1101;0,0073
MobileNet+ResNet101;PCA;RandomForest;9;150528;No;20;0;88,2353;90,9091;87,1212;157,9149;0,9251;0,1085;0,0082
MobileNet+ResNet101;PCA;RandomForest;10;150528;No;20;0;97,0588;97,4359;96,6667;157,9149;0,9251;0,1138;0,0088
MobileNet+ResNet101;PCA;Adaboost;1;150528;No;20;0;74,2857;66,6667;72,5;157,9149;0,9251;0,0635;0,0055
MobileNet+ResNet101;PCA;Adaboost;2;150528;No;20;0;88,5714;84,6154;89,3116;157,9149;0,9251;0,0659;0,0047
MobileNet+ResNet101;PCA;Adaboost;3;150528;No;20;0;76,4706;76,4706;76,4706;157,9149;0,9251;0,0665;0,0046
MobileNet+ResNet101;PCA;Adaboost;4;150528;No;20;0;82,3529;85;81,7857;157,9149;0,9251;0,0628;0,0054
MobileNet+ResNet101;PCA;Adaboost;5;150528;No;20;0;85,2941;85,7143;85,2941;157,9149;0,9251;0,0628;0,0045
MobileNet+ResNet101;PCA;Adaboost;6;150528;No;20;0;91,1765;90,9091;91,6667;157,9149;0,9251;0,0622;0,0045
MobileNet+ResNet101;PCA;Adaboost;7;150528;No;20;0;88,2353;87,5;88,2353;157,9149;0,9251;0,0621;0,0054
MobileNet+ResNet101;PCA;Adaboost;8;150528;No;20;0;88,2353;88,2353;88,5417;157,9149;0,9251;0,0621;0,0047
MobileNet+ResNet101;PCA;Adaboost;9;150528;No;20;0;85,2941;87,8049;86,7424;157,9149;0,9251;0,0614;0,0052
MobileNet+ResNet101;PCA;Adaboost;10;150528;No;20;0;91,1765;92,3077;90,7018;157,9149;0,9251;0,0624;0,0045
MobileNet+ResNet101;PCA;Gaussian;1;150528;No;20;0;74,2857;72,7273;75;157,9149;0,9251;0,0005;0,0001
MobileNet+ResNet101;PCA;Gaussian;2;150528;No;20;0;88,5714;85,7143;91,3043;157,9149;0,9251;0,0004;0,0001
MobileNet+ResNet101;PCA;Gaussian;3;150528;No;20;0;79,4118;82,0513;79,4118;157,9149;0,9251;0,0005;0,0001
MobileNet+ResNet101;PCA;Gaussian;4;150528;No;20;0;79,4118;83,7209;77,1429;157,9149;0,9251;0,0008;0,0002
MobileNet+ResNet101;PCA;Gaussian;5;150528;No;20;0;79,4118;82,0513;79,4118;157,9149;0,9251;0,0005;0,0001
MobileNet+ResNet101;PCA;Gaussian;6;150528;No;20;0;97,0588;97,2973;96,875;157,9149;0,9251;0,0005;0,0001
MobileNet+ResNet101;PCA;Gaussian;7;150528;No;20;0;85,2941;86,4865;85,2941;157,9149;0,9251;0,0004;0,0001
MobileNet+ResNet101;PCA;Gaussian;8;150528;No;20;0;85,2941;86,4865;85,0694;157,9149;0,9251;0,0004;0,0002
MobileNet+ResNet101;PCA;Gaussian;9;150528;No;20;0;91,1765;93,0233;91,2879;157,9149;0,9251;0,0005;0,0001
MobileNet+ResNet101;PCA;Gaussian;10;150528;No;20;0;88,2353;90;87,3684;157,9149;0,9251;0,0005;0,0002
MobileNet+ResNet101;UMAP;J48;1;150528;No;20;0;71,4286;66,6667;70,8333;157,9149;8,7351;0,0028;0,0001
MobileNet+ResNet101;UMAP;J48;2;150528;No;20;0;80;74,0741;80,7971;157,9149;8,7351;0,0022;0,0001
MobileNet+ResNet101;UMAP;J48;3;150528;No;20;0;73,5294;74,2857;73,5294;157,9149;8,7351;0,0024;0,0001
MobileNet+ResNet101;UMAP;J48;4;150528;No;20;0;70,5882;77,2727;67,5;157,9149;8,7351;0,0024;0,0001
MobileNet+ResNet101;UMAP;J48;5;150528;No;20;0;82,3529;81,25;82,3529;157,9149;8,7351;0,0025;0,0001
MobileNet+ResNet101;UMAP;J48;6;150528;No;20;0;70,5882;70,5882;70,8333;157,9149;8,7351;0,0031;0,0001
MobileNet+ResNet101;UMAP;J48;7;150528;No;20;0;73,5294;74,2857;73,5294;157,9149;8,7351;0,0025;0,0001
MobileNet+ResNet101;UMAP;J48;8;150528;No;20;0;70,5882;72,2222;70,4861;157,9149;8,7351;0,0027;0,0001
MobileNet+ResNet101;UMAP;J48;9;150528;No;20;0;70,5882;73,6842;73,4848;157,9149;8,7351;0,0024;0,0001
MobileNet+ResNet101;UMAP;J48;10;150528;No;20;0;73,5294;74,2857;74,2105;157,9149;8,7351;0,0025;0,0001
MobileNet+ResNet101;UMAP;RBF;1;150528;No;20;0;48,5714;59,0909;53,3333;157,9149;8,7351;0,0049;0,0008
MobileNet+ResNet101;UMAP;RBF;2;150528;No;20;0;34,2857;51,0638;50;157,9149;8,7351;0,0034;0,0006
MobileNet+ResNet101;UMAP;RBF;3;150528;No;20;0;55,8824;69,3878;55,8824;157,9149;8,7351;0,0039;0,0006
MobileNet+ResNet101;UMAP;RBF;4;150528;No;20;0;73,5294;81,6327;67,8571;157,9149;8,7351;0,0033;0,0006
MobileNet+ResNet101;UMAP;RBF;5;150528;No;20;0;67,6471;75,5556;67,6471;157,9149;8,7351;0,0038;0,0005
MobileNet+ResNet101;UMAP;RBF;6;150528;No;20;0;52,9412;68;50,3472;157,9149;8,7351;0,0038;0,0006
MobileNet+ResNet101;UMAP;RBF;7;150528;No;20;0;64,7059;73,913;64,7059;157,9149;8,7351;0,0034;0,0006
MobileNet+ResNet101;UMAP;RBF;8;150528;No;20;0;73,5294;80;71,875;157,9149;8,7351;0,0033;0,0005
MobileNet+ResNet101;UMAP;RBF;9;150528;No;20;0;55,8824;54,5455;62,1212;157,9149;8,7351;0,0041;0,0008
MobileNet+ResNet101;UMAP;RBF;10;150528;No;20;0;64,7059;75;60,7018;157,9149;8,7351;0,0044;0,0007
MobileNet+ResNet101;UMAP;LinearSVM;1;150528;No;20;0;74,2857;74,2857;75,8333;157,9149;8,7351;0,0022;0,0003
MobileNet+ResNet101;UMAP;LinearSVM;2;150528;No;20;0;71,4286;70,5882;78,2609;157,9149;8,7351;0,0026;0,0004
MobileNet+ResNet101;UMAP;LinearSVM;3;150528;No;20;0;76,4706;80;76,4706;157,9149;8,7351;0,0024;0,0005
MobileNet+ResNet101;UMAP;LinearSVM;4;150528;No;20;0;79,4118;84,4444;76,0714;157,9149;8,7351;0,0021;0,0003
MobileNet+ResNet101;UMAP;LinearSVM;5;150528;No;20;0;79,4118;80;79,4118;157,9149;8,7351;0,0025;0,0003
MobileNet+ResNet101;UMAP;LinearSVM;6;150528;No;20;0;79,4118;82,9268;78,4722;157,9149;8,7351;0,0028;0,0004
MobileNet+ResNet101;UMAP;LinearSVM;7;150528;No;20;0;67,6471;70,2703;67,6471;157,9149;8,7351;0,0027;0,0005
MobileNet+ResNet101;UMAP;LinearSVM;8;150528;No;20;0;70,5882;75;69,7917;157,9149;8,7351;0,0025;0,0003
MobileNet+ResNet101;UMAP;LinearSVM;9;150528;No;20;0;73,5294;79,0698;71,9697;157,9149;8,7351;0,0029;0,0005
MobileNet+ResNet101;UMAP;LinearSVM;10;150528;No;20;0;85,2941;87,8049;84,0351;157,9149;8,7351;0,0031;0,0003
MobileNet+ResNet101;UMAP;MLP;1;150528;No;20;0;77,1429;76,4706;78,3333;157,9149;8,7351;0,6281;0,0003
MobileNet+ResNet101;UMAP;MLP;2;150528;No;20;0;77,1429;75;82,6087;157,9149;8,7351;0,4243;0,0002
MobileNet+ResNet101;UMAP;MLP;3;150528;No;20;0;76,4706;80;76,4706;157,9149;8,7351;0,4439;0,0002
MobileNet+ResNet101;UMAP;MLP;4;150528;No;20;0;82,3529;86,3636;79,6429;157,9149;8,7351;0,4041;0,0002
MobileNet+ResNet101;UMAP;MLP;5;150528;No;20;0;82,3529;81,25;82,3529;157,9149;8,7351;0,3417;0,0001
MobileNet+ResNet101;UMAP;MLP;6;150528;No;20;0;85,2941;86,4865;85,0694;157,9149;8,7351;0,4139;0,0002
MobileNet+ResNet101;UMAP;MLP;7;150528;No;20;0;73,5294;76,9231;73,5294;157,9149;8,7351;0,3802;0,0002
MobileNet+ResNet101;UMAP;MLP;8;150528;No;20;0;70,5882;72,2222;70,4861;157,9149;8,7351;0,3889;0,0002
MobileNet+ResNet101;UMAP;MLP;9;150528;No;20;0;79,4118;82,9268;80,303;157,9149;8,7351;0,4629;0,0002
MobileNet+ResNet101;UMAP;MLP;10;150528;No;20;0;79,4118;82,0513;78,7719;157,9149;8,7351;0,34;0,0002
MobileNet+ResNet101;UMAP;Logistic;1;150528;No;20;0;80;78,7879;80,8333;157,9149;8,7351;0,0833;0,0001
MobileNet+ResNet101;UMAP;Logistic;2;150528;No;20;0;80;77,4194;84,7826;157,9149;8,7351;0,0863;0,0001
MobileNet+ResNet101;UMAP;Logistic;3;150528;No;20;0;76,4706;80;76,4706;157,9149;8,7351;0,0452;0,0001
MobileNet+ResNet101;UMAP;Logistic;4;150528;No;20;0;79,4118;84,4444;76,0714;157,9149;8,7351;0,0171;0,0001
