FeatureExtraction,DimReduction,Normalization,NumberComponents,Classifier,KFold01_ROCScore,KFold02_ROCScore,KFold03_ROCScore,KFold04_ROCScore,KFold05_ROCScore,KFold06_ROCScore,KFold07_ROCScore,KFold08_ROCScore,KFold09_ROCScore,KFold10_ROCScore,ROCScore_Mean,ROCScore_SD
ResNet101V2,PCA,No,150,Adaboost,0.8583,0.9565,0.8824,0.8036,0.8824,0.8576,0.8235,0.8854,0.9318,0.9404,0.8822,0.0471
ResNet101V2,PCA,No,150,Gaussian,0.7583,0.8043,0.6176,0.6393,0.7647,0.7049,0.7647,0.6736,0.6932,0.7281,0.7149,0.057
ResNet101V2,UMAP,No,150,PCC,0.75,0.8279,0.7647,0.7964,0.8235,0.8194,0.7941,0.7882,0.8295,0.714,0.7908,0.0361
ResNet101V2,UMAP,No,150,J48,0.75,0.8913,0.8235,0.7821,0.7941,0.8021,0.8529,0.8264,0.7008,0.7684,0.7992,0.0511
ResNet101V2,UMAP,No,150,RBF,0.5167,0.5,0.5588,0.6786,0.5294,0.5938,0.5588,0.5938,0.7083,0.6333,0.5871,0.0654
ResNet101V2,UMAP,No,150,LinearSVM,0.7167,0.8478,0.7647,0.7964,0.7941,0.7882,0.8235,0.7882,0.8485,0.8404,0.8008,0.0392
ResNet101V2,UMAP,No,150,MLP,0.5,0.5217,0.4706,0.5,0.5,0.5,0.7941,0.5,0.5,0.5,0.5286,0.0892
ResNet101V2,UMAP,No,150,Logistic,0.8,0.8931,0.7941,0.8321,0.7941,0.7917,0.7647,0.8507,0.8712,0.7544,0.8146,0.0432
ResNet101V2,UMAP,No,150,RandomForest,0.85,0.8714,0.8529,0.8321,0.8529,0.7917,0.8824,0.8785,0.8068,0.7614,0.838,0.0379
ResNet101V2,UMAP,No,150,Adaboost,0.8,0.8514,0.7941,0.8071,0.7941,0.7986,0.7647,0.7986,0.7424,0.7351,0.7886,0.032
ResNet101V2,UMAP,No,150,Gaussian,0.7667,0.8931,0.8235,0.7464,0.7647,0.7604,0.7059,0.7326,0.8674,0.7807,0.7842,0.0564
ResNet152V2,PCA,No,150,PCC,0.8417,0.7844,0.7059,0.7214,0.8235,0.816,0.7059,0.7882,0.8068,0.8737,0.7867,0.0553
ResNet152V2,PCA,No,150,J48,0.7583,0.7663,0.7059,0.7179,0.8824,0.7118,0.7941,0.7639,0.7197,0.8737,0.7694,0.0607
ResNet152V2,PCA,No,150,RBF,0.9083,0.8514,0.9412,0.8429,0.8824,0.8576,0.8529,0.9444,0.9129,0.9474,0.8941,0.0397
ResNet152V2,PCA,No,150,LinearSVM,0.85,0.7246,0.9118,0.8214,0.8529,0.8021,0.7941,0.9097,0.8333,0.8351,0.8335,0.0521
ResNet152V2,PCA,No,150,MLP,0.7333,0.7029,0.8235,0.6964,0.7059,0.6458,0.6765,0.7917,0.678,0.7947,0.7249,0.0562
ResNet152V2,PCA,No,150,Logistic,0.9,0.788,0.9118,0.8214,0.8235,0.8299,0.7941,0.8819,0.875,0.8351,0.8461,0.0411
ResNet152V2,PCA,No,150,RandomForest,0.825,0.8514,0.8529,0.8429,0.7941,0.6875,0.7647,0.9167,0.8864,0.9737,0.8395,0.0758
ResNet152V2,PCA,No,150,Adaboost,0.8917,0.8732,0.8529,0.8179,0.8529,0.8229,0.8824,0.8819,0.9129,0.914,0.8703,0.0317
ResNet152V2,PCA,No,150,Gaussian,0.7083,0.6359,0.7353,0.6143,0.6176,0.5,0.6471,0.7639,0.6364,0.7211,0.658,0.073
ResNet152V2,UMAP,No,150,PCC,0.7667,0.8279,0.7059,0.7107,0.8235,0.8472,0.7059,0.7535,0.7841,0.8404,0.7766,0.0538
ResNet152V2,UMAP,No,150,J48,0.7417,0.5978,0.7647,0.6607,0.6471,0.6424,0.6765,0.6215,0.6288,0.6421,0.6623,0.05
ResNet152V2,UMAP,No,150,RBF,0.525,0.5,0.5588,0.6893,0.5588,0.5312,0.5294,0.7188,0.6174,0.6,0.5829,0.0694
ResNet152V2,UMAP,No,150,LinearSVM,0.7333,0.8043,0.5882,0.675,0.7353,0.7257,0.7353,0.7569,0.678,0.8333,0.7266,0.0654
ResNet152V2,UMAP,No,150,MLP,0.5,0.5,0.6176,0.5,0.5294,0.5799,0.6176,0.5,0.6629,0.6842,0.5692,0.069
ResNet152V2,UMAP,No,150,Logistic,0.75,0.7862,0.6765,0.7,0.7647,0.8194,0.6765,0.7049,0.7803,0.807,0.7466,0.0507
ResNet152V2,UMAP,No,150,RandomForest,0.8667,0.6395,0.7059,0.65,0.7941,0.8229,0.7647,0.6458,0.7386,0.7614,0.739,0.0743
ResNet152V2,UMAP,No,150,Adaboost,0.7833,0.6612,0.7059,0.65,0.6765,0.7604,0.6176,0.566,0.697,0.8211,0.6939,0.0736
ResNet152V2,UMAP,No,150,Gaussian,0.7833,0.7482,0.6765,0.7036,0.6176,0.8229,0.6176,0.5903,0.7121,0.8351,0.7107,0.0823
InceptionV3,PCA,No,150,PCC,0.7583,0.7844,0.7647,0.7714,0.6765,0.8507,0.7059,0.8194,0.8447,0.8404,0.7816,0.056
InceptionV3,PCA,No,150,J48,0.7167,0.5562,0.7647,0.6964,0.7353,0.7674,0.8235,0.6736,0.697,0.4895,0.692,0.0952
InceptionV3,PCA,No,150,RBF,0.8333,0.9783,0.9118,0.8679,0.8235,0.8854,0.7941,0.9132,0.8902,0.9404,0.8838,0.0532
InceptionV3,PCA,No,150,LinearSVM,0.7667,0.8478,0.8824,0.8321,0.8235,0.7951,0.7941,0.8438,0.7614,0.8614,0.8208,0.0383
InceptionV3,PCA,No,150,MLP,0.5333,0.7609,0.8235,0.6857,0.6765,0.6701,0.7059,0.8542,0.7652,0.8877,0.7363,0.0992
InceptionV3,PCA,No,150,Logistic,0.7667,0.8696,0.8824,0.8929,0.8235,0.7951,0.8235,0.8438,0.803,0.8614,0.8362,0.0388
InceptionV3,PCA,No,150,RandomForest,0.725,0.8297,0.8529,0.8536,0.8235,0.7083,0.7647,0.8299,0.7727,0.8351,0.7995,0.0502
InceptionV3,PCA,No,150,Adaboost,0.6833,0.6993,0.7647,0.8321,0.7941,0.7986,0.6765,0.6701,0.7159,0.8474,0.7482,0.0638
InceptionV3,PCA,No,150,Gaussian,0.6667,0.6993,0.6765,0.7429,0.7059,0.6493,0.6471,0.7083,0.7159,0.6754,0.6887,0.0293
InceptionV3,UMAP,No,150,PCC,0.8,0.8062,0.7353,0.7714,0.6471,0.7812,0.6765,0.816,0.8674,0.8474,0.7748,0.0669
InceptionV3,UMAP,No,150,J48,0.7417,0.8062,0.7353,0.6857,0.7353,0.7049,0.8235,0.7569,0.5417,0.7281,0.7259,0.0731
InceptionV3,UMAP,No,150,RBF,0.55,0.587,0.6471,0.7321,0.5882,0.8229,0.7647,0.6979,0.7311,0.7351,0.6856,0.0843
InceptionV3,UMAP,No,150,LinearSVM,0.775,0.7446,0.6471,0.8071,0.6176,0.8299,0.7353,0.7049,0.6705,0.7947,0.7327,0.0678
InceptionV3,UMAP,No,150,MLP,0.525,0.6341,0.5,0.5893,0.5,0.5,0.5,0.5,0.5,0.6772,0.5426,0.0631
InceptionV3,UMAP,No,150,Logistic,0.7417,0.7862,0.7647,0.7357,0.7059,0.8264,0.7941,0.7326,0.6705,0.7947,0.7553,0.0446
InceptionV3,UMAP,No,150,RandomForest,0.8167,0.8931,0.8529,0.8071,0.7647,0.8507,0.8235,0.8194,0.803,0.8281,0.8259,0.0326
InceptionV3,UMAP,No,150,Adaboost,0.85,0.8315,0.6176,0.8179,0.7647,0.7604,0.7941,0.7326,0.6932,0.8614,0.7723,0.0721
InceptionV3,UMAP,No,150,Gaussian,0.7917,0.8931,0.6471,0.7464,0.6471,0.8576,0.7353,0.7604,0.803,0.7684,0.765,0.075
InceptionResNetV2,PCA,No,150,PCC,0.8083,0.8949,0.8235,0.8071,0.8235,0.9132,0.7647,0.8785,0.8902,0.8737,0.8478,0.046
InceptionResNetV2,PCA,No,150,J48,0.6167,0.8496,0.6765,0.6714,0.6765,0.5903,0.7353,0.7361,0.7992,0.5965,0.6948,0.0813
InceptionResNetV2,PCA,No,150,RBF,0.8083,0.9565,0.9118,0.7964,0.8529,0.9097,0.8235,0.8819,0.9129,0.8877,0.8742,0.0496
InceptionResNetV2,PCA,No,150,LinearSVM,0.8417,0.8931,0.8529,0.8786,0.8824,0.9132,0.8235,0.8507,0.8295,0.8614,0.8627,0.0273
InceptionResNetV2,PCA,No,150,MLP,0.6083,0.8478,0.7941,0.7464,0.7941,0.8854,0.7647,0.7326,0.7386,0.7018,0.7614,0.0732
InceptionResNetV2,PCA,No,150,Logistic,0.8667,0.8931,0.8529,0.8786,0.8824,0.9444,0.8235,0.8507,0.8939,0.8614,0.8748,0.0309
InceptionResNetV2,PCA,No,150,RandomForest,0.75,0.8496,0.7059,0.7786,0.7941,0.8785,0.8529,0.7951,0.803,0.8684,0.8076,0.0524
InceptionResNetV2,PCA,No,150,Adaboost,0.8,0.8279,0.8529,0.8071,0.7647,0.8785,0.7059,0.8819,0.8485,0.7614,0.8129,0.0537
InceptionResNetV2,PCA,No,150,Gaussian,0.5917,0.6793,0.6765,0.5143,0.6765,0.6076,0.6765,0.5833,0.697,0.5895,0.6292,0.0571
InceptionResNetV2,UMAP,No,150,PCC,0.775,0.9348,0.7647,0.7357,0.7647,0.9688,0.7353,0.8785,0.8902,0.8474,0.8295,0.0812
InceptionResNetV2,UMAP,No,150,J48,0.8333,0.9348,0.7059,0.7714,0.7941,0.7708,0.7941,0.7951,0.8485,0.8281,0.8076,0.057
InceptionResNetV2,UMAP,No,150,RBF,0.7667,0.8714,0.7059,0.8429,0.7059,0.8854,0.7059,0.7951,0.803,0.8544,0.7937,0.0667
InceptionResNetV2,UMAP,No,150,LinearSVM,0.7667,0.8297,0.7059,0.8071,0.7059,0.8889,0.6471,0.7986,0.7803,0.8544,0.7785,0.0705
InceptionResNetV2,UMAP,No,150,MLP,0.7583,0.7609,0.7353,0.7714,0.7059,0.6875,0.7353,0.5,0.8258,0.6333,0.7114,0.0859
InceptionResNetV2,UMAP,No,150,Logistic,0.8,0.808,0.7059,0.8429,0.7353,0.8889,0.7647,0.7674,0.7614,0.8737,0.7948,0.0564
InceptionResNetV2,UMAP,No,150,RandomForest,0.8417,0.9348,0.8824,0.7964,0.7647,0.9132,0.8235,0.9132,0.9356,0.907,0.8712,0.0576
InceptionResNetV2,UMAP,No,150,Adaboost,0.8083,0.8496,0.7647,0.8429,0.7941,0.8299,0.7941,0.8194,0.8295,0.8614,0.8194,0.028
InceptionResNetV2,UMAP,No,150,Gaussian,0.7583,0.8514,0.8235,0.7821,0.7647,0.8542,0.7647,0.7951,0.8712,0.8474,0.8113,0.0409
MobileNet,PCA,No,150,PCC,0.7,0.8279,0.8529,0.7821,0.7059,0.8229,0.7353,0.816,0.6742,0.8474,0.7765,0.0634
MobileNet,PCA,No,150,J48,0.7083,0.8478,0.8235,0.7571,0.8235,0.7049,0.6765,0.8819,0.8068,0.8544,0.7885,0.0681
MobileNet,PCA,No,150,RBF,0.875,0.8732,0.9706,0.7679,0.8824,0.9375,0.9118,0.8576,0.9091,0.9474,0.8932,0.0541
MobileNet,PCA,No,150,LinearSVM,0.75,0.8297,0.9412,0.8786,0.8235,0.8576,0.8529,0.8472,0.9356,0.8018,0.8518,0.0547
MobileNet,PCA,No,150,MLP,0.6917,0.8062,0.6471,0.625,0.7059,0.5486,0.6765,0.7292,0.8485,0.5298,0.6808,0.0956
MobileNet,PCA,No,150,Logistic,0.8167,0.8297,0.9706,0.8786,0.8529,0.8854,0.8824,0.9097,0.9356,0.8281,0.879,0.0471
MobileNet,PCA,No,150,RandomForest,0.7917,0.8714,0.8235,0.8036,0.8235,0.8333,0.7353,0.8889,0.8864,0.8947,0.8352,0.0485
MobileNet,PCA,No,150,Adaboost,0.7333,0.8514,0.8529,0.8786,0.8824,0.7986,0.8529,0.7951,0.8674,0.9474,0.846,0.0555
MobileNet,PCA,No,150,Gaussian,0.775,0.7663,0.7353,0.6357,0.7059,0.7361,0.6765,0.8299,0.7992,0.5684,0.7228,0.0749
MobileNet,UMAP,No,150,PCC,0.8333,0.8496,0.8235,0.8071,0.7647,0.7049,0.7647,0.7326,0.7197,0.7088,0.7709,0.0515
MobileNet,UMAP,No,150,J48,0.75,0.683,0.6176,0.7429,0.7353,0.8264,0.8235,0.7639,0.6742,0.7947,0.7412,0.0638
MobileNet,UMAP,No,150,RBF,0.525,0.5,0.5588,0.6857,0.6765,0.5035,0.6471,0.6875,0.6591,0.6333,0.6076,0.0733
MobileNet,UMAP,No,150,LinearSVM,0.7083,0.7391,0.6765,0.7357,0.7941,0.5972,0.7353,0.7882,0.7652,0.714,0.7254,0.0547
MobileNet,UMAP,No,150,MLP,0.6417,0.6848,0.5,0.5,0.7353,0.7118,0.7059,0.5,0.5,0.8474,0.6327,0.1189
MobileNet,UMAP,No,150,Logistic,0.7833,0.8297,0.8235,0.7107,0.7647,0.7604,0.7647,0.7917,0.7197,0.814,0.7763,0.0385
MobileNet,UMAP,No,150,RandomForest,0.8667,0.8514,0.9412,0.7571,0.8235,0.816,0.7941,0.7882,0.8068,0.8877,0.8333,0.0515
MobileNet,UMAP,No,150,Adaboost,0.7833,0.7663,0.8235,0.7821,0.8235,0.7604,0.6765,0.8229,0.8712,0.8421,0.7952,0.0518
MobileNet,UMAP,No,150,Gaussian,0.875,0.7065,0.8235,0.8286,0.7353,0.7639,0.7353,0.7986,0.6932,0.8018,0.7762,0.0558
DenseNet121,PCA,No,150,PCC,0.8667,0.8062,0.8235,0.7964,0.8235,0.9097,0.7941,0.8472,0.8485,0.8211,0.8337,0.0337
DenseNet121,PCA,No,150,J48,0.75,0.6612,0.8235,0.7714,0.6176,0.7014,0.6765,0.6736,0.7008,0.7018,0.7078,0.0564
DenseNet121,PCA,No,150,RBF,0.85,0.913,0.9412,0.7964,0.8529,0.941,0.9412,0.8854,0.9356,0.9404,0.8997,0.0488
DenseNet121,PCA,No,150,LinearSVM,0.8167,0.8714,0.9118,0.8679,0.8235,0.9688,0.9412,0.8229,0.9318,0.8018,0.8758,0.0565
DenseNet121,PCA,No,150,MLP,0.7167,0.7645,0.7941,0.7357,0.8235,0.6701,0.7353,0.7604,0.7879,0.5561,0.7344,0.0722
DenseNet121,PCA,No,150,Logistic,0.8417,0.8714,0.9412,0.8321,0.8529,1,0.9412,0.8542,0.9545,0.8018,0.8891,0.0616
DenseNet121,PCA,No,150,RandomForest,0.75,0.8315,0.9118,0.7321,0.7941,0.8264,0.8235,0.7708,0.822,0.7421,0.8004,0.0515
DenseNet121,PCA,No,150,Adaboost,0.85,0.7663,0.8824,0.7357,0.8235,0.8819,0.7941,0.8229,0.7879,0.8544,0.8199,0.0464
DenseNet121,PCA,No,150,Gaussian,0.65,0.6812,0.7353,0.6107,0.5882,0.7604,0.7059,0.6562,0.8258,0.6351,0.6849,0.0692
DenseNet121,UMAP,No,150,PCC,0.7833,0.7428,0.7647,0.7821,0.7647,0.8229,0.6765,0.7882,0.8068,0.8404,0.7772,0.0433
DenseNet121,UMAP,No,150,J48,0.6833,0.8043,0.7353,0.7571,0.7647,0.7951,0.7647,0.6771,0.6742,0.8281,0.7484,0.0522
DenseNet121,UMAP,No,150,RBF,0.65,0.7862,0.7353,0.7929,0.7647,0.7986,0.6765,0.8229,0.6742,0.8737,0.7575,0.0687
DenseNet121,UMAP,No,150,LinearSVM,0.6833,0.7645,0.7353,0.7929,0.7647,0.8576,0.6765,0.8229,0.6742,0.8474,0.7619,0.0656
DenseNet121,UMAP,No,150,MLP,0.7083,0.6522,0.7059,0.575,0.7647,0.5799,0.6471,0.5625,0.6742,0.6579,0.6528,0.062
DenseNet121,UMAP,No,150,Logistic,0.7833,0.8478,0.7647,0.7929,0.7941,0.8507,0.7059,0.9375,0.7614,0.7877,0.8026,0.0598
DenseNet121,UMAP,No,150,RandomForest,0.8333,0.8261,0.8529,0.7821,0.7941,0.8542,0.8529,0.8819,0.8068,0.8807,0.8365,0.0326
DenseNet121,UMAP,No,150,Adaboost,0.8333,0.8261,0.8529,0.8679,0.7647,0.8264,0.7353,0.8229,0.7386,0.7754,0.8044,0.0448
DenseNet121,UMAP,No,150,Gaussian,0.7083,0.7228,0.7353,0.7929,0.8529,0.8299,0.6765,0.7917,0.6742,0.8404,0.7625,0.064
DenseNet169,PCA,No,150,PCC,0.8,0.6793,0.8235,0.7821,0.9118,0.7569,0.7941,0.816,0.7614,0.814,0.7939,0.056
DenseNet169,PCA,No,150,J48,0.75,0.7663,0.6765,0.7214,0.7059,0.7951,0.7353,0.7118,0.6705,0.7491,0.7282,0.037
DenseNet169,PCA,No,150,RBF,0.9417,0.9783,0.9412,0.8071,0.8529,0.9097,0.8824,0.8576,0.9545,0.9474,0.9073,0.0522
DenseNet169,PCA,No,150,LinearSVM,0.8333,0.8496,0.8824,0.8679,0.7647,0.8229,0.6471,0.7986,0.8295,0.8281,0.8124,0.0634
DenseNet169,PCA,No,150,MLP,0.75,0.721,0.7941,0.7571,0.8529,0.7292,0.7059,0.6111,0.8295,0.7421,0.7493,0.0644
DenseNet169,PCA,No,150,Logistic,0.8667,0.8714,0.9118,0.8679,0.7941,0.941,0.7353,0.8889,0.8295,0.9211,0.8628,0.059
DenseNet169,PCA,No,150,RandomForest,0.9,0.8315,0.9118,0.7321,0.7353,0.8542,0.8235,0.8889,0.9091,0.8018,0.8388,0.0636
DenseNet169,PCA,No,150,Adaboost,0.7583,0.8496,0.8235,0.6964,0.7353,0.8819,0.6765,0.8229,0.9356,0.8281,0.8008,0.0783
DenseNet169,PCA,No,150,Gaussian,0.6583,0.7428,0.6176,0.6107,0.5882,0.7257,0.6765,0.6806,0.7614,0.6351,0.6697,0.0558
DenseNet169,UMAP,No,150,PCC,0.7,0.8496,0.7353,0.7357,0.7059,0.7604,0.7647,0.875,0.8485,0.8474,0.7823,0.0629
DenseNet169,UMAP,No,150,J48,0.7583,0.663,0.8235,0.8071,0.6765,0.8785,0.7647,0.8056,0.7197,0.8474,0.7744,0.0678
DenseNet169,UMAP,No,150,RBF,0.5917,0.5435,0.6471,0.8071,0.7353,0.6632,0.7353,0.8472,0.8447,0.7404,0.7155,0.0981
DenseNet169,UMAP,No,150,LinearSVM,0.7167,0.913,0.7941,0.7714,0.7647,0.7917,0.7647,0.7917,0.8674,0.7614,0.7937,0.0537
DenseNet169,UMAP,No,150,MLP,0.6917,0.7899,0.6471,0.6786,0.6471,0.684,0.7353,0.5,0.8258,0.5982,0.6798,0.0882
DenseNet169,UMAP,No,150,Logistic,0.8,0.8696,0.7647,0.7607,0.8529,0.8472,0.7647,0.8472,0.8068,0.7877,0.8102,0.0391
DenseNet169,UMAP,No,150,RandomForest,0.8083,0.8062,0.7941,0.7964,0.7941,0.8507,0.8235,0.9722,0.8674,0.8474,0.836,0.0517
DenseNet169,UMAP,No,150,Adaboost,0.8333,0.7663,0.7353,0.7821,0.8529,0.8472,0.7941,0.8264,0.6326,0.8211,0.7891,0.0631
DenseNet169,UMAP,No,150,Gaussian,0.7583,0.9149,0.7353,0.8179,0.6765,0.7951,0.7353,0.6806,0.822,0.7421,0.7678,0.0683
DenseNet201,PCA,No,150,PCC,0.725,0.7844,0.7647,0.7607,0.7941,0.8194,0.7647,0.9062,0.7235,0.8807,0.7924,0.0578
DenseNet201,PCA,No,150,J48,0.7333,0.7862,0.7059,0.6607,0.6471,0.7292,0.6176,0.6493,0.697,0.7421,0.6968,0.0498
DenseNet201,PCA,No,150,RBF,0.8333,0.9348,0.9412,0.7821,0.8824,0.9097,0.8235,0.8576,0.8902,0.9474,0.8802,0.0526
DenseNet201,PCA,No,150,LinearSVM,0.85,0.8496,0.9118,0.7964,0.9118,0.8576,0.7647,0.8507,0.8485,0.9474,0.8588,0.0515
DenseNet201,PCA,No,150,MLP,0.6667,0.721,0.7647,0.6857,0.7353,0.8264,0.7647,0.8854,0.7197,0.8421,0.7612,0.067
DenseNet201,PCA,No,150,Logistic,0.85,0.8279,0.9118,0.8321,0.9118,0.8854,0.7941,0.8194,0.8485,0.9474,0.8628,0.0465
DenseNet201,PCA,No,150,RandomForest,0.7667,0.8496,0.8529,0.7429,0.7353,0.8507,0.7941,0.8333,0.8447,0.8544,0.8125,0.0458
DenseNet201,PCA,No,150,Adaboost,0.7917,0.9348,0.7353,0.7821,0.7353,0.8229,0.7941,0.7986,0.8258,0.8877,0.8108,0.0589
DenseNet201,PCA,No,150,Gaussian,0.6333,0.7446,0.6765,0.6,0.5882,0.7049,0.6471,0.684,0.7386,0.5684,0.6586,0.0585
DenseNet201,UMAP,No,150,PCC,0.7333,0.9348,0.7647,0.7964,0.7647,0.8438,0.6765,0.8438,0.7652,0.807,0.793,0.0671
DenseNet201,UMAP,No,150,J48,0.7167,0.808,0.7941,0.6964,0.7353,0.5833,0.7353,0.8264,0.7159,0.7491,0.7361,0.0652
DenseNet201,UMAP,No,150,RBF,0.6417,0.6087,0.6176,0.6893,0.7059,0.6597,0.7353,0.7812,0.7689,0.6737,0.6882,0.0567
DenseNet201,UMAP,No,150,LinearSVM,0.7583,0.8696,0.7353,0.7607,0.7059,0.7569,0.7647,0.8507,0.8068,0.8404,0.7849,0.0512
DenseNet201,UMAP,No,150,MLP,0.5833,0.6957,0.6471,0.3571,0.7647,0.3646,0.7941,0.4688,0.7992,0.7298,0.6204,0.1614
DenseNet201,UMAP,No,150,Logistic,0.725,0.9783,0.7353,0.7964,0.7059,0.7882,0.7059,0.8785,0.8295,0.8474,0.799,0.0829
DenseNet201,UMAP,No,150,RandomForest,0.7333,0.8931,0.7941,0.7964,0.7941,0.7882,0.8529,0.9062,0.8485,0.814,0.8221,0.0501
DenseNet201,UMAP,No,150,Adaboost,0.7333,0.8931,0.7059,0.7964,0.7941,0.8542,0.7647,0.8507,0.8258,0.9,0.8118,0.0617
DenseNet201,UMAP,No,150,Gaussian,0.6667,0.808,0.7353,0.7714,0.7353,0.7882,0.7059,0.7951,0.7386,0.7877,0.7532,0.0425
NASNetMobile,PCA,No,150,PCC,0.7333,0.6793,0.7941,0.7107,0.6471,0.7083,0.6765,0.7917,0.7841,0.8211,0.7346,0.0566
NASNetMobile,PCA,No,150,J48,0.6,0.6612,0.7059,0.575,0.6471,0.6146,0.5882,0.6493,0.5795,0.6228,0.6244,0.0395
NASNetMobile,PCA,No,150,RBF,0.85,0.7428,0.8235,0.7464,0.7059,0.7639,0.7059,0.8507,0.8295,0.7877,0.7806,0.053
NASNetMobile,PCA,No,150,LinearSVM,0.7667,0.788,0.8235,0.6357,0.6176,0.7951,0.5882,0.7708,0.6742,0.8404,0.73,0.0873
NASNetMobile,PCA,No,150,MLP,0.7417,0.7645,0.7353,0.6857,0.6471,0.816,0.7353,0.7361,0.5947,0.7684,0.7225,0.0607
NASNetMobile,PCA,No,150,Logistic,0.8,0.8297,0.7941,0.7214,0.6471,0.8229,0.5882,0.7986,0.7159,0.8404,0.7558,0.0807
NASNetMobile,PCA,No,150,RandomForest,0.7917,0.7627,0.7353,0.6964,0.5,0.5868,0.5,0.7083,0.7348,0.6754,0.6691,0.0994
NASNetMobile,PCA,No,150,Adaboost,0.6917,0.6377,0.7353,0.5036,0.6471,0.6528,0.5588,0.7917,0.5265,0.6754,0.642,0.0862
NASNetMobile,PCA,No,150,Gaussian,0.7667,0.7011,0.6471,0.525,0.5,0.6771,0.5294,0.7049,0.7159,0.6754,0.6443,0.0879
NASNetMobile,UMAP,No,150,PCC,0.7083,0.6576,0.6765,0.7071,0.5,0.6771,0.7353,0.7326,0.7235,0.6158,0.6734,0.0677
NASNetMobile,UMAP,No,150,J48,0.6667,0.6359,0.6765,0.6821,0.6471,0.6493,0.5882,0.7014,0.4621,0.6228,0.6332,0.0647
NASNetMobile,UMAP,No,150,RBF,0.5333,0.4656,0.5588,0.625,0.5882,0.4965,0.5882,0.6493,0.6515,0.5965,0.5753,0.059
NASNetMobile,UMAP,No,150,LinearSVM,0.5667,0.5072,0.5882,0.625,0.6176,0.4965,0.5588,0.6493,0.6742,0.6228,0.5907,0.0555
NASNetMobile,UMAP,No,150,MLP,0.5667,0.5326,0.6471,0.4429,0.3529,0.5104,0.5588,0.4722,0.4886,0.5544,0.5127,0.0761
NASNetMobile,UMAP,No,150,Logistic,0.775,0.5725,0.7353,0.7107,0.5,0.6701,0.6176,0.7917,0.6742,0.6228,0.667,0.0866
NASNetMobile,UMAP,No,150,RandomForest,0.85,0.6775,0.7647,0.6964,0.5882,0.7639,0.7059,0.7292,0.8068,0.7754,0.7358,0.07
NASNetMobile,UMAP,No,150,Adaboost,0.7833,0.7844,0.5882,0.6107,0.5,0.7361,0.5588,0.7049,0.7235,0.7825,0.6772,0.099
NASNetMobile,UMAP,No,150,Gaussian,0.5583,0.4891,0.6176,0.575,0.5882,0.441,0.7059,0.625,0.6932,0.6228,0.5916,0.0779
MobileNetV2,PCA,No,150,PCC,0.7417,0.8043,0.7647,0.7464,0.8824,0.7674,0.8529,0.8438,0.7652,0.8474,0.8016,0.0485
MobileNetV2,PCA,No,150,J48,0.7333,0.8297,0.8529,0.6607,0.6765,0.8854,0.6765,0.8264,0.6364,0.7825,0.756,0.0859
MobileNetV2,PCA,No,150,RBF,0.9167,0.9149,0.9412,0.7929,0.9118,0.9722,0.8824,0.8854,0.9773,0.9474,0.9142,0.0507
MobileNetV2,PCA,No,150,LinearSVM,0.8833,0.8496,0.9412,0.7821,0.9412,0.8576,0.9118,0.8819,0.8712,0.8544,0.8774,0.0449
MobileNetV2,PCA,No,150,MLP,0.7833,0.6775,0.7059,0.7464,0.6765,0.8819,0.8529,0.6736,0.7424,0.7614,0.7502,0.0691
MobileNetV2,PCA,No,150,Logistic,0.8833,0.913,0.9706,0.7821,0.9412,0.8576,0.8824,0.9132,0.8712,0.8807,0.8895,0.0484
MobileNetV2,PCA,No,150,RandomForest,0.85,0.8732,0.9118,0.7071,1,0.9132,0.7941,0.7708,0.8674,0.7877,0.8475,0.0805
MobileNetV2,PCA,No,150,Adaboost,0.8167,0.913,0.9412,0.7929,0.8529,0.7361,0.7647,0.9097,0.9091,0.907,0.8543,0.0686
MobileNetV2,PCA,No,150,Gaussian,0.7,0.7228,0.7059,0.7429,0.7059,0.7569,0.5294,0.8264,0.6932,0.6544,0.7038,0.0726
MobileNetV2,UMAP,No,150,PCC,0.7167,0.8478,0.7941,0.7964,0.8824,0.7257,0.7059,0.7882,0.7614,0.8544,0.7873,0.0578
MobileNetV2,UMAP,No,150,J48,0.7333,0.8931,0.7059,0.7714,0.7647,0.8507,0.7059,0.7951,0.7348,0.8614,0.7816,0.0634
MobileNetV2,UMAP,No,150,RBF,0.6833,0.6757,0.7353,0.8071,0.7353,0.7222,0.7353,0.7847,0.7841,0.8474,0.751,0.0515
MobileNetV2,UMAP,No,150,LinearSVM,0.6917,0.7627,0.6765,0.8321,0.7353,0.6424,0.7059,0.8542,0.7348,0.8018,0.7437,0.0654
MobileNetV2,UMAP,No,150,MLP,0.525,0.7174,0.5882,0.5,0.7353,0.5,0.4706,0.6111,0.8258,0.5526,0.6026,0.1131
MobileNetV2,UMAP,No,150,Logistic,0.6833,0.8279,0.7647,0.7964,0.7941,0.7326,0.7353,0.9097,0.8068,0.8614,0.7912,0.0628
MobileNetV2,UMAP,No,150,RandomForest,0.7333,0.8714,0.7353,0.7607,0.8529,0.8507,0.8529,0.8785,0.8258,0.8281,0.819,0.0524
MobileNetV2,UMAP,No,150,Adaboost,0.8167,0.913,0.7941,0.8536,0.7647,0.7917,0.7353,0.8542,0.7803,0.8807,0.8184,0.0528
MobileNetV2,UMAP,No,150,Gaussian,0.7417,0.8496,0.7353,0.8679,0.7941,0.7882,0.8235,0.875,0.8485,0.8018,0.8126,0.0467
