FeatureExtraction,DimReduction,Normalization,NumberComponents,Classifier,KFold01_F1Score,KFold02_F1Score,KFold03_F1Score,KFold04_F1Score,KFold05_F1Score,KFold06_F1Score,KFold07_F1Score,KFold08_F1Score,KFold09_F1Score,KFold10_F1Score,F1Score_Mean,F1Score_SD
Xception+ResNet50,PCA,No,200,RandomForest,0.8276,0.8,0.8718,0.7778,0.8235,0.7879,0.8235,0.8571,0.8571,0.7429,0.8169,0.0382
Xception+ResNet50,PCA,No,200,Adaboost,0.9677,0.88,0.8571,0.85,0.875,0.8235,0.8333,0.8649,0.9302,0.85,0.8732,0.0421
Xception+ResNet50,PCA,No,200,Gaussian,0.75,0.6897,0.7317,0.7,0.7059,0.7222,0.6857,0.7647,0.8,0.65,0.72,0.0413
Xception+ResNet50,UMAP,No,200,PCC,0.7429,0.75,0.7692,0.8837,0.8,0.8108,0.8108,0.7895,0.8261,0.8421,0.8025,0.0406
Xception+ResNet50,UMAP,No,200,J48,0.7059,0.88,0.8,0.8372,0.7429,0.7778,0.7647,0.7647,0.7317,0.8108,0.7816,0.0493
Xception+ResNet50,UMAP,No,200,RBF,0.6316,0.6486,0.7619,0.8,0.7027,0.75,0.6486,0.75,0.8,0.8293,0.7323,0.0671
Xception+ResNet50,UMAP,No,200,LinearSVM,0.6842,0.7059,0.7805,0.8444,0.7368,0.8095,0.7805,0.7805,0.8636,0.8571,0.7843,0.0586
Xception+ResNet50,UMAP,No,200,MLP,0.3158,0.6154,0.7556,0.8261,0.7059,0.1053,0.5517,0.766,0.087,0.1,0.4829,0.286
Xception+ResNet50,UMAP,No,200,Logistic,0.7222,0.8,0.7895,0.8372,0.7429,0.8108,0.8108,0.8718,0.7317,0.85,0.7967,0.0482
Xception+ResNet50,UMAP,No,200,RandomForest,0.7429,0.8276,0.8824,0.8095,0.9143,0.7778,0.7742,0.8333,0.8095,0.9444,0.8316,0.061
Xception+ResNet50,UMAP,No,200,Adaboost,0.7879,0.8148,0.8889,0.8095,0.8571,0.7895,0.6875,0.75,0.7907,0.8108,0.7987,0.052
Xception+ResNet50,UMAP,No,200,Gaussian,0.7429,0.7097,0.8,0.8636,0.7778,0.8205,0.7368,0.8,0.8372,0.8293,0.7918,0.0468
VGG16+VGG19,PCA,No,200,PCC,0.5625,0.5294,0.7692,0.7826,0.6857,0.7368,0.6316,0.6667,0.7442,0.7907,0.6899,0.0873
VGG16+VGG19,PCA,No,200,J48,0.6,0.6429,0.7222,0.7619,0.7059,0.6875,0.5185,0.7222,0.7907,0.7222,0.6874,0.0764
VGG16+VGG19,PCA,No,200,RBF,0.7333,0.7407,0.9143,0.8421,0.7742,0.8889,0.9189,0.8485,0.9,0.9444,0.8505,0.0729
VGG16+VGG19,PCA,No,200,LinearSVM,0.875,0.6897,0.9091,0.8293,0.8125,0.8333,0.7027,0.9444,0.9524,0.8649,0.8413,0.0852
VGG16+VGG19,PCA,No,200,MLP,0.8,0.6667,0.8485,0.7805,0.6429,0.8,0.7333,0.7778,0.7568,0.7027,0.7509,0.0611
VGG16+VGG19,PCA,No,200,Logistic,0.8387,0.6667,0.9091,0.8293,0.8485,0.8421,0.7222,0.9189,0.9524,0.8649,0.8393,0.0827
VGG16+VGG19,PCA,No,200,RandomForest,0.6667,0.5926,0.8824,0.7778,0.6452,0.8125,0.6452,0.8387,0.7778,0.75,0.7389,0.0913
VGG16+VGG19,PCA,No,200,Adaboost,0.5,0.6667,0.8947,0.9,0.7647,0.8108,0.7059,0.75,0.7907,0.7568,0.754,0.1097
VGG16+VGG19,PCA,No,200,Gaussian,0.4516,0.625,0.7692,0.7273,0.5,0.7429,0.8,0.7059,0.7895,0.6977,0.6809,0.1136
VGG16+VGG19,UMAP,No,200,PCC,0.6875,0.8276,0.7429,0.8,0.7143,0.7222,0.6471,0.6842,0.7556,0.7568,0.7338,0.0519
VGG16+VGG19,UMAP,No,200,J48,0.5294,0.6897,0.5789,0.7,0.7895,0.5455,0.6111,0.6286,0.5366,0.6061,0.6215,0.0792
VGG16+VGG19,UMAP,No,200,RBF,0.6,0.5106,0.6667,0.7407,0.6667,0.6923,0.6667,0.6923,0,0.717,0.5953,0.2078
VGG16+VGG19,UMAP,No,200,LinearSVM,0.5143,0.6154,0.75,0.7619,0.7059,0.75,0.5625,0.7317,0.6829,0.8,0.6875,0.089
VGG16+VGG19,UMAP,No,200,MLP,0.6,0.4211,0.6939,0.717,0.7059,0.72,0.7442,0.6923,0,0,0.5294,0.2792
VGG16+VGG19,UMAP,No,200,Logistic,0.5625,0.6875,0.75,0.75,0.7429,0.7778,0.5882,0.75,0.7556,0.6667,0.7031,0.0714
VGG16+VGG19,UMAP,No,200,RandomForest,0.7097,0.7586,0.8205,0.7907,0.8125,0.6667,0.6286,0.6667,0.8,0.7273,0.7381,0.0652
VGG16+VGG19,UMAP,No,200,Adaboost,0.6452,0.5926,0.8293,0.6818,0.7059,0.5161,0.5455,0.5294,0.6977,0.8205,0.6564,0.1067
VGG16+VGG19,UMAP,No,200,Gaussian,0.7097,0.5714,0.7778,0.7692,0.6897,0.5806,0.5625,0.6667,0.7907,0.7778,0.6896,0.0866
Xception+ResNet50,PCA,No,150,PCC,0.7222,0.8148,0.7895,0.8182,0.8333,0.85,0.8718,0.8718,0.7907,0.8205,0.8183,0.0422
Xception+ResNet50,PCA,No,150,J48,0.4242,0.7407,0.8108,0.6667,0.7778,0.7742,0.7647,0.7429,0.7179,0.878,0.7298,0.1148
Xception+ResNet50,PCA,No,150,RBF,0.8276,0.88,0.9412,0.8636,0.9091,0.9444,0.8485,0.8824,0.9,0.9189,0.8916,0.0365
Xception+ResNet50,PCA,No,150,LinearSVM,0.9032,0.7742,0.9143,0.9048,0.9143,0.8125,0.9375,0.9231,0.913,0.7273,0.8724,0.0695
Xception+ResNet50,PCA,No,150,MLP,0.7778,0.7857,0.8571,0.8108,0.9143,0.7222,0.6667,0.8,0.8571,0.8,0.7992,0.0665
Xception+ResNet50,PCA,No,150,Logistic,0.9032,0.7742,0.8824,0.9048,0.9444,0.8,0.9375,0.8947,0.9333,0.8,0.8775,0.0597
Xception+ResNet50,PCA,No,150,RandomForest,0.8966,0.8333,0.9143,0.8095,0.8485,0.75,0.8824,0.8571,0.8421,0.8108,0.8445,0.0454
Xception+ResNet50,PCA,No,150,Adaboost,0.8125,0.8889,0.9412,0.8571,0.8571,0.8571,0.8421,0.8205,0.9524,0.7895,0.8618,0.0501
Xception+ResNet50,PCA,No,150,Gaussian,0.7273,0.6897,0.7273,0.7143,0.6667,0.7222,0.6842,0.7429,0.8095,0.6829,0.7167,0.0387
Xception+ResNet50,UMAP,No,150,PCC,0.7429,0.75,0.7692,0.8372,0.8,0.8718,0.8205,0.8,0.8333,0.9231,0.8148,0.0527
Xception+ResNet50,UMAP,No,150,J48,0.7429,0.7857,0.8235,0.8444,0.8108,0.6875,0.7059,0.9143,0.7027,0.7895,0.7807,0.0682
Xception+ResNet50,UMAP,No,150,RBF,0.6842,0.6667,0.7805,0.8,0.7222,0.8205,0.7027,0.7805,0.8372,0.8571,0.7652,0.0636
Xception+ResNet50,UMAP,No,150,LinearSVM,0.6842,0.6857,0.7805,0.8261,0.7568,0.878,0.7619,0.8095,0.8333,0.8571,0.7873,0.0631
Xception+ResNet50,UMAP,No,150,MLP,0.2222,0.6154,0.5714,0.25,0.5926,0.2609,0.6061,0.7347,0.3077,0.3333,0.4494,0.1815
Xception+ResNet50,UMAP,No,150,Logistic,0.7222,0.7333,0.7895,0.8372,0.7647,0.8947,0.7692,0.85,0.7805,0.8718,0.8013,0.0558
Xception+ResNet50,UMAP,No,150,RandomForest,0.7647,0.8,0.8889,0.8636,0.8108,0.8333,0.8824,0.8571,0.8095,0.9444,0.8455,0.0497
Xception+ResNet50,UMAP,No,150,Adaboost,0.7879,0.8276,0.8235,0.8182,0.7879,0.8333,0.7333,0.8,0.6829,0.8108,0.7905,0.0452
Xception+ResNet50,UMAP,No,150,Gaussian,0.6857,0.6897,0.8,0.8,0.7647,0.8108,0.7027,0.8205,0.8,0.8293,0.7703,0.0534
VGG16+VGG19,PCA,No,150,PCC,0.6452,0.5625,0.8205,0.7826,0.7568,0.7368,0.6667,0.6667,0.7907,0.878,0.7306,0.0898
VGG16+VGG19,PCA,No,150,J48,0.5185,0.5714,0.8235,0.6286,0.7647,0.6875,0.6452,0.6667,0.8,0.7273,0.6833,0.0929
VGG16+VGG19,PCA,No,150,RBF,0.7333,0.7407,0.9143,0.7805,0.8125,0.8824,0.8889,0.8125,0.878,0.8421,0.8285,0.0601
VGG16+VGG19,PCA,No,150,LinearSVM,0.7647,0.7586,0.9412,0.8,0.6875,0.8649,0.8235,0.8718,0.8571,0.7895,0.8159,0.0681
VGG16+VGG19,PCA,No,150,MLP,0.7647,0.6667,0.8649,0.8421,0.7568,0.7429,0.7568,0.6061,0.8372,0.7027,0.7541,0.0771
VGG16+VGG19,PCA,No,150,Logistic,0.7879,0.7586,0.9697,0.7805,0.6875,0.8889,0.8,0.8649,0.9091,0.8205,0.8268,0.0781
VGG16+VGG19,PCA,No,150,RandomForest,0.6452,0.6207,0.9032,0.7895,0.7273,0.7333,0.8,0.875,0.7059,0.7879,0.7588,0.0862
VGG16+VGG19,PCA,No,150,Adaboost,0.6452,0.7097,0.8485,0.7317,0.7273,0.7879,0.7647,0.7647,0.85,0.8,0.763,0.0599
VGG16+VGG19,PCA,No,150,Gaussian,0.5455,0.6061,0.7805,0.7442,0.4848,0.7368,0.7368,0.6857,0.8205,0.6977,0.6839,0.1011
VGG16+VGG19,UMAP,No,150,PCC,0.7273,0.72,0.7568,0.7727,0.7742,0.7429,0.6471,0.7027,0.8182,0.7568,0.7419,0.0441
VGG16+VGG19,UMAP,No,150,J48,0.6452,0.6154,0.5882,0.7,0.6667,0.6286,0.5946,0.5882,0.6154,0.7429,0.6385,0.0486
VGG16+VGG19,UMAP,No,150,RBF,0.6,0.5106,0.6667,0.7407,0.6667,0.6923,0.6667,0.6923,0,0.717,0.5953,0.2078
VGG16+VGG19,UMAP,No,150,LinearSVM,0.5556,0.5854,0.7692,0.7442,0.75,0.7317,0.5625,0.7317,0.6977,0.7179,0.6846,0.0788
VGG16+VGG19,UMAP,No,150,MLP,0.6,0.2105,0.4615,0,0.6667,0,0.5161,0.1,0.3226,0.4,0.3277,0.2298
VGG16+VGG19,UMAP,No,150,Logistic,0.6061,0.6897,0.7895,0.8182,0.7273,0.7027,0.5625,0.7368,0.7347,0.7027,0.707,0.0726
VGG16+VGG19,UMAP,No,150,RandomForest,0.7273,0.7692,0.7647,0.7727,0.7333,0.6667,0.6471,0.7692,0.7442,0.7429,0.7337,0.0415
VGG16+VGG19,UMAP,No,150,Adaboost,0.7429,0.75,0.8235,0.8261,0.7647,0.6486,0.5294,0.7222,0.7442,0.6286,0.718,0.087
VGG16+VGG19,UMAP,No,150,Gaussian,0.7586,0.72,0.7429,0.7317,0.6667,0.6667,0.5625,0.6667,0.7907,0.7368,0.7043,0.0619
Xception+ResNet50,PCA,No,100,PCC,0.6857,0.7333,0.8649,0.8,0.8108,0.8947,0.8,0.85,0.8571,0.8571,0.8154,0.0612
Xception+ResNet50,PCA,No,100,J48,0.5333,0.6667,0.8421,0.7,0.6875,0.8,0.7895,0.7895,0.7368,0.8095,0.7355,0.0872
Xception+ResNet50,PCA,No,100,RBF,0.8667,0.8462,0.9697,0.8636,0.9697,0.9444,0.9143,0.9143,0.878,0.9474,0.9114,0.0434
Xception+ResNet50,PCA,No,100,LinearSVM,0.8667,0.7742,0.9143,0.9524,1,0.7778,0.9697,0.8889,0.8889,0.8333,0.8866,0.0725
Xception+ResNet50,PCA,No,100,MLP,0.8,0.7059,0.8649,0.8511,0.8,0.8421,0.8387,0.8235,0.8636,0.7778,0.8168,0.0461
Xception+ResNet50,PCA,No,100,Logistic,0.9375,0.7742,0.9143,0.9302,1,0.7778,0.9412,0.9189,0.8889,0.8333,0.8916,0.0702
Xception+ResNet50,PCA,No,100,RandomForest,0.7586,0.8696,0.8485,0.8372,0.8824,0.8235,0.8235,0.875,0.9,0.8421,0.846,0.0379
Xception+ResNet50,PCA,No,100,Adaboost,0.875,0.8462,0.8889,0.8372,0.9714,0.8947,0.8,0.8108,0.9,0.9,0.8724,0.048
Xception+ResNet50,PCA,No,100,Gaussian,0.6857,0.6897,0.7111,0.7556,0.6486,0.7895,0.7179,0.7059,0.7727,0.65,0.7127,0.0455
Xception+ResNet50,UMAP,No,100,PCC,0.7647,0.7097,0.85,0.8636,0.7895,0.8718,0.8,0.8293,0.8,0.9,0.8179,0.0537
Xception+ResNet50,UMAP,No,100,J48,0.8387,0.6429,0.7368,0.7907,0.8649,0.8485,0.7742,0.8205,0.7805,0.8889,0.7987,0.068
Xception+ResNet50,UMAP,No,100,RBF,0.6486,0.6667,0.7619,0.8,0.7027,0.8,0.6842,0.7805,0.7805,0.8293,0.7454,0.0607
Xception+ResNet50,UMAP,No,100,LinearSVM,0.7027,0.7273,0.7805,0.8444,0.7368,0.8293,0.7692,0.7805,0.8372,0.8571,0.7865,0.0511
Xception+ResNet50,UMAP,No,100,MLP,0.6341,0.5106,0.8,0.8261,0.7368,0.7647,0.6667,0.7333,0.6667,0.8293,0.7168,0.0943
Xception+ResNet50,UMAP,No,100,Logistic,0.7222,0.8,0.8,0.8372,0.8,0.8947,0.7778,0.8205,0.8095,0.9,0.8162,0.0498
Xception+ResNet50,UMAP,No,100,RandomForest,0.7879,0.8276,0.8571,0.8571,0.8333,0.8889,0.8571,0.8889,0.7805,0.9189,0.8497,0.0417
Xception+ResNet50,UMAP,No,100,Adaboost,0.7742,0.7143,0.9091,0.7179,0.8125,0.7647,0.8125,0.8333,0.7907,0.9231,0.8052,0.0665
Xception+ResNet50,UMAP,No,100,Gaussian,0.7059,0.7407,0.8,0.8182,0.7879,0.8421,0.7059,0.8,0.8,0.8718,0.7872,0.052
VGG16+VGG19,PCA,No,100,PCC,0.7097,0.6897,0.85,0.8372,0.8333,0.7692,0.6486,0.8372,0.75,0.8,0.7725,0.0675
VGG16+VGG19,PCA,No,100,J48,0.5926,0.6207,0.8125,0.8718,0.7429,0.7273,0.6061,0.7222,0.7692,0.7429,0.7208,0.0861
VGG16+VGG19,PCA,No,100,RBF,0.7742,0.7407,0.9143,0.8095,0.8571,0.8889,0.9189,0.8824,0.9268,0.9189,0.8632,0.063
VGG16+VGG19,PCA,No,100,LinearSVM,0.7879,0.8,0.8889,0.878,0.6875,0.8947,0.8235,0.7895,0.9302,0.9189,0.8399,0.0718
VGG16+VGG19,PCA,No,100,MLP,0.7407,0.6923,0.9143,0.8444,0.8125,0.7368,0.7879,0.8108,0.8182,0.8421,0.8,0.0605
VGG16+VGG19,PCA,No,100,Logistic,0.7879,0.8,0.8889,0.878,0.6875,0.8947,0.8,0.7568,0.9091,0.9189,0.8322,0.073
