FeatureExtraction,DimReduction,Normalization,NumberComponents,Classifier,KFold01_F1Score,KFold02_F1Score,KFold03_F1Score,KFold04_F1Score,KFold05_F1Score,KFold06_F1Score,KFold07_F1Score,KFold08_F1Score,KFold09_F1Score,KFold10_F1Score,F1Score_Mean,F1Score_SD
Xception+ResNet50,ReliefF,No,10,RBF,0.8125,0.8148,0.8235,0.8889,0.8571,0.9143,0.8485,0.8947,0.8372,0.9231,0.8615,0.039
Xception+ResNet50,ReliefF,No,10,LinearSVM,0.7647,0.7742,0.8235,0.8511,0.8649,0.9143,0.8824,0.9189,0.8182,0.9231,0.8535,0.0549
Xception+ResNet50,ReliefF,No,10,MLP,0.75,0.8571,0.8205,0.8571,0.8889,0.8485,0.8235,0.8947,0.9268,0.85,0.8517,0.0459
Xception+ResNet50,ReliefF,No,10,Logistic,0.7647,0.8,0.8108,0.8511,0.8333,0.8824,0.8889,0.8947,0.8182,0.9231,0.8467,0.0473
Xception+ResNet50,ReliefF,No,10,RandomForest,0.6897,0.8462,0.8235,0.8837,0.8235,0.8485,0.8667,0.9189,0.9302,0.8718,0.8503,0.0634
Xception+ResNet50,ReliefF,No,10,Adaboost,0.7097,0.8148,0.8333,0.8837,0.7805,0.8485,0.9032,0.9189,0.7619,0.8,0.8255,0.0624
Xception+ResNet50,ReliefF,No,10,Gaussian,0.8,0.8,0.8333,0.8696,0.8,0.8824,0.9189,0.9189,0.8,0.9,0.8523,0.0486
VGG16+VGG19,ReliefF,No,10,PCC,0.7097,0.8462,0.8125,0.7619,0.7778,0.6667,0.6486,0.8889,0.9268,0.7027,0.7742,0.0894
VGG16+VGG19,ReliefF,No,10,J48,0.7429,0.6207,0.7333,0.8293,0.7692,0.625,0.7895,0.8,0.7727,0.7895,0.7472,0.0674
VGG16+VGG19,ReliefF,No,10,RBF,0.7222,0.7857,0.7879,0.8261,0.7692,0.8,0.7619,0.9,0.9048,0.8293,0.8087,0.0553
VGG16+VGG19,ReliefF,No,10,LinearSVM,0.7222,0.75,0.7647,0.8,0.75,0.8108,0.7442,0.8571,0.9091,0.8293,0.7937,0.0558
VGG16+VGG19,ReliefF,No,10,MLP,0.7429,0.7586,0.7742,0.75,0.7895,0.7568,0.8,0.9231,0.8571,0.8205,0.7973,0.0537
VGG16+VGG19,ReliefF,No,10,Logistic,0.7222,0.75,0.7222,0.8,0.75,0.8108,0.7442,0.8571,0.8837,0.8293,0.787,0.0546
VGG16+VGG19,ReliefF,No,10,RandomForest,0.7059,0.7143,0.7333,0.8571,0.8108,0.6667,0.7222,0.9,0.7895,0.8108,0.7711,0.0705
VGG16+VGG19,ReliefF,No,10,Adaboost,0.6667,0.6207,0.7879,0.7907,0.7895,0.7429,0.8205,0.8205,0.8205,0.8108,0.7671,0.0664
VGG16+VGG19,ReliefF,No,10,Gaussian,0.6667,0.7742,0.6842,0.8261,0.75,0.8421,0.7111,0.878,0.8636,0.7907,0.7787,0.071
MobileNet+ResNet101,PCA,No,300,PCC,0.6154,0.6471,0.6667,0.7727,0.7692,0.7500,0.7692,0.7000,0.6316,0.7143,0.7036,0.0576
MobileNet+ResNet101,PCA,No,300,J48,0.8000,0.8000,0.8108,0.7907,0.8824,0.7778,0.7778,0.8649,0.8421,0.8108,0.8157,0.0341
MobileNet+ResNet101,PCA,No,300,RBF,0.8235,0.9231,0.9412,0.8571,0.9444,0.9189,0.9091,0.9189,0.9302,0.9189,0.9085,0.0364
MobileNet+ResNet101,PCA,No,300,LinearSVM,0.9091,0.8571,0.9412,0.9091,0.9189,0.9444,1.0000,0.9189,0.9524,0.9189,0.9270,0.0349
MobileNet+ResNet101,PCA,No,300,MLP,0.6111,0.6486,0.6818,0.8333,0.7027,0.6190,0.5789,0.7143,0.8235,0.6977,0.6911,0.0803
MobileNet+ResNet101,PCA,No,300,Logistic,0.9091,0.9231,0.9412,0.9091,0.9189,0.9444,0.9697,0.9474,0.9524,0.9189,0.9334,0.0194
MobileNet+ResNet101,PCA,No,300,RandomForest,0.8485,0.7200,0.8333,0.8421,0.7879,0.8333,0.7647,0.8571,0.8293,0.8649,0.8181,0.0438
MobileNet+ResNet101,PCA,No,300,Adaboost,0.8000,0.8000,0.7879,0.7500,0.9143,0.9189,0.8000,0.9412,0.9268,0.8421,0.8481,0.0667
MobileNet+ResNet101,PCA,No,300,Gaussian,0.6000,0.6154,0.7692,0.6316,0.6250,0.7059,0.7568,0.7742,0.7500,0.6842,0.6912,0.0656
MobileNet+ResNet101,UMAP,No,300,PCC,0.7879,0.7273,0.8000,0.8372,0.6452,0.7778,0.6667,0.7805,0.8095,0.9000,0.7732,0.0724
MobileNet+ResNet101,UMAP,No,300,J48,0.7097,0.6667,0.7222,0.7143,0.7273,0.6667,0.7429,0.7059,0.7179,0.7500,0.7123,0.0263
MobileNet+ResNet101,UMAP,No,300,RBF,0.6000,0.5106,0.6667,0.7407,0.6667,0.6923,0.6667,0.7200,0.1667,0.7170,0.6147,0.1623
MobileNet+ResNet101,UMAP,No,300,LinearSVM,0.6875,0.7059,0.7692,0.7907,0.8485,0.7895,0.7027,0.7500,0.7619,0.8571,0.7663,0.0551
MobileNet+ResNet101,UMAP,No,300,MLP,0.4516,0.4500,0.5714,0.0000,0.6667,0.6923,0.4667,0.7317,0.7857,0.5882,0.5404,0.2127
MobileNet+ResNet101,UMAP,No,300,Logistic,0.7879,0.7273,0.8000,0.8000,0.8125,0.8889,0.7368,0.7500,0.7619,0.9000,0.7965,0.0560
MobileNet+ResNet101,UMAP,No,300,RandomForest,0.7500,0.7857,0.8108,0.8444,0.8125,0.8485,0.8333,0.8205,0.7805,0.8889,0.8175,0.0375
MobileNet+ResNet101,UMAP,No,300,Adaboost,0.7742,0.6897,0.8500,0.8636,0.7778,0.8125,0.7647,0.8649,0.7619,0.8333,0.7993,0.0530
MobileNet+ResNet101,UMAP,No,300,Gaussian,0.8000,0.7407,0.7692,0.8000,0.6667,0.8235,0.6471,0.7692,0.7368,0.8421,0.7595,0.0604
ResNet101+DenseNet169,PCA,No,300,PCC,0.6829,0.5789,0.7895,0.8372,0.7273,0.7692,0.7179,0.7619,0.7556,0.8293,0.7450,0.0714
ResNet101+DenseNet169,PCA,No,300,J48,0.5517,0.5806,0.7059,0.7556,0.8108,0.7895,0.8667,0.7368,0.8000,0.7907,0.7388,0.0959
ResNet101+DenseNet169,PCA,No,300,RBF,0.8571,0.9231,0.8889,0.8372,0.9189,0.9189,0.8485,0.8889,0.9524,0.8947,0.8929,0.0349
ResNet101+DenseNet169,PCA,No,300,LinearSVM,0.9375,0.8148,0.9412,0.9091,0.9143,0.8824,0.8485,0.9444,0.9524,0.8421,0.8987,0.0465
ResNet101+DenseNet169,PCA,No,300,MLP,0.7059,0.6286,0.7273,0.6364,0.7500,0.7000,0.6154,0.8000,0.8696,0.6957,0.7129,0.0753
ResNet101+DenseNet169,PCA,No,300,Logistic,0.9375,0.8462,0.9697,0.9302,0.9143,0.9444,0.8485,0.9474,0.9524,0.8649,0.9155,0.0433
ResNet101+DenseNet169,PCA,No,300,RandomForest,0.7273,0.6667,0.7778,0.8293,0.7879,0.8333,0.7500,0.8235,0.7568,0.8108,0.7763,0.0501
ResNet101+DenseNet169,PCA,No,300,Adaboost,0.8750,0.8148,0.7429,0.8837,0.7742,0.9143,0.7500,0.9231,0.9302,0.9189,0.8527,0.0713
ResNet101+DenseNet169,PCA,No,300,Gaussian,0.6000,0.6400,0.7027,0.6486,0.5625,0.6667,0.8000,0.7097,0.7179,0.6486,0.6697,0.0633
ResNet101+DenseNet169,UMAP,No,300,PCC,0.7222,0.7097,0.8205,0.8182,0.7059,0.8889,0.7222,0.7568,0.8444,0.7805,0.7769,0.0606
ResNet101+DenseNet169,UMAP,No,300,J48,0.6667,0.5455,0.7778,0.7907,0.8649,0.6875,0.8000,0.7027,0.7179,0.8333,0.7387,0.0893
ResNet101+DenseNet169,UMAP,No,300,RBF,0.6250,0.5333,0.6939,0.8000,0.7391,0.6800,0.7234,0.7826,0.7027,0.7059,0.6986,0.0726
ResNet101+DenseNet169,UMAP,No,300,LinearSVM,0.7222,0.7059,0.7805,0.8696,0.7568,0.8293,0.7692,0.7805,0.8696,0.8372,0.7921,0.0546
ResNet101+DenseNet169,UMAP,No,300,MLP,0.7027,0.3750,0.0000,0.6000,0.6667,0.7234,0.1111,0.0000,0.0000,0.5385,0.3717,0.2971
ResNet101+DenseNet169,UMAP,No,300,Logistic,0.7429,0.7500,0.8000,0.8636,0.8000,0.9143,0.7895,0.7778,0.8182,0.8293,0.8085,0.0489
ResNet101+DenseNet169,UMAP,No,300,RandomForest,0.7273,0.7333,0.8889,0.8372,0.9091,0.9091,0.8000,0.7647,0.7805,0.8947,0.8245,0.0689
ResNet101+DenseNet169,UMAP,No,300,Adaboost,0.6667,0.6667,0.8824,0.8095,0.7097,0.7647,0.8333,0.6875,0.7179,0.7647,0.7503,0.0699
ResNet101+DenseNet169,UMAP,No,300,Gaussian,0.7097,0.7143,0.7429,0.8372,0.6667,0.8000,0.6471,0.7222,0.8293,0.8421,0.7511,0.0679
ResNet101+DenseNet121,PCA,No,300,PCC,0.6667,0.5789,0.7368,0.7826,0.7692,0.7179,0.7692,0.7895,0.6667,0.7895,0.7267,0.0662
ResNet101+DenseNet121,PCA,No,300,J48,0.7568,0.6000,0.7059,0.8372,0.7778,0.8333,0.6875,0.7692,0.8000,0.7429,0.7511,0.0683
ResNet101+DenseNet121,PCA,No,300,RBF,0.8125,0.9231,0.9143,0.8372,0.9444,0.9189,0.8750,0.9189,0.9302,0.9189,0.8994,0.0411
ResNet101+DenseNet121,PCA,No,300,LinearSVM,0.8750,0.7857,0.9697,0.8837,0.9143,0.9444,1.0000,0.9730,0.9524,0.9444,0.9243,0.0593
ResNet101+DenseNet121,PCA,No,300,MLP,0.6316,0.5128,0.7907,0.7391,0.6818,0.6829,0.7027,0.6190,0.8085,0.7500,0.6919,0.0838
ResNet101+DenseNet121,PCA,No,300,Logistic,0.8750,0.8276,0.9697,0.9091,0.9143,0.9444,1.0000,0.9730,0.9524,0.9444,0.9310,0.0484
ResNet101+DenseNet121,PCA,No,300,RandomForest,0.7500,0.6429,0.8421,0.8205,0.7647,0.7778,0.7879,0.7500,0.7692,0.7778,0.7683,0.0502
ResNet101+DenseNet121,PCA,No,300,Adaboost,0.8125,0.8000,0.8889,0.8372,0.8649,0.9444,0.7273,0.8889,0.8780,0.9744,0.8616,0.0680
ResNet101+DenseNet121,PCA,No,300,Gaussian,0.5517,0.6400,0.7568,0.6842,0.5625,0.6667,0.8000,0.7097,0.7500,0.6486,0.6770,0.0768
ResNet101+DenseNet121,UMAP,No,300,PCC,0.7647,0.7097,0.8205,0.8444,0.7429,0.7778,0.7568,0.8108,0.8182,0.8500,0.7896,0.0439
ResNet101+DenseNet121,UMAP,No,300,J48,0.6667,0.6207,0.6897,0.6829,0.8485,0.7742,0.7647,0.6486,0.7027,0.6857,0.7084,0.0646
ResNet101+DenseNet121,UMAP,No,300,RBF,0.6000,0.5106,0.6667,0.7692,0.7234,0.6923,0.6939,0.7347,0.4828,0.7170,0.6591,0.0918
ResNet101+DenseNet121,UMAP,No,300,LinearSVM,0.7647,0.6857,0.8000,0.8444,0.8235,0.8421,0.6667,0.8000,0.7907,0.8500,0.7868,0.0610
ResNet101+DenseNet121,UMAP,No,300,MLP,0.3000,0.5238,0.6667,0.7407,0.6957,0.0000,0.1111,0.6923,0.3077,0.6923,0.4730,0.2587
ResNet101+DenseNet121,UMAP,No,300,Logistic,0.7647,0.7586,0.8205,0.8636,0.8235,0.8571,0.8000,0.8108,0.8571,0.8205,0.8177,0.0345
ResNet101+DenseNet121,UMAP,No,300,RandomForest,0.7097,0.8889,0.8421,0.8095,0.8485,0.8824,0.8824,0.7778,0.7907,0.8108,0.8243,0.0535
ResNet101+DenseNet121,UMAP,No,300,Adaboost,0.7273,0.7586,0.7647,0.7907,0.8750,0.8889,0.8235,0.7368,0.8095,0.7429,0.7918,0.0539
ResNet101+DenseNet121,UMAP,No,300,Gaussian,0.7647,0.8148,0.8205,0.8372,0.8387,0.8649,0.7429,0.7895,0.8571,0.8500,0.8180,0.0386
ResNet101+MobileNetV2,PCA,No,300,PCC,0.6190,0.5641,0.7368,0.8095,0.7317,0.7143,0.7179,0.6667,0.6512,0.7692,0.6981,0.0694
ResNet101+MobileNetV2,PCA,No,300,J48,0.7273,0.8276,0.8649,0.8444,0.7879,0.8485,0.8000,0.8571,0.9048,0.8947,0.8357,0.0502
ResNet101+MobileNetV2,PCA,No,300,RBF,0.8485,0.8889,0.9143,0.8372,0.9143,0.9189,0.8750,0.9474,0.9524,0.9444,0.9041,0.0386
ResNet101+MobileNetV2,PCA,No,300,LinearSVM,0.9375,0.8148,0.9412,0.8636,0.8333,0.9444,0.9697,0.9730,0.9302,0.9143,0.9122,0.0528
ResNet101+MobileNetV2,PCA,No,300,MLP,0.6667,0.6667,0.5714,0.6512,0.4848,0.6667,0.6341,0.6977,0.7143,0.7500,0.6504,0.0714
ResNet101+MobileNetV2,PCA,No,300,Logistic,0.9375,0.8571,0.9412,0.8837,0.9143,0.9444,0.9375,0.9730,0.9302,0.9143,0.9233,0.0313
ResNet101+MobileNetV2,PCA,No,300,RandomForest,0.8387,0.8800,0.7895,0.7805,0.6875,0.8235,0.7500,0.8485,0.9000,0.8205,0.8119,0.0596
ResNet101+MobileNetV2,PCA,No,300,Adaboost,0.8485,0.8000,0.9091,0.8571,0.9143,0.8571,0.9091,0.9143,0.9048,0.9231,0.8837,0.0385
ResNet101+MobileNetV2,PCA,No,300,Gaussian,0.5806,0.6154,0.7368,0.6842,0.5806,0.6857,0.7222,0.7500,0.7179,0.6486,0.6722,0.0598
ResNet101+MobileNetV2,UMAP,No,300,PCC,0.7647,0.7333,0.7805,0.8511,0.7895,0.8889,0.7179,0.7692,0.8000,0.9000,0.7995,0.0586
ResNet101+MobileNetV2,UMAP,No,300,J48,0.7586,0.7097,0.7568,0.8372,0.7222,0.8235,0.7273,0.6667,0.6471,0.7879,0.7437,0.0588
ResNet101+MobileNetV2,UMAP,No,300,RBF,0.6122,0.5106,0.6939,0.8000,0.7391,0.7059,0.7391,0.7500,0.5882,0.7308,0.6870,0.0842
ResNet101+MobileNetV2,UMAP,No,300,LinearSVM,0.6667,0.7059,0.7500,0.7907,0.8333,0.8293,0.6842,0.8205,0.8636,0.8372,0.7781,0.0676
ResNet101+MobileNetV2,UMAP,No,300,MLP,0.6000,0.6667,0.6667,0.0000,0.1111,0.6923,0.6667,0.1000,0.8000,0.0000,0.4303,0.3135
ResNet101+MobileNetV2,UMAP,No,300,Logistic,0.7647,0.7333,0.7500,0.8000,0.8108,0.8889,0.7895,0.7778,0.7727,0.8500,0.7938,0.0443
ResNet101+MobileNetV2,UMAP,No,300,RandomForest,0.8125,0.7742,0.8205,0.8372,0.7429,0.7500,0.7879,0.7778,0.8889,0.9189,0.8111,0.0546
ResNet101+MobileNetV2,UMAP,No,300,Adaboost,0.7059,0.7692,0.7778,0.8444,0.8108,0.6667,0.7647,0.7500,0.6486,0.8947,0.7633,0.0723
ResNet101+MobileNetV2,UMAP,No,300,Gaussian,0.7647,0.7857,0.7805,0.8571,0.8387,0.8649,0.6857,0.7568,0.8293,0.8205,0.7984,0.0519
EfficientNetB0+MobileNet,PCA,No,300,PCC,0.6486,0.5263,0.7500,0.7907,0.7027,0.7692,0.6818,0.6829,0.7442,0.7727,0.7069,0.0746
EfficientNetB0+MobileNet,PCA,No,300,J48,0.7500,0.8000,0.7059,0.6667,0.8000,0.7273,0.7273,0.7647,0.8293,0.6500,0.7421,0.0555
EfficientNetB0+MobileNet,PCA,No,300,RBF,0.8148,0.9600,0.9412,0.8500,0.8824,0.9444,0.8485,0.9143,0.9268,0.9730,0.9055,0.0509
EfficientNetB0+MobileNet,PCA,No,300,LinearSVM,0.9333,0.9231,0.9412,0.9302,0.9412,0.9730,0.9412,0.9474,0.9524,0.9730,0.9456,0.0158
EfficientNetB0+MobileNet,PCA,No,300,MLP,0.5263,0.4706,0.5128,0.6364,0.5641,0.6316,0.5263,0.7273,0.8000,0.6818,0.6077,0.1006
EfficientNetB0+MobileNet,PCA,No,300,Logistic,0.9375,0.9231,0.9412,0.9302,0.9143,0.9730,0.9444,0.9474,0.9268,0.9730,0.9411,0.0186
EfficientNetB0+MobileNet,PCA,No,300,RandomForest,0.6667,0.6923,0.8889,0.7895,0.8235,0.8485,0.7647,0.8125,0.8421,0.7568,0.7885,0.0664
EfficientNetB0+MobileNet,PCA,No,300,Adaboost,0.8824,0.8000,0.8485,0.8780,0.8889,0.9091,0.8889,0.8718,0.9302,0.9189,0.8817,0.0353
EfficientNetB0+MobileNet,PCA,No,300,Gaussian,0.6667,0.6923,0.8421,0.7692,0.6875,0.7429,0.7059,0.7647,0.8205,0.7000,0.7392,0.0562
EfficientNetB0+MobileNet,UMAP,No,300,PCC,0.7778,0.7857,0.8205,0.9048,0.7647,0.7692,0.7368,0.7895,0.8182,0.8500,0.8017,0.0460
EfficientNetB0+MobileNet,UMAP,No,300,J48,0.7333,0.7097,0.7742,0.7778,0.8000,0.7097,0.6667,0.6471,0.7179,0.8333,0.7370,0.0559
EfficientNetB0+MobileNet,UMAP,No,300,RBF,0.5217,0.5106,0.6667,0.8421,0.7805,0.7391,0.6667,0.8182,0.4516,0.7917,0.6789,0.1333
EfficientNetB0+MobileNet,UMAP,No,300,LinearSVM,0.6667,0.6667,0.7500,0.8205,0.7097,0.8000,0.7179,0.8718,0.7000,0.8571,0.7560,0.0724
EfficientNetB0+MobileNet,UMAP,No,300,MLP,0.5833,0.5106,0.6667,0.0000,0.6667,0.0000,0.0000,0.4651,0.0000,0.5000,0.3392,0.2838
EfficientNetB0+MobileNet,UMAP,No,300,Logistic,0.6452,0.6875,0.7222,0.7692,0.8000,0.7317,0.6842,0.8205,0.7000,0.8372,0.7398,0.0610
EfficientNetB0+MobileNet,UMAP,No,300,RandomForest,0.8125,0.7586,0.8333,0.8780,0.8000,0.8293,0.7059,0.8649,0.8372,0.8947,0.8214,0.0536
EfficientNetB0+MobileNet,UMAP,No,300,Adaboost,0.7097,0.7143,0.8571,0.8000,0.7647,0.8649,0.8500,0.7429,0.7805,0.8718,0.7956,0.0594
EfficientNetB0+MobileNet,UMAP,No,300,Gaussian,0.8000,0.7826,0.8108,0.8108,0.6154,0.7879,0.6471,0.6875,0.6486,0.8333,0.7424,0.0785
MobileNet+ResNet50,PCA,No,300,PCC,0.6486,0.6471,0.7143,0.8000,0.7368,0.8649,0.7568,0.8000,0.7179,0.8571,0.7544,0.0727
MobileNet+ResNet50,PCA,No,300,J48,0.8387,0.5926,0.8000,0.8000,0.7692,0.8000,0.6000,0.7333,0.9268,0.8095,0.7670,0.0976
MobileNet+ResNet50,PCA,No,300,RBF,0.8276,0.9167,0.8889,0.8571,0.8824,0.9189,0.8824,0.9143,0.9268,0.9231,0.8938,0.0309
MobileNet+ResNet50,PCA,No,300,LinearSVM,0.9677,0.9600,0.9412,0.9302,0.9189,0.9444,0.9714,1.0000,0.9524,1.0000,0.9586,0.0257
MobileNet+ResNet50,PCA,No,300,MLP,0.6061,0.5806,0.7000,0.6667,0.6667,0.7556,0.6316,0.6222,0.7500,0.7143,0.6694,0.0569
MobileNet+ResNet50,PCA,No,300,Logistic,0.9375,0.9600,0.9412,0.8889,0.9444,0.9444,0.9444,1.0000,0.9524,1.0000,0.9513,0.0302
MobileNet+ResNet50,PCA,No,300,RandomForest,0.7143,0.7857,0.7692,0.7692,0.7273,0.7429,0.7647,0.8000,0.9268,0.8000,0.7800,0.0560
MobileNet+ResNet50,PCA,No,300,Adaboost,0.6923,0.8000,0.9697,0.8372,0.7059,0.8889,0.6667,0.8571,0.9524,0.9231,0.8293,0.1046
MobileNet+ResNet50,PCA,No,300,Gaussian,0.6667,0.6429,0.7895,0.7143,0.6667,0.7273,0.6857,0.7879,0.8000,0.6667,0.7147,0.0559
MobileNet+ResNet50,UMAP,No,300,PCC,0.7647,0.7857,0.7692,0.8372,0.8125,0.8205,0.6857,0.7895,0.8571,0.8947,0.8017,0.0545
MobileNet+ResNet50,UMAP,No,300,J48,0.7097,0.7333,0.8333,0.7727,0.8235,0.7222,0.7059,0.6667,0.7907,0.7895,0.7548,0.0524
MobileNet+ResNet50,UMAP,No,300,RBF,0.6500,0.6000,0.7805,0.7805,0.7778,0.8293,0.7000,0.8205,0.7368,0.8095,0.7485,0.0725
MobileNet+ResNet50,UMAP,No,300,LinearSVM,0.7429,0.6857,0.8000,0.8095,0.7647,0.8205,0.7500,0.8000,0.8182,0.9000,0.7891,0.0545
MobileNet+ResNet50,UMAP,No,300,MLP,0.3636,0.5106,0.6400,0.8085,0.6667,0.7059,0.0000,0.7347,0.0000,0.7308,0.5161,0.2845
MobileNet+ResNet50,UMAP,No,300,Logistic,0.7647,0.7742,0.7568,0.8095,0.7500,0.8421,0.7179,0.8000,0.7805,0.9231,0.7919,0.0545
MobileNet+ResNet50,UMAP,No,300,RandomForest,0.7879,0.7333,0.8649,0.8372,0.8571,0.8947,0.6667,0.8421,0.8293,0.8235,0.8137,0.0644
MobileNet+ResNet50,UMAP,No,300,Adaboost,0.7879,0.7586,0.8235,0.8000,0.7222,0.7778,0.7273,0.7368,0.8444,0.8235,0.7802,0.0410
MobileNet+ResNet50,UMAP,No,300,Gaussian,0.7647,0.6897,0.7368,0.8571,0.7742,0.8421,0.6857,0.7895,0.8095,0.8947,0.7844,0.0655
MobileNet+ResNet101,PCA,No,250,PCC,0.7027,0.4706,0.6667,0.8182,0.7500,0.7368,0.7179,0.7907,0.7727,0.8780,0.7304,0.1038
MobileNet+ResNet101,PCA,No,250,J48,0.8000,0.7826,0.8205,0.8372,0.8649,0.7027,0.8125,0.8947,0.8780,0.8205,0.8214,0.0518
MobileNet+ResNet101,PCA,No,250,RBF,0.8485,0.8889,0.9412,0.8571,0.9412,0.8571,0.8485,0.8889,0.9524,0.9189,0.8943,0.0392
MobileNet+ResNet101,PCA,No,250,LinearSVM,0.7742,0.8462,0.9143,0.8636,0.9412,0.8889,0.8387,0.8824,0.9302,0.9000,0.8780,0.0471
MobileNet+ResNet101,PCA,No,250,MLP,0.7273,0.6000,0.7895,0.7442,0.6667,0.8293,0.7222,0.6486,0.7556,0.6486,0.7132,0.0676
MobileNet+ResNet101,PCA,No,250,Logistic,0.7742,0.8462,0.9412,0.9091,0.9143,0.9444,0.8824,0.9143,0.9302,0.9000,0.8956,0.0489
MobileNet+ResNet101,PCA,No,250,RandomForest,0.8667,0.7826,0.8649,0.7500,0.8485,0.7500,0.8235,0.8235,0.8205,0.9143,0.8244,0.0499
MobileNet+ResNet101,PCA,No,250,Adaboost,0.8000,0.8148,0.8649,0.7805,0.8485,0.8571,0.7742,0.9091,0.9000,0.9474,0.8496,0.0548
MobileNet+ResNet101,PCA,No,250,Gaussian,0.5806,0.6667,0.7805,0.6500,0.5806,0.7273,0.7778,0.7500,0.7805,0.6500,0.6944,0.0752
MobileNet+ResNet101,UMAP,No,250,PCC,0.7647,0.7500,0.8000,0.7619,0.8235,0.8333,0.7568,0.7368,0.7805,0.8780,0.7886,0.0423
MobileNet+ResNet101,UMAP,No,250,J48,0.6000,0.5385,0.6471,0.8293,0.7222,0.7647,0.8000,0.6857,0.6977,0.8000,0.7085,0.0893
MobileNet+ResNet101,UMAP,No,250,RBF,0.6000,0.5106,0.6667,0.7547,0.6800,0.6923,0.6667,0.7347,0.3571,0.7170,0.6380,0.1149
MobileNet+ResNet101,UMAP,No,250,LinearSVM,0.6667,0.6667,0.7500,0.7907,0.7778,0.8205,0.7027,0.7692,0.7907,0.8571,0.7592,0.0602
MobileNet+ResNet101,UMAP,No,250,MLP,0.6000,0.5106,0.5000,0.4000,0.3636,0.2000,0.3333,0.6667,0.7857,0.5778,0.4938,0.1648
MobileNet+ResNet101,UMAP,No,250,Logistic,0.7097,0.7500,0.8000,0.7907,0.8235,0.8108,0.7027,0.7500,0.7500,0.8500,0.7737,0.0464
MobileNet+ResNet101,UMAP,No,250,RandomForest,0.7879,0.8276,0.8421,0.8636,0.8125,0.8000,0.8125,0.8000,0.7500,0.8947,0.8191,0.0386
MobileNet+ResNet101,UMAP,No,250,Adaboost,0.6667,0.6667,0.7647,0.8205,0.8125,0.8000,0.8235,0.7059,0.7222,0.9231,0.7706,0.0770
MobileNet+ResNet101,UMAP,No,250,Gaussian,0.7879,0.7586,0.8000,0.8372,0.7143,0.8333,0.6471,0.7368,0.7368,0.8421,0.7694,0.0596
ResNet101+DenseNet169,PCA,No,250,PCC,0.6667,0.6061,0.7500,0.8095,0.8108,0.8421,0.7778,0.8095,0.7619,0.8500,0.7684,0.0738
ResNet101+DenseNet169,PCA,No,250,J48,0.6667,0.5714,0.8000,0.8718,0.8108,0.8095,0.8235,0.8649,0.8293,0.8095,0.7857,0.0889
ResNet101+DenseNet169,PCA,No,250,RBF,0.8571,0.8889,0.9697,0.8372,0.9143,0.8571,0.8750,0.8889,0.9524,0.8889,0.8930,0.0399
ResNet101+DenseNet169,PCA,No,250,LinearSVM,0.8750,0.7857,0.9143,0.8889,0.8333,0.9143,0.8485,0.9189,0.9091,0.8947,0.8783,0.0413
ResNet101+DenseNet169,PCA,No,250,MLP,0.5789,0.5625,0.8000,0.7000,0.6061,0.6842,0.6471,0.6842,0.5789,0.6111,0.6453,0.0695
ResNet101+DenseNet169,PCA,No,250,Logistic,0.8750,0.8148,0.9412,0.8889,0.8571,0.9143,0.8485,0.9189,0.9091,0.9231,0.8891,0.0377
ResNet101+DenseNet169,PCA,No,250,RandomForest,0.8125,0.6923,0.8824,0.8205,0.7500,0.8571,0.6875,0.8000,0.8205,0.7879,0.7911,0.0609
ResNet101+DenseNet169,PCA,No,250,Adaboost,0.8571,0.8462,0.8824,0.8636,0.8824,0.8649,0.8824,0.8824,0.9091,0.9444,0.8815,0.0268
ResNet101+DenseNet169,PCA,No,250,Gaussian,0.5625,0.6154,0.7179,0.7000,0.5455,0.7059,0.7568,0.6667,0.7805,0.6486,0.6700,0.0740
ResNet101+DenseNet169,UMAP,No,250,PCC,0.7647,0.7333,0.8000,0.7907,0.7647,0.8571,0.8205,0.7895,0.8293,0.8293,0.7979,0.0353
ResNet101+DenseNet169,UMAP,No,250,J48,0.7879,0.7500,0.7647,0.8444,0.7429,0.7429,0.7273,0.6452,0.7805,0.7879,0.7574,0.0490
ResNet101+DenseNet169,UMAP,No,250,RBF,0.5957,0.5217,0.6939,0.8333,0.7391,0.6800,0.7391,0.8000,0.7368,0.7200,0.7060,0.0868
ResNet101+DenseNet169,UMAP,No,250,LinearSVM,0.7429,0.7059,0.8000,0.8444,0.7778,0.8421,0.7692,0.8000,0.8636,0.8095,0.7955,0.0461
ResNet101+DenseNet169,UMAP,No,250,MLP,0.0000,0.5106,0.0000,0.7407,0.7619,0.6923,0.6122,0.6923,0.0000,0.0000,0.4010,0.3340
ResNet101+DenseNet169,UMAP,No,250,Logistic,0.7429,0.7586,0.8000,0.8636,0.7778,0.8571,0.7568,0.8108,0.8372,0.8500,0.8055,0.0428
ResNet101+DenseNet169,UMAP,No,250,RandomForest,0.7500,0.8276,0.8000,0.8636,0.8000,0.8235,0.7778,0.7778,0.8000,0.8649,0.8085,0.0351
ResNet101+DenseNet169,UMAP,No,250,Adaboost,0.7273,0.7857,0.8485,0.8636,0.8000,0.7879,0.8000,0.7568,0.8095,0.7778,0.7957,0.0378
ResNet101+DenseNet169,UMAP,No,250,Gaussian,0.7500,0.7143,0.7895,0.8095,0.6897,0.8000,0.6471,0.7368,0.8293,0.8205,0.7587,0.0581
