FeatureExtraction,DimReduction,Normalization,NumberComponents,Classifier,KFold01_ROCScore,KFold02_ROCScore,KFold03_ROCScore,KFold04_ROCScore,KFold05_ROCScore,KFold06_ROCScore,KFold07_ROCScore,KFold08_ROCScore,KFold09_ROCScore,KFold10_ROCScore,ROCScore_Mean,ROCScore_SD
Xception+ResNet50,PCA,No,300,PCC,0.6833,0.8043,0.7941,0.7357,0.7647,0.7917,0.7353,0.7535,0.6742,0.8211,0.7558,0.0471
Xception+ResNet50,PCA,No,300,J48,0.6917,0.6359,0.8235,0.6357,0.8529,0.8264,0.8235,0.7986,0.7765,0.7544,0.7619,0.0764
Xception+ResNet50,PCA,No,300,RBF,0.9083,0.9565,0.8824,0.7714,0.9412,0.941,0.8529,0.9097,0.9318,0.8807,0.8976,0.0521
Xception+ResNet50,PCA,No,300,LinearSVM,0.95,0.8913,0.9412,0.8679,0.9412,0.9167,0.8529,1,0.9129,0.9211,0.9195,0.0404
Xception+ResNet50,PCA,No,300,MLP,0.6167,0.6123,0.5882,0.5893,0.6176,0.6354,0.5882,0.7188,0.6326,0.6088,0.6208,0.0365
Xception+ResNet50,PCA,No,300,Logistic,0.95,0.8913,0.9118,0.8679,0.9412,0.9444,0.8824,1,0.9129,0.9737,0.9275,0.0397
Xception+ResNet50,PCA,No,300,RandomForest,0.8083,0.7862,0.7941,0.5893,0.7647,0.7361,0.8824,0.8611,0.7992,0.7351,0.7757,0.0767
Xception+ResNet50,PCA,No,300,Adaboost,0.8083,0.8496,0.9118,0.8071,0.8529,0.8542,0.8235,0.8229,0.8902,0.8211,0.8442,0.0331
Xception+ResNet50,PCA,No,300,Gaussian,0.775,0.7862,0.7353,0.5393,0.6471,0.7361,0.7059,0.7708,0.7803,0.6421,0.7118,0.076
Xception+ResNet50,UMAP,No,300,PCC,0.7583,0.8261,0.8235,0.7821,0.7353,0.8194,0.7059,0.7882,0.7462,0.8807,0.7866,0.0495
Xception+ResNet50,UMAP,No,300,J48,0.7167,0.8297,0.7353,0.7714,0.7353,0.7118,0.6765,0.7292,0.7197,0.7947,0.742,0.0424
Xception+ResNet50,UMAP,No,300,RBF,0.625,0.6957,0.7059,0.7,0.6765,0.7569,0.6471,0.6979,0.7576,0.7474,0.701,0.0422
Xception+ResNet50,UMAP,No,300,LinearSVM,0.6833,0.7609,0.7353,0.7607,0.7059,0.7847,0.7353,0.7257,0.7879,0.807,0.7487,0.0368
Xception+ResNet50,UMAP,No,300,MLP,0.575,0.5833,0.5294,0.5,0.7059,0.5,0.5294,0.5,0.5,0.507,0.543,0.0618
Xception+ResNet50,UMAP,No,300,Logistic,0.7833,0.8478,0.7941,0.7714,0.7647,0.8785,0.7647,0.8472,0.7841,0.8474,0.8083,0.0401
Xception+ResNet50,UMAP,No,300,RandomForest,0.8083,0.8496,0.8824,0.7964,0.8529,0.7674,0.8235,0.8785,0.7424,0.8807,0.8282,0.0467
Xception+ResNet50,UMAP,No,300,Adaboost,0.775,0.808,0.8529,0.7821,0.8235,0.7361,0.7647,0.7674,0.7386,0.8877,0.7936,0.0467
Xception+ResNet50,UMAP,No,300,Gaussian,0.7,0.808,0.7647,0.7107,0.8235,0.7882,0.6765,0.7569,0.7803,0.8474,0.7656,0.0528
VGG16+VGG19,PCA,No,300,PCC,0.525,0.5688,0.5588,0.575,0.7059,0.6146,0.5882,0.5833,0.4811,0.5544,0.5755,0.0557
VGG16+VGG19,PCA,No,300,J48,0.625,0.6576,0.6765,0.7321,0.7647,0.7153,0.6471,0.7014,0.7348,0.7825,0.7037,0.0491
VGG16+VGG19,PCA,No,300,RBF,0.7667,0.8279,0.8824,0.7571,0.7647,0.8819,0.8824,0.8854,0.9545,0.8807,0.8484,0.0629
VGG16+VGG19,PCA,No,300,LinearSVM,0.8667,0.8696,0.8235,0.7714,0.9118,0.7639,0.8529,0.9097,0.9318,0.7544,0.8456,0.0616
VGG16+VGG19,PCA,No,300,MLP,0.6583,0.6975,0.6176,0.6393,0.6471,0.6076,0.6765,0.6042,0.7424,0.5421,0.6433,0.0527
VGG16+VGG19,PCA,No,300,Logistic,0.8667,0.8696,0.8529,0.7357,0.9118,0.7639,0.8529,0.9688,0.9545,0.7544,0.8531,0.0768
VGG16+VGG19,PCA,No,300,RandomForest,0.5917,0.6793,0.7647,0.8286,0.6471,0.8021,0.6471,0.8333,0.7538,0.7281,0.7276,0.0792
VGG16+VGG19,PCA,No,300,Adaboost,0.7,0.7228,0.7647,0.7571,0.8235,0.7361,0.7647,0.8264,0.7803,0.6877,0.7563,0.0442
VGG16+VGG19,PCA,No,300,Gaussian,0.5083,0.7428,0.7647,0.6357,0.5882,0.7986,0.7059,0.7396,0.7765,0.5421,0.6802,0.0988
VGG16+VGG19,UMAP,No,300,PCC,0.775,0.8714,0.7941,0.6643,0.7647,0.6771,0.6176,0.6736,0.6629,0.7421,0.7243,0.0739
VGG16+VGG19,UMAP,No,300,J48,0.5667,0.6793,0.6765,0.575,0.7353,0.6285,0.6471,0.7014,0.4962,0.6298,0.6336,0.0677
VGG16+VGG19,UMAP,No,300,RBF,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0
VGG16+VGG19,UMAP,No,300,LinearSVM,0.6667,0.7192,0.7647,0.65,0.7647,0.6701,0.5588,0.6701,0.6136,0.7018,0.678,0.0606
VGG16+VGG19,UMAP,No,300,MLP,0.6,0.5,0.6176,0.5,0.5,0.5,0.5,0.5,0.5,0.5491,0.5267,0.0437
VGG16+VGG19,UMAP,No,300,Logistic,0.7417,0.7844,0.7941,0.7357,0.7647,0.6181,0.5882,0.7535,0.7235,0.7351,0.7239,0.0643
VGG16+VGG19,UMAP,No,300,RandomForest,0.7917,0.8496,0.8235,0.7357,0.7647,0.7361,0.7353,0.7049,0.7008,0.7158,0.7558,0.0482
VGG16+VGG19,UMAP,No,300,Adaboost,0.6917,0.7663,0.7941,0.7464,0.7941,0.7083,0.6176,0.6736,0.6742,0.6351,0.7102,0.0598
VGG16+VGG19,UMAP,No,300,Gaussian,0.7667,0.7681,0.7647,0.8179,0.7353,0.684,0.6176,0.6771,0.6553,0.6754,0.7162,0.06
Xception+ResNet50,PCA,No,250,PCC,0.6833,0.7228,0.8235,0.8321,0.8235,0.8229,0.7647,0.7569,0.7348,0.7877,0.7752,0.0486
Xception+ResNet50,PCA,No,250,J48,0.5917,0.8297,0.7353,0.575,0.8235,0.8576,0.7941,0.6736,0.7614,0.6544,0.7296,0.096
Xception+ResNet50,PCA,No,250,RBF,0.8833,0.9366,0.9118,0.7964,0.9118,0.941,0.8824,0.8854,0.9318,0.907,0.8987,0.0398
Xception+ResNet50,PCA,No,250,LinearSVM,0.95,0.8913,0.9118,0.8571,0.9412,0.8854,0.9118,0.9444,0.8902,0.9333,0.9116,0.029
Xception+ResNet50,PCA,No,250,MLP,0.65,0.721,0.7353,0.7214,0.7353,0.7882,0.5588,0.4653,0.7386,0.6754,0.6789,0.0929
Xception+ResNet50,PCA,No,250,Logistic,0.95,0.913,0.9118,0.8214,0.9412,0.8854,0.9118,0.9722,0.9129,0.9333,0.9153,0.039
Xception+ResNet50,PCA,No,250,RandomForest,0.8333,0.8098,0.7647,0.7571,0.8529,0.7431,0.8235,0.7986,0.7992,0.7947,0.7977,0.033
Xception+ResNet50,PCA,No,250,Adaboost,0.8583,0.8062,0.9118,0.75,0.9118,0.8854,0.8235,0.8507,0.9091,0.914,0.8621,0.0526
Xception+ResNet50,PCA,No,250,Gaussian,0.775,0.7862,0.6765,0.625,0.6471,0.7361,0.6471,0.7986,0.7803,0.5754,0.7047,0.0759
Xception+ResNet50,UMAP,No,250,PCC,0.7583,0.8261,0.8235,0.7464,0.7353,0.7917,0.7059,0.8507,0.7008,0.8474,0.7786,0.0539
Xception+ResNet50,UMAP,No,250,J48,0.8333,0.7862,0.7353,0.7107,0.7353,0.8229,0.7353,0.6736,0.7576,0.7754,0.7566,0.0468
Xception+ResNet50,UMAP,No,250,RBF,0.65,0.7609,0.7059,0.7,0.6765,0.6979,0.6471,0.6979,0.7197,0.7807,0.7037,0.0405
Xception+ResNet50,UMAP,No,250,LinearSVM,0.6833,0.7826,0.7353,0.7607,0.6765,0.816,0.7353,0.7257,0.7879,0.807,0.751,0.0459
Xception+ResNet50,UMAP,No,250,MLP,0.6167,0.5,0.6765,0.5,0.4118,0.691,0.5,0.5,0.5,0.5,0.5396,0.0856
Xception+ResNet50,UMAP,No,250,Logistic,0.7583,0.8696,0.7353,0.7714,0.7353,0.8507,0.7059,0.7882,0.6742,0.8737,0.7763,0.0655
Xception+ResNet50,UMAP,No,250,RandomForest,0.8083,0.8062,0.9118,0.7714,0.8529,0.8264,0.7941,0.7951,0.8258,0.914,0.8306,0.0461
Xception+ResNet50,UMAP,No,250,Adaboost,0.7833,0.7862,0.8824,0.7571,0.8235,0.8576,0.6765,0.7326,0.7121,0.7614,0.7773,0.0607
Xception+ResNet50,UMAP,No,250,Gaussian,0.7583,0.8913,0.7353,0.7607,0.8235,0.8194,0.7059,0.7569,0.7614,0.8807,0.7894,0.0586
VGG16+VGG19,PCA,No,250,PCC,0.55,0.6341,0.7059,0.5786,0.6471,0.5278,0.5588,0.6076,0.6098,0.5684,0.5988,0.0506
VGG16+VGG19,PCA,No,250,J48,0.55,0.6395,0.6471,0.6571,0.8235,0.7083,0.6471,0.6979,0.7879,0.6965,0.6855,0.0739
VGG16+VGG19,PCA,No,250,RBF,0.7333,0.8297,0.9118,0.7929,0.7647,0.8264,0.8824,0.8576,0.9318,0.9474,0.8478,0.0679
VGG16+VGG19,PCA,No,250,LinearSVM,0.9,0.8279,0.8529,0.7714,0.8529,0.8194,0.7353,0.9688,0.9129,0.8737,0.8515,0.0647
VGG16+VGG19,PCA,No,250,MLP,0.7083,0.5725,0.8235,0.6714,0.5294,0.7049,0.7059,0.7986,0.6326,0.6754,0.6823,0.0856
VGG16+VGG19,PCA,No,250,Logistic,0.875,0.8279,0.8824,0.7964,0.8824,0.8194,0.7059,0.9688,0.9129,0.8737,0.8545,0.068
VGG16+VGG19,PCA,No,250,RandomForest,0.5917,0.6812,0.7941,0.8036,0.6471,0.8299,0.7647,0.8333,0.7727,0.7947,0.7513,0.0783
VGG16+VGG19,PCA,No,250,Adaboost,0.7167,0.6377,0.8824,0.7464,0.5882,0.684,0.7647,0.7951,0.8068,0.7421,0.7364,0.0809
VGG16+VGG19,PCA,No,250,Gaussian,0.5083,0.6993,0.7647,0.6143,0.5588,0.7674,0.7353,0.7083,0.822,0.5684,0.6747,0.0999
VGG16+VGG19,UMAP,No,250,PCC,0.7167,0.8696,0.7941,0.7464,0.7353,0.6771,0.6176,0.6111,0.6174,0.7351,0.712,0.0794
VGG16+VGG19,UMAP,No,250,J48,0.7083,0.7862,0.6176,0.6393,0.7941,0.5,0.6176,0.5243,0.6326,0.6298,0.645,0.0915
VGG16+VGG19,UMAP,No,250,RBF,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0
VGG16+VGG19,UMAP,No,250,LinearSVM,0.6167,0.6522,0.6765,0.675,0.7353,0.6701,0.6765,0.7014,0.6326,0.7281,0.6764,0.0359
VGG16+VGG19,UMAP,No,250,MLP,0.4667,0.5,0.5,0.4857,0.5,0.5,0.5,0.5,0.5,0.5965,0.5049,0.0322
VGG16+VGG19,UMAP,No,250,Logistic,0.6917,0.8062,0.7353,0.7357,0.7647,0.6493,0.6176,0.6979,0.6818,0.7281,0.7108,0.0523
VGG16+VGG19,UMAP,No,250,RandomForest,0.7667,0.8279,0.7941,0.7607,0.7647,0.6458,0.5882,0.7326,0.697,0.7421,0.732,0.0675
VGG16+VGG19,UMAP,No,250,Adaboost,0.6917,0.6812,0.7647,0.6964,0.7941,0.4688,0.6176,0.5312,0.6742,0.7158,0.6636,0.0948
VGG16+VGG19,UMAP,No,250,Gaussian,0.75,0.7264,0.7647,0.7429,0.6765,0.684,0.5588,0.5903,0.6515,0.7158,0.6861,0.0653
Xception+ResNet50,PCA,No,200,PCC,0.675,0.7011,0.8235,0.6893,0.7353,0.9132,0.8235,0.875,0.7386,0.7474,0.7722,0.0776
Xception+ResNet50,PCA,No,200,J48,0.65,0.7844,0.8235,0.7464,0.7941,0.8576,0.8235,0.6146,0.7803,0.7474,0.7622,0.073
Xception+ResNet50,PCA,No,200,RBF,0.8833,0.9366,0.9412,0.8321,0.9118,0.941,0.8824,0.8854,0.9091,0.9404,0.9063,0.034
Xception+ResNet50,PCA,No,200,LinearSVM,0.85,0.8913,0.8824,0.9036,0.9412,0.9167,0.9118,0.941,0.9129,0.914,0.9065,0.0258
Xception+ResNet50,PCA,No,200,MLP,0.7583,0.7663,0.8824,0.8536,0.7353,0.6493,0.6471,0.8264,0.8636,0.7351,0.7717,0.0799
Xception+ResNet50,PCA,No,200,Logistic,0.8833,0.913,0.9118,0.8679,0.9118,0.8889,0.9118,0.9722,0.9129,0.9404,0.9114,0.0278
Xception+ResNet50,PCA,No,200,RandomForest,0.85,0.8514,0.8529,0.7786,0.8235,0.7986,0.8235,0.8542,0.8258,0.7421,0.8201,0.0353
Xception+ResNet50,PCA,No,200,Adaboost,0.975,0.9149,0.8529,0.8179,0.8824,0.8264,0.8235,0.8507,0.9129,0.814,0.8671,0.0505
Xception+ResNet50,PCA,No,200,Gaussian,0.775,0.7645,0.6765,0.6357,0.7059,0.7049,0.6765,0.7674,0.7803,0.5754,0.7062,0.0642
Xception+ResNet50,UMAP,No,200,PCC,0.7583,0.8261,0.7353,0.8321,0.7647,0.7917,0.7941,0.7604,0.7235,0.8211,0.7807,0.0362
Xception+ResNet50,UMAP,No,200,J48,0.725,0.9149,0.7941,0.7714,0.7353,0.7639,0.7647,0.7674,0.6742,0.7947,0.7706,0.0589
Xception+ResNet50,UMAP,No,200,RBF,0.625,0.7174,0.7059,0.7,0.6765,0.6979,0.6176,0.6979,0.7803,0.7807,0.6999,0.0513
Xception+ResNet50,UMAP,No,200,LinearSVM,0.6833,0.7826,0.7353,0.7607,0.7059,0.7535,0.7353,0.7257,0.8068,0.807,0.7496,0.0388
Xception+ResNet50,UMAP,No,200,MLP,0.575,0.6739,0.6765,0.725,0.7059,0.5278,0.6176,0.6562,0.5227,0.5263,0.6207,0.0739
Xception+ResNet50,UMAP,No,200,Logistic,0.7333,0.8696,0.7647,0.7714,0.7353,0.7917,0.7941,0.8472,0.6742,0.814,0.7796,0.0545
Xception+ResNet50,UMAP,No,200,RandomForest,0.7583,0.8913,0.8824,0.7464,0.9118,0.7639,0.7941,0.8229,0.7614,0.9474,0.828,0.0703
Xception+ResNet50,UMAP,No,200,Adaboost,0.8083,0.8714,0.8824,0.7464,0.8529,0.7604,0.7059,0.7708,0.7197,0.7947,0.7913,0.0588
Xception+ResNet50,UMAP,No,200,Gaussian,0.7583,0.7844,0.7647,0.7964,0.7647,0.7882,0.7059,0.7569,0.7841,0.7807,0.7684,0.0245
VGG16+VGG19,PCA,No,200,PCC,0.6,0.5924,0.7353,0.6643,0.6765,0.7014,0.5882,0.6111,0.6553,0.714,0.6539,0.0509
VGG16+VGG19,PCA,No,200,J48,0.65,0.7228,0.7059,0.6857,0.7059,0.7118,0.6176,0.7049,0.7197,0.7088,0.6933,0.032
VGG16+VGG19,PCA,No,200,RBF,0.7667,0.808,0.9118,0.8286,0.7941,0.8819,0.9118,0.8576,0.9091,0.9474,0.8617,0.0571
VGG16+VGG19,PCA,No,200,LinearSVM,0.8917,0.7645,0.9118,0.7821,0.8235,0.8229,0.6765,0.941,0.9545,0.8544,0.8423,0.0822
VGG16+VGG19,PCA,No,200,MLP,0.8333,0.7446,0.8529,0.7214,0.7059,0.7951,0.7647,0.7639,0.7765,0.6754,0.7634,0.0522
VGG16+VGG19,PCA,No,200,Logistic,0.8583,0.7428,0.9118,0.7821,0.8529,0.8194,0.7059,0.9097,0.9545,0.8544,0.8392,0.0742
VGG16+VGG19,PCA,No,200,RandomForest,0.7083,0.6812,0.8824,0.7786,0.6765,0.8299,0.6765,0.8611,0.8182,0.7825,0.7695,0.075
VGG16+VGG19,PCA,No,200,Adaboost,0.5833,0.7391,0.8824,0.8786,0.7647,0.7917,0.7059,0.6979,0.7197,0.7351,0.7498,0.0835
VGG16+VGG19,PCA,No,200,Gaussian,0.5083,0.6993,0.7353,0.6143,0.5294,0.7361,0.7647,0.7083,0.7992,0.5947,0.669,0.0955
VGG16+VGG19,UMAP,No,200,PCC,0.7167,0.8913,0.7353,0.7,0.7647,0.7049,0.6471,0.6424,0.6364,0.7351,0.7174,0.0712
VGG16+VGG19,UMAP,No,200,J48,0.55,0.7645,0.5294,0.6357,0.7647,0.5625,0.5882,0.6181,0.4167,0.6298,0.606,0.0995
VGG16+VGG19,UMAP,No,200,RBF,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0
VGG16+VGG19,UMAP,No,200,LinearSVM,0.525,0.6739,0.7059,0.6857,0.7059,0.6979,0.5882,0.6667,0.6098,0.7544,0.6613,0.0643
VGG16+VGG19,UMAP,No,200,MLP,0.5,0.6014,0.5588,0.475,0.7059,0.5625,0.6765,0.5,0.5,0.5,0.558,0.0763
VGG16+VGG19,UMAP,No,200,Logistic,0.6,0.7627,0.7059,0.6964,0.7353,0.7639,0.5882,0.6979,0.6364,0.6491,0.6836,0.0598
VGG16+VGG19,UMAP,No,200,RandomForest,0.7417,0.8279,0.7941,0.7107,0.8235,0.6806,0.6176,0.6458,0.7008,0.7491,0.7292,0.0681
VGG16+VGG19,UMAP,No,200,Adaboost,0.6833,0.6812,0.7941,0.5536,0.7059,0.566,0.5588,0.5312,0.5909,0.7877,0.6453,0.0933
VGG16+VGG19,UMAP,No,200,Gaussian,0.7417,0.6848,0.7647,0.7321,0.7353,0.625,0.5882,0.6458,0.7197,0.7684,0.7006,0.0588
Xception+ResNet50,PCA,No,150,PCC,0.7333,0.8714,0.7647,0.7357,0.8235,0.816,0.8529,0.8472,0.7197,0.7877,0.7952,0.0521
Xception+ResNet50,PCA,No,150,J48,0.4583,0.808,0.7941,0.6107,0.7647,0.8021,0.7647,0.7361,0.6932,0.8404,0.7272,0.1092
Xception+ResNet50,PCA,No,150,RBF,0.85,0.9149,0.9412,0.7964,0.9118,0.941,0.8529,0.8854,0.9091,0.914,0.8917,0.0436
Xception+ResNet50,PCA,No,150,LinearSVM,0.9167,0.8478,0.9118,0.8679,0.9118,0.8299,0.9412,0.9062,0.8523,0.7491,0.8735,0.0538
Xception+ResNet50,PCA,No,150,MLP,0.7917,0.8496,0.8529,0.8036,0.9118,0.7049,0.6765,0.7569,0.8258,0.8018,0.7975,0.0668
Xception+ResNet50,PCA,No,150,Logistic,0.9167,0.8478,0.8824,0.8679,0.9412,0.8333,0.9412,0.8785,0.8939,0.8018,0.8805,0.043
Xception+ResNet50,PCA,No,150,RandomForest,0.9083,0.8732,0.9118,0.7464,0.8529,0.7708,0.8824,0.8542,0.8636,0.7947,0.8458,0.0537
Xception+ResNet50,PCA,No,150,Adaboost,0.8333,0.9348,0.9412,0.8071,0.8529,0.8542,0.8235,0.7882,0.9545,0.7614,0.8551,0.0638
Xception+ResNet50,PCA,No,150,Gaussian,0.75,0.7645,0.6471,0.625,0.6471,0.7049,0.6471,0.7361,0.7614,0.6018,0.6885,0.0584
Xception+ResNet50,UMAP,No,150,PCC,0.7583,0.8261,0.7353,0.7714,0.7647,0.8472,0.7941,0.7569,0.7045,0.907,0.7866,0.0562
Xception+ResNet50,UMAP,No,150,J48,0.7583,0.8496,0.8235,0.7607,0.7941,0.7118,0.7059,0.9132,0.7121,0.7614,0.7791,0.0637
Xception+ResNet50,UMAP,No,150,RBF,0.6833,0.7391,0.7353,0.7,0.7059,0.7882,0.6765,0.7257,0.7841,0.807,0.7345,0.0432
Xception+ResNet50,UMAP,No,150,LinearSVM,0.6833,0.7609,0.7353,0.725,0.7353,0.8438,0.7059,0.7535,0.7045,0.807,0.7454,0.0463
Xception+ResNet50,UMAP,No,150,MLP,0.5417,0.6739,0.6471,0.5393,0.6765,0.5208,0.6176,0.5938,0.5909,0.5719,0.5973,0.0529
Xception+ResNet50,UMAP,No,150,Logistic,0.7333,0.8062,0.7647,0.7714,0.7647,0.8785,0.7353,0.816,0.7386,0.8474,0.7856,0.0473
Xception+ResNet50,UMAP,No,150,RandomForest,0.7833,0.8696,0.8824,0.7964,0.7941,0.8229,0.8824,0.8542,0.7614,0.9474,0.8394,0.0547
Xception+ResNet50,UMAP,No,150,Adaboost,0.8083,0.8913,0.8235,0.7357,0.7941,0.8229,0.7647,0.7951,0.6098,0.7947,0.784,0.0697
Xception+ResNet50,UMAP,No,150,Gaussian,0.7,0.7645,0.7647,0.7,0.7647,0.7917,0.6765,0.7882,0.7803,0.7807,0.7511,0.0401
VGG16+VGG19,PCA,No,150,PCC,0.6833,0.6359,0.7941,0.6643,0.7353,0.7014,0.6176,0.6111,0.7197,0.8404,0.7003,0.0711
VGG16+VGG19,PCA,No,150,J48,0.6083,0.6594,0.8235,0.6321,0.7647,0.7118,0.6765,0.6458,0.7803,0.7491,0.7052,0.0681
VGG16+VGG19,PCA,No,150,RBF,0.7667,0.808,0.9118,0.7214,0.8235,0.8854,0.8824,0.8299,0.8674,0.8211,0.8317,0.055
VGG16+VGG19,PCA,No,150,LinearSVM,0.7833,0.8279,0.9412,0.7571,0.7059,0.8507,0.8235,0.8472,0.8258,0.7614,0.8124,0.0614
VGG16+VGG19,PCA,No,150,MLP,0.7833,0.7428,0.8529,0.8286,0.7353,0.7361,0.7353,0.6215,0.7841,0.6754,0.7495,0.0646
VGG16+VGG19,PCA,No,150,Logistic,0.8083,0.8279,0.9706,0.7214,0.7059,0.8819,0.7941,0.8507,0.8712,0.7877,0.822,0.074
VGG16+VGG19,PCA,No,150,RandomForest,0.6833,0.7011,0.9118,0.7679,0.7353,0.7743,0.7941,0.8889,0.7727,0.8088,0.7838,0.0692
VGG16+VGG19,PCA,No,150,Adaboost,0.6833,0.7844,0.8529,0.6607,0.7353,0.7986,0.7647,0.7674,0.8447,0.7544,0.7646,0.0584
VGG16+VGG19,PCA,No,150,Gaussian,0.575,0.6775,0.7353,0.65,0.5,0.7014,0.7059,0.6771,0.822,0.5947,0.6639,0.0856
VGG16+VGG19,UMAP,No,150,PCC,0.75,0.788,0.7353,0.675,0.7941,0.7361,0.6471,0.6736,0.7424,0.7351,0.7277,0.046
VGG16+VGG19,UMAP,No,150,J48,0.6833,0.7029,0.5882,0.6357,0.6765,0.6181,0.5588,0.5903,0.5644,0.7421,0.636,0.0595
VGG16+VGG19,UMAP,No,150,RBF,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0
VGG16+VGG19,UMAP,No,150,LinearSVM,0.5583,0.6304,0.7353,0.65,0.7647,0.6667,0.5882,0.6667,0.5909,0.6684,0.652,0.0611
VGG16+VGG19,UMAP,No,150,MLP,0.5,0.4746,0.5882,0.5,0.5,0.5,0.5588,0.4965,0.447,0.5982,0.5163,0.0466
VGG16+VGG19,UMAP,No,150,Logistic,0.6333,0.7645,0.7647,0.7357,0.7353,0.6736,0.5882,0.7014,0.5341,0.6754,0.6806,0.0727
VGG16+VGG19,UMAP,No,150,RandomForest,0.75,0.8297,0.7647,0.675,0.7647,0.6806,0.6471,0.7292,0.6553,0.7421,0.7238,0.0552
VGG16+VGG19,UMAP,No,150,Adaboost,0.7583,0.8098,0.8235,0.725,0.7647,0.6146,0.5294,0.7049,0.6553,0.6228,0.7008,0.0894
VGG16+VGG19,UMAP,No,150,Gaussian,0.7917,0.788,0.7353,0.6607,0.7353,0.6806,0.5882,0.6458,0.7197,0.7018,0.7047,0.0601
Xception+ResNet50,PCA,No,100,PCC,0.7,0.8062,0.8529,0.7,0.7941,0.8785,0.7647,0.816,0.8258,0.807,0.7945,0.0556
Xception+ResNet50,PCA,No,100,J48,0.5917,0.7446,0.8235,0.6357,0.7059,0.7951,0.7647,0.7604,0.7348,0.7474,0.7304,0.0665
Xception+ResNet50,PCA,No,100,RBF,0.8833,0.8931,0.9706,0.7964,0.9706,0.941,0.9118,0.9132,0.8674,0.9404,0.9088,0.0499
Xception+ResNet50,PCA,No,100,LinearSVM,0.8833,0.8478,0.9118,0.9286,1,0.7639,0.9706,0.8819,0.8295,0.8281,0.8846,0.0675
Xception+ResNet50,PCA,No,100,MLP,0.825,0.7826,0.8529,0.75,0.7941,0.8194,0.8529,0.8264,0.8068,0.7684,0.8079,0.0325
Xception+ResNet50,PCA,No,100,Logistic,0.95,0.8478,0.9118,0.8929,1,0.7639,0.9412,0.9097,0.8295,0.8281,0.8875,0.0666
Xception+ResNet50,PCA,No,100,RandomForest,0.7917,0.8949,0.8529,0.7714,0.8824,0.8264,0.8235,0.8889,0.9091,0.8211,0.8462,0.0443
Xception+ResNet50,PCA,No,100,Adaboost,0.8917,0.8931,0.8824,0.7714,0.9706,0.8785,0.7941,0.7917,0.9091,0.8737,0.8656,0.0586
Xception+ResNet50,PCA,No,100,Gaussian,0.7,0.7645,0.6176,0.6393,0.6176,0.7604,0.6765,0.7083,0.678,0.5754,0.6738,0.059
Xception+ResNet50,UMAP,No,100,PCC,0.7833,0.7844,0.8235,0.7964,0.7647,0.8472,0.7647,0.7847,0.7008,0.8737,0.7924,0.0455
Xception+ResNet50,UMAP,No,100,J48,0.8583,0.7228,0.7059,0.7107,0.8529,0.8576,0.7941,0.7882,0.7386,0.8877,0.7917,0.0658
Xception+ResNet50,UMAP,No,100,RBF,0.65,0.7391,0.7059,0.7,0.6765,0.7569,0.6471,0.7257,0.7386,0.7807,0.7121,0.0423
Xception+ResNet50,UMAP,No,100,LinearSVM,0.7083,0.8043,0.7353,0.7607,0.7059,0.7847,0.7353,0.7257,0.7841,0.807,0.7551,0.0362
Xception+ResNet50,UMAP,No,100,MLP,0.6083,0.5,0.7647,0.725,0.7059,0.7674,0.5,0.7743,0.6894,0.7807,0.6816,0.1032
Xception+ResNet50,UMAP,No,100,Logistic,0.7333,0.8696,0.7647,0.7714,0.7941,0.8785,0.7647,0.7882,0.7614,0.8737,0.8,0.0508
Xception+ResNet50,UMAP,No,100,RandomForest,0.8083,0.8913,0.8529,0.8071,0.8235,0.8819,0.8529,0.8819,0.7386,0.914,0.8453,0.0493
Xception+ResNet50,UMAP,No,100,Adaboost,0.8,0.7862,0.9118,0.6714,0.8235,0.7674,0.8235,0.8229,0.7197,0.907,0.8033,0.0705
Xception+ResNet50,UMAP,No,100,Gaussian,0.725,0.808,0.7647,0.7357,0.7941,0.8194,0.7059,0.7569,0.7803,0.8474,0.7737,0.0423
VGG16+VGG19,PCA,No,100,PCC,0.7417,0.7645,0.8235,0.7714,0.8235,0.7292,0.6176,0.7812,0.7159,0.7544,0.7523,0.0562
VGG16+VGG19,PCA,No,100,J48,0.6667,0.7011,0.8235,0.8536,0.7353,0.7396,0.6176,0.7049,0.7576,0.7421,0.7342,0.0656
VGG16+VGG19,PCA,No,100,RBF,0.8,0.808,0.9118,0.7464,0.8529,0.8819,0.9118,0.8854,0.9318,0.914,0.8644,0.058
VGG16+VGG19,PCA,No,100,LinearSVM,0.8083,0.8696,0.8824,0.8429,0.7059,0.8785,0.8235,0.7604,0.9129,0.914,0.8398,0.0637
VGG16+VGG19,PCA,No,100,MLP,0.7833,0.7663,0.9118,0.7607,0.8235,0.7014,0.7941,0.7917,0.7424,0.8211,0.7896,0.0534
VGG16+VGG19,PCA,No,100,Logistic,0.8083,0.8696,0.8824,0.8429,0.7059,0.8785,0.7941,0.7326,0.8712,0.914,0.8299,0.065
VGG16+VGG19,PCA,No,100,RandomForest,0.65,0.7446,0.8824,0.7679,0.7353,0.8021,0.7647,0.9167,0.8864,0.7421,0.7892,0.0788
